participant	content
0	So what do you think about abortion?
1	Um personally I think that um for the current time I think abortion should be legal um but at the same time I think that um we shouldn't be putting as much money into it and we should be putting much more money into finding alternatives and ultimately reducing the number of abortions.
0	So you think like allocation of funds?
1	Yeah I think allocation of funds is a big deal I think we should be spending less money on subsidizing abortions and more on preventative measures adoption and such like that. Um but I think for the current time in a lot of people's situations abortion's a necessary um thing and I think it should be legal.
0	It should be legal?
0	I agree it should be legal um, though my but the only thing that I'm not 100% sure on with what you're saying is you want to you would encourage have going through with the pregnancy and then giving the child up for adoption afterwards?
1	Um I think that would that's one of the things I would push um possibly
0	So that's something you'd push that's something you'd push for?
1	Yeah I would push for that as opposed I would and I would push for um you know uh just oh more spending more money on like cont like contraception and different methods like that and making it more universal you know um and just preventing it in the first place and if not um I mean
0	Prevent it okay.
0	Things like condoms or birth control pushing stuff pushing stuff like that.
1	Yeah like you know providing, yeah and especially like with healthcare and stuff.
0	So for for stuff like that like the contracept the contraceptives like things like Planned Parenthood I don't think that they focus more on the abortion like most of the money isn't going into abortion I feel like it's going more into the contraceptives
1	It is a largely but I think that, a lot of like
0	You still think that it should be the allocation of funds?
1	I think that there and maybe even yeah I think that yeah like allocation of funds is pretty good and I think that you know it should just be largely encouraged I think that you know the way it is um, uh and I don't have the statistics on it but I feel like it like the way our like society and like it's perpetrated as that abortion is just like the best solution and I think that it is a solution for a lot of cases but I think that it should just be you know um you know we should put more money into the alternatives.
0	I mean my my personal opinion is like, it's it's her body so it's her choice. Whatever she wants to do she can do it.
1	No yeah
1	And I agree I I that's what I'm saying like legally speaking like if she wants an abortion I think that should be for her
0	So I do I do believe in that adoption method. I do believe that is a very good possibility if you can follow through with the pregnancy. In a lot of cl in a lot of cases some women just can't go through with that pregnancy and that's where I feel abortion comes in whether it's like familial reasons or, things like other other pressing circumstances I feel like um taking out the funds for Planned Parenthood may not be good
1	And I'm not necessarily, maybe not even reallocating funds but just increasing if it you know just for a temporary time like increasing funds in general and putting more into the alternatives until we reach a point where abortion isn't necessary anymore.
0	I okay.
1	Um if but like I'm saying if for the time being I think in a lot of circumstances it's completely necessary so I think that it should be completely legal uh, at the current time but
0	I agree it should be legal yeah.
1	I think that it and I I don't think it's the best solution but I think it for a lot of people it is so if we could reach a point in our society
0	I mean moral morally I can understand where you're coming from how it would be, uh no I'm just I'm just saying like but I can understand how it would be a good thing to do but, there's another way.
1	Yeah. I don't have any like you know I don't have moral problems with it but you know
