participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
kid	okay the poisonous dragon was outside playing baseball and a lot of baseball players comedn and then a leaping dragon comedn and frightened them away so the baseball players ran away from the dragon	[okay, the, poisonous, dragon, was, outside, playing, baseball, and, a, lot, of, baseball, players, comedy, and, then, a, leaping, dragon, comedy, and, frightened, them, away, so, the, baseball, players, ran, away, from, the, dragon]	[okay, the, poisonous, dragon, be, outside, play, baseball, and, a, lot, of, baseball, player, comedy, and, then, a, leaping, dragon, comedy, and, frighten, them, away, so, the, baseball, player, run, away, from, the, dragon]	[(okay, IN), (the, DT), (poisonous, JJ), (dragon, NN), (was, VBD), (outside, JJ), (playing, VBG), (baseball, NN), (and, CC), (a, DT), (lot, NN), (of, IN), (baseball, NN), (players, NNS), (comedy, VBP), (and, CC), (then, RB), (a, DT), (leaping, NN), (dragon, NN), (comedy, NN), (and, CC), (frightened, VBD), (them, PRP), (away, RB), (so, IN), (the, DT), (baseball, NN), (players, NNS), (ran, VBD), (away, RB), (from, IN), (the, DT), (dragon, NN)]	[(okay, IN), (the, DT), (poisonous, JJ), (dragon, NN), (be, VB), (outside, JJ), (play, VB), (baseball, NN), (and, CC), (a, DT), (lot, NN), (of, IN), (baseball, NN), (player, NN), (comedy, NN), (and, CC), (then, RB), (a, DT), (leaping, NN), (dragon, NN), (comedy, NN), (and, CC), (frighten, VB), (them, PRP), (away, RB), (so, IN), (the, DT), (baseball, NN), (player, NN), (run, VB), (away, RB), (from, IN), (the, DT), (dragon, NN)]	[(okay, JJ), (the, DT), (poisonous, JJ), (dragon, NN), (was, VBD), (outside, JJ), (playing, NN), (baseball, NN), (and, CC), (a, DT), (lot, NN), (of, IN), (baseball, NN), (players, NNS), (comedy, NN), (and, CC), (then, RB), (a, DT), (leaping, VBG), (dragon, NN), (comedy, NN), (and, CC), (frightened, VBD), (them, PRP), (away, RB), (so, RB), (the, DT), (baseball, NN), (players, NNS), (ran, VBD), (away, RB), (from, IN), (the, DT), (dragon, NN)]	[(okay, JJ), (the, DT), (poisonous, JJ), (dragon, NN), (be, VB), (outside, JJ), (play, NN), (baseball, NN), (and, CC), (a, DT), (lot, NN), (of, IN), (baseball, NN), (player, NN), (comedy, NN), (and, CC), (then, RB), (a, DT), (leaping, VBG), (dragon, NN), (comedy, NN), (and, CC), (frighten, VB), (them, PRP), (away, RB), (so, RB), (the, DT), (baseball, NN), (player, NN), (run, VB), (away, RB), (from, IN), (the, DT), (dragon, NN)]	time155-cond1.txt
cgv	and then what	[and, then, what]	[and, then, what]	[(and, CC), (then, RB), (what, WP)]	[(and, CC), (then, RB), (what, WP)]	[(and, CC), (then, RB), (what, WP)]	[(and, CC), (then, RB), (what, WP)]	time155-cond1.txt
kid	and then and then the dragon said   don't be scared i'm your friend and then they were all friends together	[and, then, and, then, the, dragon, said, do, not, be, scared, i, am, your, friend, and, then, they, were, all, friends, together]	[and, then, and, then, the, dragon, say, do, not, be, scar, i, be, your, friend, and, then, they, be, all, friend, together]	[(and, CC), (then, RB), (and, CC), (then, RB), (the, DT), (dragon, NN), (said, VBD), (do, VBP), (not, RB), (be, VB), (scared, VBN), (i, JJ), (am, VBP), (your, PRP$), (friend, NN), (and, CC), (then, RB), (they, PRP), (were, VBD), (all, DT), (friends, NNS), (together, RB)]	[(and, CC), (then, RB), (and, CC), (then, RB), (the, DT), (dragon, NNS), (say, VBP), (do, VBP), (not, RB), (be, VB), (scar, NN), (i, JJ), (be, VB), (your, PRP$), (friend, NN), (and, CC), (then, RB), (they, PRP), (be, VB), (all, DT), (friend, NN), (together, RB)]	[(and, CC), (then, RB), (and, CC), (then, RB), (the, DT), (dragon, NN), (said, VBD), (do, VBP), (not, RB), (be, VB), (scared, VBN), (i, FW), (am, VBP), (your, PRP$), (friend, NN), (and, CC), (then, RB), (they, PRP), (were, VBD), (all, DT), (friends, NNS), (together, RB)]	[(and, CC), (then, RB), (and, CC), (then, RB), (the, DT), (dragon, NN), (say, VBP), (do, VBP), (not, RB), (be, VB), (scar, NN), (i, FW), (be, VB), (your, PRP$), (friend, NN), (and, CC), (then, RB), (they, PRP), (be, VB), (all, DT), (friend, NN), (together, RB)]	time155-cond1.txt
cgv	fantastic do you have another dream you want to tell me about	[fantastic, do, you, have, another, dream, you, want, to, tell, me, about]	[fantastic, do, you, have, another, dream, you, want, to, tell, me, about]	[(fantastic, JJ), (do, VBP), (you, PRP), (have, VB), (another, DT), (dream, NN), (you, PRP), (want, VBP), (to, TO), (tell, VB), (me, PRP), (about, IN)]	[(fantastic, JJ), (do, VBP), (you, PRP), (have, VB), (another, DT), (dream, NN), (you, PRP), (want, VBP), (to, TO), (tell, VB), (me, PRP), (about, IN)]	[(fantastic, JJ), (do, VBP), (you, PRP), (have, VB), (another, DT), (dream, NN), (you, PRP), (want, VBP), (to, TO), (tell, VB), (me, PRP), (about, IN)]	[(fantastic, JJ), (do, VBP), (you, PRP), (have, VB), (another, DT), (dream, NN), (you, PRP), (want, VBP), (to, TO), (tell, VB), (me, PRP), (about, IN)]	time155-cond1.txt
kid	yeah how about two dreams tonight and i'll tell you the other dreams tomorrow okay now the other one is how can i there was this boy who talked to his mother and said   wow can't i do something about my flying and the and the mommy said   no he can't and the boy said   no why can't i so the bird said  so so the next morning he washed out his wings and he went   powwowc i'm ready to fly	[yeah, how, about, two, dreams, tonight, and, i, will, tell, you, the, other, dreams, tomorrow, okay, now, the, other, one, is, how, can, i, there, was, this, boy, who, talked, to, his, mother, and, said, wow, can, not, i, do, something, about, my, flying, and, the, and, the, mommy, said, no, he, can, not, and, the, boy, said, no, why, can, not, i, so, the, bird, said, so, so, the, next, morning, he, washed, out, his, wings, and, he, went, powwow, i, am, ready, to, fly]	[yeah, how, about, two, dream, tonight, and, i, will, tell, you, the, other, dream, tomorrow, okay, now, the, other, one, be, how, can, i, there, be, this, boy, who, talk, to, his, mother, and, say, wow, can, not, i, do, something, about, my, flying, and, the, and, the, mommy, say, no, he, can, not, and, the, boy, say, no, why, can, not, i, so, the, bird, say, so, so, the, next, morning, he, wash, out, his, wing, and, he, go, powwow, i, be, ready, to, fly]	[(yeah, VB), (how, WRB), (about, IN), (two, CD), (dreams, NNS), (tonight, VBD), (and, CC), (i, VB), (will, MD), (tell, VB), (you, PRP), (the, DT), (other, JJ), (dreams, NNS), (tomorrow, NN), (okay, RB), (now, RB), (the, DT), (other, JJ), (one, NN), (is, VBZ), (how, WRB), (can, MD), (i, VB), (there, RB), (was, VBD), (this, DT), (boy, NN), (who, WP), (talked, VBD), (to, TO), (his, PRP$), (mother, NN), (and, CC), (said, VBD), (wow, NNS), (can, MD), (not, RB), (i, VB), (do, VBP), (something, NN), (about, IN), (my, PRP$), (flying, NN), (and, CC), (the, DT), (and, CC), (the, DT), (mommy, NN), (said, VBD), (no, DT), (he, PRP), (can, MD), (not, RB), (and, CC), (the, DT), (boy, NN), (said, VBD), (no, DT), (why, WRB), (can, MD), (not, RB), (i, VB), (so, RB), (the, DT), (bird, NN), (said, VBD), (so, RB), (so, RB), (the, DT), (next, JJ), (morning, NN), (he, PRP), (washed, VBD), (out, RP), (his, PRP$), (wings, NNS), (and, CC), (he, PRP), (went, VBD), (powwow, NN), (i, NN), (am, VBP), (ready, JJ), (to, TO), (fly, VB)]	[(yeah, VB), (how, WRB), (about, IN), (two, CD), (dream, NN), (tonight, NN), (and, CC), (i, NN), (will, MD), (tell, VB), (you, PRP), (the, DT), (other, JJ), (dream, NN), (tomorrow, NN), (okay, RB), (now, RB), (the, DT), (other, JJ), (one, CD), (be, VB), (how, WRB), (can, MD), (i, VB), (there, RB), (be, VB), (this, DT), (boy, NN), (who, WP), (talk, VBP), (to, TO), (his, PRP$), (mother, NN), (and, CC), (say, VBP), (wow, NNS), (can, MD), (not, RB), (i, VB), (do, VBP), (something, NN), (about, IN), (my, PRP$), (flying, NN), (and, CC), (the, DT), (and, CC), (the, DT), (mommy, NNS), (say, VBP), (no, IN), (he, PRP), (can, MD), (not, RB), (and, CC), (the, DT), (boy, NNS), (say, VBP), (no, DT), (why, WRB), (can, MD), (not, RB), (i, VB), (so, RB), (the, DT), (bird, NN), (say, VBP), (so, RB), (so, RB), (the, DT), (next, JJ), (morning, NN), (he, PRP), (wash, VBZ), (out, RP), (his, PRP$), (wing, NN), (and, CC), (he, PRP), (go, VBP), (powwow, JJ), (i, RB), (be, VB), (ready, JJ), (to, TO), (fly, VB)]	[(yeah, VB), (how, WRB), (about, IN), (two, CD), (dreams, NNS), (tonight, NN), (and, CC), (i, FW), (will, MD), (tell, VB), (you, PRP), (the, DT), (other, JJ), (dreams, NNS), (tomorrow, NN), (okay, JJ), (now, RB), (the, DT), (other, JJ), (one, CD), (is, VBZ), (how, WRB), (can, MD), (i, FW), (there, EX), (was, VBD), (this, DT), (boy, NN), (who, WP), (talked, VBD), (to, TO), (his, PRP$), (mother, NN), (and, CC), (said, VBD), (wow, NN), (can, MD), (not, RB), (i, FW), (do, VBP), (something, NN), (about, IN), (my, PRP$), (flying, VBG), (and, CC), (the, DT), (and, CC), (the, DT), (mommy, NN), (said, VBD), (no, DT), (he, PRP), (can, MD), (not, RB), (and, CC), (the, DT), (boy, NN), (said, VBD), (no, DT), (why, WRB), (can, MD), (not, RB), (i, FW), (so, IN), (the, DT), (bird, NN), (said, VBD), (so, RB), (so, RB), (the, DT), (next, JJ), (morning, NN), (he, PRP), (washed, VBD), (out, RP), (his, PRP$), (wings, NNS), (and, CC), (he, PRP), (went, VBD), (powwow, NN), (i, FW), (am, VBP), (ready, JJ), (to, TO), (fly, VB)]	[(yeah, VB), (how, WRB), (about, IN), (two, CD), (dream, NN), (tonight, NN), (and, CC), (i, FW), (will, MD), (tell, VB), (you, PRP), (the, DT), (other, JJ), (dream, NN), (tomorrow, NN), (okay, JJ), (now, RB), (the, DT), (other, JJ), (one, CD), (be, VB), (how, WRB), (can, MD), (i, FW), (there, EX), (be, VB), (this, DT), (boy, NN), (who, WP), (talk, VBP), (to, TO), (his, PRP$), (mother, NN), (and, CC), (say, VB), (wow, NN), (can, MD), (not, RB), (i, FW), (do, VBP), (something, NN), (about, IN), (my, PRP$), (flying, VBG), (and, CC), (the, DT), (and, CC), (the, DT), (mommy, NN), (say, VBP), (no, DT), (he, PRP), (can, MD), (not, RB), (and, CC), (the, DT), (boy, NN), (say, VBP), (no, DT), (why, WRB), (can, MD), (not, RB), (i, FW), (so, IN), (the, DT), (bird, NN), (say, VBP), (so, RB), (so, RB), (the, DT), (next, JJ), (morning, NN), (he, PRP), (wash, VB), (out, RP), (his, PRP$), (wing, NN), (and, CC), (he, PRP), (go, VB), (powwow, NN), (i, FW), (be, VB), (ready, JJ), (to, TO), (fly, VB)]	time155-cond1.txt
cgv	could he fly	[could, he, fly]	[could, he, fly]	[(could, MD), (he, PRP), (fly, VB)]	[(could, MD), (he, PRP), (fly, VB)]	[(could, MD), (he, PRP), (fly, VB)]	[(could, MD), (he, PRP), (fly, VB)]	time155-cond1.txt
kid	yep he went as far as we went to texas	[yep, he, went, as, far, as, we, went, to, texas]	[yep, he, go, as, far, a, we, go, to, texas]	[(yep, NN), (he, PRP), (went, VBD), (as, RB), (far, RB), (as, IN), (we, PRP), (went, VBD), (to, TO), (texas, VB)]	[(yep, NN), (he, PRP), (go, VB), (as, IN), (far, RB), (a, DT), (we, PRP), (go, VBP), (to, TO), (texas, VB)]	[(yep, RB), (he, PRP), (went, VBD), (as, RB), (far, RB), (as, IN), (we, PRP), (went, VBD), (to, TO), (texas, NNS)]	[(yep, RB), (he, PRP), (go, VB), (as, RB), (far, RB), (a, DT), (we, PRP), (go, VBP), (to, TO), (texas, NNS)]	time155-cond1.txt
cgv	he went a thousand miles	[he, went, a, thousand, miles]	[he, go, a, thousand, mile]	[(he, PRP), (went, VBD), (a, DT), (thousand, NN), (miles, NNS)]	[(he, PRP), (go, VB), (a, DT), (thousand, CD), (mile, NN)]	[(he, PRP), (went, VBD), (a, DT), (thousand, CD), (miles, NNS)]	[(he, PRP), (go, VB), (a, DT), (thousand, CD), (mile, NN)]	time155-cond1.txt
kid	where is that little baby are you are you writing my dream did you did you write what the mother said	[where, is, that, little, baby, are, you, are, you, writing, my, dream, did, you, did, you, write, what, the, mother, said]	[where, be, that, little, baby, be, you, be, you, write, my, dream, do, you, do, you, write, what, the, mother, say]	[(where, WRB), (is, VBZ), (that, DT), (little, JJ), (baby, NN), (are, VBP), (you, PRP), (are, VBP), (you, PRP), (writing, VBG), (my, PRP$), (dream, NN), (did, VBD), (you, PRP), (did, VBD), (you, PRP), (write, VB), (what, WP), (the, DT), (mother, NN), (said, VBD)]	[(where, WRB), (be, VB), (that, DT), (little, JJ), (baby, NN), (be, VB), (you, PRP), (be, VB), (you, PRP), (write, VB), (my, PRP$), (dream, NN), (do, VB), (you, PRP), (do, VB), (you, PRP), (write, VB), (what, WP), (the, DT), (mother, NN), (say, VBP)]	[(where, WRB), (is, VBZ), (that, DT), (little, JJ), (baby, NN), (are, VBP), (you, PRP), (are, VBP), (you, PRP), (writing, VBG), (my, PRP$), (dream, NN), (did, VBD), (you, PRP), (did, VBD), (you, PRP), (write, VB), (what, WP), (the, DT), (mother, NN), (said, VBD)]	[(where, WRB), (be, VB), (that, DT), (little, JJ), (baby, NN), (be, VB), (you, PRP), (be, VB), (you, PRP), (write, VB), (my, PRP$), (dream, NN), (do, VBP), (you, PRP), (do, VB), (you, PRP), (write, VB), (what, WP), (the, DT), (mother, NN), (say, VBP)]	time155-cond1.txt
cgv	can you tell me again	[can, you, tell, me, again]	[can, you, tell, me, again]	[(can, MD), (you, PRP), (tell, VB), (me, PRP), (again, RB)]	[(can, MD), (you, PRP), (tell, VB), (me, PRP), (again, RB)]	[(can, MD), (you, PRP), (tell, VB), (me, PRP), (again, RB)]	[(can, MD), (you, PRP), (tell, VB), (me, PRP), (again, RB)]	time155-cond1.txt
