participant	content	token	lemma	tagged_token	tagged_lemma	file
cgv	why is it october sixth just because here what do you want to do	[why, is, it, october, sixth, just, because, here, what, do, you, want, to, do]	[why, be, it, october, sixth, just, because, here, what, do, you, want, to, do]	[(why, WRB), (is, VBZ), (it, PRP), (october, NNP), (sixth, JJ), (just, RB), (because, IN), (here, RB), (what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (do, VB)]	[(why, WRB), (be, VB), (it, PRP), (october, NNP), (sixth, JJ), (just, RB), (because, IN), (here, RB), (what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (do, VB)]	time41-cond1.txt
kid	why you said what  why you said   what you want ta do	[why, you, said, what, why, you, said, what, you, want, ta, do]	[why, you, say, what, why, you, say, what, you, want, ta, do]	[(why, WRB), (you, PRP), (said, VBD), (what, WP), (why, WRB), (you, PRP), (said, VBD), (what, WP), (you, PRP), (want, VBP), (ta, NNS), (do, VB)]	[(why, WRB), (you, PRP), (say, VBP), (what, WP), (why, WRB), (you, PRP), (say, VBP), (what, WP), (you, PRP), (want, VBP), (ta, NNS), (do, VB)]	time41-cond1.txt
cgv	i thought that you wanted to put your shoes on do you want to	[i, thought, that, you, wanted, to, put, your, shoes, on, do, you, want, to]	[i, think, that, you, want, to, put, your, shoe, on, do, you, want, to]	[(i, NN), (thought, VBD), (that, IN), (you, PRP), (wanted, VBD), (to, TO), (put, VB), (your, PRP$), (shoes, NNS), (on, IN), (do, VBP), (you, PRP), (want, VB), (to, TO)]	[(i, NN), (think, VBP), (that, IN), (you, PRP), (want, VBP), (to, TO), (put, VB), (your, PRP$), (shoe, NN), (on, IN), (do, VBP), (you, PRP), (want, VB), (to, TO)]	time41-cond1.txt
kid	yeah i want ta watch	[yeah, i, want, ta, watch]	[yeah, i, want, ta, watch]	[(yeah, NN), (i, NN), (want, VBP), (ta, NN), (watch, NN)]	[(yeah, NN), (i, NN), (want, VBP), (ta, NN), (watch, NN)]	time41-cond1.txt
cgv	you want ta watch watch what	[you, want, ta, watch, watch, what]	[you, want, ta, watch, watch, what]	[(you, PRP), (want, VBP), (ta, JJ), (watch, NN), (watch, NN), (what, WP)]	[(you, PRP), (want, VBP), (ta, JJ), (watch, NN), (watch, NN), (what, WP)]	time41-cond1.txt
kid	watch you put my shoes on	[watch, you, put, my, shoes, on]	[watch, you, put, my, shoe, on]	[(watch, NN), (you, PRP), (put, VBP), (my, PRP$), (shoes, NNS), (on, IN)]	[(watch, NN), (you, PRP), (put, VBP), (my, PRP$), (shoe, NN), (on, IN)]	time41-cond1.txt
cgv	okay come here and you can watch me put your shoes on	[okay, come, here, and, you, can, watch, me, put, your, shoes, on]	[okay, come, here, and, you, can, watch, me, put, your, shoe, on]	[(okay, JJ), (come, NN), (here, RB), (and, CC), (you, PRP), (can, MD), (watch, VB), (me, PRP), (put, VB), (your, PRP$), (shoes, NNS), (on, IN)]	[(okay, JJ), (come, NN), (here, RB), (and, CC), (you, PRP), (can, MD), (watch, VB), (me, PRP), (put, VB), (your, PRP$), (shoe, NN), (on, IN)]	time41-cond1.txt
kid	that that that's tied up and that's not	[that, that, that, is, tied, up, and, that, is, not]	[that, that, that, be, tie, up, and, that, be, not]	[(that, IN), (that, DT), (that, WDT), (is, VBZ), (tied, VBN), (up, RP), (and, CC), (that, DT), (is, VBZ), (not, RB)]	[(that, IN), (that, DT), (that, WDT), (be, VB), (tie, VBN), (up, RP), (and, CC), (that, IN), (be, VB), (not, RB)]	time41-cond1.txt
cgv	i know one of the shoes is tied and one of them's not  we'll have to untie it to get it on your foot won't we because it won't go on unless it's untied	[i, know, one, of, the, shoes, is, tied, and, one, of, them, 's, not, we, will, have, to, untie, it, to, get, it, on, your, foot, will, not, we, because, it, will, not, go, on, unless, it, is, untied]	[i, know, one, of, the, shoe, be, tie, and, one, of, them, 's, not, we, will, have, to, untie, it, to, get, it, on, your, foot, will, not, we, because, it, will, not, go, on, unless, it, be, untied]	[(i, NN), (know, VBP), (one, CD), (of, IN), (the, DT), (shoes, NNS), (is, VBZ), (tied, VBN), (and, CC), (one, CD), (of, IN), (them, PRP), ('s, VBZ), (not, RB), (we, PRP), (will, MD), (have, VB), (to, TO), (untie, VB), (it, PRP), (to, TO), (get, VB), (it, PRP), (on, IN), (your, PRP$), (foot, NN), (will, MD), (not, RB), (we, PRP), (because, IN), (it, PRP), (will, MD), (not, RB), (go, VB), (on, IN), (unless, IN), (it, PRP), (is, VBZ), (untied, JJ)]	[(i, NN), (know, VBP), (one, CD), (of, IN), (the, DT), (shoe, NN), (be, VB), (tie, VBN), (and, CC), (one, CD), (of, IN), (them, PRP), ('s, VBZ), (not, RB), (we, PRP), (will, MD), (have, VB), (to, TO), (untie, VB), (it, PRP), (to, TO), (get, VB), (it, PRP), (on, IN), (your, PRP$), (foot, NN), (will, MD), (not, RB), (we, PRP), (because, IN), (it, PRP), (will, MD), (not, RB), (go, VB), (on, IN), (unless, IN), (it, PRP), (be, VB), (untied, JJ)]	time41-cond1.txt
kid	i have ta push not pull	[i, have, ta, push, not, pull]	[i, have, ta, push, not, pull]	[(i, NNS), (have, VBP), (ta, VBN), (push, NN), (not, RB), (pull, VB)]	[(i, NNS), (have, VBP), (ta, VBN), (push, NN), (not, RB), (pull, VB)]	time41-cond1.txt
cgv	you have to push and not pull that's right	[you, have, to, push, and, not, pull, that, is, right]	[you, have, to, push, and, not, pull, that, be, right]	[(you, PRP), (have, VBP), (to, TO), (push, VB), (and, CC), (not, RB), (pull, VB), (that, DT), (is, VBZ), (right, JJ)]	[(you, PRP), (have, VBP), (to, TO), (push, VB), (and, CC), (not, RB), (pull, VB), (that, IN), (be, VB), (right, JJ)]	time41-cond1.txt
kid	you have to push the shoes not pull	[you, have, to, push, the, shoes, not, pull]	[you, have, to, push, the, shoe, not, pull]	[(you, PRP), (have, VBP), (to, TO), (push, VB), (the, DT), (shoes, NNS), (not, RB), (pull, VB)]	[(you, PRP), (have, VBP), (to, TO), (push, VB), (the, DT), (shoe, NN), (not, RB), (pull, VB)]	time41-cond1.txt
cgv	you have to push your foot into the shoe not pull 	[you, have, to, push, your, foot, into, the, shoe, not, pull]	[you, have, to, push, your, foot, into, the, shoe, not, pull]	[(you, PRP), (have, VBP), (to, TO), (push, VB), (your, PRP$), (foot, NN), (into, IN), (the, DT), (shoe, NN), (not, RB), (pull, VB)]	[(you, PRP), (have, VBP), (to, TO), (push, VB), (your, PRP$), (foot, NN), (into, IN), (the, DT), (shoe, NN), (not, RB), (pull, VB)]	time41-cond1.txt
kid	when when when you put my shoes on we go out	[when, when, when, you, put, my, shoes, on, we, go, out]	[when, when, when, you, put, my, shoe, on, we, go, out]	[(when, WRB), (when, WRB), (when, WRB), (you, PRP), (put, VBP), (my, PRP$), (shoes, NNS), (on, IN), (we, PRP), (go, VBP), (out, RP)]	[(when, WRB), (when, WRB), (when, WRB), (you, PRP), (put, VBP), (my, PRP$), (shoe, NN), (on, IN), (we, PRP), (go, VBP), (out, RP)]	time41-cond1.txt
cgv	you want ta go outside	[you, want, ta, go, outside]	[you, want, ta, go, outside]	[(you, PRP), (want, VBP), (ta, JJ), (go, VB), (outside, IN)]	[(you, PRP), (want, VBP), (ta, JJ), (go, VB), (outside, IN)]	time41-cond1.txt
kid	 you come with me when we go outside that's a cold sock	[you, come, with, me, when, we, go, outside, that, is, a, cold, sock]	[you, come, with, me, when, we, go, outside, that, be, a, cold, sock]	[(you, PRP), (come, VBP), (with, IN), (me, PRP), (when, WRB), (we, PRP), (go, VBP), (outside, IN), (that, DT), (is, VBZ), (a, DT), (cold, JJ), (sock, NN)]	[(you, PRP), (come, VBP), (with, IN), (me, PRP), (when, WRB), (we, PRP), (go, VBP), (outside, IN), (that, DT), (be, VB), (a, DT), (cold, JJ), (sock, NN)]	time41-cond1.txt
cgv	is it a cold sock we better warm it up	[is, it, a, cold, sock, we, better, warm, it, up]	[be, it, a, cold, sock, we, good, warm, it, up]	[(is, VBZ), (it, PRP), (a, DT), (cold, JJ), (sock, NN), (we, PRP), (better, JJR), (warm, NN), (it, PRP), (up, RP)]	[(be, VB), (it, PRP), (a, DT), (cold, JJ), (sock, NN), (we, PRP), (good, JJ), (warm, NN), (it, PRP), (up, RP)]	time41-cond1.txt
kid	i want ta wear my shoes	[i, want, ta, wear, my, shoes]	[i, want, ta, wear, my, shoe]	[(i, NN), (want, VBP), (ta, NN), (wear, NN), (my, PRP$), (shoes, NNS)]	[(i, NN), (want, VBP), (ta, NN), (wear, IN), (my, PRP$), (shoe, NN)]	time41-cond1.txt
cgv	 i know	[i, know]	[i, know]	[(i, NN), (know, VBP)]	[(i, NN), (know, VBP)]	time41-cond1.txt
kid	that's a cold sock not this	[that, is, a, cold, sock, not, this]	[that, be, a, cold, sock, not, this]	[(that, DT), (is, VBZ), (a, DT), (cold, JJ), (sock, NN), (not, RB), (this, DT)]	[(that, DT), (be, VB), (a, DT), (cold, JJ), (sock, NN), (not, RB), (this, DT)]	time41-cond1.txt
