participant	content	token	lemma	tagged_token	tagged_lemma	file
kid	i want ta poopoo	[i, want, ta, poop]	[i, want, ta, poop]	[(i, NN), (want, VBP), (ta, NN), (poop, NN)]	[(i, NN), (want, VBP), (ta, NN), (poop, NN)]	time2-cond1.txt
cgv	 let's run in there you gon ta go poopoo what happened	[let, us, run, in, there, you, gon, ta, go, poop, what, happened]	[let, u, run, in, there, you, gon, ta, go, poop, what, happen]	[(let, VB), (us, PRP), (run, VB), (in, IN), (there, RB), (you, PRP), (gon, VBP), (ta, TO), (go, VB), (poop, VB), (what, WP), (happened, VBD)]	[(let, VB), (u, JJ), (run, VB), (in, IN), (there, RB), (you, PRP), (gon, VBP), (ta, TO), (go, VB), (poop, VB), (what, WP), (happen, VB)]	time2-cond1.txt
kid	i hurt myself	[i, hurt, myself]	[i, hurt, myself]	[(i, JJ), (hurt, VBD), (myself, PRP)]	[(i, JJ), (hurt, VBD), (myself, PRP)]	time2-cond1.txt
cgv	you hurt yourself how did you hurt yourself	[you, hurt, yourself, how, did, you, hurt, yourself]	[you, hurt, yourself, how, do, you, hurt, yourself]	[(you, PRP), (hurt, VBP), (yourself, PRP), (how, WRB), (did, VBD), (you, PRP), (hurt, VB), (yourself, PRP)]	[(you, PRP), (hurt, VBP), (yourself, PRP), (how, WRB), (do, VB), (you, PRP), (hurt, VB), (yourself, PRP)]	time2-cond1.txt
kid	i poopooed	[i, proposed]	[i, propose]	[(i, NNS), (proposed, VBD)]	[(i, NN), (propose, VBP)]	time2-cond1.txt
cgv	that's a really good boy you really make me happy abe are you done	[that, is, a, really, good, boy, you, really, make, me, happy, abe, are, you, done]	[that, be, a, really, good, boy, you, really, make, me, happy, abe, be, you, do]	[(that, DT), (is, VBZ), (a, DT), (really, RB), (good, JJ), (boy, NN), (you, PRP), (really, RB), (make, VB), (me, PRP), (happy, JJ), (abe, NNS), (are, VBP), (you, PRP), (done, VBN)]	[(that, DT), (be, VB), (a, DT), (really, RB), (good, JJ), (boy, NN), (you, PRP), (really, RB), (make, VB), (me, PRP), (happy, JJ), (abe, RB), (be, VB), (you, PRP), (do, VB)]	time2-cond1.txt
kid	i poopooed saw around do that and break it	[i, proposed, saw, around, do, that, and, break, it]	[i, propose, saw, around, do, that, and, break, it]	[(i, NNS), (proposed, VBD), (saw, NN), (around, RB), (do, VBP), (that, DT), (and, CC), (break, VB), (it, PRP)]	[(i, NN), (propose, VBP), (saw, NN), (around, RB), (do, VBP), (that, DT), (and, CC), (break, VB), (it, PRP)]	time2-cond1.txt
cgv	george in texas	[george, in, texas]	[george, in, texas]	[(george, NN), (in, IN), (texas, NN)]	[(george, NN), (in, IN), (texas, NN)]	time2-cond1.txt
kid	 i like to go george in texas	[i, like, to, go, george, in, texas]	[i, like, to, go, george, in, texas]	[(i, NNS), (like, VBP), (to, TO), (go, VB), (george, NN), (in, IN), (texas, NN)]	[(i, NNS), (like, VBP), (to, TO), (go, VB), (george, NN), (in, IN), (texas, NN)]	time2-cond1.txt
cgv	we're going to give it to him	[we, are, going, to, give, it, to, him]	[we, be, go, to, give, it, to, him]	[(we, PRP), (are, VBP), (going, VBG), (to, TO), (give, VB), (it, PRP), (to, TO), (him, PRP)]	[(we, PRP), (be, VB), (go, VBN), (to, TO), (give, VB), (it, PRP), (to, TO), (him, PRP)]	time2-cond1.txt
