participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
kid	 we didn't got we should have got some for you	[we, did, not, got, we, should, have, got, some, for, you]	[we, do, not, get, we, should, have, get, some, for, you]	[(we, PRP), (did, VBD), (not, RB), (got, VBN), (we, PRP), (should, MD), (have, VB), (got, VBD), (some, DT), (for, IN), (you, PRP)]	[(we, PRP), (do, VBP), (not, RB), (get, VB), (we, PRP), (should, MD), (have, VB), (get, VB), (some, DT), (for, IN), (you, PRP)]	[(we, PRP), (did, VBD), (not, RB), (got, VBN), (we, PRP), (should, MD), (have, VB), (got, VBD), (some, DT), (for, IN), (you, PRP)]	[(we, PRP), (do, VBP), (not, RB), (get, VB), (we, PRP), (should, MD), (have, VB), (get, VB), (some, DT), (for, IN), (you, PRP)]	time37-cond1.txt
cgv	you should have got some marshmallows for me that would have been nice	[you, should, have, got, some, marshmallows, for, me, that, would, have, been, nice]	[you, should, have, get, some, marshmallow, for, me, that, would, have, be, nice]	[(you, PRP), (should, MD), (have, VB), (got, VBD), (some, DT), (marshmallows, NNS), (for, IN), (me, PRP), (that, WDT), (would, MD), (have, VB), (been, VBN), (nice, JJ)]	[(you, PRP), (should, MD), (have, VB), (get, VB), (some, DT), (marshmallow, NN), (for, IN), (me, PRP), (that, WDT), (would, MD), (have, VB), (be, VB), (nice, JJ)]	[(you, PRP), (should, MD), (have, VB), (got, VBD), (some, DT), (marshmallows, NNS), (for, IN), (me, PRP), (that, WDT), (would, MD), (have, VB), (been, VBN), (nice, JJ)]	[(you, PRP), (should, MD), (have, VB), (get, VB), (some, DT), (marshmallow, NN), (for, IN), (me, PRP), (that, WDT), (would, MD), (have, VB), (be, VB), (nice, JJ)]	time37-cond1.txt
kid	some white marshmallows for me and some different marshmallows for you right we got some marshmallows for you daddy daddy we got some marshmallows for you	[some, white, marshmallows, for, me, and, some, different, marshmallows, for, you, right, we, got, some, marshmallows, for, you, daddy, daddy, we, got, some, marshmallows, for, you]	[some, white, marshmallow, for, me, and, some, different, marshmallow, for, you, right, we, get, some, marshmallow, for, you, daddy, daddy, we, get, some, marshmallow, for, you]	[(some, DT), (white, JJ), (marshmallows, NNS), (for, IN), (me, PRP), (and, CC), (some, DT), (different, JJ), (marshmallows, NNS), (for, IN), (you, PRP), (right, VBP), (we, PRP), (got, VBD), (some, DT), (marshmallows, NNS), (for, IN), (you, PRP), (daddy, VBP), (daddy, JJ), (we, PRP), (got, VBD), (some, DT), (marshmallows, NNS), (for, IN), (you, PRP)]	[(some, DT), (white, JJ), (marshmallow, NN), (for, IN), (me, PRP), (and, CC), (some, DT), (different, JJ), (marshmallow, NN), (for, IN), (you, PRP), (right, VBP), (we, PRP), (get, VB), (some, DT), (marshmallow, NN), (for, IN), (you, PRP), (daddy, VBP), (daddy, VB), (we, PRP), (get, VB), (some, DT), (marshmallow, NN), (for, IN), (you, PRP)]	[(some, DT), (white, JJ), (marshmallows, NNS), (for, IN), (me, PRP), (and, CC), (some, DT), (different, JJ), (marshmallows, NNS), (for, IN), (you, PRP), (right, RB), (we, PRP), (got, VBD), (some, DT), (marshmallows, NNS), (for, IN), (you, PRP), (daddy, VBP), (daddy, NN), (we, PRP), (got, VBD), (some, DT), (marshmallows, NNS), (for, IN), (you, PRP)]	[(some, DT), (white, JJ), (marshmallow, NN), (for, IN), (me, PRP), (and, CC), (some, DT), (different, JJ), (marshmallow, NN), (for, IN), (you, PRP), (right, RB), (we, PRP), (get, VBP), (some, DT), (marshmallow, NN), (for, IN), (you, PRP), (daddy, VBP), (daddy, NN), (we, PRP), (get, VBP), (some, DT), (marshmallow, NN), (for, IN), (you, PRP)]	time37-cond1.txt
cgv	what color marshmallows for you abe	[what, color, marshmallows, for, you, abe]	[what, color, marshmallows, for, you, abe]	[(what, WP), (color, NN), (marshmallows, VBZ), (for, IN), (you, PRP), (abe, VBP)]	[(what, WP), (color, NN), (marshmallows, VBZ), (for, IN), (you, PRP), (abe, VBP)]	[(what, WDT), (color, NN), (marshmallows, NNS), (for, IN), (you, PRP), (abe, VBP)]	[(what, WDT), (color, NN), (marshmallows, NNS), (for, IN), (you, PRP), (abe, VBP)]	time37-cond1.txt
kid	 they didn't have 	[they, did, not, have]	[they, do, not, have]	[(they, PRP), (did, VBD), (not, RB), (have, VB)]	[(they, PRP), (do, VBP), (not, RB), (have, VB)]	[(they, PRP), (did, VBD), (not, RB), (have, VB)]	[(they, PRP), (do, VBP), (not, RB), (have, VB)]	time37-cond1.txt
cgv	do you want a grilled cheese abe	[do, you, want, a, grilled, cheese, abe]	[do, you, want, a, grilled, cheese, abe]	[(do, VBP), (you, PRP), (want, VB), (a, DT), (grilled, JJ), (cheese, NN), (abe, NN)]	[(do, VBP), (you, PRP), (want, VB), (a, DT), (grilled, JJ), (cheese, NN), (abe, NN)]	[(do, VB), (you, PRP), (want, VBP), (a, DT), (grilled, JJ), (cheese, NN), (abe, NN)]	[(do, VB), (you, PRP), (want, VBP), (a, DT), (grilled, JJ), (cheese, NN), (abe, NN)]	time37-cond1.txt
kid	no i want a peanut butter and jelly sandwich daddy we can save the marshmallows for later we can eat them okay daddy i got some marshmallows for you	[no, i, want, a, peanut, butter, and, jelly, sandwich, daddy, we, can, save, the, marshmallows, for, later, we, can, eat, them, okay, daddy, i, got, some, marshmallows, for, you]	[no, i, want, a, peanut, butter, and, jelly, sandwich, daddy, we, can, save, the, marshmallow, for, later, we, can, eat, them, okay, daddy, i, get, some, marshmallow, for, you]	[(no, DT), (i, NN), (want, VBP), (a, DT), (peanut, NN), (butter, NN), (and, CC), (jelly, RB), (sandwich, JJ), (daddy, IN), (we, PRP), (can, MD), (save, VB), (the, DT), (marshmallows, NNS), (for, IN), (later, RB), (we, PRP), (can, MD), (eat, VB), (them, PRP), (okay, PRP), (daddy, VBP), (i, JJ), (got, VBD), (some, DT), (marshmallows, NNS), (for, IN), (you, PRP)]	[(no, DT), (i, NN), (want, VBP), (a, DT), (peanut, NN), (butter, NN), (and, CC), (jelly, RB), (sandwich, JJ), (daddy, IN), (we, PRP), (can, MD), (save, VB), (the, DT), (marshmallow, NN), (for, IN), (later, RBR), (we, PRP), (can, MD), (eat, VB), (them, PRP), (okay, PRP), (daddy, VBP), (i, JJ), (get, VBP), (some, DT), (marshmallow, NN), (for, IN), (you, PRP)]	[(no, DT), (i, FW), (want, VBP), (a, DT), (peanut, NN), (butter, NN), (and, CC), (jelly, NN), (sandwich, NN), (daddy, NN), (we, PRP), (can, MD), (save, VB), (the, DT), (marshmallows, NNS), (for, IN), (later, RB), (we, PRP), (can, MD), (eat, VB), (them, PRP), (okay, JJ), (daddy, NN), (i, FW), (got, VBD), (some, DT), (marshmallows, NNS), (for, IN), (you, PRP)]	[(no, DT), (i, FW), (want, VBP), (a, DT), (peanut, NN), (butter, NN), (and, CC), (jelly, NN), (sandwich, NN), (daddy, NN), (we, PRP), (can, MD), (save, VB), (the, DT), (marshmallow, NN), (for, IN), (later, RB), (we, PRP), (can, MD), (eat, VB), (them, PRP), (okay, JJ), (daddy, NN), (i, FW), (get, VB), (some, DT), (marshmallow, NN), (for, IN), (you, PRP)]	time37-cond1.txt
cgv	thank you abe that is so nice	[thank, you, abe, that, is, so, nice]	[thank, you, abe, that, be, so, nice]	[(thank, NN), (you, PRP), (abe, VBP), (that, DT), (is, VBZ), (so, RB), (nice, JJ)]	[(thank, NN), (you, PRP), (abe, VBP), (that, IN), (be, VB), (so, RB), (nice, JJ)]	[(thank, VB), (you, PRP), (abe, VBP), (that, DT), (is, VBZ), (so, RB), (nice, JJ)]	[(thank, VB), (you, PRP), (abe, VBP), (that, IN), (be, VB), (so, RB), (nice, JJ)]	time37-cond1.txt
kid	mommy you put it in in that don't put it in that don't put it in that cooker and cut it you get me jelly and peanut butter	[mommy, you, put, it, in, in, that, do, not, put, it, in, that, do, not, put, it, in, that, cooker, and, cut, it, you, get, me, jelly, and, peanut, butter]	[mommy, you, put, it, in, in, that, do, not, put, it, in, that, do, not, put, it, in, that, cooker, and, cut, it, you, get, me, jelly, and, peanut, butter]	[(mommy, NN), (you, PRP), (put, VBP), (it, PRP), (in, IN), (in, IN), (that, DT), (do, VBP), (not, RB), (put, VB), (it, PRP), (in, IN), (that, DT), (do, VBP), (not, RB), (put, VB), (it, PRP), (in, IN), (that, DT), (cooker, NN), (and, CC), (cut, VB), (it, PRP), (you, PRP), (get, VB), (me, PRP), (jelly, RB), (and, CC), (peanut, VB), (butter, NN)]	[(mommy, NN), (you, PRP), (put, VBP), (it, PRP), (in, IN), (in, IN), (that, DT), (do, VBP), (not, RB), (put, VB), (it, PRP), (in, IN), (that, DT), (do, VBP), (not, RB), (put, VB), (it, PRP), (in, IN), (that, DT), (cooker, NN), (and, CC), (cut, VB), (it, PRP), (you, PRP), (get, VB), (me, PRP), (jelly, RB), (and, CC), (peanut, VB), (butter, NN)]	[(mommy, VB), (you, PRP), (put, VB), (it, PRP), (in, IN), (in, IN), (that, DT), (do, VBP), (not, RB), (put, VB), (it, PRP), (in, IN), (that, DT), (do, VBP), (not, RB), (put, VB), (it, PRP), (in, IN), (that, DT), (cooker, NN), (and, CC), (cut, VB), (it, PRP), (you, PRP), (get, VBP), (me, PRP), (jelly, VB), (and, CC), (peanut, NN), (butter, NN)]	[(mommy, VB), (you, PRP), (put, VB), (it, PRP), (in, IN), (in, IN), (that, DT), (do, VBP), (not, RB), (put, VB), (it, PRP), (in, IN), (that, DT), (do, VBP), (not, RB), (put, VB), (it, PRP), (in, IN), (that, DT), (cooker, NN), (and, CC), (cut, VB), (it, PRP), (you, PRP), (get, VBP), (me, PRP), (jelly, VB), (and, CC), (peanut, NN), (butter, NN)]	time37-cond1.txt
cgv	i sure did abe do you know why i got you peanut butter and jelly because you asked me to get you peanut butter and jelly	[i, sure, did, abe, do, you, know, why, i, got, you, peanut, butter, and, jelly, because, you, asked, me, to, get, you, peanut, butter, and, jelly]	[i, sure, do, abe, do, you, know, why, i, get, you, peanut, butter, and, jelly, because, you, ask, me, to, get, you, peanut, butter, and, jelly]	[(i, JJ), (sure, NN), (did, VBD), (abe, RB), (do, VB), (you, PRP), (know, VB), (why, WRB), (i, JJ), (got, VBD), (you, PRP), (peanut, VBP), (butter, JJR), (and, CC), (jelly, RB), (because, IN), (you, PRP), (asked, VBD), (me, PRP), (to, TO), (get, VB), (you, PRP), (peanut, VBP), (butter, JJR), (and, CC), (jelly, RB)]	[(i, JJ), (sure, JJ), (do, VBP), (abe, RB), (do, VB), (you, PRP), (know, VB), (why, WRB), (i, JJ), (get, VBP), (you, PRP), (peanut, VBP), (butter, JJR), (and, CC), (jelly, RB), (because, IN), (you, PRP), (ask, VBP), (me, PRP), (to, TO), (get, VB), (you, PRP), (peanut, VBP), (butter, JJR), (and, CC), (jelly, RB)]	[(i, LS), (sure, RB), (did, VBD), (abe, NN), (do, VBP), (you, PRP), (know, VB), (why, WRB), (i, FW), (got, VBD), (you, PRP), (peanut, NN), (butter, NN), (and, CC), (jelly, NN), (because, IN), (you, PRP), (asked, VBD), (me, PRP), (to, TO), (get, VB), (you, PRP), (peanut, NN), (butter, NN), (and, CC), (jelly, NN)]	[(i, LS), (sure, RB), (do, VBP), (abe, NN), (do, VBP), (you, PRP), (know, VB), (why, WRB), (i, FW), (get, VB), (you, PRP), (peanut, NN), (butter, NN), (and, CC), (jelly, NN), (because, IN), (you, PRP), (ask, VBP), (me, PRP), (to, TO), (get, VB), (you, PRP), (peanut, NN), (butter, NN), (and, CC), (jelly, NN)]	time37-cond1.txt
