participant	content	token	lemma	tagged_token	tagged_lemma	file
cgv	you popped it	[you, popped, it]	[you, pop, it]	[(you, PRP), (popped, VBD), (it, PRP)]	[(you, PRP), (pop, VBP), (it, PRP)]	time33-cond1.txt
kid	 i popped it i pushed it and it popped	[i, popped, it, i, pushed, it, and, it, popped]	[i, pop, it, i, push, it, and, it, pop]	[(i, NN), (popped, VBD), (it, PRP), (i, VBZ), (pushed, VBD), (it, PRP), (and, CC), (it, PRP), (popped, VBD)]	[(i, JJ), (pop, VBP), (it, PRP), (i, VBZ), (push, NN), (it, PRP), (and, CC), (it, PRP), (pop, VBD)]	time33-cond1.txt
cgv	how come	[how, come]	[how, come]	[(how, WRB), (come, JJ)]	[(how, WRB), (come, JJ)]	time33-cond1.txt
kid	i pushed it when my mommy comes home i want ta go at the store when my mommy comes home i want ta go at the store okay dad okay dad okay	[i, pushed, it, when, my, mommy, comes, home, i, want, ta, go, at, the, store, when, my, mommy, comes, home, i, want, ta, go, at, the, store, okay, dad, okay, dad, okay]	[i, push, it, when, my, mommy, come, home, i, want, ta, go, at, the, store, when, my, mommy, come, home, i, want, ta, go, at, the, store, okay, dad, okay, dad, okay]	[(i, NN), (pushed, VBD), (it, PRP), (when, WRB), (my, PRP$), (mommy, NN), (comes, VBZ), (home, VBP), (i, NN), (want, VBP), (ta, NN), (go, VBP), (at, IN), (the, DT), (store, NN), (when, WRB), (my, PRP$), (mommy, NN), (comes, VBZ), (home, VBP), (i, NN), (want, VBP), (ta, NN), (go, VBP), (at, IN), (the, DT), (store, NN), (okay, NN), (dad, NN), (okay, NN), (dad, NN), (okay, NN)]	[(i, NN), (push, VBP), (it, PRP), (when, WRB), (my, PRP$), (mommy, NN), (come, VBP), (home, NN), (i, NN), (want, VBP), (ta, NN), (go, VBP), (at, IN), (the, DT), (store, NN), (when, WRB), (my, PRP$), (mommy, NN), (come, VBP), (home, NN), (i, NN), (want, VBP), (ta, NN), (go, VBP), (at, IN), (the, DT), (store, NN), (okay, NN), (dad, NN), (okay, NN), (dad, NN), (okay, NN)]	time33-cond1.txt
cgv	we'll ask mom when she gets home	[we, will, ask, mom, when, she, gets, home]	[we, will, ask, mom, when, she, get, home]	[(we, PRP), (will, MD), (ask, VB), (mom, NN), (when, WRB), (she, PRP), (gets, VBZ), (home, NN)]	[(we, PRP), (will, MD), (ask, VB), (mom, NN), (when, WRB), (she, PRP), (get, VBP), (home, NN)]	time33-cond1.txt
kid	i want ta play with my big cars and my little cars	[i, want, ta, play, with, my, big, cars, and, my, little, cars]	[i, want, ta, play, with, my, big, car, and, my, little, car]	[(i, NN), (want, VBP), (ta, NN), (play, NN), (with, IN), (my, PRP$), (big, JJ), (cars, NNS), (and, CC), (my, PRP$), (little, JJ), (cars, NNS)]	[(i, NN), (want, VBP), (ta, NN), (play, NN), (with, IN), (my, PRP$), (big, JJ), (car, NN), (and, CC), (my, PRP$), (little, JJ), (car, NN)]	time33-cond1.txt
cgv	you do what are you going to do with your cars what are you going to do with all your cars	[you, do, what, are, you, going, to, do, with, your, cars, what, are, you, going, to, do, with, all, your, cars]	[you, do, what, be, you, go, to, do, with, your, car, what, be, you, go, to, do, with, all, your, car]	[(you, PRP), (do, VBP), (what, WP), (are, VBP), (you, PRP), (going, VBG), (to, TO), (do, VB), (with, IN), (your, PRP$), (cars, NNS), (what, WP), (are, VBP), (you, PRP), (going, VBG), (to, TO), (do, VB), (with, IN), (all, DT), (your, PRP$), (cars, NNS)]	[(you, PRP), (do, VBP), (what, WP), (be, VB), (you, PRP), (go, VB), (to, TO), (do, VB), (with, IN), (your, PRP$), (car, NN), (what, WP), (be, VB), (you, PRP), (go, VB), (to, TO), (do, VB), (with, IN), (all, DT), (your, PRP$), (car, NN)]	time33-cond1.txt
kid	i'm just playing	[i, am, just, playing]	[i, be, just, play]	[(i, NN), (am, VBP), (just, RB), (playing, VBG)]	[(i, RB), (be, VB), (just, RB), (play, VB)]	time33-cond1.txt
cgv	 just playing 	[just, playing]	[just, play]	[(just, RB), (playing, VBG)]	[(just, RB), (play, VB)]	time33-cond1.txt
kid	daddy this looks like mr munster	[daddy, this, looks, like, mr, monster]	[daddy, this, look, like, mr, monster]	[(daddy, NN), (this, DT), (looks, VBZ), (like, IN), (mr, NN), (monster, NN)]	[(daddy, NN), (this, DT), (look, NN), (like, IN), (mr, NNS), (monster, NN)]	time33-cond1.txt
