participant	content	token	lemma	tagged_token	tagged_lemma	file
cgv	you have to tell me what you want i'm not going to guess	[you, have, to, tell, me, what, you, want, i, am, not, going, to, guess]	[you, have, to, tell, me, what, you, want, i, be, not, go, to, guess]	[(you, PRP), (have, VBP), (to, TO), (tell, VB), (me, PRP), (what, WP), (you, PRP), (want, VBP), (i, JJ), (am, VBP), (not, RB), (going, VBG), (to, TO), (guess, VB)]	[(you, PRP), (have, VBP), (to, TO), (tell, VB), (me, PRP), (what, WP), (you, PRP), (want, VBP), (i, JJ), (be, VB), (not, RB), (go, VB), (to, TO), (guess, VB)]	time170-cond1.txt
kid	okay peanut butter and cinnamon and honey okay i wonder where mommy is	[okay, peanut, butter, and, cinnamon, and, honey, okay, i, wonder, where, mommy, is]	[okay, peanut, butter, and, cinnamon, and, honey, okay, i, wonder, where, mommy, be]	[(okay, JJ), (peanut, NN), (butter, NN), (and, CC), (cinnamon, NN), (and, CC), (honey, NN), (okay, NN), (i, NN), (wonder, VBP), (where, WRB), (mommy, NN), (is, VBZ)]	[(okay, JJ), (peanut, NN), (butter, NN), (and, CC), (cinnamon, NN), (and, CC), (honey, NN), (okay, NN), (i, NN), (wonder, VBP), (where, WRB), (mommy, NN), (be, VB)]	time170-cond1.txt
cgv	at work	[at, work]	[at, work]	[(at, IN), (work, NN)]	[(at, IN), (work, NN)]	time170-cond1.txt
kid	i mean mommy's top	[i, mean, mommy, 's, top]	[i, mean, mommy, 's, top]	[(i, JJ), (mean, VBP), (mommy, NN), ('s, POS), (top, JJ)]	[(i, JJ), (mean, VBP), (mommy, NN), ('s, POS), (top, JJ)]	time170-cond1.txt
cgv	mommy's what	[mommy, 's, what]	[mommy, 's, what]	[(mommy, NN), ('s, POS), (what, WP)]	[(mommy, NN), ('s, POS), (what, WP)]	time170-cond1.txt
kid	mommy's top know what i got jason	[mommy, 's, top, know, what, i, got, jason]	[mommy, 's, top, know, what, i, get, jason]	[(mommy, NN), ('s, POS), (top, NN), (know, VBP), (what, WP), (i, VBZ), (got, VBD), (jason, NN)]	[(mommy, NN), ('s, POS), (top, NN), (know, VBP), (what, WP), (i, JJ), (get, VBP), (jason, NN)]	time170-cond1.txt
cgv	what did you get jason what did you get jason	[what, did, you, get, jason, what, did, you, get, jason]	[what, do, you, get, jason, what, do, you, get, jason]	[(what, WP), (did, VBD), (you, PRP), (get, VB), (jason, JJ), (what, WP), (did, VBD), (you, PRP), (get, VB), (jason, NN)]	[(what, WP), (do, VBP), (you, PRP), (get, VB), (jason, VB), (what, WP), (do, VB), (you, PRP), (get, VB), (jason, NN)]	time170-cond1.txt
kid	a top	[a, top]	[a, top]	[(a, DT), (top, JJ)]	[(a, DT), (top, JJ)]	time170-cond1.txt
cgv	 i just cut your sandwich into two instead of four okay	[i, just, cut, your, sandwich, into, two, instead, of, four, okay]	[i, just, cut, your, sandwich, into, two, instead, of, four, okay]	[(i, NN), (just, RB), (cut, VB), (your, PRP$), (sandwich, FW), (into, IN), (two, CD), (instead, RB), (of, IN), (four, CD), (okay, NN)]	[(i, NN), (just, RB), (cut, VB), (your, PRP$), (sandwich, FW), (into, IN), (two, CD), (instead, RB), (of, IN), (four, CD), (okay, NN)]	time170-cond1.txt
kid	i like it into four	[i, like, it, into, four]	[i, like, it, into, four]	[(i, NN), (like, IN), (it, PRP), (into, IN), (four, CD)]	[(i, NN), (like, IN), (it, PRP), (into, IN), (four, CD)]	time170-cond1.txt
cgv	i know but this sandwich is too messy for that	[i, know, but, this, sandwich, is, too, messy, for, that]	[i, know, but, this, sandwich, be, too, messy, for, that]	[(i, NN), (know, VBP), (but, CC), (this, DT), (sandwich, NN), (is, VBZ), (too, RB), (messy, JJ), (for, IN), (that, DT)]	[(i, NN), (know, VBP), (but, CC), (this, DT), (sandwich, JJ), (be, VB), (too, RB), (messy, JJ), (for, IN), (that, DT)]	time170-cond1.txt
kid	 i see what you mean	[i, see, what, you, mean]	[i, see, what, you, mean]	[(i, NN), (see, VBP), (what, WP), (you, PRP), (mean, VBP)]	[(i, NN), (see, VBP), (what, WP), (you, PRP), (mean, VBP)]	time170-cond1.txt
cgv	do you want toast too	[do, you, want, toast, too]	[do, you, want, toast, too]	[(do, VBP), (you, PRP), (want, VB), (toast, VB), (too, RB)]	[(do, VBP), (you, PRP), (want, VB), (toast, VB), (too, RB)]	time170-cond1.txt
kid	 does joey still go to my school does joey still go to my school	[does, joey, still, go, to, my, school, does, joey, still, go, to, my, school]	[do, joey, still, go, to, my, school, do, joey, still, go, to, my, school]	[(does, VBZ), (joey, NN), (still, RB), (go, VB), (to, TO), (my, PRP$), (school, NN), (does, VBZ), (joey, VB), (still, RB), (go, VB), (to, TO), (my, PRP$), (school, NN)]	[(do, VB), (joey, NNS), (still, RB), (go, VBP), (to, TO), (my, PRP$), (school, NN), (do, VBP), (joey, NN), (still, RB), (go, VB), (to, TO), (my, PRP$), (school, NN)]	time170-cond1.txt
cgv	yeah doesn't he	[yeah, does, not, he]	[yeah, do, not, he]	[(yeah, NN), (does, VBZ), (not, RB), (he, PRP)]	[(yeah, NNS), (do, VBP), (not, RB), (he, PRP)]	time170-cond1.txt
kid	i though he had changed his mind and had started to go to another school	[i, though, he, had, changed, his, mind, and, had, started, to, go, to, another, school]	[i, though, he, have, change, his, mind, and, have, start, to, go, to, another, school]	[(i, NN), (though, IN), (he, PRP), (had, VBD), (changed, VBN), (his, PRP$), (mind, NN), (and, CC), (had, VBD), (started, VBN), (to, TO), (go, VB), (to, TO), (another, DT), (school, NN)]	[(i, NN), (though, IN), (he, PRP), (have, VBP), (change, VBN), (his, PRP$), (mind, NN), (and, CC), (have, VBP), (start, NN), (to, TO), (go, VB), (to, TO), (another, DT), (school, NN)]	time170-cond1.txt
cgv	i don't think so	[i, do, not, think, so]	[i, do, not, think, so]	[(i, NNS), (do, VBP), (not, RB), (think, VB), (so, RB)]	[(i, NNS), (do, VBP), (not, RB), (think, VB), (so, RB)]	time170-cond1.txt
kid	i do think so	[i, do, think, so]	[i, do, think, so]	[(i, NNS), (do, VBP), (think, VB), (so, RB)]	[(i, NNS), (do, VBP), (think, VB), (so, RB)]	time170-cond1.txt
cgv	what have you been doing	[what, have, you, been, doing]	[what, have, you, be, do]	[(what, WP), (have, VBP), (you, PRP), (been, VBN), (doing, VBG)]	[(what, WP), (have, VBP), (you, PRP), (be, VB), (do, VBP)]	time170-cond1.txt
kid	playing and eating no just watching cartoons why are you frowning for	[playing, and, eating, no, just, watching, cartoons, why, are, you, frowning, for]	[playing, and, eat, no, just, watch, cartoon, why, be, you, frown, for]	[(playing, NN), (and, CC), (eating, VBG), (no, DT), (just, RB), (watching, VBG), (cartoons, NNS), (why, WRB), (are, VBP), (you, PRP), (frowning, VBG), (for, IN)]	[(playing, NN), (and, CC), (eat, VB), (no, DT), (just, RB), (watch, NN), (cartoon, NN), (why, WRB), (be, VB), (you, PRP), (frown, VBN), (for, IN)]	time170-cond1.txt
cgv	i'm not frowning i don't mean to frown what do you want on your toast	[i, am, not, frowning, i, do, not, mean, to, frown, what, do, you, want, on, your, toast]	[i, be, not, frown, i, do, not, mean, to, frown, what, do, you, want, on, your, toast]	[(i, NN), (am, VBP), (not, RB), (frowning, VBG), (i, NNS), (do, VBP), (not, RB), (mean, VB), (to, TO), (frown, VB), (what, WP), (do, VBP), (you, PRP), (want, VB), (on, IN), (your, PRP$), (toast, NN)]	[(i, RB), (be, VB), (not, RB), (frown, JJ), (i, NNS), (do, VBP), (not, RB), (mean, VB), (to, TO), (frown, VB), (what, WP), (do, VBP), (you, PRP), (want, VB), (on, IN), (your, PRP$), (toast, NN)]	time170-cond1.txt
kid	a sandwich	[a, sandwich]	[a, sandwich]	[(a, DT), (sandwich, NN)]	[(a, DT), (sandwich, NN)]	time170-cond1.txt
cgv	no what do you want on your toast	[no, what, do, you, want, on, your, toast]	[no, what, do, you, want, on, your, toast]	[(no, DT), (what, WP), (do, VBP), (you, PRP), (want, VB), (on, IN), (your, PRP$), (toast, NN)]	[(no, DT), (what, WP), (do, VBP), (you, PRP), (want, VB), (on, IN), (your, PRP$), (toast, NN)]	time170-cond1.txt
kid	the same thing i had on my first sandwich	[the, same, thing, i, had, on, my, first, sandwich]	[the, same, thing, i, have, on, my, first, sandwich]	[(the, DT), (same, JJ), (thing, NN), (i, NN), (had, VBD), (on, IN), (my, PRP$), (first, JJ), (sandwich, NN)]	[(the, DT), (same, JJ), (thing, NN), (i, NNS), (have, VBP), (on, IN), (my, PRP$), (first, JJ), (sandwich, NN)]	time170-cond1.txt
cgv	how about jelly instead	[how, about, jelly, instead]	[how, about, jelly, instead]	[(how, WRB), (about, RB), (jelly, RB), (instead, RB)]	[(how, WRB), (about, RB), (jelly, RB), (instead, RB)]	time170-cond1.txt
kid	jelly and peanut butter i want jelly and peanut butter okay	[jelly, and, peanut, butter, i, want, jelly, and, peanut, butter, okay]	[jelly, and, peanut, butter, i, want, jelly, and, peanut, butter, okay]	[(jelly, RB), (and, CC), (peanut, JJ), (butter, NN), (i, NN), (want, VBP), (jelly, RB), (and, CC), (peanut, JJ), (butter, NN), (okay, NN)]	[(jelly, RB), (and, CC), (peanut, JJ), (butter, NN), (i, NN), (want, VBP), (jelly, RB), (and, CC), (peanut, JJ), (butter, NN), (okay, NN)]	time170-cond1.txt
cgv	okay what did you do yesterday when jason came over what did you play what did you do outside i know but what kind of playing	[okay, what, did, you, do, yesterday, when, jason, came, over, what, did, you, play, what, did, you, do, outside, i, know, but, what, kind, of, playing]	[okay, what, do, you, do, yesterday, when, jason, come, over, what, do, you, play, what, do, you, do, outside, i, know, but, what, kind, of, playing]	[(okay, IN), (what, WP), (did, VBD), (you, PRP), (do, VB), (yesterday, NN), (when, WRB), (jason, NN), (came, VBD), (over, IN), (what, WP), (did, VBD), (you, PRP), (play, VB), (what, WP), (did, VBD), (you, PRP), (do, VB), (outside, IN), (i, NN), (know, VBP), (but, CC), (what, WP), (kind, NN), (of, IN), (playing, NN)]	[(okay, VB), (what, WP), (do, VB), (you, PRP), (do, VB), (yesterday, NN), (when, WRB), (jason, NN), (come, VB), (over, IN), (what, WP), (do, VBP), (you, PRP), (play, VB), (what, WP), (do, VB), (you, PRP), (do, VB), (outside, IN), (i, NN), (know, VBP), (but, CC), (what, WP), (kind, NN), (of, IN), (playing, NN)]	time170-cond1.txt
kid	you know like bats	[you, know, like, bats]	[you, know, like, bat]	[(you, PRP), (know, VBP), (like, IN), (bats, NNS)]	[(you, PRP), (know, VBP), (like, IN), (bat, NN)]	time170-cond1.txt
