participant	content	token	lemma	tagged_token	tagged_lemma	file
kid	yeah what is it	[yeah, what, is, it]	[yeah, what, be, it]	[(yeah, VB), (what, WP), (is, VBZ), (it, PRP)]	[(yeah, VB), (what, WP), (be, VB), (it, PRP)]	time77-cond1.txt
cgv	no it's not plates do you know what it is it's pretend cowboy money can i see how neat now you can go to any saloon and get something to drink what do you think about those abe	[no, it, is, not, plates, do, you, know, what, it, is, it, is, pretend, cowboy, money, can, i, see, how, neat, now, you, can, go, to, any, saloon, and, get, something, to, drink, what, do, you, think, about, those, abe]	[no, it, be, not, plate, do, you, know, what, it, be, it, be, pretend, cowboy, money, can, i, see, how, neat, now, you, can, go, to, any, saloon, and, get, something, to, drink, what, do, you, think, about, those, abe]	[(no, DT), (it, PRP), (is, VBZ), (not, RB), (plates, NNS), (do, VBP), (you, PRP), (know, VB), (what, WP), (it, PRP), (is, VBZ), (it, PRP), (is, VBZ), (pretend, JJ), (cowboy, JJ), (money, NN), (can, MD), (i, VB), (see, VB), (how, WRB), (neat, JJ), (now, RB), (you, PRP), (can, MD), (go, VB), (to, TO), (any, DT), (saloon, NN), (and, CC), (get, VB), (something, NN), (to, TO), (drink, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (about, IN), (those, DT), (abe, NNS)]	[(no, DT), (it, PRP), (be, VB), (not, RB), (plate, VB), (do, VB), (you, PRP), (know, VB), (what, WP), (it, PRP), (be, VB), (it, PRP), (be, VB), (pretend, JJ), (cowboy, JJ), (money, NN), (can, MD), (i, VB), (see, VB), (how, WRB), (neat, JJ), (now, RB), (you, PRP), (can, MD), (go, VB), (to, TO), (any, DT), (saloon, NN), (and, CC), (get, VB), (something, NN), (to, TO), (drink, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (about, IN), (those, DT), (abe, NNS)]	time77-cond1.txt
kid	pretty fine	[pretty, fine]	[pretty, fine]	[(pretty, RB), (fine, JJ)]	[(pretty, RB), (fine, JJ)]	time77-cond1.txt
cgv	i didn't hear you say thanks you're welcome	[i, did, not, hear, you, say, thanks, you, are, welcome]	[i, do, not, hear, you, say, thanks, you, be, welcome]	[(i, NN), (did, VBD), (not, RB), (hear, VB), (you, PRP), (say, VBP), (thanks, NNS), (you, PRP), (are, VBP), (welcome, JJ)]	[(i, NNS), (do, VBP), (not, RB), (hear, VB), (you, PRP), (say, VBP), (thanks, NNS), (you, PRP), (be, VB), (welcome, JJ)]	time77-cond1.txt
kid	we could play with these	[we, could, play, with, these]	[we, could, play, with, these]	[(we, PRP), (could, MD), (play, VB), (with, IN), (these, DT)]	[(we, PRP), (could, MD), (play, VB), (with, IN), (these, DT)]	time77-cond1.txt
cgv	we could what could we play	[we, could, what, could, we, play]	[we, could, what, could, we, play]	[(we, PRP), (could, MD), (what, WP), (could, MD), (we, PRP), (play, VB)]	[(we, PRP), (could, MD), (what, WP), (could, MD), (we, PRP), (play, VB)]	time77-cond1.txt
kid	 the thing we watched on cowboys	[the, thing, we, watched, on, cowboys]	[the, thing, we, watch, on, cowboy]	[(the, DT), (thing, NN), (we, PRP), (watched, VBD), (on, IN), (cowboys, NNS)]	[(the, DT), (thing, NN), (we, PRP), (watch, VBP), (on, IN), (cowboy, NN)]	time77-cond1.txt
cgv	we could play poker is that what you meant how do you play poker	[we, could, play, poker, is, that, what, you, meant, how, do, you, play, poker]	[we, could, play, poker, be, that, what, you, mean, how, do, you, play, poker]	[(we, PRP), (could, MD), (play, VB), (poker, NN), (is, VBZ), (that, IN), (what, WP), (you, PRP), (meant, VBP), (how, WRB), (do, VB), (you, PRP), (play, VB), (poker, NN)]	[(we, PRP), (could, MD), (play, VB), (poker, RB), (be, VB), (that, IN), (what, WP), (you, PRP), (mean, VBP), (how, WRB), (do, VB), (you, PRP), (play, VB), (poker, NN)]	time77-cond1.txt
kid	you just see which one is good	[you, just, see, which, one, is, good]	[you, just, see, which, one, be, good]	[(you, PRP), (just, RB), (see, VB), (which, WDT), (one, CD), (is, VBZ), (good, JJ)]	[(you, PRP), (just, RB), (see, VB), (which, WDT), (one, CD), (be, VB), (good, JJ)]	time77-cond1.txt
cgv	which one is good	[which, one, is, good]	[which, one, be, good]	[(which, WDT), (one, NN), (is, VBZ), (good, JJ)]	[(which, WDT), (one, CD), (be, VB), (good, JJ)]	time77-cond1.txt
