participant	content	token	lemma	tagged_token	tagged_lemma	file
cgv	i don't know	[i, do, not, know]	[i, do, not, know]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	time162-cond1.txt
kid	if i been standing on something i could if i stand on my rocking chair i can reach that high	[if, i, been, standing, on, something, i, could, if, i, stand, on, my, rocking, chair, i, can, reach, that, high]	[if, i, be, stand, on, something, i, could, if, i, stand, on, my, rock, chair, i, can, reach, that, high]	[(if, IN), (i, JJ), (been, VBN), (standing, VBG), (on, IN), (something, NN), (i, NN), (could, MD), (if, IN), (i, JJ), (stand, VBP), (on, IN), (my, PRP$), (rocking, VBG), (chair, NN), (i, NNS), (can, MD), (reach, VB), (that, DT), (high, JJ)]	[(if, IN), (i, JJ), (be, VB), (stand, VBN), (on, IN), (something, NN), (i, NN), (could, MD), (if, IN), (i, JJ), (stand, VBP), (on, IN), (my, PRP$), (rock, NN), (chair, NN), (i, NN), (can, MD), (reach, VB), (that, DT), (high, JJ)]	time162-cond1.txt
cgv	you can	[you, can]	[you, can]	[(you, PRP), (can, MD)]	[(you, PRP), (can, MD)]	time162-cond1.txt
kid	yeah did they say cartoons were coming on today	[yeah, did, they, say, cartoons, were, coming, on, today]	[yeah, do, they, say, cartoon, be, come, on, today]	[(yeah, NN), (did, VBD), (they, PRP), (say, VBP), (cartoons, NNS), (were, VBD), (coming, VBG), (on, IN), (today, NN)]	[(yeah, NNS), (do, VBP), (they, PRP), (say, VB), (cartoon, NN), (be, VB), (come, VBN), (on, IN), (today, NN)]	time162-cond1.txt
cgv	yeah goober's coming on later	[yeah, goober, 's, coming, on, later]	[yeah, goober, 's, come, on, later]	[(yeah, UH), (goober, NN), ('s, POS), (coming, VBG), (on, IN), (later, NN)]	[(yeah, UH), (goober, NN), ('s, POS), (come, VBN), (on, IN), (later, NN)]	time162-cond1.txt
kid	 the ghost chasers goober and the ghost chasers	[the, ghost, chasers, goober, and, the, ghost, chasers]	[the, ghost, chaser, goober, and, the, ghost, chaser]	[(the, DT), (ghost, NN), (chasers, NNS), (goober, VBP), (and, CC), (the, DT), (ghost, NN), (chasers, NNS)]	[(the, DT), (ghost, NN), (chaser, NN), (goober, NN), (and, CC), (the, DT), (ghost, NN), (chaser, NN)]	time162-cond1.txt
cgv	do you want a waffle	[do, you, want, a, waffle]	[do, you, want, a, waffle]	[(do, VBP), (you, PRP), (want, VB), (a, DT), (waffle, NN)]	[(do, VBP), (you, PRP), (want, VB), (a, DT), (waffle, NN)]	time162-cond1.txt
kid	 a waffle i can't wait i can't wait i can't wait i can't wait	[a, waffle, i, can, not, wait, i, can, not, wait, i, can, not, wait, i, can, not, wait]	[a, waffle, i, can, not, wait, i, can, not, wait, i, can, not, wait, i, can, not, wait]	[(a, DT), (waffle, NN), (i, NN), (can, MD), (not, RB), (wait, VB), (i, NNS), (can, MD), (not, RB), (wait, VB), (i, NNS), (can, MD), (not, RB), (wait, VB), (i, NNS), (can, MD), (not, RB), (wait, VB)]	[(a, DT), (waffle, NN), (i, NN), (can, MD), (not, RB), (wait, VB), (i, NNS), (can, MD), (not, RB), (wait, VB), (i, NNS), (can, MD), (not, RB), (wait, VB), (i, NNS), (can, MD), (not, RB), (wait, VB)]	time162-cond1.txt
cgv	do you want one or two	[do, you, want, one, or, two]	[do, you, want, one, or, two]	[(do, VBP), (you, PRP), (want, VB), (one, CD), (or, CC), (two, CD)]	[(do, VBP), (you, PRP), (want, VB), (one, CD), (or, CC), (two, CD)]	time162-cond1.txt
kid	two cut it up in lines okay pretend this is one waffle okay pretend this pretend the counter is the waffle okay	[two, cut, it, up, in, lines, okay, pretend, this, is, one, waffle, okay, pretend, this, pretend, the, counter, is, the, waffle, okay]	[two, cut, it, up, in, line, okay, pretend, this, be, one, waffle, okay, pretend, this, pretend, the, counter, be, the, waffle, okay]	[(two, CD), (cut, VBD), (it, PRP), (up, RP), (in, IN), (lines, NNS), (okay, RB), (pretend, VBP), (this, DT), (is, VBZ), (one, CD), (waffle, NN), (okay, VBZ), (pretend, VBP), (this, DT), (pretend, VBP), (the, DT), (counter, NN), (is, VBZ), (the, DT), (waffle, NN), (okay, NN)]	[(two, CD), (cut, VBD), (it, PRP), (up, RP), (in, IN), (line, NN), (okay, JJ), (pretend, NN), (this, DT), (be, VB), (one, CD), (waffle, NN), (okay, VBZ), (pretend, VBP), (this, DT), (pretend, VBP), (the, DT), (counter, NN), (be, VB), (the, DT), (waffle, NN), (okay, NN)]	time162-cond1.txt
