participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
kid	shredded wheat and toast and and i want on my shredded wheat honey and i want on my toast jelly	[shredded, wheat, and, toast, and, and, i, want, on, my, shredded, wheat, honey, and, i, want, on, my, toast, jelly]	[shred, wheat, and, toast, and, and, i, want, on, my, shredded, wheat, honey, and, i, want, on, my, toast, jelly]	[(shredded, VBN), (wheat, NN), (and, CC), (toast, NN), (and, CC), (and, CC), (i, JJ), (want, VBP), (on, IN), (my, PRP$), (shredded, JJ), (wheat, NN), (honey, NN), (and, CC), (i, NN), (want, VBP), (on, IN), (my, PRP$), (toast, NN), (jelly, RB)]	[(shred, VBN), (wheat, NN), (and, CC), (toast, NN), (and, CC), (and, CC), (i, JJ), (want, VBP), (on, IN), (my, PRP$), (shredded, JJ), (wheat, NN), (honey, NN), (and, CC), (i, NN), (want, VBP), (on, IN), (my, PRP$), (toast, NN), (jelly, RB)]	[(shredded, VBN), (wheat, NN), (and, CC), (toast, NN), (and, CC), (and, CC), (i, FW), (want, VBP), (on, IN), (my, PRP$), (shredded, JJ), (wheat, NN), (honey, NN), (and, CC), (i, FW), (want, VBP), (on, IN), (my, PRP$), (toast, NN), (jelly, NN)]	[(shred, NN), (wheat, NN), (and, CC), (toast, NN), (and, CC), (and, CC), (i, FW), (want, VBP), (on, IN), (my, PRP$), (shredded, JJ), (wheat, NN), (honey, NN), (and, CC), (i, FW), (want, VBP), (on, IN), (my, PRP$), (toast, NN), (jelly, NN)]	time122-cond1.txt
cgv	okay which one do you want first	[okay, which, one, do, you, want, first]	[okay, which, one, do, you, want, first]	[(okay, NN), (which, WDT), (one, CD), (do, VBP), (you, PRP), (want, VB), (first, JJ)]	[(okay, NN), (which, WDT), (one, CD), (do, VBP), (you, PRP), (want, VB), (first, JJ)]	[(okay, JJ), (which, WDT), (one, CD), (do, VBP), (you, PRP), (want, VB), (first, RB)]	[(okay, JJ), (which, WDT), (one, CD), (do, VBP), (you, PRP), (want, VB), (first, RB)]	time122-cond1.txt
kid	toast dad one flower's dying it's it's on you you need to sit on on a chair to see it it's this one this one how come it's dying	[toast, dad, one, flower, 's, dying, it, is, it, is, on, you, you, need, to, sit, on, on, a, chair, to, see, it, it, is, this, one, this, one, how, come, it, is, dying]	[toast, dad, one, flower, 's, die, it, be, it, be, on, you, you, need, to, sit, on, on, a, chair, to, see, it, it, be, this, one, this, one, how, come, it, be, die]	[(toast, NN), (dad, NN), (one, CD), (flower, NN), ('s, POS), (dying, VBG), (it, PRP), (is, VBZ), (it, PRP), (is, VBZ), (on, IN), (you, PRP), (you, PRP), (need, VBP), (to, TO), (sit, VB), (on, IN), (on, IN), (a, DT), (chair, NN), (to, TO), (see, VB), (it, PRP), (it, PRP), (is, VBZ), (this, DT), (one, NN), (this, DT), (one, CD), (how, WRB), (come, VB), (it, PRP), (is, VBZ), (dying, VBG)]	[(toast, NN), (dad, NN), (one, CD), (flower, NN), ('s, POS), (die, NN), (it, PRP), (be, VB), (it, PRP), (be, VB), (on, IN), (you, PRP), (you, PRP), (need, VBP), (to, TO), (sit, VB), (on, IN), (on, IN), (a, DT), (chair, NN), (to, TO), (see, VB), (it, PRP), (it, PRP), (be, VB), (this, DT), (one, CD), (this, DT), (one, CD), (how, WRB), (come, VB), (it, PRP), (be, VB), (die, JJ)]	[(toast, NN), (dad, NN), (one, CD), (flower, NN), ('s, POS), (dying, VBG), (it, PRP), (is, VBZ), (it, PRP), (is, VBZ), (on, IN), (you, PRP), (you, PRP), (need, VBP), (to, TO), (sit, VB), (on, IN), (on, IN), (a, DT), (chair, NN), (to, TO), (see, VB), (it, PRP), (it, PRP), (is, VBZ), (this, DT), (one, CD), (this, DT), (one, CD), (how, WRB), (come, VB), (it, PRP), (is, VBZ), (dying, VBG)]	[(toast, NN), (dad, NN), (one, CD), (flower, NN), ('s, POS), (die, VB), (it, PRP), (be, VB), (it, PRP), (be, VB), (on, IN), (you, PRP), (you, PRP), (need, VBP), (to, TO), (sit, VB), (on, IN), (on, IN), (a, DT), (chair, NN), (to, TO), (see, VB), (it, PRP), (it, PRP), (be, VB), (this, DT), (one, CD), (this, DT), (one, CD), (how, WRB), (come, VB), (it, PRP), (be, VB), (die, VB)]	time122-cond1.txt
cgv	because we picked it and flowers die after you pick em	[because, we, picked, it, and, flowers, die, after, you, pick, em]	[because, we, pick, it, and, flower, die, after, you, pick, em]	[(because, IN), (we, PRP), (picked, VBD), (it, PRP), (and, CC), (flowers, NNS), (die, VBP), (after, IN), (you, PRP), (pick, VBP), (em, VB)]	[(because, IN), (we, PRP), (pick, VBP), (it, PRP), (and, CC), (flower, VB), (die, NN), (after, IN), (you, PRP), (pick, VBP), (em, VB)]	[(because, IN), (we, PRP), (picked, VBD), (it, PRP), (and, CC), (flowers, NNS), (die, VBP), (after, IN), (you, PRP), (pick, VBP), (em, NN)]	[(because, IN), (we, PRP), (pick, VBP), (it, PRP), (and, CC), (flower, NN), (die, VB), (after, IN), (you, PRP), (pick, VBP), (em, NN)]	time122-cond1.txt
kid	i was pretending this was a swing and it broke i'm thirsty	[i, was, pretending, this, was, a, swing, and, it, broke, i, am, thirsty]	[i, be, pretend, this, be, a, swing, and, it, break, i, be, thirsty]	[(i, NN), (was, VBD), (pretending, VBG), (this, DT), (was, VBD), (a, DT), (swing, NN), (and, CC), (it, PRP), (broke, VBD), (i, JJ), (am, VBP), (thirsty, JJ)]	[(i, NN), (be, VB), (pretend, VBN), (this, DT), (be, VB), (a, DT), (swing, NN), (and, CC), (it, PRP), (break, VB), (i, JJ), (be, VB), (thirsty, JJ)]	[(i, LS), (was, VBD), (pretending, VBG), (this, DT), (was, VBD), (a, DT), (swing, NN), (and, CC), (it, PRP), (broke, VBD), (i, FW), (am, VBP), (thirsty, JJ)]	[(i, LS), (be, VB), (pretend, JJ), (this, DT), (be, VB), (a, DT), (swing, NN), (and, CC), (it, PRP), (break, VB), (i, FW), (be, VB), (thirsty, JJ)]	time122-cond1.txt
cgv	do you want some milk	[do, you, want, some, milk]	[do, you, want, some, milk]	[(do, VBP), (you, PRP), (want, VB), (some, DT), (milk, NN)]	[(do, VBP), (you, PRP), (want, VB), (some, DT), (milk, NN)]	[(do, VB), (you, PRP), (want, VBP), (some, DT), (milk, NN)]	[(do, VB), (you, PRP), (want, VBP), (some, DT), (milk, NN)]	time122-cond1.txt
kid	hot chocolate i haven't drinked hot chocolate in a long time	[hot, chocolate, i, have, not, drinker, hot, chocolate, in, a, long, time]	[hot, chocolate, i, have, not, drinker, hot, chocolate, in, a, long, time]	[(hot, JJ), (chocolate, NN), (i, NNS), (have, VBP), (not, RB), (drinker, VBN), (hot, JJ), (chocolate, NN), (in, IN), (a, DT), (long, JJ), (time, NN)]	[(hot, JJ), (chocolate, NN), (i, NNS), (have, VBP), (not, RB), (drinker, VBN), (hot, JJ), (chocolate, NN), (in, IN), (a, DT), (long, JJ), (time, NN)]	[(hot, JJ), (chocolate, NN), (i, FW), (have, VBP), (not, RB), (drinker, NN), (hot, JJ), (chocolate, NN), (in, IN), (a, DT), (long, JJ), (time, NN)]	[(hot, JJ), (chocolate, NN), (i, FW), (have, VBP), (not, RB), (drinker, NN), (hot, JJ), (chocolate, NN), (in, IN), (a, DT), (long, JJ), (time, NN)]	time122-cond1.txt
cgv	it's too hot for hot chocolate how about milk do you want toast first	[it, is, too, hot, for, hot, chocolate, how, about, milk, do, you, want, toast, first]	[it, be, too, hot, for, hot, chocolate, how, about, milk, do, you, want, toast, first]	[(it, PRP), (is, VBZ), (too, RB), (hot, JJ), (for, IN), (hot, JJ), (chocolate, NN), (how, WRB), (about, IN), (milk, NN), (do, VBP), (you, PRP), (want, VB), (toast, IN), (first, JJ)]	[(it, PRP), (be, VB), (too, RB), (hot, JJ), (for, IN), (hot, JJ), (chocolate, NN), (how, WRB), (about, IN), (milk, NN), (do, VBP), (you, PRP), (want, VB), (toast, IN), (first, JJ)]	[(it, PRP), (is, VBZ), (too, RB), (hot, JJ), (for, IN), (hot, JJ), (chocolate, NN), (how, WRB), (about, RB), (milk, NN), (do, VBP), (you, PRP), (want, VB), (toast, NN), (first, RB)]	[(it, PRP), (be, VB), (too, RB), (hot, JJ), (for, IN), (hot, JJ), (chocolate, NN), (how, WRB), (about, RB), (milk, NN), (do, VBP), (you, PRP), (want, VB), (toast, NN), (first, RB)]	time122-cond1.txt
kid	yeah i want it with jelly daddy how can you tell the one the one in that bowl turned into a pupae	[yeah, i, want, it, with, jelly, daddy, how, can, you, tell, the, one, the, one, in, that, bowl, turned, into, a, pupae]	[yeah, i, want, it, with, jelly, daddy, how, can, you, tell, the, one, the, one, in, that, bowl, turn, into, a, pupa]	[(yeah, NN), (i, NN), (want, VBP), (it, PRP), (with, IN), (jelly, RB), (daddy, VB), (how, WRB), (can, MD), (you, PRP), (tell, VB), (the, DT), (one, CD), (the, DT), (one, NN), (in, IN), (that, DT), (bowl, NN), (turned, VBD), (into, IN), (a, DT), (pupae, NN)]	[(yeah, NN), (i, NN), (want, VBP), (it, PRP), (with, IN), (jelly, RB), (daddy, VB), (how, WRB), (can, MD), (you, PRP), (tell, VB), (the, DT), (one, CD), (the, DT), (one, NN), (in, IN), (that, DT), (bowl, NN), (turn, VBP), (into, IN), (a, DT), (pupa, NN)]	[(yeah, JJ), (i, FW), (want, VBP), (it, PRP), (with, IN), (jelly, NN), (daddy, NN), (how, WRB), (can, MD), (you, PRP), (tell, VB), (the, DT), (one, CD), (the, DT), (one, NN), (in, IN), (that, DT), (bowl, NN), (turned, VBD), (into, IN), (a, DT), (pupae, NNS)]	[(yeah, JJ), (i, FW), (want, VBP), (it, PRP), (with, IN), (jelly, NN), (daddy, NN), (how, WRB), (can, MD), (you, PRP), (tell, VB), (the, DT), (one, CD), (the, DT), (one, NN), (in, IN), (that, DT), (bowl, NN), (turn, NN), (into, IN), (a, DT), (pupa, NN)]	time122-cond1.txt
cgv	how can i tell because i can see the pupae	[how, can, i, tell, because, i, can, see, the, pupae]	[how, can, i, tell, because, i, can, see, the, pupa]	[(how, WRB), (can, MD), (i, VB), (tell, NN), (because, IN), (i, NN), (can, MD), (see, VB), (the, DT), (pupae, NN)]	[(how, WRB), (can, MD), (i, VB), (tell, NN), (because, IN), (i, NN), (can, MD), (see, VB), (the, DT), (pupa, NN)]	[(how, WRB), (can, MD), (i, FW), (tell, VBP), (because, IN), (i, FW), (can, MD), (see, VB), (the, DT), (pupae, NNS)]	[(how, WRB), (can, MD), (i, FW), (tell, VBP), (because, IN), (i, FW), (can, MD), (see, VB), (the, DT), (pupa, NN)]	time122-cond1.txt
