participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
kid	i'm watching the truck i was now i'm just looking out the window could we ask jason if i could go stay at his house or if he could come to nursery school with me	[i, am, watching, the, truck, i, was, now, i, am, just, looking, out, the, window, could, we, ask, jason, if, i, could, go, stay, at, his, house, or, if, he, could, come, to, nursery, school, with, me]	[i, be, watch, the, truck, i, be, now, i, be, just, look, out, the, window, could, we, ask, jason, if, i, could, go, stay, at, his, house, or, if, he, could, come, to, nursery, school, with, me]	[(i, NN), (am, VBP), (watching, VBG), (the, DT), (truck, NN), (i, NN), (was, VBD), (now, RB), (i, JJ), (am, VBP), (just, RB), (looking, VBG), (out, RP), (the, DT), (window, NN), (could, MD), (we, PRP), (ask, VB), (jason, NN), (if, IN), (i, NN), (could, MD), (go, VB), (stay, VB), (at, IN), (his, PRP$), (house, NN), (or, CC), (if, IN), (he, PRP), (could, MD), (come, VB), (to, TO), (nursery, DT), (school, NN), (with, IN), (me, PRP)]	[(i, JJ), (be, VB), (watch, VBP), (the, DT), (truck, NN), (i, JJ), (be, VB), (now, RB), (i, JJ), (be, VB), (just, RB), (look, VB), (out, RP), (the, DT), (window, NN), (could, MD), (we, PRP), (ask, VB), (jason, NN), (if, IN), (i, NN), (could, MD), (go, VB), (stay, VB), (at, IN), (his, PRP$), (house, NN), (or, CC), (if, IN), (he, PRP), (could, MD), (come, VB), (to, TO), (nursery, DT), (school, NN), (with, IN), (me, PRP)]	[(i, LS), (am, VBP), (watching, VBG), (the, DT), (truck, NN), (i, FW), (was, VBD), (now, RB), (i, FW), (am, VBP), (just, RB), (looking, VBG), (out, RP), (the, DT), (window, NN), (could, MD), (we, PRP), (ask, VB), (jason, NN), (if, IN), (i, FW), (could, MD), (go, VB), (stay, VB), (at, IN), (his, PRP$), (house, NN), (or, CC), (if, IN), (he, PRP), (could, MD), (come, VB), (to, TO), (nursery, NN), (school, NN), (with, IN), (me, PRP)]	[(i, LS), (be, VB), (watch, VB), (the, DT), (truck, NN), (i, FW), (be, VB), (now, RB), (i, FW), (be, VB), (just, RB), (look, VB), (out, RP), (the, DT), (window, NN), (could, MD), (we, PRP), (ask, VB), (jason, NN), (if, IN), (i, FW), (could, MD), (go, VB), (stay, VB), (at, IN), (his, PRP$), (house, NN), (or, CC), (if, IN), (he, PRP), (could, MD), (come, VB), (to, TO), (nursery, NN), (school, NN), (with, IN), (me, PRP)]	time166-cond1.txt
cgv	to the community center	[to, the, community, center]	[to, the, community, center]	[(to, TO), (the, DT), (community, NN), (center, NN)]	[(to, TO), (the, DT), (community, NN), (center, NN)]	[(to, TO), (the, DT), (community, NN), (center, NN)]	[(to, TO), (the, DT), (community, NN), (center, NN)]	time166-cond1.txt
kid	good i wish we have gottedn some mail today	[good, i, wish, we, have, gotten, some, mail, today]	[good, i, wish, we, have, get, some, mail, today]	[(good, JJ), (i, NN), (wish, VBP), (we, PRP), (have, VBP), (gotten, VBN), (some, DT), (mail, NN), (today, NN)]	[(good, JJ), (i, NN), (wish, VBP), (we, PRP), (have, VBP), (get, VB), (some, DT), (mail, NN), (today, NN)]	[(good, JJ), (i, FW), (wish, NN), (we, PRP), (have, VBP), (gotten, VBN), (some, DT), (mail, NN), (today, NN)]	[(good, JJ), (i, FW), (wish, NN), (we, PRP), (have, VBP), (get, VB), (some, DT), (mail, NN), (today, NN)]	time166-cond1.txt
cgv	me too i like to get mail	[me, too, i, like, to, get, mail]	[me, too, i, like, to, get, mail]	[(me, PRP), (too, RB), (i, VBP), (like, VBP), (to, TO), (get, VB), (mail, NN)]	[(me, PRP), (too, RB), (i, VBP), (like, VBP), (to, TO), (get, VB), (mail, NN)]	[(me, PRP), (too, RB), (i, FW), (like, IN), (to, TO), (get, VB), (mail, NN)]	[(me, PRP), (too, RB), (i, FW), (like, IN), (to, TO), (get, VB), (mail, NN)]	time166-cond1.txt
kid	i do too if i be real good at the community center will you get me a prize	[i, do, too, if, i, be, real, good, at, the, community, center, will, you, get, me, a, prize]	[i, do, too, if, i, be, real, good, at, the, community, center, will, you, get, me, a, prize]	[(i, NN), (do, VBP), (too, RB), (if, IN), (i, JJ), (be, VB), (real, JJ), (good, JJ), (at, IN), (the, DT), (community, NN), (center, NN), (will, MD), (you, PRP), (get, VB), (me, PRP), (a, DT), (prize, NN)]	[(i, NN), (do, VBP), (too, RB), (if, IN), (i, JJ), (be, VB), (real, JJ), (good, JJ), (at, IN), (the, DT), (community, NN), (center, NN), (will, MD), (you, PRP), (get, VB), (me, PRP), (a, DT), (prize, NN)]	[(i, LS), (do, VBP), (too, RB), (if, IN), (i, FW), (be, VB), (real, JJ), (good, JJ), (at, IN), (the, DT), (community, NN), (center, NN), (will, MD), (you, PRP), (get, VB), (me, PRP), (a, DT), (prize, NN)]	[(i, LS), (do, VBP), (too, RB), (if, IN), (i, FW), (be, VB), (real, JJ), (good, JJ), (at, IN), (the, DT), (community, NN), (center, NN), (will, MD), (you, PRP), (get, VB), (me, PRP), (a, DT), (prize, NN)]	time166-cond1.txt
cgv	we'll have to wait and see what are you doing abe	[we, will, have, to, wait, and, see, what, are, you, doing, abe]	[we, will, have, to, wait, and, see, what, be, you, do, abe]	[(we, PRP), (will, MD), (have, VB), (to, TO), (wait, VB), (and, CC), (see, VB), (what, WP), (are, VBP), (you, PRP), (doing, VBG), (abe, NNS)]	[(we, PRP), (will, MD), (have, VB), (to, TO), (wait, VB), (and, CC), (see, VB), (what, WP), (be, VB), (you, PRP), (do, VBP), (abe, VB)]	[(we, PRP), (will, MD), (have, VB), (to, TO), (wait, VB), (and, CC), (see, VB), (what, WP), (are, VBP), (you, PRP), (doing, VBG), (abe, NN)]	[(we, PRP), (will, MD), (have, VB), (to, TO), (wait, VB), (and, CC), (see, VB), (what, WP), (be, VB), (you, PRP), (do, VBP), (abe, VB)]	time166-cond1.txt
kid	i'm playing i'm playing with my army boat this is the army boat	[i, am, playing, i, am, playing, with, my, army, boat, this, is, the, army, boat]	[i, be, play, i, be, play, with, my, army, boat, this, be, the, army, boat]	[(i, NN), (am, VBP), (playing, VBG), (i, NN), (am, VBP), (playing, VBG), (with, IN), (my, PRP$), (army, NN), (boat, NN), (this, DT), (is, VBZ), (the, DT), (army, NN), (boat, NN)]	[(i, NN), (be, VB), (play, VBN), (i, RB), (be, VB), (play, NN), (with, IN), (my, PRP$), (army, NN), (boat, NN), (this, DT), (be, VB), (the, DT), (army, NN), (boat, NN)]	[(i, LS), (am, VBP), (playing, VBG), (i, FW), (am, VBP), (playing, VBG), (with, IN), (my, PRP$), (army, NN), (boat, NN), (this, DT), (is, VBZ), (the, DT), (army, NN), (boat, NN)]	[(i, LS), (be, VB), (play, VB), (i, FW), (be, VB), (play, VB), (with, IN), (my, PRP$), (army, NN), (boat, NN), (this, DT), (be, VB), (the, DT), (army, NN), (boat, NN)]	time166-cond1.txt
cgv	where did you get that	[where, did, you, get, that]	[where, do, you, get, that]	[(where, WRB), (did, VBD), (you, PRP), (get, VB), (that, IN)]	[(where, WRB), (do, VB), (you, PRP), (get, VB), (that, IN)]	[(where, WRB), (did, VBD), (you, PRP), (get, VB), (that, DT)]	[(where, WRB), (do, VBP), (you, PRP), (get, VB), (that, DT)]	time166-cond1.txt
kid	i made it when you weren't home	[i, made, it, when, you, were, not, home]	[i, make, it, when, you, be, not, home]	[(i, NN), (made, VBD), (it, PRP), (when, WRB), (you, PRP), (were, VBD), (not, RB), (home, NN)]	[(i, NNS), (make, VBP), (it, PRP), (when, WRB), (you, PRP), (be, VB), (not, RB), (home, NN)]	[(i, LS), (made, VBD), (it, PRP), (when, WRB), (you, PRP), (were, VBD), (not, RB), (home, NN)]	[(i, LS), (make, VB), (it, PRP), (when, WRB), (you, PRP), (be, VB), (not, RB), (home, NN)]	time166-cond1.txt
cgv	you've been real busy haven't you	[you, have, been, real, busy, have, not, you]	[you, have, be, real, busy, have, not, you]	[(you, PRP), (have, VBP), (been, VBN), (real, JJ), (busy, NNS), (have, VBP), (not, RB), (you, PRP)]	[(you, PRP), (have, VBP), (be, VB), (real, JJ), (busy, NNS), (have, VBP), (not, RB), (you, PRP)]	[(you, PRP), (have, VBP), (been, VBN), (real, JJ), (busy, JJ), (have, VBP), (not, RB), (you, PRP)]	[(you, PRP), (have, VBP), (be, VB), (real, JJ), (busy, JJ), (have, VBP), (not, RB), (you, PRP)]	time166-cond1.txt
