participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
cgv	what do you want	[what, do, you, want]	[what, do, you, want]	[(what, WP), (do, VBP), (you, PRP), (want, VB)]	[(what, WP), (do, VBP), (you, PRP), (want, VB)]	[(what, WP), (do, VBP), (you, PRP), (want, VB)]	[(what, WP), (do, VBP), (you, PRP), (want, VB)]	time67-cond1.txt
kid	i don't know i think that while i was eating you could read this book donald duck	[i, do, not, know, i, think, that, while, i, was, eating, you, could, read, this, book, donald, duck]	[i, do, not, know, i, think, that, while, i, be, eat, you, could, read, this, book, donald, duck]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (i, RB), (think, VBP), (that, IN), (while, IN), (i, NN), (was, VBD), (eating, VBG), (you, PRP), (could, MD), (read, VB), (this, DT), (book, NN), (donald, VBZ), (duck, NN)]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (i, RB), (think, VBP), (that, IN), (while, IN), (i, NN), (be, VB), (eat, VBN), (you, PRP), (could, MD), (read, VB), (this, DT), (book, NN), (donald, VBZ), (duck, NN)]	[(i, LS), (do, VBP), (not, RB), (know, VB), (i, FW), (think, VBP), (that, IN), (while, IN), (i, FW), (was, VBD), (eating, VBG), (you, PRP), (could, MD), (read, VB), (this, DT), (book, NN), (donald, NN), (duck, NN)]	[(i, LS), (do, VBP), (not, RB), (know, VB), (i, FW), (think, VBP), (that, IN), (while, IN), (i, FW), (be, VB), (eat, VB), (you, PRP), (could, MD), (read, VB), (this, DT), (book, NN), (donald, NN), (duck, NN)]	time67-cond1.txt
cgv	okay i might	[okay, i, might]	[okay, i, might]	[(okay, NN), (i, NN), (might, MD)]	[(okay, NN), (i, NN), (might, MD)]	[(okay, JJ), (i, FW), (might, MD)]	[(okay, JJ), (i, FW), (might, MD)]	time67-cond1.txt
kid	donald duck donald duck	[donald, duck, donald, duck]	[donald, duck, donald, duck]	[(donald, JJ), (duck, NN), (donald, NNS), (duck, VBP)]	[(donald, JJ), (duck, NN), (donald, NNS), (duck, VBP)]	[(donald, NN), (duck, NN), (donald, NN), (duck, NN)]	[(donald, NN), (duck, NN), (donald, NN), (duck, NN)]	time67-cond1.txt
cgv	what do you want to eat abe	[what, do, you, want, to, eat, abe]	[what, do, you, want, to, eat, abe]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (eat, VB), (abe, NN)]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (eat, VB), (abe, NN)]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (eat, VB), (abe, NN)]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (eat, VB), (abe, NN)]	time67-cond1.txt
kid	how about how about how about i think how about uh some some some i'm deciding i'm thinking i'm thinking of something i like to eat	[how, about, how, about, how, about, i, think, how, about, uh, some, some, some, i, am, deciding, i, am, thinking, i, am, thinking, of, something, i, like, to, eat]	[how, about, how, about, how, about, i, think, how, about, uh, some, some, some, i, be, decide, i, be, think, i, be, think, of, something, i, like, to, eat]	[(how, WRB), (about, IN), (how, WRB), (about, IN), (how, WRB), (about, IN), (i, NN), (think, VBP), (how, WRB), (about, IN), (uh, UH), (some, DT), (some, DT), (some, DT), (i, NNS), (am, VBP), (deciding, VBG), (i, NN), (am, VBP), (thinking, VBG), (i, NN), (am, VBP), (thinking, VBG), (of, IN), (something, NN), (i, NNS), (like, IN), (to, TO), (eat, VB)]	[(how, WRB), (about, IN), (how, WRB), (about, IN), (how, WRB), (about, IN), (i, NN), (think, VBP), (how, WRB), (about, IN), (uh, UH), (some, DT), (some, DT), (some, DT), (i, JJ), (be, VB), (decide, JJ), (i, JJ), (be, VB), (think, VBP), (i, JJ), (be, VB), (think, VBN), (of, IN), (something, NN), (i, NNS), (like, IN), (to, TO), (eat, VB)]	[(how, WRB), (about, RB), (how, WRB), (about, RB), (how, WRB), (about, RB), (i, FW), (think, VB), (how, WRB), (about, IN), (uh, UH), (some, DT), (some, DT), (some, DT), (i, FW), (am, VBP), (deciding, VBG), (i, FW), (am, VBP), (thinking, VBG), (i, FW), (am, VBP), (thinking, NN), (of, IN), (something, NN), (i, FW), (like, IN), (to, TO), (eat, VB)]	[(how, WRB), (about, RB), (how, WRB), (about, RB), (how, WRB), (about, RB), (i, FW), (think, VB), (how, WRB), (about, IN), (uh, UH), (some, DT), (some, DT), (some, DT), (i, FW), (be, VB), (decide, VB), (i, FW), (be, VB), (think, VB), (i, FW), (be, VB), (think, VB), (of, IN), (something, NN), (i, FW), (like, IN), (to, TO), (eat, VB)]	time67-cond1.txt
cgv	would you like a orange	[would, you, like, a, orange]	[would, you, like, a, orange]	[(would, MD), (you, PRP), (like, IN), (a, DT), (orange, NN)]	[(would, MD), (you, PRP), (like, IN), (a, DT), (orange, NN)]	[(would, MD), (you, PRP), (like, VB), (a, DT), (orange, NN)]	[(would, MD), (you, PRP), (like, VB), (a, DT), (orange, NN)]	time67-cond1.txt
kid	orange mommy got us some nectarines to eat	[orange, mommy, got, us, some, nectaries, to, eat]	[orange, mommy, get, u, some, nectary, to, eat]	[(orange, NN), (mommy, NN), (got, VBD), (us, PRP), (some, DT), (nectaries, NNS), (to, TO), (eat, VB)]	[(orange, NN), (mommy, NN), (get, VB), (u, JJ), (some, DT), (nectary, JJ), (to, TO), (eat, VB)]	[(orange, JJ), (mommy, NN), (got, VBD), (us, PRP), (some, DT), (nectaries, NNS), (to, TO), (eat, VB)]	[(orange, JJ), (mommy, NN), (get, VB), (u, FW), (some, DT), (nectary, JJ), (to, TO), (eat, VB)]	time67-cond1.txt
cgv	is that what you'd like	[is, that, what, you, would, like]	[be, that, what, you, would, like]	[(is, VBZ), (that, IN), (what, WP), (you, PRP), (would, MD), (like, VB)]	[(be, VB), (that, IN), (what, WP), (you, PRP), (would, MD), (like, VB)]	[(is, VBZ), (that, IN), (what, WP), (you, PRP), (would, MD), (like, VB)]	[(be, VB), (that, IN), (what, WP), (you, PRP), (would, MD), (like, VB)]	time67-cond1.txt
kid	it's orange	[it, is, orange]	[it, be, orange]	[(it, PRP), (is, VBZ), (orange, JJ)]	[(it, PRP), (be, VB), (orange, JJ)]	[(it, PRP), (is, VBZ), (orange, JJ)]	[(it, PRP), (be, VB), (orange, JJ)]	time67-cond1.txt
