participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
cgv	and you're one of em do you want milk	[and, you, are, one, of, em, do, you, want, milk]	[and, you, be, one, of, em, do, you, want, milk]	[(and, CC), (you, PRP), (are, VBP), (one, CD), (of, IN), (em, NN), (do, VBP), (you, PRP), (want, VB), (milk, NN)]	[(and, CC), (you, PRP), (be, VB), (one, CD), (of, IN), (em, NN), (do, VBP), (you, PRP), (want, VB), (milk, NN)]	[(and, CC), (you, PRP), (are, VBP), (one, CD), (of, IN), (em, NN), (do, VBP), (you, PRP), (want, VB), (milk, NN)]	[(and, CC), (you, PRP), (be, VB), (one, CD), (of, IN), (em, NN), (do, VBP), (you, PRP), (want, VB), (milk, NN)]	time153-cond1.txt
kid	 i like milk do you see this tiger it's tony i like tony the tiger he's my good buddy i haven't seen him in a long time i remembered her two children right mom	[i, like, milk, do, you, see, this, tiger, it, is, tony, i, like, tony, the, tiger, he, is, my, good, buddy, i, have, not, seen, him, in, a, long, time, i, remembered, her, two, children, right, mom]	[i, like, milk, do, you, see, this, tiger, it, be, tony, i, like, tony, the, tiger, he, be, my, good, buddy, i, have, not, see, him, in, a, long, time, i, remember, her, two, child, right, mom]	[(i, NNS), (like, VBP), (milk, NN), (do, VBP), (you, PRP), (see, VB), (this, DT), (tiger, NN), (it, PRP), (is, VBZ), (tony, JJ), (i, NNS), (like, IN), (tony, VBP), (the, DT), (tiger, NN), (he, PRP), (is, VBZ), (my, PRP$), (good, JJ), (buddy, NN), (i, NNS), (have, VBP), (not, RB), (seen, VBN), (him, PRP), (in, IN), (a, DT), (long, JJ), (time, NN), (i, NN), (remembered, VBD), (her, PRP), (two, CD), (children, NNS), (right, JJ), (mom, NN)]	[(i, NNS), (like, VBP), (milk, NN), (do, VBP), (you, PRP), (see, VB), (this, DT), (tiger, NN), (it, PRP), (be, VB), (tony, JJ), (i, NNS), (like, IN), (tony, VBP), (the, DT), (tiger, NN), (he, PRP), (be, VB), (my, PRP$), (good, JJ), (buddy, NN), (i, NNS), (have, VBP), (not, RB), (see, VB), (him, PRP), (in, IN), (a, DT), (long, JJ), (time, NN), (i, JJ), (remember, VBP), (her, PRP$), (two, CD), (child, NN), (right, JJ), (mom, NN)]	[(i, LS), (like, IN), (milk, NN), (do, VBP), (you, PRP), (see, VB), (this, DT), (tiger, NN), (it, PRP), (is, VBZ), (tony, JJ), (i, FW), (like, IN), (tony, JJ), (the, DT), (tiger, NN), (he, PRP), (is, VBZ), (my, PRP$), (good, JJ), (buddy, NN), (i, FW), (have, VBP), (not, RB), (seen, VBN), (him, PRP), (in, IN), (a, DT), (long, JJ), (time, NN), (i, FW), (remembered, VBD), (her, PRP), (two, CD), (children, NNS), (right, JJ), (mom, NN)]	[(i, LS), (like, IN), (milk, NN), (do, VBP), (you, PRP), (see, VB), (this, DT), (tiger, NN), (it, PRP), (be, VB), (tony, JJ), (i, FW), (like, IN), (tony, JJ), (the, DT), (tiger, NN), (he, PRP), (be, VB), (my, PRP$), (good, JJ), (buddy, NN), (i, FW), (have, VBP), (not, RB), (see, VB), (him, PRP), (in, IN), (a, DT), (long, JJ), (time, NN), (i, FW), (remember, VB), (her, PRP$), (two, CD), (child, NN), (right, NN), (mom, NN)]	time153-cond1.txt
cgv	 what are their names	[what, are, their, names]	[what, be, their, name]	[(what, WDT), (are, VBP), (their, PRP$), (names, NNS)]	[(what, WP), (be, VB), (their, PRP$), (name, NN)]	[(what, WP), (are, VBP), (their, PRP$), (names, NNS)]	[(what, WDT), (be, VB), (their, PRP$), (name, NN)]	time153-cond1.txt
kid	johnjohn and jeffrey	[johnson, and, jeffrey]	[johnson, and, jeffrey]	[(johnson, NN), (and, CC), (jeffrey, NN)]	[(johnson, NN), (and, CC), (jeffrey, NN)]	[(johnson, NN), (and, CC), (jeffrey, NN)]	[(johnson, NN), (and, CC), (jeffrey, NN)]	time153-cond1.txt
cgv	 jeffrey's five years old now	[jeffrey, 's, five, years, old, now]	[jeffrey, 's, five, year, old, now]	[(jeffrey, NN), ('s, POS), (five, CD), (years, NNS), (old, JJ), (now, RB)]	[(jeffrey, NN), ('s, POS), (five, CD), (year, NN), (old, JJ), (now, RB)]	[(jeffrey, NN), ('s, POS), (five, CD), (years, NNS), (old, JJ), (now, RB)]	[(jeffrey, NN), ('s, POS), (five, CD), (year, NN), (old, JJ), (now, RB)]	time153-cond1.txt
kid	and i'm four right you better tell him i'm four you better tell him i'm four okay guess who i am rufus doesn't know who i am she thinks that i'm a robber she doesn't know who i am so she thinks that i'm a robber	[and, i, am, four, right, you, better, tell, him, i, am, four, you, better, tell, him, i, am, four, okay, guess, who, i, am, rufus, does, not, know, who, i, am, she, thinks, that, i, am, a, robber, she, does, not, know, who, i, am, so, she, thinks, that, i, am, a, robber]	[and, i, be, four, right, you, good, tell, him, i, be, four, you, good, tell, him, i, be, four, okay, guess, who, i, be, rufus, do, not, know, who, i, be, she, think, that, i, be, a, robber, she, do, not, know, who, i, be, so, she, think, that, i, be, a, robber]	[(and, CC), (i, VB), (am, VBP), (four, CD), (right, NN), (you, PRP), (better, JJR), (tell, VBP), (him, PRP), (i, VB), (am, VBP), (four, CD), (you, PRP), (better, JJR), (tell, VBP), (him, PRP), (i, VB), (am, VBP), (four, CD), (okay, NN), (guess, NN), (who, WP), (i, VBP), (am, VBP), (rufus, NN), (does, VBZ), (not, RB), (know, VB), (who, WP), (i, VBP), (am, VBP), (she, PRP), (thinks, VBZ), (that, IN), (i, NN), (am, VBP), (a, DT), (robber, NN), (she, PRP), (does, VBZ), (not, RB), (know, VB), (who, WP), (i, VBP), (am, VBP), (so, RB), (she, PRP), (thinks, VBZ), (that, IN), (i, NN), (am, VBP), (a, DT), (robber, NN)]	[(and, CC), (i, NN), (be, VB), (four, CD), (right, JJ), (you, PRP), (good, JJ), (tell, VB), (him, PRP), (i, RB), (be, VB), (four, CD), (you, PRP), (good, VBP), (tell, VB), (him, PRP), (i, RB), (be, VB), (four, CD), (okay, JJ), (guess, NN), (who, WP), (i, VBP), (be, VB), (rufus, VBN), (do, VBP), (not, RB), (know, VB), (who, WP), (i, VBP), (be, VB), (she, PRP), (think, VB), (that, IN), (i, NN), (be, VB), (a, DT), (robber, NN), (she, PRP), (do, VBP), (not, RB), (know, VB), (who, WP), (i, VBP), (be, VB), (so, RB), (she, PRP), (think, VBP), (that, IN), (i, NN), (be, VB), (a, DT), (robber, NN)]	[(and, CC), (i, FW), (am, VBP), (four, CD), (right, JJ), (you, PRP), (better, JJR), (tell, VB), (him, PRP), (i, FW), (am, VBP), (four, CD), (you, PRP), (better, JJR), (tell, VB), (him, PRP), (i, FW), (am, VBP), (four, CD), (okay, JJ), (guess, NN), (who, WP), (i, FW), (am, VBP), (rufus, NN), (does, VBZ), (not, RB), (know, VB), (who, WP), (i, FW), (am, VBP), (she, PRP), (thinks, VBZ), (that, IN), (i, FW), (am, VBP), (a, DT), (robber, NN), (she, PRP), (does, VBZ), (not, RB), (know, VB), (who, WP), (i, FW), (am, VBP), (so, IN), (she, PRP), (thinks, VBZ), (that, IN), (i, FW), (am, VBP), (a, DT), (robber, NN)]	[(and, CC), (i, FW), (be, VB), (four, CD), (right, JJ), (you, PRP), (good, JJ), (tell, VB), (him, PRP), (i, FW), (be, VB), (four, CD), (you, PRP), (good, JJ), (tell, VB), (him, PRP), (i, FW), (be, VB), (four, CD), (okay, JJ), (guess, NN), (who, WP), (i, FW), (be, VB), (rufus, NNS), (do, VBP), (not, RB), (know, VB), (who, WP), (i, FW), (be, VB), (she, PRP), (think, VB), (that, IN), (i, FW), (be, VB), (a, DT), (robber, NN), (she, PRP), (do, VBP), (not, RB), (know, VB), (who, WP), (i, FW), (be, VB), (so, IN), (she, PRP), (think, VBP), (that, IN), (i, FW), (be, VB), (a, DT), (robber, NN)]	time153-cond1.txt
cgv	why does she think that	[why, does, she, think, that]	[why, do, she, think, that]	[(why, WRB), (does, VBZ), (she, PRP), (think, VB), (that, IN)]	[(why, WRB), (do, VBP), (she, PRP), (think, VB), (that, IN)]	[(why, WRB), (does, VBZ), (she, PRP), (think, VB), (that, IN)]	[(why, WRB), (do, VBP), (she, PRP), (think, VB), (that, IN)]	time153-cond1.txt
kid	because robbers don't like dogs mommy what do you think that i was singing what do you think i was singing what do you think i was singing what do you think i was singing what do you think i was singing what do you think i was singing what do you think i was singing	[because, robbers, do, not, like, dogs, mommy, what, do, you, think, that, i, was, singing, what, do, you, think, i, was, singing, what, do, you, think, i, was, singing, what, do, you, think, i, was, singing, what, do, you, think, i, was, singing, what, do, you, think, i, was, singing, what, do, you, think, i, was, singing]	[because, robber, do, not, like, dog, mommy, what, do, you, think, that, i, be, sing, what, do, you, think, i, be, sing, what, do, you, think, i, be, sing, what, do, you, think, i, be, sing, what, do, you, think, i, be, sing, what, do, you, think, i, be, sing, what, do, you, think, i, be, sing]	[(because, IN), (robbers, NNS), (do, VBP), (not, RB), (like, IN), (dogs, NNS), (mommy, VBP), (what, WP), (do, VBP), (you, PRP), (think, VB), (that, IN), (i, NN), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, NN), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, NN), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, NN), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, NN), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, NN), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, NN), (was, VBD), (singing, VBG)]	[(because, IN), (robber, NN), (do, VBP), (not, RB), (like, IN), (dog, NN), (mommy, NN), (what, WP), (do, VBP), (you, PRP), (think, VB), (that, IN), (i, NN), (be, VB), (sing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, JJ), (be, VB), (sing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, JJ), (be, VB), (sing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, JJ), (be, VB), (sing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, JJ), (be, VB), (sing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, JJ), (be, VB), (sing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, JJ), (be, VB), (sing, VBG)]	[(because, IN), (robbers, NNS), (do, VBP), (not, RB), (like, VB), (dogs, NNS), (mommy, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (that, IN), (i, FW), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (was, VBD), (singing, VBG), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (was, VBD), (singing, NN)]	[(because, IN), (robber, NN), (do, VBP), (not, RB), (like, VB), (dog, NN), (mommy, NN), (what, WP), (do, VBP), (you, PRP), (think, VB), (that, IN), (i, FW), (be, VB), (sing, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (be, VB), (sing, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (be, VB), (sing, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (be, VB), (sing, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (be, VB), (sing, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (be, VB), (sing, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (i, FW), (be, VB), (sing, VB)]	time153-cond1.txt
cgv	i didn't understand it	[i, did, not, understand, it]	[i, do, not, understand, it]	[(i, NN), (did, VBD), (not, RB), (understand, VB), (it, PRP)]	[(i, NNS), (do, VBP), (not, RB), (understand, VB), (it, PRP)]	[(i, LS), (did, VBD), (not, RB), (understand, VB), (it, PRP)]	[(i, LS), (do, VBP), (not, RB), (understand, VB), (it, PRP)]	time153-cond1.txt
kid	listen  howls did you hear that what do you think it was	[listen, howls, did, you, hear, that, what, do, you, think, it, was]	[listen, howl, do, you, hear, that, what, do, you, think, it, be]	[(listen, JJ), (howls, NN), (did, VBD), (you, PRP), (hear, VB), (that, IN), (what, WP), (do, VBP), (you, PRP), (think, VB), (it, PRP), (was, VBD)]	[(listen, JJ), (howl, NN), (do, VBP), (you, PRP), (hear, VB), (that, IN), (what, WP), (do, VBP), (you, PRP), (think, VB), (it, PRP), (be, VB)]	[(listen, VB), (howls, NNS), (did, VBD), (you, PRP), (hear, VBP), (that, IN), (what, WP), (do, VBP), (you, PRP), (think, VB), (it, PRP), (was, VBD)]	[(listen, VB), (howl, NN), (do, VBP), (you, PRP), (hear, VB), (that, IN), (what, WP), (do, VBP), (you, PRP), (think, VB), (it, PRP), (be, VB)]	time153-cond1.txt
