participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
cgv	did you find my scissors	[did, you, find, my, scissors]	[do, you, find, my, scissors]	[(did, VBD), (you, PRP), (find, VB), (my, PRP$), (scissors, NNS)]	[(do, VB), (you, PRP), (find, VB), (my, PRP$), (scissors, NNS)]	[(did, VBD), (you, PRP), (find, VB), (my, PRP$), (scissors, NNS)]	[(do, VB), (you, PRP), (find, VB), (my, PRP$), (scissors, NNS)]	time84-cond1.txt
kid	no i found my scissors they were on the table mommy i found my scissors they were on the table they were on the table they were on the table	[no, i, found, my, scissors, they, were, on, the, table, mommy, i, found, my, scissors, they, were, on, the, table, they, were, on, the, table, they, were, on, the, table]	[no, i, find, my, scissors, they, be, on, the, table, mommy, i, find, my, scissors, they, be, on, the, table, they, be, on, the, table, they, be, on, the, table]	[(no, DT), (i, NN), (found, VBD), (my, PRP$), (scissors, NNS), (they, PRP), (were, VBD), (on, IN), (the, DT), (table, NN), (mommy, NN), (i, NN), (found, VBD), (my, PRP$), (scissors, NNS), (they, PRP), (were, VBD), (on, IN), (the, DT), (table, NN), (they, PRP), (were, VBD), (on, IN), (the, DT), (table, NN), (they, PRP), (were, VBD), (on, IN), (the, DT), (table, NN)]	[(no, DT), (i, NN), (find, VBP), (my, PRP$), (scissors, NNS), (they, PRP), (be, VB), (on, IN), (the, DT), (table, NN), (mommy, NN), (i, NN), (find, VBP), (my, PRP$), (scissors, NNS), (they, PRP), (be, VB), (on, IN), (the, DT), (table, NN), (they, PRP), (be, VB), (on, IN), (the, DT), (table, NN), (they, PRP), (be, VB), (on, IN), (the, DT), (table, NN)]	[(no, DT), (i, FW), (found, VBN), (my, PRP$), (scissors, NNS), (they, PRP), (were, VBD), (on, IN), (the, DT), (table, NN), (mommy, NN), (i, FW), (found, VBN), (my, PRP$), (scissors, NNS), (they, PRP), (were, VBD), (on, IN), (the, DT), (table, NN), (they, PRP), (were, VBD), (on, IN), (the, DT), (table, NN), (they, PRP), (were, VBD), (on, IN), (the, DT), (table, NN)]	[(no, DT), (i, FW), (find, VB), (my, PRP$), (scissors, NNS), (they, PRP), (be, VB), (on, IN), (the, DT), (table, NN), (mommy, NN), (i, FW), (find, VB), (my, PRP$), (scissors, NNS), (they, PRP), (be, VB), (on, IN), (the, DT), (table, NN), (they, PRP), (be, VB), (on, IN), (the, DT), (table, NN), (they, PRP), (be, VB), (on, IN), (the, DT), (table, NN)]	time84-cond1.txt
cgv	 i found mine what do you want to put on your poster abe	[i, found, mine, what, do, you, want, to, put, on, your, poster, abe]	[i, find, mine, what, do, you, want, to, put, on, your, poster, abe]	[(i, NN), (found, VBD), (mine, NN), (what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (put, VB), (on, IN), (your, PRP$), (poster, NN), (abe, NN)]	[(i, NN), (find, VBP), (mine, NN), (what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (put, VB), (on, IN), (your, PRP$), (poster, NN), (abe, NN)]	[(i, LS), (found, VBN), (mine, PRP), (what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (put, VB), (on, RP), (your, PRP$), (poster, NN), (abe, IN)]	[(i, LS), (find, VB), (mine, PRP), (what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (put, VB), (on, RP), (your, PRP$), (poster, NN), (abe, IN)]	time84-cond1.txt
kid	i think a kite	[i, think, a, kite]	[i, think, a, kite]	[(i, NN), (think, VBP), (a, DT), (kite, NN)]	[(i, NN), (think, VBP), (a, DT), (kite, NN)]	[(i, LS), (think, VB), (a, DT), (kite, NN)]	[(i, LS), (think, VB), (a, DT), (kite, NN)]	time84-cond1.txt
cgv	that's a good idea	[that, is, a, good, idea]	[that, be, a, good, idea]	[(that, DT), (is, VBZ), (a, DT), (good, JJ), (idea, NN)]	[(that, DT), (be, VB), (a, DT), (good, JJ), (idea, NN)]	[(that, DT), (is, VBZ), (a, DT), (good, JJ), (idea, NN)]	[(that, IN), (be, VB), (a, DT), (good, JJ), (idea, NN)]	time84-cond1.txt
kid	is this a kite i made	[is, this, a, kite, i, made]	[be, this, a, kite, i, make]	[(is, VBZ), (this, DT), (a, DT), (kite, NN), (i, NN), (made, VBD)]	[(be, VB), (this, DT), (a, DT), (kite, NN), (i, NN), (make, VBP)]	[(is, VBZ), (this, DT), (a, DT), (kite, NN), (i, FW), (made, VBN)]	[(be, VB), (this, DT), (a, DT), (kite, NN), (i, FW), (make, VB)]	time84-cond1.txt
cgv	it looks like one	[it, looks, like, one]	[it, look, like, one]	[(it, PRP), (looks, VBZ), (like, IN), (one, CD)]	[(it, PRP), (look, VBP), (like, IN), (one, CD)]	[(it, PRP), (looks, VBZ), (like, IN), (one, CD)]	[(it, PRP), (look, VBP), (like, IN), (one, CD)]	time84-cond1.txt
kid	hey you can't cut on that one	[hey, you, can, not, cut, on, that, one]	[hey, you, can, not, cut, on, that, one]	[(hey, NN), (you, PRP), (can, MD), (not, RB), (cut, VB), (on, IN), (that, DT), (one, CD)]	[(hey, NN), (you, PRP), (can, MD), (not, RB), (cut, VB), (on, IN), (that, DT), (one, CD)]	[(hey, RB), (you, PRP), (can, MD), (not, RB), (cut, VB), (on, IN), (that, DT), (one, CD)]	[(hey, RB), (you, PRP), (can, MD), (not, RB), (cut, VB), (on, IN), (that, DT), (one, CD)]	time84-cond1.txt
cgv	do you want to try and cut it hey that was pretty good	[do, you, want, to, try, and, cut, it, hey, that, was, pretty, good]	[do, you, want, to, try, and, cut, it, hey, that, be, pretty, good]	[(do, VBP), (you, PRP), (want, VB), (to, TO), (try, VB), (and, CC), (cut, VB), (it, PRP), (hey, VB), (that, DT), (was, VBD), (pretty, RB), (good, JJ)]	[(do, VBP), (you, PRP), (want, VB), (to, TO), (try, VB), (and, CC), (cut, VB), (it, PRP), (hey, VB), (that, IN), (be, VB), (pretty, RB), (good, JJ)]	[(do, VB), (you, PRP), (want, VBP), (to, TO), (try, VB), (and, CC), (cut, VB), (it, PRP), (hey, VB), (that, DT), (was, VBD), (pretty, RB), (good, JJ)]	[(do, VB), (you, PRP), (want, VBP), (to, TO), (try, VB), (and, CC), (cut, VB), (it, PRP), (hey, VB), (that, DT), (be, VB), (pretty, RB), (good, JJ)]	time84-cond1.txt
kid	now i want ta cut on these lines	[now, i, want, ta, cut, on, these, lines]	[now, i, want, ta, cut, on, these, line]	[(now, RB), (i, VBZ), (want, VBP), (ta, JJ), (cut, NN), (on, IN), (these, DT), (lines, NNS)]	[(now, RB), (i, VBZ), (want, VBP), (ta, JJ), (cut, NN), (on, IN), (these, DT), (line, NN)]	[(now, RB), (i, FW), (want, VBP), (ta, NN), (cut, NN), (on, IN), (these, DT), (lines, NNS)]	[(now, RB), (i, FW), (want, VBP), (ta, NN), (cut, NN), (on, IN), (these, DT), (line, NN)]	time84-cond1.txt
