participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
cgv	i put it on the bookcase on the top shelf with your books	[i, put, it, on, the, bookcase, on, the, top, shelf, with, your, books]	[i, put, it, on, the, bookcase, on, the, top, shelf, with, your, book]	[(i, NN), (put, VBD), (it, PRP), (on, IN), (the, DT), (bookcase, NN), (on, IN), (the, DT), (top, JJ), (shelf, NN), (with, IN), (your, PRP$), (books, NNS)]	[(i, NN), (put, VBD), (it, PRP), (on, IN), (the, DT), (bookcase, NN), (on, IN), (the, DT), (top, JJ), (shelf, NN), (with, IN), (your, PRP$), (book, NN)]	[(i, LS), (put, VBD), (it, PRP), (on, IN), (the, DT), (bookcase, NN), (on, IN), (the, DT), (top, JJ), (shelf, NN), (with, IN), (your, PRP$), (books, NNS)]	[(i, LS), (put, VBD), (it, PRP), (on, IN), (the, DT), (bookcase, NN), (on, IN), (the, DT), (top, JJ), (shelf, NN), (with, IN), (your, PRP$), (book, NN)]	time103-cond1.txt
kid	with the books on here hey look what i found a snake book	[with, the, books, on, here, hey, look, what, i, found, a, snake, book]	[with, the, book, on, here, hey, look, what, i, find, a, snake, book]	[(with, IN), (the, DT), (books, NNS), (on, IN), (here, RB), (hey, JJ), (look, VBP), (what, WP), (i, NN), (found, VBD), (a, DT), (snake, NN), (book, NN)]	[(with, IN), (the, DT), (book, NN), (on, IN), (here, RB), (hey, JJ), (look, VBP), (what, WP), (i, VBP), (find, VBP), (a, DT), (snake, NN), (book, NN)]	[(with, IN), (the, DT), (books, NNS), (on, IN), (here, RB), (hey, RB), (look, VB), (what, WP), (i, FW), (found, VBD), (a, DT), (snake, NN), (book, NN)]	[(with, IN), (the, DT), (book, NN), (on, IN), (here, RB), (hey, RB), (look, VB), (what, WP), (i, FW), (find, VB), (a, DT), (snake, NN), (book, NN)]	time103-cond1.txt
cgv	 you'll like to look at that	[you, will, like, to, look, at, that]	[you, will, like, to, look, at, that]	[(you, PRP), (will, MD), (like, VB), (to, TO), (look, VB), (at, IN), (that, DT)]	[(you, PRP), (will, MD), (like, VB), (to, TO), (look, VB), (at, IN), (that, DT)]	[(you, PRP), (will, MD), (like, VB), (to, TO), (look, VB), (at, IN), (that, DT)]	[(you, PRP), (will, MD), (like, VB), (to, TO), (look, VB), (at, IN), (that, DT)]	time103-cond1.txt
kid	it's a rattlesnake mom it's a rattlesnake yeah because look at the rattle see the rattle mom boy rattlesnake killers are going to kill rattlesnakes mommy look at the bones of these snakes	[it, is, a, rattlesnake, mom, it, is, a, rattlesnake, yeah, because, look, at, the, rattle, see, the, rattle, mom, boy, rattlesnake, killers, are, going, to, kill, rattlesnakes, mommy, look, at, the, bones, of, these, snakes]	[it, be, a, rattlesnake, mom, it, be, a, rattlesnake, yeah, because, look, at, the, rattle, see, the, rattle, mom, boy, rattlesnake, killer, be, go, to, kill, rattlesnake, mommy, look, at, the, bone, of, these, snake]	[(it, PRP), (is, VBZ), (a, DT), (rattlesnake, NN), (mom, NN), (it, PRP), (is, VBZ), (a, DT), (rattlesnake, NN), (yeah, NN), (because, IN), (look, NN), (at, IN), (the, DT), (rattle, NN), (see, VBP), (the, DT), (rattle, JJ), (mom, NN), (boy, NNS), (rattlesnake, VBP), (killers, NNS), (are, VBP), (going, VBG), (to, TO), (kill, VB), (rattlesnakes, NNS), (mommy, JJ), (look, NN), (at, IN), (the, DT), (bones, NNS), (of, IN), (these, DT), (snakes, NNS)]	[(it, PRP), (be, VB), (a, DT), (rattlesnake, NN), (mom, NN), (it, PRP), (be, VB), (a, DT), (rattlesnake, NN), (yeah, NN), (because, IN), (look, NN), (at, IN), (the, DT), (rattle, NN), (see, VBP), (the, DT), (rattle, JJ), (mom, NN), (boy, NNS), (rattlesnake, VBP), (killer, NN), (be, VB), (go, VBN), (to, TO), (kill, VB), (rattlesnake, VB), (mommy, JJ), (look, NN), (at, IN), (the, DT), (bone, NN), (of, IN), (these, DT), (snake, NNS)]	[(it, PRP), (is, VBZ), (a, DT), (rattlesnake, NN), (mom, NN), (it, PRP), (is, VBZ), (a, DT), (rattlesnake, NN), (yeah, NN), (because, IN), (look, NN), (at, IN), (the, DT), (rattle, VBP), (see, VB), (the, DT), (rattle, VB), (mom, NN), (boy, NN), (rattlesnake, NN), (killers, NNS), (are, VBP), (going, VBG), (to, TO), (kill, VB), (rattlesnakes, NNS), (mommy, JJ), (look, NN), (at, IN), (the, DT), (bones, NNS), (of, IN), (these, DT), (snakes, NNS)]	[(it, PRP), (be, VB), (a, DT), (rattlesnake, NN), (mom, NN), (it, PRP), (be, VB), (a, DT), (rattlesnake, NN), (yeah, NN), (because, IN), (look, NN), (at, IN), (the, DT), (rattle, VBP), (see, VB), (the, DT), (rattle, VB), (mom, NN), (boy, NN), (rattlesnake, JJ), (killer, NN), (be, VB), (go, VB), (to, TO), (kill, VB), (rattlesnake, NN), (mommy, NN), (look, NN), (at, IN), (the, DT), (bone, NN), (of, IN), (these, DT), (snake, NN)]	time103-cond1.txt
cgv	those are their skeletons	[those, are, their, skeletons]	[those, be, their, skeleton]	[(those, DT), (are, VBP), (their, PRP$), (skeletons, NNS)]	[(those, DT), (be, VB), (their, PRP$), (skeleton, NN)]	[(those, DT), (are, VBP), (their, PRP$), (skeletons, NNS)]	[(those, DT), (be, VB), (their, PRP$), (skeleton, NN)]	time103-cond1.txt
kid	mom look at this baby snake	[mom, look, at, this, baby, snake]	[mom, look, at, this, baby, snake]	[(mom, NN), (look, NN), (at, IN), (this, DT), (baby, NN), (snake, VB)]	[(mom, NN), (look, NN), (at, IN), (this, DT), (baby, NN), (snake, VB)]	[(mom, NN), (look, NN), (at, IN), (this, DT), (baby, NN), (snake, NN)]	[(mom, NN), (look, NN), (at, IN), (this, DT), (baby, NN), (snake, NN)]	time103-cond1.txt
cgv	is it a baby	[is, it, a, baby]	[be, it, a, baby]	[(is, VBZ), (it, PRP), (a, DT), (baby, NN)]	[(be, VB), (it, PRP), (a, DT), (baby, NN)]	[(is, VBZ), (it, PRP), (a, DT), (baby, NN)]	[(be, VB), (it, PRP), (a, DT), (baby, NN)]	time103-cond1.txt
kid	yeah there's this baby this is a big snake and this is a baby snake see this baby snake mom look what i found another rattlesnake and some tomatoes there are some tomatoes and some more tomatoes mom look at this	[yeah, there, is, this, baby, this, is, a, big, snake, and, this, is, a, baby, snake, see, this, baby, snake, mom, look, what, i, found, another, rattlesnake, and, some, tomatoes, there, are, some, tomatoes, and, some, more, tomatoes, mom, look, at, this]	[yeah, there, be, this, baby, this, be, a, big, snake, and, this, be, a, baby, snake, see, this, baby, snake, mom, look, what, i, find, another, rattlesnake, and, some, tomato, there, be, some, tomato, and, some, more, tomato, mom, look, at, this]	[(yeah, NN), (there, EX), (is, VBZ), (this, DT), (baby, NN), (this, DT), (is, VBZ), (a, DT), (big, JJ), (snake, NN), (and, CC), (this, DT), (is, VBZ), (a, DT), (baby, JJ), (snake, NN), (see, VB), (this, DT), (baby, NN), (snake, VB), (mom, JJ), (look, VB), (what, WP), (i, NN), (found, VBD), (another, DT), (rattlesnake, NN), (and, CC), (some, DT), (tomatoes, NNS), (there, EX), (are, VBP), (some, DT), (tomatoes, NNS), (and, CC), (some, DT), (more, RBR), (tomatoes, NNS), (mom, VB), (look, NN), (at, IN), (this, DT)]	[(yeah, NN), (there, RB), (be, VB), (this, DT), (baby, NN), (this, DT), (be, VB), (a, DT), (big, JJ), (snake, NN), (and, CC), (this, DT), (be, VB), (a, DT), (baby, JJ), (snake, NN), (see, VB), (this, DT), (baby, NN), (snake, VB), (mom, JJ), (look, VB), (what, WP), (i, JJ), (find, VBP), (another, DT), (rattlesnake, NN), (and, CC), (some, DT), (tomato, NN), (there, EX), (be, VB), (some, DT), (tomato, NN), (and, CC), (some, DT), (more, RBR), (tomato, JJ), (mom, NN), (look, NN), (at, IN), (this, DT)]	[(yeah, RB), (there, EX), (is, VBZ), (this, DT), (baby, NN), (this, DT), (is, VBZ), (a, DT), (big, JJ), (snake, NN), (and, CC), (this, DT), (is, VBZ), (a, DT), (baby, NN), (snake, NN), (see, VB), (this, DT), (baby, NN), (snake, NN), (mom, NN), (look, VBP), (what, WP), (i, FW), (found, VBD), (another, DT), (rattlesnake, NN), (and, CC), (some, DT), (tomatoes, NNS), (there, EX), (are, VBP), (some, DT), (tomatoes, NNS), (and, CC), (some, DT), (more, JJR), (tomatoes, NNS), (mom, NN), (look, NN), (at, IN), (this, DT)]	[(yeah, RB), (there, RB), (be, VB), (this, DT), (baby, NN), (this, DT), (be, VB), (a, DT), (big, JJ), (snake, NN), (and, CC), (this, DT), (be, VB), (a, DT), (baby, NN), (snake, NN), (see, VB), (this, DT), (baby, NN), (snake, NN), (mom, NN), (look, VBP), (what, WP), (i, FW), (find, VB), (another, DT), (rattlesnake, NN), (and, CC), (some, DT), (tomato, NN), (there, RB), (be, VB), (some, DT), (tomato, NN), (and, CC), (some, DT), (more, JJR), (tomato, NN), (mom, NN), (look, NN), (at, IN), (this, DT)]	time103-cond1.txt
cgv	yeah what's that a map of	[yeah, what, is, that, a, map, of]	[yeah, what, be, that, a, map, of]	[(yeah, VB), (what, WP), (is, VBZ), (that, IN), (a, DT), (map, NN), (of, IN)]	[(yeah, VB), (what, WP), (be, VB), (that, IN), (a, DT), (map, NN), (of, IN)]	[(yeah, VB), (what, WP), (is, VBZ), (that, IN), (a, DT), (map, NN), (of, IN)]	[(yeah, VB), (what, WP), (be, VB), (that, IN), (a, DT), (map, NN), (of, IN)]	time103-cond1.txt
kid	and mommy you know this is a rattlesnake	[and, mommy, you, know, this, is, a, rattlesnake]	[and, mommy, you, know, this, be, a, rattlesnake]	[(and, CC), (mommy, VB), (you, PRP), (know, VBP), (this, DT), (is, VBZ), (a, DT), (rattlesnake, NN)]	[(and, CC), (mommy, VB), (you, PRP), (know, VB), (this, DT), (be, VB), (a, DT), (rattlesnake, NN)]	[(and, CC), (mommy, VB), (you, PRP), (know, VB), (this, DT), (is, VBZ), (a, DT), (rattlesnake, NN)]	[(and, CC), (mommy, VB), (you, PRP), (know, VB), (this, DT), (be, VB), (a, DT), (rattlesnake, NN)]	time103-cond1.txt
