participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
cgv	i don't know you can watch	[i, do, not, know, you, can, watch]	[i, do, not, know, you, can, watch]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (you, PRP), (can, MD), (watch, VB)]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (you, PRP), (can, MD), (watch, VB)]	[(i, LS), (do, VBP), (not, RB), (know, VB), (you, PRP), (can, MD), (watch, VB)]	[(i, LS), (do, VBP), (not, RB), (know, VB), (you, PRP), (can, MD), (watch, VB)]	time90-cond1.txt
kid	daddy i want ta play softball not watch	[daddy, i, want, ta, play, softball, not, watch]	[daddy, i, want, ta, play, softball, not, watch]	[(daddy, NN), (i, NN), (want, VBP), (ta, NN), (play, VB), (softball, JJ), (not, RB), (watch, VB)]	[(daddy, NN), (i, NN), (want, VBP), (ta, NN), (play, VB), (softball, JJ), (not, RB), (watch, VB)]	[(daddy, NN), (i, FW), (want, VBP), (ta, NN), (play, NN), (softball, NN), (not, RB), (watch, VB)]	[(daddy, NN), (i, FW), (want, VBP), (ta, NN), (play, NN), (softball, NN), (not, RB), (watch, VB)]	time90-cond1.txt
cgv	we'll see we'll have to see what the other kids do	[we, will, see, we, will, have, to, see, what, the, other, kids, do]	[we, will, see, we, will, have, to, see, what, the, other, kid, do]	[(we, PRP), (will, MD), (see, VB), (we, PRP), (will, MD), (have, VB), (to, TO), (see, VB), (what, WP), (the, DT), (other, JJ), (kids, NNS), (do, VBP)]	[(we, PRP), (will, MD), (see, VB), (we, PRP), (will, MD), (have, VB), (to, TO), (see, VB), (what, WP), (the, DT), (other, JJ), (kid, NN), (do, VBP)]	[(we, PRP), (will, MD), (see, VB), (we, PRP), (will, MD), (have, VB), (to, TO), (see, VB), (what, WP), (the, DT), (other, JJ), (kids, NNS), (do, VBP)]	[(we, PRP), (will, MD), (see, VB), (we, PRP), (will, MD), (have, VB), (to, TO), (see, VB), (what, WP), (the, DT), (other, JJ), (kid, NN), (do, VBP)]	time90-cond1.txt
kid	daddy look i found a bunny see grandma and grandpa got it to me	[daddy, look, i, found, a, bunny, see, grandma, and, grandpa, got, it, to, me]	[daddy, look, i, find, a, bunny, see, grandma, and, grandpa, get, it, to, me]	[(daddy, JJ), (look, NN), (i, NN), (found, VBD), (a, DT), (bunny, JJ), (see, NN), (grandma, NN), (and, CC), (grandpa, NN), (got, VBD), (it, PRP), (to, TO), (me, PRP)]	[(daddy, JJ), (look, NN), (i, JJ), (find, VBP), (a, DT), (bunny, JJ), (see, NN), (grandma, NN), (and, CC), (grandpa, NN), (get, VBP), (it, PRP), (to, TO), (me, PRP)]	[(daddy, JJ), (look, NN), (i, FW), (found, VBD), (a, DT), (bunny, NN), (see, VB), (grandma, NN), (and, CC), (grandpa, NN), (got, VBD), (it, PRP), (to, TO), (me, PRP)]	[(daddy, JJ), (look, NN), (i, FW), (find, VB), (a, DT), (bunny, NN), (see, VB), (grandma, NN), (and, CC), (grandpa, NN), (get, VBP), (it, PRP), (to, TO), (me, PRP)]	time90-cond1.txt
cgv	wow i bet karen made that for you	[wow, i, bet, karen, made, that, for, you]	[wow, i, bet, karen, make, that, for, you]	[(wow, NN), (i, NN), (bet, VBD), (karen, NNS), (made, VBD), (that, IN), (for, IN), (you, PRP)]	[(wow, NN), (i, NN), (bet, VBD), (karen, NNS), (make, VBP), (that, IN), (for, IN), (you, PRP)]	[(wow, NN), (i, FW), (bet, VB), (karen, NNS), (made, VBN), (that, IN), (for, IN), (you, PRP)]	[(wow, NN), (i, FW), (bet, VB), (karen, NNS), (make, VB), (that, DT), (for, IN), (you, PRP)]	time90-cond1.txt
kid	yeah i bet karen did i would like to see her again i really like karen i'm gon ta go get some water one more	[yeah, i, bet, karen, did, i, would, like, to, see, her, again, i, really, like, karen, i, am, gon, ta, go, get, some, water, one, more]	[yeah, i, bet, karen, do, i, would, like, to, see, her, again, i, really, like, karen, i, be, gon, ta, go, get, some, water, one, more]	[(yeah, NN), (i, NN), (bet, VBD), (karen, NNS), (did, VBD), (i, RB), (would, MD), (like, VB), (to, TO), (see, VB), (her, PRP$), (again, RB), (i, JJ), (really, RB), (like, IN), (karen, NNS), (i, VBP), (am, VBP), (gon, NN), (ta, NN), (go, VBP), (get, VB), (some, DT), (water, NN), (one, CD), (more, JJR)]	[(yeah, NN), (i, NN), (bet, VBD), (karen, NNS), (do, VBP), (i, RB), (would, MD), (like, VB), (to, TO), (see, VB), (her, PRP$), (again, RB), (i, JJ), (really, RB), (like, IN), (karen, NNS), (i, RB), (be, VB), (gon, NN), (ta, NN), (go, VBP), (get, VB), (some, DT), (water, NN), (one, CD), (more, JJR)]	[(yeah, NN), (i, FW), (bet, VB), (karen, NNS), (did, VBD), (i, FW), (would, MD), (like, VB), (to, TO), (see, VB), (her, PRP$), (again, RB), (i, FW), (really, RB), (like, IN), (karen, NN), (i, FW), (am, VBP), (gon, VBG), (ta, NN), (go, VB), (get, VB), (some, DT), (water, NN), (one, CD), (more, JJR)]	[(yeah, NN), (i, FW), (bet, VB), (karen, NNS), (do, VBP), (i, FW), (would, MD), (like, VB), (to, TO), (see, VB), (her, PRP$), (again, RB), (i, FW), (really, RB), (like, IN), (karen, NN), (i, FW), (be, VB), (gon, VBG), (ta, NN), (go, VB), (get, VB), (some, DT), (water, NN), (one, CD), (more, JJR)]	time90-cond1.txt
cgv	what did you do at school today	[what, did, you, do, at, school, today]	[what, do, you, do, at, school, today]	[(what, WP), (did, VBD), (you, PRP), (do, VB), (at, IN), (school, NN), (today, NN)]	[(what, WP), (do, VBP), (you, PRP), (do, VB), (at, IN), (school, NN), (today, NN)]	[(what, WP), (did, VBD), (you, PRP), (do, VBP), (at, IN), (school, NN), (today, NN)]	[(what, WP), (do, VBP), (you, PRP), (do, VB), (at, IN), (school, NN), (today, NN)]	time90-cond1.txt
kid	just played and played and played and didn't have snacktime that day	[just, played, and, played, and, played, and, did, not, have, snacktime, that, day]	[just, play, and, play, and, play, and, do, not, have, snacktime, that, day]	[(just, RB), (played, VBN), (and, CC), (played, VBN), (and, CC), (played, VBN), (and, CC), (did, VBD), (not, RB), (have, VB), (snacktime, NN), (that, DT), (day, NN)]	[(just, RB), (play, NN), (and, CC), (play, NN), (and, CC), (play, NN), (and, CC), (do, VBP), (not, RB), (have, VB), (snacktime, NN), (that, DT), (day, NN)]	[(just, RB), (played, VBN), (and, CC), (played, VBN), (and, CC), (played, VBN), (and, CC), (did, VBD), (not, RB), (have, VB), (snacktime, JJ), (that, DT), (day, NN)]	[(just, RB), (play, VB), (and, CC), (play, VB), (and, CC), (play, VB), (and, CC), (do, VB), (not, RB), (have, VB), (snacktime, JJ), (that, DT), (day, NN)]	time90-cond1.txt
cgv	you didn't have snacktime today	[you, did, not, have, snacktime, today]	[you, do, not, have, snacktime, today]	[(you, PRP), (did, VBD), (not, RB), (have, VB), (snacktime, NN), (today, NN)]	[(you, PRP), (do, VBP), (not, RB), (have, VB), (snacktime, NN), (today, NN)]	[(you, PRP), (did, VBD), (not, RB), (have, VB), (snacktime, JJ), (today, NN)]	[(you, PRP), (do, VBP), (not, RB), (have, VB), (snacktime, JJ), (today, NN)]	time90-cond1.txt
kid	i don't know we played outside yeah we always do that at school sometimes i want some more graham crackers and some milk	[i, do, not, know, we, played, outside, yeah, we, always, do, that, at, school, sometimes, i, want, some, more, graham, crackers, and, some, milk]	[i, do, not, know, we, play, outside, yeah, we, always, do, that, at, school, sometimes, i, want, some, more, graham, cracker, and, some, milk]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (we, PRP), (played, VBD), (outside, JJ), (yeah, IN), (we, PRP), (always, RB), (do, VBP), (that, DT), (at, IN), (school, NN), (sometimes, RB), (i, JJ), (want, VBP), (some, DT), (more, RBR), (graham, JJ), (crackers, NNS), (and, CC), (some, DT), (milk, NN)]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (we, PRP), (play, VB), (outside, JJ), (yeah, NN), (we, PRP), (always, RB), (do, VBP), (that, DT), (at, IN), (school, NN), (sometimes, RB), (i, JJ), (want, VBP), (some, DT), (more, RBR), (graham, JJ), (cracker, NN), (and, CC), (some, DT), (milk, NN)]	[(i, LS), (do, VBP), (not, RB), (know, VB), (we, PRP), (played, VBD), (outside, JJ), (yeah, NN), (we, PRP), (always, RB), (do, VBP), (that, DT), (at, IN), (school, NN), (sometimes, RB), (i, FW), (want, VBP), (some, DT), (more, JJR), (graham, NN), (crackers, NNS), (and, CC), (some, DT), (milk, NN)]	[(i, LS), (do, VBP), (not, RB), (know, VB), (we, PRP), (play, VB), (outside, JJ), (yeah, NN), (we, PRP), (always, RB), (do, VBP), (that, DT), (at, IN), (school, NN), (sometimes, RB), (i, FW), (want, VBP), (some, DT), (more, JJR), (graham, NN), (cracker, NN), (and, CC), (some, DT), (milk, NN)]	time90-cond1.txt
