participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
kid	see mommy i maked red i maked red mommy	[see, mommy, i, make, red, i, make, red, mommy]	[see, mommy, i, make, red, i, make, red, mommy]	[(see, VB), (mommy, JJ), (i, NNS), (make, VBP), (red, JJ), (i, NNS), (make, VBP), (red, JJ), (mommy, NN)]	[(see, VB), (mommy, JJ), (i, NNS), (make, VBP), (red, JJ), (i, NNS), (make, VBP), (red, JJ), (mommy, NN)]	[(see, VB), (mommy, NN), (i, FW), (make, VB), (red, JJ), (i, FW), (make, VBP), (red, JJ), (mommy, NN)]	[(see, VB), (mommy, NN), (i, FW), (make, VB), (red, JJ), (i, FW), (make, VBP), (red, JJ), (mommy, NN)]	time40-cond1.txt
cgv	 you mixed together some colors and got a reddish color	[you, mixed, together, some, colors, and, got, a, reddish, color]	[you, mix, together, some, color, and, get, a, reddish, color]	[(you, PRP), (mixed, VBP), (together, RB), (some, DT), (colors, NNS), (and, CC), (got, VBD), (a, DT), (reddish, JJ), (color, NN)]	[(you, PRP), (mix, VBP), (together, RB), (some, DT), (color, NN), (and, CC), (get, VB), (a, DT), (reddish, JJ), (color, NN)]	[(you, PRP), (mixed, VBN), (together, RB), (some, DT), (colors, NNS), (and, CC), (got, VBD), (a, DT), (reddish, JJ), (color, NN)]	[(you, PRP), (mix, VBP), (together, RB), (some, DT), (color, NN), (and, CC), (get, VB), (a, DT), (reddish, JJ), (color, NN)]	time40-cond1.txt
kid	 i like my paints you gottedn for me mommy  i like them	[i, like, my, paints, you, gotten, for, me, mommy, i, like, them]	[i, like, my, paint, you, get, for, me, mommy, i, like, them]	[(i, NN), (like, IN), (my, PRP$), (paints, NNS), (you, PRP), (gotten, VBP), (for, IN), (me, PRP), (mommy, VBP), (i, NNS), (like, IN), (them, PRP)]	[(i, NN), (like, IN), (my, PRP$), (paint, NN), (you, PRP), (get, VBP), (for, IN), (me, PRP), (mommy, VBP), (i, NNS), (like, IN), (them, PRP)]	[(i, LS), (like, IN), (my, PRP$), (paints, NNS), (you, PRP), (gotten, VBN), (for, IN), (me, PRP), (mommy, JJ), (i, FW), (like, IN), (them, PRP)]	[(i, LS), (like, IN), (my, PRP$), (paint, NN), (you, PRP), (get, VBP), (for, IN), (me, PRP), (mommy, JJ), (i, FW), (like, IN), (them, PRP)]	time40-cond1.txt
cgv	i'm glad you like them abe	[i, am, glad, you, like, them, abe]	[i, be, glad, you, like, them, abe]	[(i, NN), (am, VBP), (glad, JJ), (you, PRP), (like, IN), (them, PRP), (abe, VBP)]	[(i, NN), (be, VB), (glad, JJ), (you, PRP), (like, IN), (them, PRP), (abe, VBP)]	[(i, LS), (am, VBP), (glad, JJ), (you, PRP), (like, VBP), (them, PRP), (abe, IN)]	[(i, LS), (be, VB), (glad, JJ), (you, PRP), (like, VBP), (them, PRP), (abe, IN)]	time40-cond1.txt
kid	i like my friends at mine school also mommy	[i, like, my, friends, at, mine, school, also, mommy]	[i, like, my, friend, at, mine, school, also, mommy]	[(i, NN), (like, IN), (my, PRP$), (friends, NNS), (at, IN), (mine, JJ), (school, NN), (also, RB), (mommy, VBD)]	[(i, NN), (like, IN), (my, PRP$), (friend, NN), (at, IN), (mine, JJ), (school, NN), (also, RB), (mommy, VBD)]	[(i, LS), (like, IN), (my, PRP$), (friends, NNS), (at, IN), (mine, JJ), (school, NN), (also, RB), (mommy, VBP)]	[(i, LS), (like, IN), (my, PRP$), (friend, NN), (at, IN), (mine, JJ), (school, NN), (also, RB), (mommy, VBP)]	time40-cond1.txt
cgv	you like your friends what about your teachers	[you, like, your, friends, what, about, your, teachers]	[you, like, your, friend, what, about, your, teacher]	[(you, PRP), (like, IN), (your, PRP$), (friends, NNS), (what, WP), (about, IN), (your, PRP$), (teachers, NNS)]	[(you, PRP), (like, IN), (your, PRP$), (friend, NN), (what, WP), (about, IN), (your, PRP$), (teacher, NN)]	[(you, PRP), (like, VBP), (your, PRP$), (friends, NNS), (what, WP), (about, IN), (your, PRP$), (teachers, NNS)]	[(you, PRP), (like, VBP), (your, PRP$), (friend, NN), (what, WP), (about, IN), (your, PRP$), (teacher, NN)]	time40-cond1.txt
kid	i like them also i like claudia i like brian also	[i, like, them, also, i, like, claudia, i, like, brian, also]	[i, like, them, also, i, like, claudia, i, like, brian, also]	[(i, NNS), (like, VBP), (them, PRP), (also, RB), (i, VBP), (like, IN), (claudia, NN), (i, NN), (like, IN), (brian, NN), (also, RB)]	[(i, NNS), (like, VBP), (them, PRP), (also, RB), (i, VBP), (like, IN), (claudia, NN), (i, NN), (like, IN), (brian, NN), (also, RB)]	[(i, LS), (like, IN), (them, PRP), (also, RB), (i, FW), (like, IN), (claudia, NN), (i, FW), (like, IN), (brian, NN), (also, RB)]	[(i, LS), (like, IN), (them, PRP), (also, RB), (i, FW), (like, IN), (claudia, NN), (i, FW), (like, IN), (brian, NN), (also, RB)]	time40-cond1.txt
cgv	that's good	[that, is, good]	[that, be, good]	[(that, DT), (is, VBZ), (good, JJ)]	[(that, IN), (be, VB), (good, JJ)]	[(that, DT), (is, VBZ), (good, JJ)]	[(that, IN), (be, VB), (good, JJ)]	time40-cond1.txt
kid	mommy look what i painted see	[mommy, look, what, i, painted, see]	[mommy, look, what, i, paint, see]	[(mommy, JJ), (look, VBP), (what, WP), (i, NN), (painted, VBD), (see, NN)]	[(mommy, JJ), (look, VBP), (what, WP), (i, JJ), (paint, NN), (see, NN)]	[(mommy, JJ), (look, NN), (what, WDT), (i, FW), (painted, VBN), (see, VBP)]	[(mommy, JJ), (look, NN), (what, WDT), (i, FW), (paint, NN), (see, VB)]	time40-cond1.txt
cgv	that sure is nice what is it	[that, sure, is, nice, what, is, it]	[that, sure, be, nice, what, be, it]	[(that, DT), (sure, NN), (is, VBZ), (nice, JJ), (what, WP), (is, VBZ), (it, PRP)]	[(that, DT), (sure, JJ), (be, VB), (nice, JJ), (what, WP), (be, VB), (it, PRP)]	[(that, IN), (sure, JJ), (is, VBZ), (nice, JJ), (what, WP), (is, VBZ), (it, PRP)]	[(that, IN), (sure, JJ), (be, VB), (nice, JJ), (what, WP), (be, VB), (it, PRP)]	time40-cond1.txt
