participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
cgv	maybe we'll have to wait and see	[maybe, we, will, have, to, wait, and, see]	[maybe, we, will, have, to, wait, and, see]	[(maybe, RB), (we, PRP), (will, MD), (have, VB), (to, TO), (wait, VB), (and, CC), (see, VB)]	[(maybe, RB), (we, PRP), (will, MD), (have, VB), (to, TO), (wait, VB), (and, CC), (see, VB)]	[(maybe, RB), (we, PRP), (will, MD), (have, VB), (to, TO), (wait, VB), (and, CC), (see, VB)]	[(maybe, RB), (we, PRP), (will, MD), (have, VB), (to, TO), (wait, VB), (and, CC), (see, VB)]	time117-cond1.txt
kid	did you make it	[did, you, make, it]	[do, you, make, it]	[(did, VBD), (you, PRP), (make, VB), (it, PRP)]	[(do, VBP), (you, PRP), (make, VB), (it, PRP)]	[(did, VBD), (you, PRP), (make, VB), (it, PRP)]	[(do, VB), (you, PRP), (make, VB), (it, PRP)]	time117-cond1.txt
cgv	i'm getting it	[i, am, getting, it]	[i, be, get, it]	[(i, NN), (am, VBP), (getting, VBG), (it, PRP)]	[(i, NN), (be, VB), (get, VB), (it, PRP)]	[(i, LS), (am, VBP), (getting, VBG), (it, PRP)]	[(i, LS), (be, VB), (get, VB), (it, PRP)]	time117-cond1.txt
kid	okay did you put it in the toaster	[okay, did, you, put, it, in, the, toaster]	[okay, do, you, put, it, in, the, toaster]	[(okay, NN), (did, VBD), (you, PRP), (put, VB), (it, PRP), (in, IN), (the, DT), (toaster, NN)]	[(okay, RB), (do, VBP), (you, PRP), (put, VB), (it, PRP), (in, IN), (the, DT), (toaster, NN)]	[(okay, JJ), (did, VBD), (you, PRP), (put, VBD), (it, PRP), (in, IN), (the, DT), (toaster, NN)]	[(okay, JJ), (do, VBP), (you, PRP), (put, VB), (it, PRP), (in, IN), (the, DT), (toaster, NN)]	time117-cond1.txt
cgv	do you want it toasted	[do, you, want, it, toasted]	[do, you, want, it, toast]	[(do, VBP), (you, PRP), (want, VB), (it, PRP), (toasted, VBD)]	[(do, VBP), (you, PRP), (want, VB), (it, PRP), (toast, VB)]	[(do, VB), (you, PRP), (want, VBP), (it, PRP), (toasted, VBN)]	[(do, VB), (you, PRP), (want, VBP), (it, PRP), (toast, NN)]	time117-cond1.txt
kid	i thought you had a big a bigger microscope than this	[i, thought, you, had, a, big, a, bigger, microscope, than, this]	[i, think, you, have, a, big, a, big, microscope, than, this]	[(i, NN), (thought, VBD), (you, PRP), (had, VBD), (a, DT), (big, JJ), (a, DT), (bigger, JJR), (microscope, NN), (than, IN), (this, DT)]	[(i, NN), (think, VBP), (you, PRP), (have, VBP), (a, DT), (big, JJ), (a, DT), (big, JJ), (microscope, NN), (than, IN), (this, DT)]	[(i, FW), (thought, VBN), (you, PRP), (had, VBD), (a, DT), (big, JJ), (a, DT), (bigger, JJR), (microscope, NN), (than, IN), (this, DT)]	[(i, LS), (think, VB), (you, PRP), (have, VBP), (a, DT), (big, JJ), (a, DT), (big, JJ), (microscope, NN), (than, IN), (this, DT)]	time117-cond1.txt
cgv	i do that's a small microphone	[i, do, that, is, a, small, microphone]	[i, do, that, be, a, small, microphone]	[(i, NN), (do, VBP), (that, DT), (is, VBZ), (a, DT), (small, JJ), (microphone, NN)]	[(i, NN), (do, VBP), (that, IN), (be, VB), (a, DT), (small, JJ), (microphone, NN)]	[(i, LS), (do, VBP), (that, DT), (is, VBZ), (a, DT), (small, JJ), (microphone, NN)]	[(i, LS), (do, VBP), (that, DT), (be, VB), (a, DT), (small, JJ), (microphone, NN)]	time117-cond1.txt
kid	where's your big one	[where, is, your, big, one]	[where, be, your, big, one]	[(where, WRB), (is, VBZ), (your, PRP$), (big, JJ), (one, NN)]	[(where, WRB), (be, VB), (your, PRP$), (big, JJ), (one, NN)]	[(where, WRB), (is, VBZ), (your, PRP$), (big, JJ), (one, NN)]	[(where, WRB), (be, VB), (your, PRP$), (big, JJ), (one, NN)]	time117-cond1.txt
cgv	i just thought i'd use this one today what time did you get up	[i, just, thought, i, would, use, this, one, today, what, time, did, you, get, up]	[i, just, think, i, would, use, this, one, today, what, time, do, you, get, up]	[(i, NN), (just, RB), (thought, VBN), (i, RB), (would, MD), (use, VB), (this, DT), (one, CD), (today, NN), (what, WP), (time, NN), (did, VBD), (you, PRP), (get, VB), (up, RP)]	[(i, NN), (just, RB), (think, VBP), (i, NNS), (would, MD), (use, VB), (this, DT), (one, CD), (today, NN), (what, WP), (time, NN), (do, VBP), (you, PRP), (get, VB), (up, RP)]	[(i, LS), (just, RB), (thought, VBN), (i, FW), (would, MD), (use, VB), (this, DT), (one, CD), (today, NN), (what, WDT), (time, NN), (did, VBD), (you, PRP), (get, VB), (up, RP)]	[(i, LS), (just, RB), (think, VB), (i, FW), (would, MD), (use, VB), (this, DT), (one, CD), (today, NN), (what, WDT), (time, NN), (do, VBP), (you, PRP), (get, VB), (up, RP)]	time117-cond1.txt
kid	about eight o'clock	[about, eight, of, the, clock]	[about, eight, of, the, clock]	[(about, IN), (eight, CD), (of, IN), (the, DT), (clock, NN)]	[(about, IN), (eight, CD), (of, IN), (the, DT), (clock, NN)]	[(about, IN), (eight, CD), (of, IN), (the, DT), (clock, NN)]	[(about, IN), (eight, CD), (of, IN), (the, DT), (clock, NN)]	time117-cond1.txt
cgv	what did you do	[what, did, you, do]	[what, do, you, do]	[(what, WP), (did, VBD), (you, PRP), (do, VB)]	[(what, WP), (do, VBP), (you, PRP), (do, VB)]	[(what, WP), (did, VBD), (you, PRP), (do, VBP)]	[(what, WP), (do, VBP), (you, PRP), (do, VB)]	time117-cond1.txt
