participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
kid	my legs are too tired for to walk all the way over there	[my, legs, are, too, tired, for, to, walk, all, the, way, over, there]	[my, leg, be, too, tired, for, to, walk, all, the, way, over, there]	[(my, PRP$), (legs, NNS), (are, VBP), (too, RB), (tired, JJ), (for, IN), (to, TO), (walk, VB), (all, PDT), (the, DT), (way, NN), (over, IN), (there, RB)]	[(my, PRP$), (leg, NN), (be, VB), (too, RB), (tired, JJ), (for, IN), (to, TO), (walk, VB), (all, PDT), (the, DT), (way, NN), (over, IN), (there, RB)]	[(my, PRP$), (legs, NNS), (are, VBP), (too, RB), (tired, JJ), (for, IN), (to, TO), (walk, VB), (all, PDT), (the, DT), (way, NN), (over, IN), (there, EX)]	[(my, PRP$), (leg, NN), (be, VB), (too, RB), (tired, JJ), (for, IN), (to, TO), (walk, VB), (all, PDT), (the, DT), (way, NN), (over, IN), (there, EX)]	time191-cond1.txt
cgv	 what are you thinking about well do you want to take a nap do you want to throw this ball around	[what, are, you, thinking, about, well, do, you, want, to, take, a, nap, do, you, want, to, throw, this, ball, around]	[what, be, you, think, about, well, do, you, want, to, take, a, nap, do, you, want, to, throw, this, ball, around]	[(what, WP), (are, VBP), (you, PRP), (thinking, VBG), (about, RB), (well, RB), (do, VBP), (you, PRP), (want, VB), (to, TO), (take, VB), (a, DT), (nap, JJ), (do, VBP), (you, PRP), (want, VB), (to, TO), (throw, VB), (this, DT), (ball, NN), (around, IN)]	[(what, WP), (be, VB), (you, PRP), (think, VBP), (about, RB), (well, RB), (do, VBP), (you, PRP), (want, VB), (to, TO), (take, VB), (a, DT), (nap, JJ), (do, VBP), (you, PRP), (want, VB), (to, TO), (throw, VB), (this, DT), (ball, NN), (around, IN)]	[(what, WP), (are, VBP), (you, PRP), (thinking, VBG), (about, RB), (well, RB), (do, VB), (you, PRP), (want, VBP), (to, TO), (take, VB), (a, DT), (nap, NN), (do, VBP), (you, PRP), (want, VB), (to, TO), (throw, VB), (this, DT), (ball, NN), (around, IN)]	[(what, WDT), (be, VB), (you, PRP), (think, VB), (about, RB), (well, RB), (do, VB), (you, PRP), (want, VBP), (to, TO), (take, VB), (a, DT), (nap, NN), (do, VBP), (you, PRP), (want, VB), (to, TO), (throw, VB), (this, DT), (ball, NN), (around, IN)]	time191-cond1.txt
kid	okay do you doesn't it float good	[okay, do, you, does, not, it, float, good]	[okay, do, you, do, not, it, float, good]	[(okay, RB), (do, VBP), (you, PRP), (does, VBZ), (not, RB), (it, PRP), (float, VBZ), (good, JJ)]	[(okay, RB), (do, VBP), (you, PRP), (do, VB), (not, RB), (it, PRP), (float, VBZ), (good, JJ)]	[(okay, JJ), (do, VBP), (you, PRP), (does, VBZ), (not, RB), (it, PRP), (float, VB), (good, JJ)]	[(okay, JJ), (do, VBP), (you, PRP), (do, VB), (not, RB), (it, PRP), (float, VB), (good, JJ)]	time191-cond1.txt
cgv	it sure does	[it, sure, does]	[it, sure, do]	[(it, PRP), (sure, RB), (does, VBZ)]	[(it, PRP), (sure, RB), (do, VBP)]	[(it, PRP), (sure, RB), (does, VBZ)]	[(it, PRP), (sure, RB), (do, VBP)]	time191-cond1.txt
kid	don't kick it over here dad you could just throw it because you might hit the oil lamp	[do, not, kick, it, over, here, dad, you, could, just, throw, it, because, you, might, hit, the, oil, lamp]	[do, not, kick, it, over, here, dad, you, could, just, throw, it, because, you, might, hit, the, oil, lamp]	[(do, VB), (not, RB), (kick, VB), (it, PRP), (over, IN), (here, RB), (dad, VBN), (you, PRP), (could, MD), (just, RB), (throw, VB), (it, PRP), (because, IN), (you, PRP), (might, MD), (hit, VB), (the, DT), (oil, NN), (lamp, NN)]	[(do, VB), (not, RB), (kick, VB), (it, PRP), (over, IN), (here, RB), (dad, VBN), (you, PRP), (could, MD), (just, RB), (throw, VB), (it, PRP), (because, IN), (you, PRP), (might, MD), (hit, VB), (the, DT), (oil, NN), (lamp, NN)]	[(do, VB), (not, RB), (kick, VB), (it, PRP), (over, IN), (here, RB), (dad, NN), (you, PRP), (could, MD), (just, RB), (throw, VB), (it, PRP), (because, IN), (you, PRP), (might, MD), (hit, VB), (the, DT), (oil, NN), (lamp, NN)]	[(do, VB), (not, RB), (kick, VB), (it, PRP), (over, IN), (here, RB), (dad, NN), (you, PRP), (could, MD), (just, RB), (throw, VB), (it, PRP), (because, IN), (you, PRP), (might, MD), (hit, VB), (the, DT), (oil, NN), (lamp, NN)]	time191-cond1.txt
cgv	 what would happen if i hit the oil lamp	[what, would, happen, if, i, hit, the, oil, lamp]	[what, would, happen, if, i, hit, the, oil, lamp]	[(what, WP), (would, MD), (happen, VB), (if, IN), (i, JJ), (hit, VBD), (the, DT), (oil, NN), (lamp, NN)]	[(what, WP), (would, MD), (happen, VB), (if, IN), (i, JJ), (hit, VBD), (the, DT), (oil, NN), (lamp, NN)]	[(what, WP), (would, MD), (happen, VB), (if, IN), (i, FW), (hit, VBD), (the, DT), (oil, NN), (lamp, NN)]	[(what, WP), (would, MD), (happen, VB), (if, IN), (i, FW), (hit, VBD), (the, DT), (oil, NN), (lamp, NN)]	time191-cond1.txt
kid	it will knock over and fall down and we will have to move away right now because we don't want to catch on fire i got it this time do it high so i can jump and get it this time do it high so i will have ta jump because i want you to	[it, will, knock, over, and, fall, down, and, we, will, have, to, move, away, right, now, because, we, do, not, want, to, catch, on, fire, i, got, it, this, time, do, it, high, so, i, can, jump, and, get, it, this, time, do, it, high, so, i, will, have, ta, jump, because, i, want, you, to]	[it, will, knock, over, and, fall, down, and, we, will, have, to, move, away, right, now, because, we, do, not, want, to, catch, on, fire, i, get, it, this, time, do, it, high, so, i, can, jump, and, get, it, this, time, do, it, high, so, i, will, have, ta, jump, because, i, want, you, to]	[(it, PRP), (will, MD), (knock, VB), (over, IN), (and, CC), (fall, VB), (down, RB), (and, CC), (we, PRP), (will, MD), (have, VB), (to, TO), (move, VB), (away, RB), (right, RB), (now, RB), (because, IN), (we, PRP), (do, VBP), (not, RB), (want, VB), (to, TO), (catch, VB), (on, IN), (fire, NN), (i, NN), (got, VBD), (it, PRP), (this, DT), (time, NN), (do, VB), (it, PRP), (high, VB), (so, IN), (i, JJ), (can, MD), (jump, VB), (and, CC), (get, VB), (it, PRP), (this, DT), (time, NN), (do, VB), (it, PRP), (high, VB), (so, RB), (i, RB), (will, MD), (have, VB), (ta, VBN), (jump, NN), (because, IN), (i, NN), (want, VBP), (you, PRP), (to, TO)]	[(it, PRP), (will, MD), (knock, VB), (over, IN), (and, CC), (fall, VB), (down, RB), (and, CC), (we, PRP), (will, MD), (have, VB), (to, TO), (move, VB), (away, RB), (right, RB), (now, RB), (because, IN), (we, PRP), (do, VBP), (not, RB), (want, VB), (to, TO), (catch, VB), (on, IN), (fire, NN), (i, NN), (get, VBP), (it, PRP), (this, DT), (time, NN), (do, VB), (it, PRP), (high, VB), (so, IN), (i, JJ), (can, MD), (jump, VB), (and, CC), (get, VB), (it, PRP), (this, DT), (time, NN), (do, VB), (it, PRP), (high, VB), (so, RB), (i, RB), (will, MD), (have, VB), (ta, VBN), (jump, NN), (because, IN), (i, NN), (want, VBP), (you, PRP), (to, TO)]	[(it, PRP), (will, MD), (knock, VB), (over, IN), (and, CC), (fall, VB), (down, RB), (and, CC), (we, PRP), (will, MD), (have, VB), (to, TO), (move, VB), (away, RB), (right, RB), (now, RB), (because, IN), (we, PRP), (do, VBP), (not, RB), (want, VB), (to, TO), (catch, VB), (on, IN), (fire, NN), (i, FW), (got, VBD), (it, PRP), (this, DT), (time, NN), (do, VBP), (it, PRP), (high, JJ), (so, IN), (i, FW), (can, MD), (jump, VB), (and, CC), (get, VB), (it, PRP), (this, DT), (time, NN), (do, VBP), (it, PRP), (high, JJ), (so, IN), (i, FW), (will, MD), (have, VB), (ta, NN), (jump, NN), (because, IN), (i, FW), (want, VBP), (you, PRP), (to, TO)]	[(it, PRP), (will, MD), (knock, VB), (over, IN), (and, CC), (fall, VB), (down, RB), (and, CC), (we, PRP), (will, MD), (have, VB), (to, TO), (move, VB), (away, RB), (right, RB), (now, RB), (because, IN), (we, PRP), (do, VBP), (not, RB), (want, VB), (to, TO), (catch, VB), (on, IN), (fire, NN), (i, FW), (get, VB), (it, PRP), (this, DT), (time, NN), (do, VBP), (it, PRP), (high, JJ), (so, IN), (i, FW), (can, MD), (jump, VB), (and, CC), (get, VB), (it, PRP), (this, DT), (time, NN), (do, VBP), (it, PRP), (high, JJ), (so, IN), (i, FW), (will, MD), (have, VB), (ta, NN), (jump, NN), (because, IN), (i, FW), (want, VBP), (you, PRP), (to, TO)]	time191-cond1.txt
cgv	okay good one	[okay, good, one]	[okay, good, one]	[(okay, RB), (good, JJ), (one, CD)]	[(okay, RB), (good, JJ), (one, CD)]	[(okay, JJ), (good, JJ), (one, NN)]	[(okay, JJ), (good, JJ), (one, NN)]	time191-cond1.txt
kid	daddy i threw it over with my chin okay do it do it high daddy i jumped and did it but not too good	[daddy, i, threw, it, over, with, my, chin, okay, do, it, do, it, high, daddy, i, jumped, and, did, it, but, not, too, good]	[daddy, i, throw, it, over, with, my, chin, okay, do, it, do, it, high, daddy, i, jump, and, do, it, but, not, too, good]	[(daddy, NN), (i, NN), (threw, VBD), (it, PRP), (over, IN), (with, IN), (my, PRP$), (chin, NN), (okay, RB), (do, VBP), (it, PRP), (do, VB), (it, PRP), (high, VB), (daddy, NN), (i, NN), (jumped, VBD), (and, CC), (did, VBD), (it, PRP), (but, CC), (not, RB), (too, RB), (good, JJ)]	[(daddy, NN), (i, NN), (throw, VBP), (it, PRP), (over, IN), (with, IN), (my, PRP$), (chin, NN), (okay, RB), (do, VBP), (it, PRP), (do, VB), (it, PRP), (high, VB), (daddy, NN), (i, JJ), (jump, NN), (and, CC), (do, VB), (it, PRP), (but, CC), (not, RB), (too, RB), (good, JJ)]	[(daddy, NN), (i, FW), (threw, VBD), (it, PRP), (over, RP), (with, IN), (my, PRP$), (chin, NN), (okay, JJ), (do, VBP), (it, PRP), (do, VB), (it, PRP), (high, JJ), (daddy, NN), (i, FW), (jumped, VBD), (and, CC), (did, VBD), (it, PRP), (but, CC), (not, RB), (too, RB), (good, JJ)]	[(daddy, NN), (i, FW), (throw, VB), (it, PRP), (over, IN), (with, IN), (my, PRP$), (chin, NN), (okay, JJ), (do, VBP), (it, PRP), (do, VB), (it, PRP), (high, JJ), (daddy, NN), (i, FW), (jump, NN), (and, CC), (do, VBP), (it, PRP), (but, CC), (not, RB), (too, RB), (good, JJ)]	time191-cond1.txt
cgv	that would have been a hard one to kick anyway abe what do you think would have happened if our airplane pilot would have gotten lost what would have happened	[that, would, have, been, a, hard, one, to, kick, anyway, abe, what, do, you, think, would, have, happened, if, our, airplane, pilot, would, have, gotten, lost, what, would, have, happened]	[that, would, have, be, a, hard, one, to, kick, anyway, abe, what, do, you, think, would, have, happen, if, our, airplane, pilot, would, have, get, lose, what, would, have, happen]	[(that, DT), (would, MD), (have, VB), (been, VBN), (a, DT), (hard, JJ), (one, CD), (to, TO), (kick, VB), (anyway, RB), (abe, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (would, MD), (have, VB), (happened, VBN), (if, IN), (our, PRP$), (airplane, NN), (pilot, NN), (would, MD), (have, VB), (gotten, VBN), (lost, VBN), (what, WP), (would, MD), (have, VB), (happened, VBN)]	[(that, DT), (would, MD), (have, VB), (be, VB), (a, DT), (hard, JJ), (one, CD), (to, TO), (kick, VB), (anyway, RB), (abe, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (would, MD), (have, VB), (happen, VB), (if, IN), (our, PRP$), (airplane, NN), (pilot, NN), (would, MD), (have, VB), (get, VB), (lose, JJ), (what, WP), (would, MD), (have, VB), (happen, VB)]	[(that, WDT), (would, MD), (have, VB), (been, VBN), (a, DT), (hard, JJ), (one, CD), (to, TO), (kick, VB), (anyway, RB), (abe, RB), (what, WP), (do, VBP), (you, PRP), (think, VB), (would, MD), (have, VB), (happened, VBN), (if, IN), (our, PRP$), (airplane, NN), (pilot, NN), (would, MD), (have, VB), (gotten, VBN), (lost, VBD), (what, WP), (would, MD), (have, VB), (happened, VBN)]	[(that, WDT), (would, MD), (have, VB), (be, VB), (a, DT), (hard, JJ), (one, CD), (to, TO), (kick, VB), (anyway, RB), (abe, RB), (what, WP), (do, VBP), (you, PRP), (think, VB), (would, MD), (have, VB), (happen, VB), (if, IN), (our, PRP$), (airplane, NN), (pilot, NN), (would, MD), (have, VB), (get, VB), (lose, VB), (what, WP), (would, MD), (have, VB), (happen, VB)]	time191-cond1.txt
