participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
cgv	just a second let me unpack this stuff and then i'll help you okay	[just, a, second, let, me, unpack, this, stuff, and, then, i, will, help, you, okay]	[just, a, second, let, me, unpack, this, stuff, and, then, i, will, help, you, okay]	[(just, RB), (a, DT), (second, JJ), (let, NN), (me, PRP), (unpack, VB), (this, DT), (stuff, NN), (and, CC), (then, RB), (i, VB), (will, MD), (help, VB), (you, PRP), (okay, VB)]	[(just, RB), (a, DT), (second, JJ), (let, NN), (me, PRP), (unpack, VB), (this, DT), (stuff, NN), (and, CC), (then, RB), (i, VB), (will, MD), (help, VB), (you, PRP), (okay, VB)]	[(just, RB), (a, DT), (second, JJ), (let, VB), (me, PRP), (unpack, VB), (this, DT), (stuff, NN), (and, CC), (then, RB), (i, FW), (will, MD), (help, VB), (you, PRP), (okay, JJ)]	[(just, RB), (a, DT), (second, JJ), (let, VB), (me, PRP), (unpack, VB), (this, DT), (stuff, NN), (and, CC), (then, RB), (i, FW), (will, MD), (help, VB), (you, PRP), (okay, JJ)]	time78-cond1.txt
kid	okay with this with the ax	[okay, with, this, with, the, ax]	[okay, with, this, with, the, ax]	[(okay, NN), (with, IN), (this, DT), (with, IN), (the, DT), (ax, NN)]	[(okay, NN), (with, IN), (this, DT), (with, IN), (the, DT), (ax, NN)]	[(okay, JJ), (with, IN), (this, DT), (with, IN), (the, DT), (ax, NN)]	[(okay, JJ), (with, IN), (this, DT), (with, IN), (the, DT), (ax, NN)]	time78-cond1.txt
cgv	no abe what we need to do is get some thin wood that's too thick	[no, abe, what, we, need, to, do, is, get, some, thin, wood, that, is, too, thick]	[no, abe, what, we, need, to, do, be, get, some, thin, wood, that, be, too, thick]	[(no, DT), (abe, NN), (what, WP), (we, PRP), (need, VBP), (to, TO), (do, VB), (is, VBZ), (get, VB), (some, DT), (thin, JJ), (wood, NN), (that, WDT), (is, VBZ), (too, RB), (thick, JJ)]	[(no, DT), (abe, NN), (what, WP), (we, PRP), (need, VBP), (to, TO), (do, VB), (be, VB), (get, VB), (some, DT), (thin, JJ), (wood, NN), (that, WDT), (be, VB), (too, RB), (thick, JJ)]	[(no, DT), (abe, NN), (what, WDT), (we, PRP), (need, VBP), (to, TO), (do, VB), (is, VBZ), (get, VB), (some, DT), (thin, JJ), (wood, NN), (that, WDT), (is, VBZ), (too, RB), (thick, JJ)]	[(no, DT), (abe, NN), (what, WDT), (we, PRP), (need, VBP), (to, TO), (do, VB), (be, VB), (get, VB), (some, DT), (thin, JJ), (wood, NN), (that, WDT), (be, VB), (too, RB), (thick, JJ)]	time78-cond1.txt
kid	no i really love it this wood	[no, i, really, love, it, this, wood]	[no, i, really, love, it, this, wood]	[(no, DT), (i, NN), (really, RB), (love, VB), (it, PRP), (this, DT), (wood, NN)]	[(no, DT), (i, NN), (really, RB), (love, VB), (it, PRP), (this, DT), (wood, NN)]	[(no, DT), (i, FW), (really, RB), (love, VBP), (it, PRP), (this, DT), (wood, NN)]	[(no, DT), (i, FW), (really, RB), (love, VBP), (it, PRP), (this, DT), (wood, NN)]	time78-cond1.txt
cgv	do you want to try making an ax with that wood	[do, you, want, to, try, making, an, ax, with, that, wood]	[do, you, want, to, try, make, an, ax, with, that, wood]	[(do, VBP), (you, PRP), (want, VB), (to, TO), (try, VB), (making, VBG), (an, DT), (ax, NN), (with, IN), (that, DT), (wood, NN)]	[(do, VBP), (you, PRP), (want, VB), (to, TO), (try, VB), (make, VB), (an, DT), (ax, NN), (with, IN), (that, DT), (wood, NN)]	[(do, VB), (you, PRP), (want, VBP), (to, TO), (try, VB), (making, VBG), (an, DT), (ax, NN), (with, IN), (that, DT), (wood, NN)]	[(do, VB), (you, PRP), (want, VBP), (to, TO), (try, VB), (make, VB), (an, DT), (ax, NN), (with, IN), (that, DT), (wood, NN)]	time78-cond1.txt
kid	yeah hey hey lookit mommy	[yeah, hey, hey, lookit, mommy]	[yeah, hey, hey, lookit, mommy]	[(yeah, NN), (hey, NN), (hey, VBP), (lookit, NN), (mommy, NN)]	[(yeah, NN), (hey, NN), (hey, VBP), (lookit, NN), (mommy, NN)]	[(yeah, JJ), (hey, NN), (hey, NN), (lookit, NN), (mommy, NN)]	[(yeah, JJ), (hey, NN), (hey, NN), (lookit, NN), (mommy, NN)]	time78-cond1.txt
cgv	what's it have on it	[what, is, it, have, on, it]	[what, be, it, have, on, it]	[(what, WP), (is, VBZ), (it, PRP), (have, VBP), (on, IN), (it, PRP)]	[(what, WP), (be, VB), (it, PRP), (have, VB), (on, IN), (it, PRP)]	[(what, WP), (is, VBZ), (it, PRP), (have, VB), (on, IN), (it, PRP)]	[(what, WDT), (be, VB), (it, PRP), (have, VB), (on, IN), (it, PRP)]	time78-cond1.txt
kid	a little big a little little small hole	[a, little, big, a, little, little, small, hole]	[a, little, big, a, little, little, small, hole]	[(a, DT), (little, JJ), (big, JJ), (a, DT), (little, JJ), (little, JJ), (small, JJ), (hole, NN)]	[(a, DT), (little, JJ), (big, JJ), (a, DT), (little, JJ), (little, JJ), (small, JJ), (hole, NN)]	[(a, DT), (little, JJ), (big, JJ), (a, DT), (little, JJ), (little, JJ), (small, JJ), (hole, NN)]	[(a, DT), (little, JJ), (big, JJ), (a, DT), (little, JJ), (little, JJ), (small, JJ), (hole, NN)]	time78-cond1.txt
cgv	a screw hole that's what it looks like let me see it	[a, screw, hole, that, is, what, it, looks, like, let, me, see, it]	[a, screw, hole, that, be, what, it, look, like, let, me, see, it]	[(a, DT), (screw, JJ), (hole, NN), (that, WDT), (is, VBZ), (what, WP), (it, PRP), (looks, VBZ), (like, IN), (let, VB), (me, PRP), (see, VB), (it, PRP)]	[(a, DT), (screw, JJ), (hole, NN), (that, WDT), (be, VB), (what, WP), (it, PRP), (look, VBP), (like, IN), (let, VB), (me, PRP), (see, VB), (it, PRP)]	[(a, DT), (screw, NN), (hole, NN), (that, WDT), (is, VBZ), (what, WP), (it, PRP), (looks, VBZ), (like, IN), (let, VB), (me, PRP), (see, VB), (it, PRP)]	[(a, DT), (screw, NN), (hole, NN), (that, WDT), (be, VB), (what, WP), (it, PRP), (look, VB), (like, IN), (let, VB), (me, PRP), (see, VB), (it, PRP)]	time78-cond1.txt
kid	make a ax this one okay	[make, a, ax, this, one, okay]	[make, a, ax, this, one, okay]	[(make, VB), (a, DT), (ax, NN), (this, DT), (one, CD), (okay, NN)]	[(make, VB), (a, DT), (ax, NN), (this, DT), (one, CD), (okay, NN)]	[(make, VB), (a, DT), (ax, NN), (this, DT), (one, CD), (okay, JJ)]	[(make, VB), (a, DT), (ax, NN), (this, DT), (one, CD), (okay, JJ)]	time78-cond1.txt
