participant	content	token	lemma	tagged_token	tagged_lemma	tagged_stan_token	tagged_stan_lemma	file
cgv	we're gon ta go by there	[we, are, gon, ta, go, by, there]	[we, be, gon, ta, go, by, there]	[(we, PRP), (are, VBP), (gon, JJ), (ta, NNS), (go, VBP), (by, IN), (there, EX)]	[(we, PRP), (be, VB), (gon, VBN), (ta, RB), (go, VB), (by, IN), (there, RB)]	[(we, PRP), (are, VBP), (gon, VBG), (ta, NN), (go, VB), (by, IN), (there, EX)]	[(we, PRP), (be, VB), (gon, VBG), (ta, NN), (go, VB), (by, IN), (there, EX)]	time124-cond1.txt
kid	no we're going camping there	[no, we, are, going, camping, there]	[no, we, be, go, camp, there]	[(no, DT), (we, PRP), (are, VBP), (going, VBG), (camping, VBG), (there, RB)]	[(no, DT), (we, PRP), (be, VB), (go, VBN), (camp, NN), (there, RB)]	[(no, DT), (we, PRP), (are, VBP), (going, VBG), (camping, VBG), (there, RB)]	[(no, DT), (we, PRP), (be, VB), (go, VB), (camp, NN), (there, RB)]	time124-cond1.txt
cgv	know who might come with us	[know, who, might, come, with, us]	[know, who, might, come, with, u]	[(know, NNS), (who, WP), (might, MD), (come, VB), (with, IN), (us, PRP)]	[(know, NNS), (who, WP), (might, MD), (come, VB), (with, IN), (u, JJ)]	[(know, VB), (who, WP), (might, MD), (come, VB), (with, IN), (us, PRP)]	[(know, VB), (who, WP), (might, MD), (come, VB), (with, IN), (u, NN)]	time124-cond1.txt
kid	mom what's this mom what's this swimming we're going camping at lake superior not long i don't mean not long i mean not long from today	[mom, what, is, this, mom, what, is, this, swimming, we, are, going, camping, at, lake, superior, not, long, i, do, not, mean, not, long, i, mean, not, long, from, today]	[mom, what, be, this, mom, what, be, this, swimming, we, be, go, camp, at, lake, superior, not, long, i, do, not, mean, not, long, i, mean, not, long, from, today]	[(mom, NN), (what, WP), (is, VBZ), (this, DT), (mom, NN), (what, WP), (is, VBZ), (this, DT), (swimming, NN), (we, PRP), (are, VBP), (going, VBG), (camping, VBG), (at, IN), (lake, NN), (superior, JJ), (not, RB), (long, RB), (i, RB), (do, VBP), (not, RB), (mean, VB), (not, RB), (long, RB), (i, JJ), (mean, VBP), (not, RB), (long, RB), (from, IN), (today, NN)]	[(mom, VB), (what, WP), (be, VB), (this, DT), (mom, NN), (what, WP), (be, VB), (this, DT), (swimming, NN), (we, PRP), (be, VB), (go, VBN), (camp, NN), (at, IN), (lake, NN), (superior, JJ), (not, RB), (long, RB), (i, RB), (do, VBP), (not, RB), (mean, VB), (not, RB), (long, RB), (i, JJ), (mean, VBP), (not, RB), (long, RB), (from, IN), (today, NN)]	[(mom, NN), (what, WP), (is, VBZ), (this, DT), (mom, NN), (what, WP), (is, VBZ), (this, DT), (swimming, NN), (we, PRP), (are, VBP), (going, VBG), (camping, NN), (at, IN), (lake, NN), (superior, JJ), (not, RB), (long, JJ), (i, FW), (do, VBP), (not, RB), (mean, VB), (not, RB), (long, JJ), (i, FW), (mean, VB), (not, RB), (long, RB), (from, IN), (today, NN)]	[(mom, NN), (what, WDT), (be, VB), (this, DT), (mom, NN), (what, WDT), (be, VB), (this, DT), (swimming, NN), (we, PRP), (be, VB), (go, VB), (camp, NN), (at, IN), (lake, NN), (superior, JJ), (not, RB), (long, JJ), (i, FW), (do, VBP), (not, RB), (mean, VB), (not, RB), (long, JJ), (i, FW), (mean, VB), (not, RB), (long, RB), (from, IN), (today, NN)]	time124-cond1.txt
cgv	abe wants to stay as long this time as we did when we went with jean and lyle how long is that abe	[abe, wants, to, stay, as, long, this, time, as, we, did, when, we, went, with, jean, and, lyle, how, long, is, that, abe]	[abe, want, to, stay, a, long, this, time, a, we, do, when, we, go, with, jean, and, lyle, how, long, be, that, abe]	[(abe, NN), (wants, VBZ), (to, TO), (stay, VB), (as, IN), (long, RB), (this, DT), (time, NN), (as, IN), (we, PRP), (did, VBD), (when, WRB), (we, PRP), (went, VBD), (with, IN), (jean, NN), (and, CC), (lyle, VB), (how, WRB), (long, JJ), (is, VBZ), (that, IN), (abe, NN)]	[(abe, NN), (want, VBP), (to, TO), (stay, VB), (a, DT), (long, JJ), (this, DT), (time, NN), (a, DT), (we, PRP), (do, VBP), (when, WRB), (we, PRP), (go, VBP), (with, IN), (jean, NN), (and, CC), (lyle, VB), (how, WRB), (long, JJ), (be, VB), (that, IN), (abe, NN)]	[(abe, NN), (wants, VBZ), (to, TO), (stay, VB), (as, RB), (long, RB), (this, DT), (time, NN), (as, IN), (we, PRP), (did, VBD), (when, WRB), (we, PRP), (went, VBD), (with, IN), (jean, NN), (and, CC), (lyle, VB), (how, WRB), (long, JJ), (is, VBZ), (that, IN), (abe, NN)]	[(abe, NN), (want, VBP), (to, TO), (stay, VB), (a, DT), (long, RB), (this, DT), (time, NN), (a, DT), (we, PRP), (do, VBP), (when, WRB), (we, PRP), (go, VBP), (with, IN), (jean, NN), (and, CC), (lyle, VB), (how, WRB), (long, JJ), (be, VB), (that, IN), (abe, NN)]	time124-cond1.txt
kid	for three days i think it was a hundred days momma you need to take this and fix it because it got ripped again	[for, three, days, i, think, it, was, a, hundred, days, momma, you, need, to, take, this, and, fix, it, because, it, got, ripped, again]	[for, three, day, i, think, it, be, a, hundred, day, momma, you, need, to, take, this, and, fix, it, because, it, get, rip, again]	[(for, IN), (three, CD), (days, NNS), (i, RB), (think, VBP), (it, PRP), (was, VBD), (a, DT), (hundred, JJ), (days, NNS), (momma, VBP), (you, PRP), (need, VBP), (to, TO), (take, VB), (this, DT), (and, CC), (fix, VB), (it, PRP), (because, IN), (it, PRP), (got, VBD), (ripped, VBN), (again, RB)]	[(for, IN), (three, CD), (day, NN), (i, VBZ), (think, VBP), (it, PRP), (be, VB), (a, DT), (hundred, JJ), (day, NN), (momma, IN), (you, PRP), (need, VBP), (to, TO), (take, VB), (this, DT), (and, CC), (fix, VB), (it, PRP), (because, IN), (it, PRP), (get, VBP), (rip, RB), (again, RB)]	[(for, IN), (three, CD), (days, NNS), (i, FW), (think, VBP), (it, PRP), (was, VBD), (a, DT), (hundred, CD), (days, NNS), (momma, VBP), (you, PRP), (need, VB), (to, TO), (take, VB), (this, DT), (and, CC), (fix, VB), (it, PRP), (because, IN), (it, PRP), (got, VBD), (ripped, VBN), (again, RB)]	[(for, IN), (three, CD), (day, NN), (i, FW), (think, VB), (it, PRP), (be, VB), (a, DT), (hundred, CD), (day, NN), (momma, NN), (you, PRP), (need, VBP), (to, TO), (take, VB), (this, DT), (and, CC), (fix, VB), (it, PRP), (because, IN), (it, PRP), (get, VB), (rip, VB), (again, RB)]	time124-cond1.txt
cgv	how long will we stay camping probably until friday	[how, long, will, we, stay, camping, probably, until, friday]	[how, long, will, we, stay, camp, probably, until, friday]	[(how, WRB), (long, RB), (will, MD), (we, PRP), (stay, VB), (camping, VBG), (probably, RB), (until, IN), (friday, JJ)]	[(how, WRB), (long, RB), (will, MD), (we, PRP), (stay, VB), (camp, RB), (probably, RB), (until, IN), (friday, JJ)]	[(how, WRB), (long, RB), (will, MD), (we, PRP), (stay, VB), (camping, NN), (probably, RB), (until, IN), (friday, NNP)]	[(how, WRB), (long, RB), (will, MD), (we, PRP), (stay, VB), (camp, NN), (probably, RB), (until, IN), (friday, NNP)]	time124-cond1.txt
kid	isn't that long isn't that very long	[is, not, that, long, is, not, that, very, long]	[be, not, that, long, be, not, that, very, long]	[(is, VBZ), (not, RB), (that, IN), (long, RB), (is, VBZ), (not, RB), (that, DT), (very, RB), (long, RB)]	[(be, VB), (not, RB), (that, IN), (long, RB), (be, VB), (not, RB), (that, DT), (very, RB), (long, RB)]	[(is, VBZ), (not, RB), (that, DT), (long, JJ), (is, VBZ), (not, RB), (that, IN), (very, RB), (long, JJ)]	[(be, VB), (not, RB), (that, DT), (long, JJ), (be, VB), (not, RB), (that, IN), (very, RB), (long, JJ)]	time124-cond1.txt
cgv	it's long enough we have to come back so we can go to the fair	[it, is, long, enough, we, have, to, come, back, so, we, can, go, to, the, fair]	[it, be, long, enough, we, have, to, come, back, so, we, can, go, to, the, fair]	[(it, PRP), (is, VBZ), (long, RB), (enough, RB), (we, PRP), (have, VBP), (to, TO), (come, VB), (back, RB), (so, IN), (we, PRP), (can, MD), (go, VB), (to, TO), (the, DT), (fair, NN)]	[(it, PRP), (be, VB), (long, RB), (enough, RB), (we, PRP), (have, VBP), (to, TO), (come, VB), (back, RB), (so, IN), (we, PRP), (can, MD), (go, VB), (to, TO), (the, DT), (fair, NN)]	[(it, PRP), (is, VBZ), (long, RB), (enough, RB), (we, PRP), (have, VBP), (to, TO), (come, VB), (back, RB), (so, RB), (we, PRP), (can, MD), (go, VB), (to, TO), (the, DT), (fair, JJ)]	[(it, PRP), (be, VB), (long, RB), (enough, RB), (we, PRP), (have, VBP), (to, TO), (come, VB), (back, RB), (so, RB), (we, PRP), (can, MD), (go, VB), (to, TO), (the, DT), (fair, JJ)]	time124-cond1.txt
kid	 then we will stay a long time until the fair opens again mom see this got ripped here was i holding this when i was at the fair	[then, we, will, stay, a, long, time, until, the, fair, opens, again, mom, see, this, got, ripped, here, was, i, holding, this, when, i, was, at, the, fair]	[then, we, will, stay, a, long, time, until, the, fair, open, again, mom, see, this, get, rip, here, be, i, hold, this, when, i, be, at, the, fair]	[(then, RB), (we, PRP), (will, MD), (stay, VB), (a, DT), (long, JJ), (time, NN), (until, IN), (the, DT), (fair, JJ), (opens, NNS), (again, RB), (mom, VBP), (see, VB), (this, DT), (got, VBD), (ripped, VBN), (here, RB), (was, VBD), (i, JJ), (holding, VBG), (this, DT), (when, WRB), (i, NN), (was, VBD), (at, IN), (the, DT), (fair, NN)]	[(then, RB), (we, PRP), (will, MD), (stay, VB), (a, DT), (long, JJ), (time, NN), (until, IN), (the, DT), (fair, JJ), (open, JJ), (again, RB), (mom, NN), (see, VB), (this, DT), (get, VB), (rip, NN), (here, RB), (be, VB), (i, JJ), (hold, VBP), (this, DT), (when, WRB), (i, NN), (be, VB), (at, IN), (the, DT), (fair, NN)]	[(then, RB), (we, PRP), (will, MD), (stay, VB), (a, DT), (long, JJ), (time, NN), (until, IN), (the, DT), (fair, JJ), (opens, VBZ), (again, RB), (mom, NN), (see, VB), (this, DT), (got, VBD), (ripped, VBN), (here, RB), (was, VBD), (i, FW), (holding, VBG), (this, DT), (when, WRB), (i, FW), (was, VBD), (at, IN), (the, DT), (fair, JJ)]	[(then, RB), (we, PRP), (will, MD), (stay, VB), (a, DT), (long, JJ), (time, NN), (until, IN), (the, DT), (fair, JJ), (open, JJ), (again, RB), (mom, NN), (see, VB), (this, DT), (get, VB), (rip, VB), (here, RB), (be, VB), (i, FW), (hold, VBP), (this, DT), (when, WRB), (i, FW), (be, VB), (at, IN), (the, DT), (fair, JJ)]	time124-cond1.txt
