participant	content	token	lemma	tagged_token	tagged_lemma	file
1	how do you feel about marijuana being legalized 	[how, do, you, feel, about, marijuana, being, legalized]	[how, do, you, feel, about, marijuana, be, legalize]	[(how, WRB), (do, VBP), (you, PRP), (feel, VB), (about, IN), (marijuana, NN), (being, VBG), (legalized, VBN)]	[(how, WRB), (do, VBP), (you, PRP), (feel, VB), (about, IN), (marijuana, NN), (be, VB), (legalize, VBN)]	13_1-0-2.txt
0	 well before i was completely for it but then i was kind of just thinking about it it should be because i think it would be abused i mean more than it is now people would use it i think once it is legalized it is just like we will just take advantage of it and just smoke it without worries	[well, before, i, was, completely, for, it, but, then, i, was, kind, of, just, thinking, about, it, it, should, be, because, i, think, it, would, be, abused, i, mean, more, than, it, is, now, people, would, use, it, i, think, once, it, is, legalized, it, is, just, like, we, will, just, take, advantage, of, it, and, just, smoke, it, without, worries]	[well, before, i, be, completely, for, it, but, then, i, be, kind, of, just, think, about, it, it, should, be, because, i, think, it, would, be, abuse, i, mean, more, than, it, be, now, people, would, use, it, i, think, once, it, be, legalize, it, be, just, like, we, will, just, take, advantage, of, it, and, just, smoke, it, without, worry]	[(well, RB), (before, IN), (i, NN), (was, VBD), (completely, RB), (for, IN), (it, PRP), (but, CC), (then, RB), (i, NN), (was, VBD), (kind, NN), (of, IN), (just, RB), (thinking, VBG), (about, IN), (it, PRP), (it, PRP), (should, MD), (be, VB), (because, IN), (i, JJ), (think, VBP), (it, PRP), (would, MD), (be, VB), (abused, VBN), (i, JJ), (mean, VBP), (more, JJR), (than, IN), (it, PRP), (is, VBZ), (now, RB), (people, NNS), (would, MD), (use, VB), (it, PRP), (i, JJ), (think, VBP), (once, IN), (it, PRP), (is, VBZ), (legalized, VBN), (it, PRP), (is, VBZ), (just, RB), (like, IN), (we, PRP), (will, MD), (just, RB), (take, VB), (advantage, NN), (of, IN), (it, PRP), (and, CC), (just, RB), (smoke, VB), (it, PRP), (without, IN), (worries, NNS)]	[(well, RB), (before, IN), (i, NN), (be, VB), (completely, RB), (for, IN), (it, PRP), (but, CC), (then, RB), (i, RB), (be, VB), (kind, NN), (of, IN), (just, RB), (think, VBP), (about, IN), (it, PRP), (it, PRP), (should, MD), (be, VB), (because, IN), (i, JJ), (think, VBP), (it, PRP), (would, MD), (be, VB), (abuse, IN), (i, JJ), (mean, VBP), (more, JJR), (than, IN), (it, PRP), (be, VB), (now, RB), (people, NNS), (would, MD), (use, VB), (it, PRP), (i, JJ), (think, VBP), (once, IN), (it, PRP), (be, VB), (legalize, VBN), (it, PRP), (be, VB), (just, RB), (like, IN), (we, PRP), (will, MD), (just, RB), (take, VB), (advantage, NN), (of, IN), (it, PRP), (and, CC), (just, RB), (smoke, VB), (it, PRP), (without, IN), (worry, NN)]	13_1-0-2.txt
1	and you do not think like i mean i do not know i think people are taking advantage of it now too i think i like i think it should i guess because i feel like like people a lot of people right now like do it just to do it as rebellious kind of acts like hear them say like marijuana like i feel like if they were to legalize it it would not be like as big a deal kind of thing you know like so maybe it would not be abused as much as it is it would not be like as much of a like cool thing to do it would just be like it is legal like so we do not have to do it  what about when driving like what is up with that	[and, you, do, not, think, like, i, mean, i, do, not, know, i, think, people, are, taking, advantage, of, it, now, too, i, think, i, like, i, think, it, should, i, guess, because, i, feel, like, like, people, a, lot, of, people, right, now, like, do, it, just, to, do, it, as, rebellious, kind, of, acts, like, hear, them, say, like, marijuana, like, i, feel, like, if, they, were, to, legalized, it, it, would, not, be, like, as, big, a, deal, kind, of, thing, you, know, like, so, maybe, it, would, not, be, abused, as, much, as, it, is, it, ...]	[and, you, do, not, think, like, i, mean, i, do, not, know, i, think, people, be, take, advantage, of, it, now, too, i, think, i, like, i, think, it, should, i, guess, because, i, feel, like, like, people, a, lot, of, people, right, now, like, do, it, just, to, do, it, a, rebellious, kind, of, act, like, hear, them, say, like, marijuana, like, i, feel, like, if, they, be, to, legalize, it, it, would, not, be, like, as, big, a, deal, kind, of, thing, you, know, like, so, maybe, it, would, not, be, abuse, as, much, a, it, be, it, ...]	[(and, CC), (you, PRP), (do, VBP), (not, RB), (think, VB), (like, IN), (i, JJ), (mean, VBP), (i, NNS), (do, VBP), (not, RB), (know, VB), (i, JJ), (think, VBP), (people, NNS), (are, VBP), (taking, VBG), (advantage, NN), (of, IN), (it, PRP), (now, RB), (too, RB), (i, JJ), (think, VBP), (i, IN), (like, IN), (i, NN), (think, VBP), (it, PRP), (should, MD), (i, VB), (guess, NN), (because, IN), (i, JJ), (feel, VBP), (like, IN), (like, IN), (people, NNS), (a, DT), (lot, NN), (of, IN), (people, NNS), (right, RB), (now, RB), (like, IN), (do, VB), (it, PRP), (just, RB), (to, TO), (do, VB), (it, PRP), (as, IN), (rebellious, JJ), (kind, NN), (of, IN), (acts, NNS), (like, IN), (hear, VBP), (them, PRP), (say, VBP), (like, IN), (marijuana, NNS), (like, IN), (i, JJ), (feel, VBP), (like, IN), (if, IN), (they, PRP), (were, VBD), (to, TO), (legalized, VB), (it, PRP), (it, PRP), (would, MD), (not, RB), (be, VB), (like, IN), (as, RB), (big, JJ), (a, DT), (deal, NN), (kind, NN), (of, IN), (thing, NN), (you, PRP), (know, VBP), (like, IN), (so, RB), (maybe, RB), (it, PRP), (would, MD), (not, RB), (be, VB), (abused, VBN), (as, RB), (much, JJ), (as, IN), (it, PRP), (is, VBZ), (it, PRP), ...]	[(and, CC), (you, PRP), (do, VBP), (not, RB), (think, VB), (like, IN), (i, JJ), (mean, VBP), (i, NNS), (do, VBP), (not, RB), (know, VB), (i, JJ), (think, VBP), (people, NNS), (be, VB), (take, JJ), (advantage, NN), (of, IN), (it, PRP), (now, RB), (too, RB), (i, JJ), (think, VBP), (i, IN), (like, IN), (i, NN), (think, VBP), (it, PRP), (should, MD), (i, VB), (guess, NN), (because, IN), (i, JJ), (feel, VBP), (like, IN), (like, IN), (people, NNS), (a, DT), (lot, NN), (of, IN), (people, NNS), (right, RB), (now, RB), (like, IN), (do, VB), (it, PRP), (just, RB), (to, TO), (do, VB), (it, PRP), (a, DT), (rebellious, JJ), (kind, NN), (of, IN), (act, NN), (like, IN), (hear, JJ), (them, PRP), (say, VBP), (like, IN), (marijuana, NNS), (like, IN), (i, JJ), (feel, VBP), (like, IN), (if, IN), (they, PRP), (be, VB), (to, TO), (legalize, VB), (it, PRP), (it, PRP), (would, MD), (not, RB), (be, VB), (like, IN), (as, RB), (big, JJ), (a, DT), (deal, NN), (kind, NN), (of, IN), (thing, NN), (you, PRP), (know, VBP), (like, IN), (so, RB), (maybe, RB), (it, PRP), (would, MD), (not, RB), (be, VB), (abuse, RB), (as, RB), (much, RB), (a, DT), (it, PRP), (be, VB), (it, PRP), ...]	13_1-0-2.txt
0	that is kind of scary to think about because considering if you are high badly and everything goes really slow like you do not know if you are really driving at that speed or not	[that, is, kind, of, scar, to, think, about, because, considering, if, you, are, high, badly, and, everything, goes, really, slow, like, you, do, not, know, if, you, are, really, driving, at, that, speed, or, not]	[that, be, kind, of, scar, to, think, about, because, consider, if, you, be, high, badly, and, everything, go, really, slow, like, you, do, not, know, if, you, be, really, drive, at, that, speed, or, not]	[(that, DT), (is, VBZ), (kind, NN), (of, IN), (scar, NN), (to, TO), (think, VB), (about, IN), (because, IN), (considering, VBG), (if, IN), (you, PRP), (are, VBP), (high, JJ), (badly, RB), (and, CC), (everything, NN), (goes, VBZ), (really, RB), (slow, JJ), (like, IN), (you, PRP), (do, VBP), (not, RB), (know, VB), (if, IN), (you, PRP), (are, VBP), (really, RB), (driving, VBG), (at, IN), (that, DT), (speed, NN), (or, CC), (not, RB)]	[(that, DT), (be, VB), (kind, NN), (of, IN), (scar, NN), (to, TO), (think, VB), (about, IN), (because, IN), (consider, NN), (if, IN), (you, PRP), (be, VB), (high, JJ), (badly, RB), (and, CC), (everything, NN), (go, VBP), (really, RB), (slow, JJ), (like, IN), (you, PRP), (do, VBP), (not, RB), (know, VB), (if, IN), (you, PRP), (be, VB), (really, RB), (drive, JJ), (at, IN), (that, DT), (speed, NN), (or, CC), (not, RB)]	13_1-0-2.txt
1	yeah that is the only thing i would think about it is cool if you want to chill and have fun and have marijuana but driving is a whole different story be like you know a lot of people do it now like and i do not think that is ok  about legalizing it think we should legalize it if anyone is ill kind of like it is now kind of if you are sick you can just go in and get it	[yeah, that, is, the, only, thing, i, would, think, about, it, is, cool, if, you, want, to, chill, and, have, fun, and, have, marijuana, but, driving, is, a, whole, different, story, be, like, you, know, a, lot, of, people, do, it, now, like, and, i, do, not, think, that, is, ok, about, legalizing, it, think, we, should, legalized, it, if, anyone, is, ill, kind, of, like, it, is, now, kind, of, if, you, are, sick, you, can, just, go, in, and, get, it]	[yeah, that, be, the, only, thing, i, would, think, about, it, be, cool, if, you, want, to, chill, and, have, fun, and, have, marijuana, but, drive, be, a, whole, different, story, be, like, you, know, a, lot, of, people, do, it, now, like, and, i, do, not, think, that, be, ok, about, legalize, it, think, we, should, legalize, it, if, anyone, be, ill, kind, of, like, it, be, now, kind, of, if, you, be, sick, you, can, just, go, in, and, get, it]	[(yeah, NN), (that, WDT), (is, VBZ), (the, DT), (only, JJ), (thing, NN), (i, NN), (would, MD), (think, VB), (about, IN), (it, PRP), (is, VBZ), (cool, JJ), (if, IN), (you, PRP), (want, VBP), (to, TO), (chill, VB), (and, CC), (have, VB), (fun, NN), (and, CC), (have, VBP), (marijuana, VBN), (but, CC), (driving, VBG), (is, VBZ), (a, DT), (whole, JJ), (different, JJ), (story, NN), (be, VB), (like, IN), (you, PRP), (know, VBP), (a, DT), (lot, NN), (of, IN), (people, NNS), (do, VBP), (it, PRP), (now, RB), (like, IN), (and, CC), (i, VB), (do, VBP), (not, RB), (think, VB), (that, DT), (is, VBZ), (ok, JJ), (about, IN), (legalizing, VBG), (it, PRP), (think, VBP), (we, PRP), (should, MD), (legalized, VB), (it, PRP), (if, IN), (anyone, NN), (is, VBZ), (ill, JJ), (kind, NN), (of, IN), (like, IN), (it, PRP), (is, VBZ), (now, RB), (kind, NN), (of, IN), (if, IN), (you, PRP), (are, VBP), (sick, JJ), (you, PRP), (can, MD), (just, RB), (go, VB), (in, IN), (and, CC), (get, VB), (it, PRP)]	[(yeah, NN), (that, WDT), (be, VB), (the, DT), (only, JJ), (thing, NN), (i, NN), (would, MD), (think, VB), (about, IN), (it, PRP), (be, VB), (cool, JJ), (if, IN), (you, PRP), (want, VBP), (to, TO), (chill, VB), (and, CC), (have, VB), (fun, NN), (and, CC), (have, VBP), (marijuana, VBN), (but, CC), (drive, JJ), (be, VB), (a, DT), (whole, JJ), (different, JJ), (story, NN), (be, VB), (like, IN), (you, PRP), (know, VBP), (a, DT), (lot, NN), (of, IN), (people, NNS), (do, VBP), (it, PRP), (now, RB), (like, IN), (and, CC), (i, VB), (do, VBP), (not, RB), (think, VB), (that, IN), (be, VB), (ok, JJ), (about, IN), (legalize, VBP), (it, PRP), (think, VBP), (we, PRP), (should, MD), (legalize, VB), (it, PRP), (if, IN), (anyone, NN), (be, VB), (ill, JJ), (kind, NN), (of, IN), (like, IN), (it, PRP), (be, VB), (now, RB), (kind, NN), (of, IN), (if, IN), (you, PRP), (be, VB), (sick, VBN), (you, PRP), (can, MD), (just, RB), (go, VB), (in, IN), (and, CC), (get, VB), (it, PRP)]	13_1-0-2.txt
0	yeah i mean that is the only way it can be it can either be for medicine or for pleasure or we could think about the economy	[yeah, i, mean, that, is, the, only, way, it, can, be, it, can, either, be, for, medicine, or, for, pleasure, or, we, could, think, about, the, economy]	[yeah, i, mean, that, be, the, only, way, it, can, be, it, can, either, be, for, medicine, or, for, pleasure, or, we, could, think, about, the, economy]	[(yeah, NN), (i, NN), (mean, VBP), (that, WDT), (is, VBZ), (the, DT), (only, JJ), (way, NN), (it, PRP), (can, MD), (be, VB), (it, PRP), (can, MD), (either, RB), (be, VB), (for, IN), (medicine, NN), (or, CC), (for, IN), (pleasure, NN), (or, CC), (we, PRP), (could, MD), (think, VB), (about, IN), (the, DT), (economy, NN)]	[(yeah, NN), (i, NN), (mean, VBP), (that, IN), (be, VB), (the, DT), (only, JJ), (way, NN), (it, PRP), (can, MD), (be, VB), (it, PRP), (can, MD), (either, RB), (be, VB), (for, IN), (medicine, NN), (or, CC), (for, IN), (pleasure, NN), (or, CC), (we, PRP), (could, MD), (think, VB), (about, IN), (the, DT), (economy, NN)]	13_1-0-2.txt
1	yeah so you think that it would benefit it yeah i agree like if it were legal through like states and everything or like not underground like it is now it would be going towards the economy like you said instead of going toward random drug users i mean salaries yeah  so legalizing it 	[yeah, so, you, think, that, it, would, benefit, it, yeah, i, agree, like, if, it, were, legal, through, like, states, and, everything, or, like, not, underground, like, it, is, now, it, would, be, going, towards, the, economy, like, you, said, instead, of, going, toward, random, drug, users, i, mean, salaries, yeah, so, legalizing, it]	[yeah, so, you, think, that, it, would, benefit, it, yeah, i, agree, like, if, it, be, legal, through, like, state, and, everything, or, like, not, underground, like, it, be, now, it, would, be, go, towards, the, economy, like, you, say, instead, of, go, toward, random, drug, user, i, mean, salary, yeah, so, legalize, it]	[(yeah, NNS), (so, RB), (you, PRP), (think, VBP), (that, IN), (it, PRP), (would, MD), (benefit, VB), (it, PRP), (yeah, PRP), (i, JJ), (agree, VBP), (like, IN), (if, IN), (it, PRP), (were, VBD), (legal, JJ), (through, IN), (like, IN), (states, NNS), (and, CC), (everything, NN), (or, CC), (like, IN), (not, RB), (underground, IN), (like, IN), (it, PRP), (is, VBZ), (now, RB), (it, PRP), (would, MD), (be, VB), (going, VBG), (towards, IN), (the, DT), (economy, NN), (like, IN), (you, PRP), (said, VBD), (instead, RB), (of, IN), (going, VBG), (toward, IN), (random, JJ), (drug, NN), (users, NNS), (i, VBP), (mean, JJ), (salaries, NNS), (yeah, VBP), (so, RB), (legalizing, VBG), (it, PRP)]	[(yeah, NNS), (so, RB), (you, PRP), (think, VBP), (that, IN), (it, PRP), (would, MD), (benefit, VB), (it, PRP), (yeah, PRP), (i, JJ), (agree, VBP), (like, IN), (if, IN), (it, PRP), (be, VB), (legal, JJ), (through, IN), (like, IN), (state, NN), (and, CC), (everything, NN), (or, CC), (like, IN), (not, RB), (underground, IN), (like, IN), (it, PRP), (be, VB), (now, RB), (it, PRP), (would, MD), (be, VB), (go, VB), (towards, IN), (the, DT), (economy, NN), (like, IN), (you, PRP), (say, VBP), (instead, RB), (of, IN), (go, VB), (toward, IN), (random, JJ), (drug, NN), (user, NN), (i, NN), (mean, VBP), (salary, JJ), (yeah, NNS), (so, RB), (legalize, VB), (it, PRP)]	13_1-0-2.txt
0	i don't know	[i, do, not, know]	[i, do, not, know]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	13_1-0-2.txt
1	so i guess overall you would say no then so yeah	[so, i, guess, overall, you, would, say, no, then, so, yeah]	[so, i, guess, overall, you, would, say, no, then, so, yeah]	[(so, RB), (i, JJ), (guess, VBP), (overall, JJ), (you, PRP), (would, MD), (say, VB), (no, DT), (then, RB), (so, RB), (yeah, RB)]	[(so, RB), (i, JJ), (guess, VBP), (overall, JJ), (you, PRP), (would, MD), (say, VB), (no, DT), (then, RB), (so, RB), (yeah, RB)]	13_1-0-2.txt
0	i guess there is more up sides than down i mean the only problem would be driving under the influence but yeah it is already abused now so	[i, guess, there, is, more, up, sides, than, down, i, mean, the, only, problem, would, be, driving, under, the, influence, but, yeah, it, is, already, abused, now, so]	[i, guess, there, be, more, up, side, than, down, i, mean, the, only, problem, would, be, drive, under, the, influence, but, yeah, it, be, already, abuse, now, so]	[(i, NN), (guess, NN), (there, EX), (is, VBZ), (more, JJR), (up, RP), (sides, NNS), (than, IN), (down, RB), (i, JJ), (mean, VBP), (the, DT), (only, JJ), (problem, NN), (would, MD), (be, VB), (driving, VBG), (under, IN), (the, DT), (influence, NN), (but, CC), (yeah, NN), (it, PRP), (is, VBZ), (already, RB), (abused, VBN), (now, RB), (so, RB)]	[(i, NN), (guess, NN), (there, RB), (be, VB), (more, JJR), (up, IN), (side, NN), (than, IN), (down, RB), (i, JJ), (mean, VBP), (the, DT), (only, JJ), (problem, NN), (would, MD), (be, VB), (drive, JJ), (under, IN), (the, DT), (influence, NN), (but, CC), (yeah, VB), (it, PRP), (be, VB), (already, RB), (abuse, RB), (now, RB), (so, RB)]	13_1-0-2.txt
