participant	content	token	lemma	tagged_token	tagged_lemma	file
0	go for it 	[go, for, it]	[go, for, it]	[(go, VB), (for, IN), (it, PRP)]	[(go, VB), (for, IN), (it, PRP)]	26_1-0-3.txt
1	you can go first now	[you, can, go, first, now]	[you, can, go, first, now]	[(you, PRP), (can, MD), (go, VB), (first, RB), (now, RB)]	[(you, PRP), (can, MD), (go, VB), (first, RB), (now, RB)]	26_1-0-3.txt
0	 i am i am pro gay and lesbian marriage i do not know where you stand but i think that it it is if it is allowed to only one group that that does not follow the constitution and that is where it is it is not like a religious thing for me it is like a moral constitutional thing for me so	[i, am, i, am, pro, gay, and, lesion, marriage, i, do, not, know, where, you, stand, but, i, think, that, it, it, is, if, it, is, allowed, to, only, one, group, that, that, does, not, follow, the, constitution, and, that, is, where, it, is, it, is, not, like, a, religious, thing, for, me, it, is, like, a, moral, constitutional, thing, for, me, so]	[i, be, i, be, pro, gay, and, lesion, marriage, i, do, not, know, where, you, stand, but, i, think, that, it, it, be, if, it, be, allow, to, only, one, group, that, that, do, not, follow, the, constitution, and, that, be, where, it, be, it, be, not, like, a, religious, thing, for, me, it, be, like, a, moral, constitutional, thing, for, me, so]	[(i, NN), (am, VBP), (i, JJ), (am, VBP), (pro, JJ), (gay, NN), (and, CC), (lesion, NN), (marriage, NN), (i, NN), (do, VBP), (not, RB), (know, VB), (where, WRB), (you, PRP), (stand, VBP), (but, CC), (i, VBP), (think, VBP), (that, IN), (it, PRP), (it, PRP), (is, VBZ), (if, IN), (it, PRP), (is, VBZ), (allowed, VBN), (to, TO), (only, RB), (one, CD), (group, NN), (that, WDT), (that, WDT), (does, VBZ), (not, RB), (follow, VB), (the, DT), (constitution, NN), (and, CC), (that, DT), (is, VBZ), (where, WRB), (it, PRP), (is, VBZ), (it, PRP), (is, VBZ), (not, RB), (like, IN), (a, DT), (religious, JJ), (thing, NN), (for, IN), (me, PRP), (it, PRP), (is, VBZ), (like, IN), (a, DT), (moral, JJ), (constitutional, JJ), (thing, NN), (for, IN), (me, PRP), (so, RB)]	[(i, NN), (be, VB), (i, JJ), (be, VB), (pro, JJ), (gay, NN), (and, CC), (lesion, NN), (marriage, NN), (i, NN), (do, VBP), (not, RB), (know, VB), (where, WRB), (you, PRP), (stand, VBP), (but, CC), (i, VBP), (think, VBP), (that, IN), (it, PRP), (it, PRP), (be, VB), (if, IN), (it, PRP), (be, VB), (allow, JJ), (to, TO), (only, RB), (one, CD), (group, NN), (that, WDT), (that, WDT), (do, VBP), (not, RB), (follow, VB), (the, DT), (constitution, NN), (and, CC), (that, IN), (be, VB), (where, WRB), (it, PRP), (be, VB), (it, PRP), (be, VB), (not, RB), (like, IN), (a, DT), (religious, JJ), (thing, NN), (for, IN), (me, PRP), (it, PRP), (be, VB), (like, IN), (a, DT), (moral, JJ), (constitutional, JJ), (thing, NN), (for, IN), (me, PRP), (so, RB)]	26_1-0-3.txt
1	well like i am like against it because like i do not like think it is like like apropriate because like like how i like grew like up like that is not like what i saw you know so i mean i do not think it is like right	[well, like, i, am, like, against, it, because, like, i, do, not, like, think, it, is, like, like, appropriate, because, like, like, how, i, like, grew, like, up, like, that, is, not, like, what, i, saw, you, know, so, i, mean, i, do, not, think, it, is, like, right]	[well, like, i, be, like, against, it, because, like, i, do, not, like, think, it, be, like, like, appropriate, because, like, like, how, i, like, grow, like, up, like, that, be, not, like, what, i, saw, you, know, so, i, mean, i, do, not, think, it, be, like, right]	[(well, RB), (like, IN), (i, NNS), (am, VBP), (like, IN), (against, IN), (it, PRP), (because, IN), (like, IN), (i, NNS), (do, VBP), (not, RB), (like, IN), (think, VB), (it, PRP), (is, VBZ), (like, IN), (like, IN), (appropriate, JJ), (because, IN), (like, IN), (like, IN), (how, WRB), (i, JJ), (like, VBP), (grew, VBD), (like, IN), (up, IN), (like, IN), (that, DT), (is, VBZ), (not, RB), (like, IN), (what, WP), (i, VBP), (saw, VBD), (you, PRP), (know, VBP), (so, RB), (i, JJ), (mean, VBP), (i, NNS), (do, VBP), (not, RB), (think, VB), (it, PRP), (is, VBZ), (like, IN), (right, NN)]	[(well, RB), (like, IN), (i, NN), (be, VB), (like, IN), (against, IN), (it, PRP), (because, IN), (like, IN), (i, NNS), (do, VBP), (not, RB), (like, IN), (think, VB), (it, PRP), (be, VB), (like, IN), (like, JJ), (appropriate, NN), (because, IN), (like, IN), (like, IN), (how, WRB), (i, JJ), (like, VBP), (grow, NNS), (like, IN), (up, IN), (like, IN), (that, DT), (be, VB), (not, RB), (like, IN), (what, WP), (i, VBP), (saw, VBD), (you, PRP), (know, VBP), (so, RB), (i, JJ), (mean, VBP), (i, NNS), (do, VBP), (not, RB), (think, VB), (it, PRP), (be, VB), (like, IN), (right, JJ)]	26_1-0-3.txt
0	i grew up in a similar situation but i think that because we allow like straight people to get married but we are like no you can not i do not i do not feel like that that is the right way to go but i think for me it is like if you do not want a gay marriage do not get one like you do not have to like it is everyone's right to do like to have equal rights in the united states so if it is not if it is only allowed to some people but not to others that is when i get like fired up and a little mad 	[i, grew, up, in, a, similar, situation, but, i, think, that, because, we, allow, like, straight, people, to, get, married, but, we, are, like, no, you, can, not, i, do, not, i, do, not, feel, like, that, that, is, the, right, way, to, go, but, i, think, for, me, it, is, like, if, you, do, not, want, a, gay, marriage, do, not, get, one, like, you, do, not, have, to, like, it, is, everyone, 's, right, to, do, like, to, have, equal, rights, in, the, united, states, so, if, it, is, not, if, it, is, only, allowed, to, some, people, ...]	[i, grow, up, in, a, similar, situation, but, i, think, that, because, we, allow, like, straight, people, to, get, married, but, we, be, like, no, you, can, not, i, do, not, i, do, not, feel, like, that, that, be, the, right, way, to, go, but, i, think, for, me, it, be, like, if, you, do, not, want, a, gay, marriage, do, not, get, one, like, you, do, not, have, to, like, it, be, everyone, 's, right, to, do, like, to, have, equal, right, in, the, united, state, so, if, it, be, not, if, it, be, only, allow, to, some, people, ...]	[(i, NN), (grew, VBD), (up, RP), (in, IN), (a, DT), (similar, JJ), (situation, NN), (but, CC), (i, JJ), (think, VBP), (that, IN), (because, IN), (we, PRP), (allow, VBP), (like, IN), (straight, JJ), (people, NNS), (to, TO), (get, VB), (married, JJ), (but, CC), (we, PRP), (are, VBP), (like, IN), (no, DT), (you, PRP), (can, MD), (not, RB), (i, VB), (do, VBP), (not, RB), (i, VB), (do, VBP), (not, RB), (feel, VB), (like, IN), (that, DT), (that, WDT), (is, VBZ), (the, DT), (right, JJ), (way, NN), (to, TO), (go, VB), (but, CC), (i, VB), (think, VBP), (for, IN), (me, PRP), (it, PRP), (is, VBZ), (like, IN), (if, IN), (you, PRP), (do, VBP), (not, RB), (want, VB), (a, DT), (gay, NN), (marriage, NN), (do, VBP), (not, RB), (get, VB), (one, CD), (like, IN), (you, PRP), (do, VBP), (not, RB), (have, VB), (to, TO), (like, VB), (it, PRP), (is, VBZ), (everyone, NN), ('s, POS), (right, NN), (to, TO), (do, VB), (like, IN), (to, TO), (have, VB), (equal, JJ), (rights, NNS), (in, IN), (the, DT), (united, JJ), (states, NNS), (so, RB), (if, IN), (it, PRP), (is, VBZ), (not, RB), (if, IN), (it, PRP), (is, VBZ), (only, RB), (allowed, VBN), (to, TO), (some, DT), (people, NNS), ...]	[(i, NN), (grow, VBP), (up, RP), (in, IN), (a, DT), (similar, JJ), (situation, NN), (but, CC), (i, JJ), (think, VBP), (that, IN), (because, IN), (we, PRP), (allow, VBP), (like, IN), (straight, JJ), (people, NNS), (to, TO), (get, VB), (married, JJ), (but, CC), (we, PRP), (be, VB), (like, IN), (no, DT), (you, PRP), (can, MD), (not, RB), (i, VB), (do, VBP), (not, RB), (i, VB), (do, VBP), (not, RB), (feel, VB), (like, IN), (that, DT), (that, WDT), (be, VB), (the, DT), (right, JJ), (way, NN), (to, TO), (go, VB), (but, CC), (i, VB), (think, VBP), (for, IN), (me, PRP), (it, PRP), (be, VB), (like, IN), (if, IN), (you, PRP), (do, VBP), (not, RB), (want, VB), (a, DT), (gay, NN), (marriage, NN), (do, VBP), (not, RB), (get, VB), (one, CD), (like, IN), (you, PRP), (do, VBP), (not, RB), (have, VB), (to, TO), (like, VB), (it, PRP), (be, VB), (everyone, NN), ('s, POS), (right, NN), (to, TO), (do, VB), (like, IN), (to, TO), (have, VB), (equal, JJ), (right, NN), (in, IN), (the, DT), (united, JJ), (state, NN), (so, RB), (if, IN), (it, PRP), (be, VB), (not, RB), (if, IN), (it, PRP), (be, VB), (only, RB), (allow, VB), (to, TO), (some, DT), (people, NNS), ...]	26_1-0-3.txt
1	okay yeah like you mean like well well i am like half half like part way where like i like come from like my religion it is like it is not like right you know	[okay, yeah, like, you, mean, like, well, well, i, am, like, half, half, like, part, way, where, like, i, like, come, from, like, my, religion, it, is, like, it, is, not, like, right, you, know]	[okay, yeah, like, you, mean, like, well, well, i, be, like, half, half, like, part, way, where, like, i, like, come, from, like, my, religion, it, be, like, it, be, not, like, right, you, know]	[(okay, RB), (yeah, PRP), (like, IN), (you, PRP), (mean, VBP), (like, IN), (well, RB), (well, RB), (i, VB), (am, VBP), (like, IN), (half, JJ), (half, NN), (like, IN), (part, NN), (way, NN), (where, WRB), (like, IN), (i, NN), (like, VBP), (come, VBP), (from, IN), (like, IN), (my, PRP$), (religion, NN), (it, PRP), (is, VBZ), (like, IN), (it, PRP), (is, VBZ), (not, RB), (like, JJ), (right, RB), (you, PRP), (know, VBP)]	[(okay, RB), (yeah, PRP), (like, IN), (you, PRP), (mean, VBP), (like, IN), (well, RB), (well, RB), (i, RB), (be, VB), (like, IN), (half, JJ), (half, NN), (like, IN), (part, NN), (way, NN), (where, WRB), (like, IN), (i, NN), (like, VBP), (come, VBP), (from, IN), (like, IN), (my, PRP$), (religion, NN), (it, PRP), (be, VB), (like, IN), (it, PRP), (be, VB), (not, RB), (like, IN), (right, NN), (you, PRP), (know, VBP)]	26_1-0-3.txt
0	 i think there are several religions that feel that way too but in the constitution it also says like seperation of church and state so if we are going to like enjoy the rights of being an american then we should like use all of the rights not just pick and choose which ones we want to agree to like hurt a specific group i think it is there is a lot of examples over history of like when the united states has done that and said oops just kidding we were wrong but we will stay on topic like gps but  i think this follows it like falls into that line of that pattern of history that we keep doing and then going back on	[i, think, there, are, several, religions, that, feel, that, way, too, but, in, the, constitution, it, also, says, like, separation, of, church, and, state, so, if, we, are, going, to, like, enjoy, the, rights, of, being, an, american, then, we, should, like, use, all, of, the, rights, not, just, pick, and, choose, which, ones, we, want, to, agree, to, like, hurt, a, specific, group, i, think, it, is, there, is, a, lot, of, examples, over, history, of, like, when, the, united, states, has, done, that, and, said, loops, just, bidding, we, were, wrong, but, we, will, stay, on, topic, like, ...]	[i, think, there, be, several, religion, that, feel, that, way, too, but, in, the, constitution, it, also, say, like, separation, of, church, and, state, so, if, we, be, go, to, like, enjoy, the, right, of, be, an, american, then, we, should, like, use, all, of, the, right, not, just, pick, and, choose, which, one, we, want, to, agree, to, like, hurt, a, specific, group, i, think, it, be, there, be, a, lot, of, example, over, history, of, like, when, the, united, state, have, do, that, and, say, loop, just, bid, we, be, wrong, but, we, will, stay, on, topic, like, ...]	[(i, NN), (think, VBP), (there, EX), (are, VBP), (several, JJ), (religions, NNS), (that, WDT), (feel, VBP), (that, DT), (way, NN), (too, RB), (but, CC), (in, IN), (the, DT), (constitution, NN), (it, PRP), (also, RB), (says, VBZ), (like, IN), (separation, NN), (of, IN), (church, NN), (and, CC), (state, NN), (so, RB), (if, IN), (we, PRP), (are, VBP), (going, VBG), (to, TO), (like, VB), (enjoy, VB), (the, DT), (rights, NNS), (of, IN), (being, VBG), (an, DT), (american, JJ), (then, RB), (we, PRP), (should, MD), (like, VB), (use, IN), (all, DT), (of, IN), (the, DT), (rights, NNS), (not, RB), (just, RB), (pick, VB), (and, CC), (choose, VB), (which, WDT), (ones, NNS), (we, PRP), (want, VBP), (to, TO), (agree, VB), (to, TO), (like, VB), (hurt, VB), (a, DT), (specific, JJ), (group, NN), (i, NN), (think, VBP), (it, PRP), (is, VBZ), (there, EX), (is, VBZ), (a, DT), (lot, NN), (of, IN), (examples, NNS), (over, IN), (history, NN), (of, IN), (like, IN), (when, WRB), (the, DT), (united, JJ), (states, NNS), (has, VBZ), (done, VBN), (that, DT), (and, CC), (said, VBD), (loops, NNS), (just, RB), (bidding, VBG), (we, PRP), (were, VBD), (wrong, JJ), (but, CC), (we, PRP), (will, MD), (stay, VB), (on, IN), (topic, NN), (like, IN), ...]	[(i, NN), (think, VBP), (there, RB), (be, VB), (several, JJ), (religion, NN), (that, WDT), (feel, VBP), (that, DT), (way, NN), (too, RB), (but, CC), (in, IN), (the, DT), (constitution, NN), (it, PRP), (also, RB), (say, VBP), (like, IN), (separation, NN), (of, IN), (church, NN), (and, CC), (state, NN), (so, RB), (if, IN), (we, PRP), (be, VB), (go, VBN), (to, TO), (like, VB), (enjoy, VB), (the, DT), (right, NN), (of, IN), (be, VB), (an, DT), (american, JJ), (then, RB), (we, PRP), (should, MD), (like, VB), (use, IN), (all, DT), (of, IN), (the, DT), (right, JJ), (not, RB), (just, RB), (pick, VB), (and, CC), (choose, VB), (which, WDT), (one, CD), (we, PRP), (want, VBP), (to, TO), (agree, VB), (to, TO), (like, VB), (hurt, VB), (a, DT), (specific, JJ), (group, NN), (i, NN), (think, VBP), (it, PRP), (be, VB), (there, RB), (be, VB), (a, DT), (lot, NN), (of, IN), (example, NN), (over, IN), (history, NN), (of, IN), (like, IN), (when, WRB), (the, DT), (united, JJ), (state, NN), (have, VBP), (do, VBP), (that, DT), (and, CC), (say, VB), (loop, NN), (just, RB), (bid, VBN), (we, PRP), (be, VB), (wrong, JJ), (but, CC), (we, PRP), (will, MD), (stay, VB), (on, IN), (topic, NN), (like, IN), ...]	26_1-0-3.txt
1	what if like you had like a child and like they were like like that like situation like would you like support them or like how like how would you feel yeah	[what, if, like, you, had, like, a, child, and, like, they, were, like, like, that, like, situation, like, would, you, like, support, them, or, like, how, like, how, would, you, feel, yeah]	[what, if, like, you, have, like, a, child, and, like, they, be, like, like, that, like, situation, like, would, you, like, support, them, or, like, how, like, how, would, you, feel, yeah]	[(what, WP), (if, IN), (like, IN), (you, PRP), (had, VBD), (like, IN), (a, DT), (child, NN), (and, CC), (like, IN), (they, PRP), (were, VBD), (like, IN), (like, IN), (that, DT), (like, JJ), (situation, NN), (like, IN), (would, MD), (you, PRP), (like, VB), (support, VB), (them, PRP), (or, CC), (like, VB), (how, WRB), (like, IN), (how, WRB), (would, MD), (you, PRP), (feel, VB), (yeah, NNS)]	[(what, WP), (if, IN), (like, IN), (you, PRP), (have, VBP), (like, IN), (a, DT), (child, NN), (and, CC), (like, IN), (they, PRP), (be, VB), (like, IN), (like, IN), (that, DT), (like, JJ), (situation, NN), (like, IN), (would, MD), (you, PRP), (like, VB), (support, VB), (them, PRP), (or, CC), (like, VB), (how, WRB), (like, IN), (how, WRB), (would, MD), (you, PRP), (feel, VB), (yeah, NNS)]	26_1-0-3.txt
0	if i had a gay or lesbian child yeah i would  i would not say no you are wrong if i had a son like you can only marry a girl like i want my son to experience love just as as i have and if that is the way he was born and that is what he wants to do i will fully support him and i realize it is against some religions but there is i am not very well versed in the bible but i know that there is a lot of like discrepancies but i do know the ten commandments are very like kind of like the right thing to do i we do not really have to get into like the religion side  like i grew up in a very like conservative christian household too and i see where like those pressures come from like those social pressures and and i grew up in a very like conservative community in clovis and that is not like the general consensus but i guess i can not i am kind of out there but that about is how i feel when i think that if we are going to like pledge allegance to the flag then i think we should acknowledge all of those laws and it also like i do not want to feel like i am talking at you but you do have the right to have your opinions too so	[if, i, had, a, gay, or, lesion, child, yeah, i, would, i, would, not, say, no, you, are, wrong, if, i, had, a, son, like, you, can, only, marry, a, girl, like, i, want, my, son, to, experience, love, just, as, as, i, have, and, if, that, is, the, way, he, was, born, and, that, is, what, he, wants, to, do, i, will, fully, support, him, and, i, realize, it, is, against, some, religions, but, there, is, i, am, not, very, well, versed, in, the, bible, but, i, know, that, there, is, a, lot, of, like, discrepancies, but, i, do, ...]	[if, i, have, a, gay, or, lesion, child, yeah, i, would, i, would, not, say, no, you, be, wrong, if, i, have, a, son, like, you, can, only, marry, a, girl, like, i, want, my, son, to, experience, love, just, a, a, i, have, and, if, that, be, the, way, he, be, bear, and, that, be, what, he, want, to, do, i, will, fully, support, him, and, i, realize, it, be, against, some, religion, but, there, be, i, be, not, very, well, verse, in, the, bible, but, i, know, that, there, be, a, lot, of, like, discrepancy, but, i, do, ...]	[(if, IN), (i, VBN), (had, VBD), (a, DT), (gay, NN), (or, CC), (lesion, NN), (child, NN), (yeah, NN), (i, NN), (would, MD), (i, VB), (would, MD), (not, RB), (say, VB), (no, UH), (you, PRP), (are, VBP), (wrong, JJ), (if, IN), (i, NN), (had, VBD), (a, DT), (son, NN), (like, IN), (you, PRP), (can, MD), (only, RB), (marry, VB), (a, DT), (girl, NN), (like, IN), (i, NN), (want, VBP), (my, PRP$), (son, NN), (to, TO), (experience, VB), (love, VB), (just, RB), (as, IN), (as, IN), (i, NN), (have, VBP), (and, CC), (if, IN), (that, DT), (is, VBZ), (the, DT), (way, NN), (he, PRP), (was, VBD), (born, VBN), (and, CC), (that, DT), (is, VBZ), (what, WP), (he, PRP), (wants, VBZ), (to, TO), (do, VB), (i, VB), (will, MD), (fully, RB), (support, VB), (him, PRP), (and, CC), (i, VB), (realize, VBP), (it, PRP), (is, VBZ), (against, IN), (some, DT), (religions, NNS), (but, CC), (there, EX), (is, VBZ), (i, JJ), (am, VBP), (not, RB), (very, RB), (well, RB), (versed, VBN), (in, IN), (the, DT), (bible, JJ), (but, CC), (i, JJ), (know, VBP), (that, IN), (there, EX), (is, VBZ), (a, DT), (lot, NN), (of, IN), (like, JJ), (discrepancies, NNS), (but, CC), (i, JJ), (do, VBP), ...]	[(if, IN), (i, NNS), (have, VBP), (a, DT), (gay, NN), (or, CC), (lesion, NN), (child, NN), (yeah, NN), (i, NN), (would, MD), (i, VB), (would, MD), (not, RB), (say, VB), (no, UH), (you, PRP), (be, VB), (wrong, JJ), (if, IN), (i, NNS), (have, VBP), (a, DT), (son, NN), (like, IN), (you, PRP), (can, MD), (only, RB), (marry, VB), (a, DT), (girl, NN), (like, IN), (i, NN), (want, VBP), (my, PRP$), (son, NN), (to, TO), (experience, VB), (love, VB), (just, RB), (a, DT), (a, DT), (i, NN), (have, VBP), (and, CC), (if, IN), (that, DT), (be, VB), (the, DT), (way, NN), (he, PRP), (be, VB), (bear, JJ), (and, CC), (that, DT), (be, VB), (what, WP), (he, PRP), (want, VBP), (to, TO), (do, VB), (i, VB), (will, MD), (fully, RB), (support, VB), (him, PRP), (and, CC), (i, VB), (realize, VBP), (it, PRP), (be, VB), (against, IN), (some, DT), (religion, NN), (but, CC), (there, RB), (be, VB), (i, RB), (be, VB), (not, RB), (very, RB), (well, RB), (verse, NN), (in, IN), (the, DT), (bible, JJ), (but, CC), (i, JJ), (know, VBP), (that, IN), (there, EX), (be, VB), (a, DT), (lot, NN), (of, IN), (like, JJ), (discrepancy, NN), (but, CC), (i, JJ), (do, VBP), ...]	26_1-0-3.txt
1	 do you want to ask me anything	[do, you, want, to, ask, me, anything]	[do, you, want, to, ask, me, anything]	[(do, VBP), (you, PRP), (want, VB), (to, TO), (ask, VB), (me, PRP), (anything, NN)]	[(do, VBP), (you, PRP), (want, VB), (to, TO), (ask, VB), (me, PRP), (anything, NN)]	26_1-0-3.txt
