original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
1	cgv	that's right 	[that, is, right]	[that, be, right]	[(that, DT), (is, VBZ), (right, JJ)]	[(that, DT), (be, VB), (right, JJ)]	time18-cond1.txt	time18-time78-cond1
1	kid	okay with this with the ax	[okay, with, this, with, the, ax]	[okay, with, this, with, the, ax]	[(okay, NN), (with, IN), (this, DT), (with, IN), (the, DT), (ax, NN)]	[(okay, NN), (with, IN), (this, DT), (with, IN), (the, DT), (ax, NN)]	time78-cond1.txt	time18-time78-cond1
3	cgv	 go get some more paper	[go, get, some, more, paper]	[go, get, some, more, paper]	[(go, VB), (get, VB), (some, DT), (more, RBR), (paper, NN)]	[(go, VB), (get, VB), (some, DT), (more, RBR), (paper, NN)]	time18-cond1.txt	time18-time78-cond1
3	kid	no i really love it this wood	[no, i, really, love, it, this, wood]	[no, i, really, love, it, this, wood]	[(no, DT), (i, NN), (really, RB), (love, VB), (it, PRP), (this, DT), (wood, NN)]	[(no, DT), (i, NN), (really, RB), (love, VB), (it, PRP), (this, DT), (wood, NN)]	time78-cond1.txt	time18-time78-cond1
5	cgv	 we'll go to another store as soon as we're done here	[we, will, go, to, another, store, as, soon, as, we, are, done, here]	[we, will, go, to, another, store, as, soon, a, we, be, do, here]	[(we, PRP), (will, MD), (go, VB), (to, TO), (another, DT), (store, NN), (as, RB), (soon, RB), (as, IN), (we, PRP), (are, VBP), (done, VBN), (here, RB)]	[(we, PRP), (will, MD), (go, VB), (to, TO), (another, DT), (store, NN), (as, IN), (soon, RB), (a, DT), (we, PRP), (be, VB), (do, VBP), (here, RB)]	time18-cond1.txt	time18-time78-cond1
5	kid	yeah hey hey lookit mommy	[yeah, hey, hey, lookit, mommy]	[yeah, hey, hey, lookit, mommy]	[(yeah, NN), (hey, NN), (hey, VBP), (lookit, NN), (mommy, NN)]	[(yeah, NN), (hey, NN), (hey, VBP), (lookit, NN), (mommy, NN)]	time78-cond1.txt	time18-time78-cond1
7	cgv	you want ta go to the grocery store or would you like to stay home with dad	[you, want, ta, go, to, the, grocery, store, or, would, you, like, to, stay, home, with, dad]	[you, want, ta, go, to, the, grocery, store, or, would, you, like, to, stay, home, with, dad]	[(you, PRP), (want, VBP), (ta, JJ), (go, VB), (to, TO), (the, DT), (grocery, NN), (store, NN), (or, CC), (would, MD), (you, PRP), (like, IN), (to, TO), (stay, VB), (home, NN), (with, IN), (dad, NN)]	[(you, PRP), (want, VBP), (ta, JJ), (go, VB), (to, TO), (the, DT), (grocery, NN), (store, NN), (or, CC), (would, MD), (you, PRP), (like, IN), (to, TO), (stay, VB), (home, NN), (with, IN), (dad, NN)]	time18-cond1.txt	time18-time78-cond1
7	kid	a little big a little little small hole	[a, little, big, a, little, little, small, hole]	[a, little, big, a, little, little, small, hole]	[(a, DT), (little, JJ), (big, JJ), (a, DT), (little, JJ), (little, JJ), (small, JJ), (hole, NN)]	[(a, DT), (little, JJ), (big, JJ), (a, DT), (little, JJ), (little, JJ), (small, JJ), (hole, NN)]	time78-cond1.txt	time18-time78-cond1
9	cgv	you do like to	[you, do, like, to]	[you, do, like, to]	[(you, PRP), (do, VBP), (like, IN), (to, TO)]	[(you, PRP), (do, VBP), (like, IN), (to, TO)]	time18-cond1.txt	time18-time78-cond1
9	kid	make a ax this one okay	[make, a, ax, this, one, okay]	[make, a, ax, this, one, okay]	[(make, VB), (a, DT), (ax, NN), (this, DT), (one, CD), (okay, NN)]	[(make, VB), (a, DT), (ax, NN), (this, DT), (one, CD), (okay, NN)]	time78-cond1.txt	time18-time78-cond1
11	cgv	all our frozen food goes in there what are you doing abe	[all, our, frozen, food, goes, in, there, what, are, you, doing, abe]	[all, our, frozen, food, go, in, there, what, be, you, do, abe]	[(all, DT), (our, PRP$), (frozen, JJ), (food, NN), (goes, VBZ), (in, IN), (there, EX), (what, WP), (are, VBP), (you, PRP), (doing, VBG), (abe, NNS)]	[(all, DT), (our, PRP$), (frozen, NN), (food, NN), (go, VBP), (in, IN), (there, EX), (what, WP), (be, VB), (you, PRP), (do, VBP), (abe, VB)]	time18-cond1.txt	time18-time78-cond1
11	kid	file one file one file one okay	[file, one, file, one, file, one, okay]	[file, one, file, one, file, one, okay]	[(file, NN), (one, CD), (file, NN), (one, CD), (file, NN), (one, CD), (okay, NN)]	[(file, NN), (one, CD), (file, NN), (one, CD), (file, NN), (one, CD), (okay, NN)]	time78-cond1.txt	time18-time78-cond1
13	cgv	you know why	[you, know, why]	[you, know, why]	[(you, PRP), (know, VBP), (why, WRB)]	[(you, PRP), (know, VBP), (why, WRB)]	time18-cond1.txt	time18-time78-cond1
