original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
0	cgv	here abe abe i'm gon ta go up and teetee	[here, abe, abe, i, am, gon, ta, go, up, and, teeter]	[here, abe, abe, i, be, gon, ta, go, up, and, teeter]	[(here, RB), (abe, JJ), (abe, NN), (i, NN), (am, VBP), (gon, NN), (ta, NN), (go, VBP), (up, RB), (and, CC), (teeter, NN)]	[(here, RB), (abe, JJ), (abe, NN), (i, NN), (be, VB), (gon, VBN), (ta, RB), (go, VB), (up, RP), (and, CC), (teeter, NN)]	time111-cond1.txt	time111-time136-cond1
1	kid	did you hear this if i cut this i'll get a humneycuckc	[did, you, hear, this, if, i, cut, this, i, will, get, a, humneycuckc]	[do, you, hear, this, if, i, cut, this, i, will, get, a, humneycuckc]	[(did, VBD), (you, PRP), (hear, VB), (this, DT), (if, IN), (i, JJ), (cut, VBP), (this, DT), (i, NN), (will, MD), (get, VB), (a, DT), (humneycuckc, NN)]	[(do, VB), (you, PRP), (hear, VB), (this, DT), (if, IN), (i, JJ), (cut, VBP), (this, DT), (i, NN), (will, MD), (get, VB), (a, DT), (humneycuckc, NN)]	time136-cond1.txt	time111-time136-cond1
2	cgv	did you carry that big stick all by yourself	[did, you, carry, that, big, stick, all, by, yourself]	[do, you, carry, that, big, stick, all, by, yourself]	[(did, VBD), (you, PRP), (carry, VBP), (that, DT), (big, JJ), (stick, NN), (all, DT), (by, IN), (yourself, PRP)]	[(do, VB), (you, PRP), (carry, VB), (that, DT), (big, JJ), (stick, NN), (all, DT), (by, IN), (yourself, PRP)]	time111-cond1.txt	time111-time136-cond1
3	kid	a humneycuckc	[a, humneycuckc]	[a, humneycuckc]	[(a, DT), (humneycuckc, NN)]	[(a, DT), (humneycuckc, NN)]	time136-cond1.txt	time111-time136-cond1
4	cgv	wow was it heavy	[wow, was, it, heavy]	[wow, be, it, heavy]	[(wow, NN), (was, VBD), (it, PRP), (heavy, JJ)]	[(wow, RB), (be, VB), (it, PRP), (heavy, JJ)]	time111-cond1.txt	time111-time136-cond1
5	kid	yeah is that the bowl you got me no i mean you got me from school	[yeah, is, that, the, bowl, you, got, me, no, i, mean, you, got, me, from, school]	[yeah, be, that, the, bowl, you, get, me, no, i, mean, you, get, me, from, school]	[(yeah, NN), (is, VBZ), (that, IN), (the, DT), (bowl, NN), (you, PRP), (got, VBD), (me, PRP), (no, DT), (i, JJ), (mean, VBP), (you, PRP), (got, VBD), (me, PRP), (from, IN), (school, NN)]	[(yeah, RB), (be, VB), (that, IN), (the, DT), (bowl, NN), (you, PRP), (get, VBP), (me, PRP), (no, DT), (i, JJ), (mean, VBP), (you, PRP), (get, VB), (me, PRP), (from, IN), (school, NN)]	time136-cond1.txt	time111-time136-cond1
6	cgv	let's just use one saw what do you want me to do	[let, us, just, use, one, saw, what, do, you, want, me, to, do]	[let, u, just, use, one, saw, what, do, you, want, me, to, do]	[(let, VB), (us, PRP), (just, RB), (use, VB), (one, CD), (saw, NN), (what, WP), (do, VBP), (you, PRP), (want, VB), (me, PRP), (to, TO), (do, VB)]	[(let, VB), (u, JJ), (just, RB), (use, VBP), (one, CD), (saw, NN), (what, WP), (do, VBP), (you, PRP), (want, VB), (me, PRP), (to, TO), (do, VB)]	time111-cond1.txt	time111-time136-cond1
7	kid	yeah you did a white bowl	[yeah, you, did, a, white, bowl]	[yeah, you, do, a, white, bowl]	[(yeah, NN), (you, PRP), (did, VBD), (a, DT), (white, JJ), (bowl, NN)]	[(yeah, NN), (you, PRP), (do, VBP), (a, DT), (white, JJ), (bowl, NN)]	time136-cond1.txt	time111-time136-cond1
8	cgv	yeah it's a dead one	[yeah, it, is, a, dead, one]	[yeah, it, be, a, dead, one]	[(yeah, NN), (it, PRP), (is, VBZ), (a, DT), (dead, JJ), (one, NN)]	[(yeah, VB), (it, PRP), (be, VB), (a, DT), (dead, JJ), (one, NN)]	time111-cond1.txt	time111-time136-cond1
9	kid	for me for me to keep i'll put the honey on	[for, me, for, me, to, keep, i, will, put, the, honey, on]	[for, me, for, me, to, keep, i, will, put, the, honey, on]	[(for, IN), (me, PRP), (for, IN), (me, PRP), (to, TO), (keep, VB), (i, NN), (will, MD), (put, VB), (the, DT), (honey, NN), (on, IN)]	[(for, IN), (me, PRP), (for, IN), (me, PRP), (to, TO), (keep, VB), (i, NN), (will, MD), (put, VB), (the, DT), (honey, NN), (on, IN)]	time136-cond1.txt	time111-time136-cond1
10	cgv	what do you need help with	[what, do, you, need, help, with]	[what, do, you, need, help, with]	[(what, WP), (do, VBP), (you, PRP), (need, VB), (help, NN), (with, IN)]	[(what, WP), (do, VBP), (you, PRP), (need, VB), (help, NN), (with, IN)]	time111-cond1.txt	time111-time136-cond1
11	kid	i telled you today	[i, telled, you, today]	[i, tell, you, today]	[(i, NN), (telled, VBD), (you, PRP), (today, NN)]	[(i, NN), (tell, VBP), (you, PRP), (today, NN)]	time136-cond1.txt	time111-time136-cond1
12	cgv	do you want me to cut part of it	[do, you, want, me, to, cut, part, of, it]	[do, you, want, me, to, cut, part, of, it]	[(do, VBP), (you, PRP), (want, VB), (me, PRP), (to, TO), (cut, VB), (part, NN), (of, IN), (it, PRP)]	[(do, VBP), (you, PRP), (want, VB), (me, PRP), (to, TO), (cut, VB), (part, NN), (of, IN), (it, PRP)]	time111-cond1.txt	time111-time136-cond1
13	kid	i forgot too tell me what i telled you the story about	[i, forgot, too, tell, me, what, i, telled, you, the, story, about]	[i, forget, too, tell, me, what, i, tell, you, the, story, about]	[(i, NN), (forgot, VBD), (too, RB), (tell, VB), (me, PRP), (what, WP), (i, VB), (telled, VBD), (you, PRP), (the, DT), (story, NN), (about, IN)]	[(i, JJ), (forget, VBP), (too, RB), (tell, VB), (me, PRP), (what, WP), (i, VB), (tell, VBP), (you, PRP), (the, DT), (story, NN), (about, IN)]	time136-cond1.txt	time111-time136-cond1
14	cgv	what do you want me to cut off	[what, do, you, want, me, to, cut, off]	[what, do, you, want, me, to, cut, off]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (me, PRP), (to, TO), (cut, VB), (off, RP)]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (me, PRP), (to, TO), (cut, VB), (off, RP)]	time111-cond1.txt	time111-time136-cond1
15	kid	those things that girl got me and that guy got me	[those, things, that, girl, got, me, and, that, guy, got, me]	[those, thing, that, girl, get, me, and, that, guy, get, me]	[(those, DT), (things, NNS), (that, WDT), (girl, VBP), (got, VBD), (me, PRP), (and, CC), (that, IN), (guy, NN), (got, VBD), (me, PRP)]	[(those, DT), (thing, NN), (that, WDT), (girl, VBZ), (get, VB), (me, PRP), (and, CC), (that, DT), (guy, NN), (get, VB), (me, PRP)]	time136-cond1.txt	time111-time136-cond1
16	cgv	come here and see if you can break it off	[come, here, and, see, if, you, can, break, it, off]	[come, here, and, see, if, you, can, break, it, off]	[(come, VBN), (here, RB), (and, CC), (see, VB), (if, IN), (you, PRP), (can, MD), (break, VB), (it, PRP), (off, RP)]	[(come, VBN), (here, RB), (and, CC), (see, VB), (if, IN), (you, PRP), (can, MD), (break, VB), (it, PRP), (off, RP)]	time111-cond1.txt	time111-time136-cond1
17	kid	i put the petrified wood up on top of that box and i put the rocks in the box	[i, put, the, petrified, wood, up, on, top, of, that, box, and, i, put, the, rocks, in, the, box]	[i, put, the, petrify, wood, up, on, top, of, that, box, and, i, put, the, rock, in, the, box]	[(i, NN), (put, VBD), (the, DT), (petrified, VBN), (wood, NN), (up, RP), (on, IN), (top, NN), (of, IN), (that, DT), (box, NN), (and, CC), (i, NN), (put, VBD), (the, DT), (rocks, NNS), (in, IN), (the, DT), (box, NN)]	[(i, NN), (put, VBD), (the, DT), (petrify, NN), (wood, VBD), (up, RP), (on, IN), (top, NN), (of, IN), (that, DT), (box, NN), (and, CC), (i, NN), (put, VBD), (the, DT), (rock, NN), (in, IN), (the, DT), (box, NN)]	time136-cond1.txt	time111-time136-cond1
