original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
0	cgv	here abe abe i'm gon ta go up and teetee	[here, abe, abe, i, am, gon, ta, go, up, and, teeter]	[here, abe, abe, i, be, gon, ta, go, up, and, teeter]	[(here, RB), (abe, JJ), (abe, NN), (i, NN), (am, VBP), (gon, NN), (ta, NN), (go, VBP), (up, RB), (and, CC), (teeter, NN)]	[(here, RB), (abe, JJ), (abe, NN), (i, NN), (be, VB), (gon, VBN), (ta, RB), (go, VB), (up, RP), (and, CC), (teeter, NN)]	time111-cond1.txt	time111-time45-cond1
1	kid	i don't know	[i, do, not, know]	[i, do, not, know]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	time45-cond1.txt	time111-time45-cond1
2	cgv	did you carry that big stick all by yourself	[did, you, carry, that, big, stick, all, by, yourself]	[do, you, carry, that, big, stick, all, by, yourself]	[(did, VBD), (you, PRP), (carry, VBP), (that, DT), (big, JJ), (stick, NN), (all, DT), (by, IN), (yourself, PRP)]	[(do, VB), (you, PRP), (carry, VB), (that, DT), (big, JJ), (stick, NN), (all, DT), (by, IN), (yourself, PRP)]	time111-cond1.txt	time111-time45-cond1
3	kid	yeah i want ta go to jack and karen's house	[yeah, i, want, ta, go, to, jack, and, karen, 's, house]	[yeah, i, want, ta, go, to, jack, and, karen, 's, house]	[(yeah, NN), (i, NN), (want, VBP), (ta, NN), (go, VBP), (to, TO), (jack, NN), (and, CC), (karen, NN), ('s, POS), (house, NN)]	[(yeah, NN), (i, NN), (want, VBP), (ta, NN), (go, VBP), (to, TO), (jack, NN), (and, CC), (karen, NN), ('s, POS), (house, NN)]	time45-cond1.txt	time111-time45-cond1
4	cgv	wow was it heavy	[wow, was, it, heavy]	[wow, be, it, heavy]	[(wow, NN), (was, VBD), (it, PRP), (heavy, JJ)]	[(wow, RB), (be, VB), (it, PRP), (heavy, JJ)]	time111-cond1.txt	time111-time45-cond1
5	kid	i want ta eat cake when we go at jack and karen's house	[i, want, ta, eat, cake, when, we, go, at, jack, and, karen, 's, house]	[i, want, ta, eat, cake, when, we, go, at, jack, and, karen, 's, house]	[(i, NN), (want, VBP), (ta, NN), (eat, NN), (cake, NN), (when, WRB), (we, PRP), (go, VBP), (at, IN), (jack, NN), (and, CC), (karen, NN), ('s, POS), (house, NN)]	[(i, NN), (want, VBP), (ta, NN), (eat, NN), (cake, NN), (when, WRB), (we, PRP), (go, VBP), (at, IN), (jack, NN), (and, CC), (karen, NN), ('s, POS), (house, NN)]	time45-cond1.txt	time111-time45-cond1
6	cgv	let's just use one saw what do you want me to do	[let, us, just, use, one, saw, what, do, you, want, me, to, do]	[let, u, just, use, one, saw, what, do, you, want, me, to, do]	[(let, VB), (us, PRP), (just, RB), (use, VB), (one, CD), (saw, NN), (what, WP), (do, VBP), (you, PRP), (want, VB), (me, PRP), (to, TO), (do, VB)]	[(let, VB), (u, JJ), (just, RB), (use, VBP), (one, CD), (saw, NN), (what, WP), (do, VBP), (you, PRP), (want, VB), (me, PRP), (to, TO), (do, VB)]	time111-cond1.txt	time111-time45-cond1
7	kid	i don't know what do you think it was	[i, do, not, know, what, do, you, think, it, was]	[i, do, not, know, what, do, you, think, it, be]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (it, PRP), (was, VBD)]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (what, WP), (do, VBP), (you, PRP), (think, VB), (it, PRP), (be, VB)]	time45-cond1.txt	time111-time45-cond1
8	cgv	yeah it's a dead one	[yeah, it, is, a, dead, one]	[yeah, it, be, a, dead, one]	[(yeah, NN), (it, PRP), (is, VBZ), (a, DT), (dead, JJ), (one, NN)]	[(yeah, VB), (it, PRP), (be, VB), (a, DT), (dead, JJ), (one, NN)]	time111-cond1.txt	time111-time45-cond1
9	kid	no chickens don't freeze on someone's face	[no, chickens, do, not, freeze, on, someone, 's, face]	[no, chicken, do, not, freeze, on, someone, 's, face]	[(no, DT), (chickens, NNS), (do, VBP), (not, RB), (freeze, VB), (on, IN), (someone, NN), ('s, POS), (face, NN)]	[(no, DT), (chicken, NN), (do, VBP), (not, RB), (freeze, VB), (on, IN), (someone, NN), ('s, POS), (face, NN)]	time45-cond1.txt	time111-time45-cond1
