original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
0	cgv	yeah what did you do at school today	[yeah, what, did, you, do, at, school, today]	[yeah, what, do, you, do, at, school, today]	[(yeah, VB), (what, WP), (did, VBD), (you, PRP), (do, VB), (at, IN), (school, NN), (today, NN)]	[(yeah, VB), (what, WP), (do, VB), (you, PRP), (do, VB), (at, IN), (school, NN), (today, NN)]	time150-cond1.txt	time150-time42-cond1
0	kid	 with you	[with, you]	[with, you]	[(with, IN), (you, PRP)]	[(with, IN), (you, PRP)]	time42-cond1.txt	time150-time42-cond1
2	cgv	sure you made a snowman	[sure, you, made, a, snowman]	[sure, you, make, a, snowman]	[(sure, NN), (you, PRP), (made, VBD), (a, DT), (snowman, NN)]	[(sure, NN), (you, PRP), (make, VBP), (a, DT), (snowman, NN)]	time150-cond1.txt	time150-time42-cond1
2	kid	 i need to take a bath with you	[i, need, to, take, a, bath, with, you]	[i, need, to, take, a, bath, with, you]	[(i, NNS), (need, VBP), (to, TO), (take, VB), (a, DT), (bath, NN), (with, IN), (you, PRP)]	[(i, NNS), (need, VBP), (to, TO), (take, VB), (a, DT), (bath, NN), (with, IN), (you, PRP)]	time42-cond1.txt	time150-time42-cond1
4	cgv	it's a snowman we can make	[it, is, a, snowman, we, can, make]	[it, be, a, snowman, we, can, make]	[(it, PRP), (is, VBZ), (a, DT), (snowman, NN), (we, PRP), (can, MD), (make, VB)]	[(it, PRP), (be, VB), (a, DT), (snowman, NN), (we, PRP), (can, MD), (make, VB)]	time150-cond1.txt	time150-time42-cond1
4	kid	i do want to	[i, do, want, to]	[i, do, want, to]	[(i, NNS), (do, VBP), (want, VB), (to, TO)]	[(i, NNS), (do, VBP), (want, VB), (to, TO)]	time42-cond1.txt	time150-time42-cond1
6	cgv	how come	[how, come]	[how, come]	[(how, WRB), (come, JJ)]	[(how, WRB), (come, JJ)]	time150-cond1.txt	time150-time42-cond1
6	kid	where's my where's my other candies	[where, is, my, where, is, my, other, candies]	[where, be, my, where, be, my, other, candy]	[(where, WRB), (is, VBZ), (my, PRP$), (where, WRB), (is, VBZ), (my, PRP$), (other, JJ), (candies, NNS)]	[(where, WRB), (be, VB), (my, PRP$), (where, WRB), (be, VB), (my, PRP$), (other, JJ), (candy, NN)]	time42-cond1.txt	time150-time42-cond1
8	cgv	it's what	[it, is, what]	[it, be, what]	[(it, PRP), (is, VBZ), (what, WP)]	[(it, PRP), (be, VB), (what, WP)]	time150-cond1.txt	time150-time42-cond1
8	kid	right there	[right, there]	[right, there]	[(right, RB), (there, EX)]	[(right, RB), (there, EX)]	time42-cond1.txt	time150-time42-cond1
10	cgv	was it made out of paper how small was it	[was, it, made, out, of, paper, how, small, was, it]	[be, it, make, out, of, paper, how, small, be, it]	[(was, VBD), (it, PRP), (made, VBD), (out, IN), (of, IN), (paper, NN), (how, WRB), (small, JJ), (was, VBD), (it, PRP)]	[(be, VB), (it, PRP), (make, VB), (out, IN), (of, IN), (paper, NN), (how, WRB), (small, JJ), (be, VB), (it, PRP)]	time150-cond1.txt	time150-time42-cond1
10	kid	 they are right there	[they, are, right, there]	[they, be, right, there]	[(they, PRP), (are, VBP), (right, JJ), (there, RB)]	[(they, PRP), (be, VB), (right, RB), (there, EX)]	time42-cond1.txt	time150-time42-cond1
12	cgv	that is pretty small	[that, is, pretty, small]	[that, be, pretty, small]	[(that, DT), (is, VBZ), (pretty, RB), (small, JJ)]	[(that, DT), (be, VB), (pretty, RB), (small, JJ)]	time150-cond1.txt	time150-time42-cond1
12	kid	you got in don't don't	[you, got, in, do, not, do, not]	[you, get, in, do, not, do, not]	[(you, PRP), (got, VBD), (in, IN), (do, NN), (not, RB), (do, VB), (not, RB)]	[(you, PRP), (get, VBP), (in, IN), (do, NN), (not, RB), (do, VB), (not, RB)]	time42-cond1.txt	time150-time42-cond1
14	cgv	that's a fossil	[that, is, a, fossil]	[that, be, a, fossil]	[(that, DT), (is, VBZ), (a, DT), (fossil, NN)]	[(that, DT), (be, VB), (a, DT), (fossil, NN)]	time150-cond1.txt	time150-time42-cond1
14	kid	i'm gon ta wash my legs	[i, am, gon, ta, wash, my, legs]	[i, be, gon, ta, wash, my, leg]	[(i, NN), (am, VBP), (gon, NN), (ta, NN), (wash, NN), (my, PRP$), (legs, NNS)]	[(i, NN), (be, VB), (gon, VBN), (ta, JJ), (wash, NN), (my, PRP$), (leg, NN)]	time42-cond1.txt	time150-time42-cond1
