original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
1	cgv	how come	[how, come]	[how, come]	[(how, WRB), (come, JJ)]	[(how, WRB), (come, JJ)]	time135-cond1.txt	time135-time108-cond1
1	kid	people people	[people, people]	[people, people]	[(people, NNS), (people, NNS)]	[(people, NNS), (people, NNS)]	time108-cond1.txt	time135-time108-cond1
3	cgv	okay what do you want	[okay, what, do, you, want]	[okay, what, do, you, want]	[(okay, VB), (what, WP), (do, VBP), (you, PRP), (want, VB)]	[(okay, VB), (what, WP), (do, VBP), (you, PRP), (want, VB)]	time135-cond1.txt	time135-time108-cond1
3	kid	syrup was a good one	[syrup, was, a, good, one]	[syrup, be, a, good, one]	[(syrup, NN), (was, VBD), (a, DT), (good, JJ), (one, NN)]	[(syrup, NN), (be, VB), (a, DT), (good, JJ), (one, NN)]	time108-cond1.txt	time135-time108-cond1
5	cgv	in here	[in, here]	[in, here]	[(in, IN), (here, RB)]	[(in, IN), (here, RB)]	time135-cond1.txt	time135-time108-cond1
5	kid	i said syrup is a good one for pancakes	[i, said, syrup, is, a, good, one, for, pancakes]	[i, say, syrup, be, a, good, one, for, pancake]	[(i, NN), (said, VBD), (syrup, NN), (is, VBZ), (a, DT), (good, JJ), (one, NN), (for, IN), (pancakes, NNS)]	[(i, NNS), (say, VBP), (syrup, RB), (be, VB), (a, DT), (good, JJ), (one, NN), (for, IN), (pancake, NN)]	time108-cond1.txt	time135-time108-cond1
7	cgv	i'll lift you up	[i, will, lift, you, up]	[i, will, lift, you, up]	[(i, NN), (will, MD), (lift, VB), (you, PRP), (up, RP)]	[(i, NN), (will, MD), (lift, VB), (you, PRP), (up, RP)]	time135-cond1.txt	time135-time108-cond1
7	kid	for littlest	[for, littlest]	[for, little]	[(for, IN), (littlest, JJS)]	[(for, IN), (little, JJ)]	time108-cond1.txt	time135-time108-cond1
9	cgv	not yet i'll put it in in just a second	[not, yet, i, will, put, it, in, in, just, a, second]	[not, yet, i, will, put, it, in, in, just, a, second]	[(not, RB), (yet, RB), (i, VB), (will, MD), (put, VB), (it, PRP), (in, IN), (in, IN), (just, RB), (a, DT), (second, JJ)]	[(not, RB), (yet, RB), (i, VB), (will, MD), (put, VB), (it, PRP), (in, IN), (in, IN), (just, RB), (a, DT), (second, JJ)]	time135-cond1.txt	time135-time108-cond1
9	kid	yeah i'm really hungry that's half long that's half long	[yeah, i, am, really, hungry, that, is, half, long, that, is, half, long]	[yeah, i, be, really, hungry, that, be, half, long, that, be, half, long]	[(yeah, NN), (i, NN), (am, VBP), (really, RB), (hungry, JJ), (that, WDT), (is, VBZ), (half, RB), (long, JJ), (that, WDT), (is, VBZ), (half, RB), (long, JJ)]	[(yeah, NN), (i, NN), (be, VB), (really, RB), (hungry, JJ), (that, IN), (be, VB), (half, JJ), (long, JJ), (that, IN), (be, VB), (half, JJ), (long, JJ)]	time108-cond1.txt	time135-time108-cond1
11	cgv	you can get up	[you, can, get, up]	[you, can, get, up]	[(you, PRP), (can, MD), (get, VB), (up, RP)]	[(you, PRP), (can, MD), (get, VB), (up, RP)]	time135-cond1.txt	time135-time108-cond1
11	kid	mommy do you want any more of my pancakes	[mommy, do, you, want, any, more, of, my, pancakes]	[mommy, do, you, want, any, more, of, my, pancake]	[(mommy, NNS), (do, VBP), (you, PRP), (want, VB), (any, DT), (more, JJR), (of, IN), (my, PRP$), (pancakes, NNS)]	[(mommy, NNS), (do, VBP), (you, PRP), (want, VB), (any, DT), (more, JJR), (of, IN), (my, PRP$), (pancake, NN)]	time108-cond1.txt	time135-time108-cond1
13	cgv	what stuff	[what, stuff]	[what, stuff]	[(what, WP), (stuff, NN)]	[(what, WP), (stuff, NN)]	time135-cond1.txt	time135-time108-cond1
13	kid	i'm squashing them okay mom dad would you like to feel this	[i, am, squashing, them, okay, mom, dad, would, you, like, to, feel, this]	[i, be, squash, them, okay, mom, dad, would, you, like, to, feel, this]	[(i, NN), (am, VBP), (squashing, VBG), (them, PRP), (okay, JJ), (mom, NN), (dad, NN), (would, MD), (you, PRP), (like, IN), (to, TO), (feel, VB), (this, DT)]	[(i, NN), (be, VB), (squash, VBN), (them, PRP), (okay, VBP), (mom, JJ), (dad, NN), (would, MD), (you, PRP), (like, IN), (to, TO), (feel, VB), (this, DT)]	time108-cond1.txt	time135-time108-cond1
15	cgv	you can't sit there	[you, can, not, sit, there]	[you, can, not, sit, there]	[(you, PRP), (can, MD), (not, RB), (sit, VB), (there, RB)]	[(you, PRP), (can, MD), (not, RB), (sit, VB), (there, RB)]	time135-cond1.txt	time135-time108-cond1
