original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
0	cgv	i haven't been to school yet abe	[i, have, not, been, to, school, yet, abe]	[i, have, not, be, to, school, yet, abe]	[(i, NNS), (have, VBP), (not, RB), (been, VBN), (to, TO), (school, NN), (yet, RB), (abe, JJ)]	[(i, NNS), (have, VBP), (not, RB), (be, VB), (to, TO), (school, NN), (yet, RB), (abe, JJ)]	time164-cond1.txt	time164-time40-cond1
0	kid	see mommy i maked red i maked red mommy	[see, mommy, i, make, red, i, make, red, mommy]	[see, mommy, i, make, red, i, make, red, mommy]	[(see, VB), (mommy, JJ), (i, NNS), (make, VBP), (red, JJ), (i, NNS), (make, VBP), (red, JJ), (mommy, NN)]	[(see, VB), (mommy, JJ), (i, NNS), (make, VBP), (red, JJ), (i, NNS), (make, VBP), (red, JJ), (mommy, NN)]	time40-cond1.txt	time164-time40-cond1
2	cgv	out of what	[out, of, what]	[out, of, what]	[(out, IN), (of, IN), (what, WP)]	[(out, IN), (of, IN), (what, WP)]	time164-cond1.txt	time164-time40-cond1
2	kid	 i like my paints you gottedn for me mommy	[i, like, my, paints, you, gotten, for, me, mommy]	[i, like, my, paint, you, get, for, me, mommy]	[(i, NN), (like, IN), (my, PRP$), (paints, NNS), (you, PRP), (gotten, VBP), (for, IN), (me, PRP), (mommy, NN)]	[(i, NN), (like, IN), (my, PRP$), (paint, NN), (you, PRP), (get, VBP), (for, IN), (me, PRP), (mommy, NN)]	time40-cond1.txt	time164-time40-cond1
4	cgv	what do you want to make	[what, do, you, want, to, make]	[what, do, you, want, to, make]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (make, VB)]	[(what, WP), (do, VBP), (you, PRP), (want, VB), (to, TO), (make, VB)]	time164-cond1.txt	time164-time40-cond1
4	kid	 i like them	[i, like, them]	[i, like, them]	[(i, NNS), (like, VBP), (them, PRP)]	[(i, NNS), (like, VBP), (them, PRP)]	time40-cond1.txt	time164-time40-cond1
6	cgv	aren't you going to eat any more of your waffle	[are, not, you, going, to, eat, any, more, of, your, waffle]	[be, not, you, go, to, eat, any, more, of, your, waffle]	[(are, VBP), (not, RB), (you, PRP), (going, VBG), (to, TO), (eat, VB), (any, DT), (more, JJR), (of, IN), (your, PRP$), (waffle, NN)]	[(be, VB), (not, RB), (you, PRP), (go, VBP), (to, TO), (eat, VB), (any, DT), (more, JJR), (of, IN), (your, PRP$), (waffle, NN)]	time164-cond1.txt	time164-time40-cond1
6	kid	i like my friends at mine school also mommy	[i, like, my, friends, at, mine, school, also, mommy]	[i, like, my, friend, at, mine, school, also, mommy]	[(i, NN), (like, IN), (my, PRP$), (friends, NNS), (at, IN), (mine, JJ), (school, NN), (also, RB), (mommy, VBD)]	[(i, NN), (like, IN), (my, PRP$), (friend, NN), (at, IN), (mine, JJ), (school, NN), (also, RB), (mommy, VBD)]	time40-cond1.txt	time164-time40-cond1
8	cgv	my dinner	[my, dinner]	[my, dinner]	[(my, PRP$), (dinner, NN)]	[(my, PRP$), (dinner, NN)]	time164-cond1.txt	time164-time40-cond1
8	kid	i like them also i like claudia	[i, like, them, also, i, like, claudia]	[i, like, them, also, i, like, claudia]	[(i, NNS), (like, VBP), (them, PRP), (also, RB), (i, VBP), (like, IN), (claudia, NN)]	[(i, NNS), (like, VBP), (them, PRP), (also, RB), (i, VBP), (like, IN), (claudia, NN)]	time40-cond1.txt	time164-time40-cond1
10	cgv	i'm drinking coffee right now	[i, am, drinking, coffee, right, now]	[i, be, drink, coffee, right, now]	[(i, NN), (am, VBP), (drinking, VBG), (coffee, NN), (right, RB), (now, RB)]	[(i, NN), (be, VB), (drink, VBN), (coffee, JJ), (right, NN), (now, RB)]	time164-cond1.txt	time164-time40-cond1
10	kid	i like brian also	[i, like, brian, also]	[i, like, brian, also]	[(i, NNS), (like, VBP), (brian, NN), (also, RB)]	[(i, NNS), (like, VBP), (brian, NN), (also, RB)]	time40-cond1.txt	time164-time40-cond1
12	cgv	i'm sure she ate before she went to work	[i, am, sure, she, ate, before, she, went, to, work]	[i, be, sure, she, eat, before, she, go, to, work]	[(i, NN), (am, VBP), (sure, JJ), (she, PRP), (ate, VBD), (before, IN), (she, PRP), (went, VBD), (to, TO), (work, VB)]	[(i, NN), (be, VB), (sure, JJ), (she, PRP), (eat, VBD), (before, IN), (she, PRP), (go, VBP), (to, TO), (work, VB)]	time164-cond1.txt	time164-time40-cond1
12	kid	mommy look what i painted see	[mommy, look, what, i, painted, see]	[mommy, look, what, i, paint, see]	[(mommy, JJ), (look, VBP), (what, WP), (i, NN), (painted, VBD), (see, NN)]	[(mommy, JJ), (look, VBP), (what, WP), (i, JJ), (paint, NN), (see, NN)]	time40-cond1.txt	time164-time40-cond1
14	cgv	okay when did you tell me that	[okay, when, did, you, tell, me, that]	[okay, when, do, you, tell, me, that]	[(okay, NN), (when, WRB), (did, VBD), (you, PRP), (tell, VB), (me, PRP), (that, IN)]	[(okay, NN), (when, WRB), (do, VBP), (you, PRP), (tell, VB), (me, PRP), (that, IN)]	time164-cond1.txt	time164-time40-cond1
14	kid	it's a picture	[it, is, a, picture]	[it, be, a, picture]	[(it, PRP), (is, VBZ), (a, DT), (picture, NN)]	[(it, PRP), (be, VB), (a, DT), (picture, NN)]	time40-cond1.txt	time164-time40-cond1
16	cgv	up where do you think i heard you	[up, where, do, you, think, i, heard, you]	[up, where, do, you, think, i, heard, you]	[(up, RB), (where, WRB), (do, VBP), (you, PRP), (think, VB), (i, VB), (heard, NN), (you, PRP)]	[(up, RB), (where, WRB), (do, VBP), (you, PRP), (think, VB), (i, VB), (heard, NN), (you, PRP)]	time164-cond1.txt	time164-time40-cond1
16	kid	it's a elephant	[it, is, a, elephant]	[it, be, a, elephant]	[(it, PRP), (is, VBZ), (a, DT), (elephant, NN)]	[(it, PRP), (be, VB), (a, DT), (elephant, JJ)]	time40-cond1.txt	time164-time40-cond1
18	cgv	how come	[how, come]	[how, come]	[(how, WRB), (come, JJ)]	[(how, WRB), (come, JJ)]	time164-cond1.txt	time164-time40-cond1
18	kid	 we seed one at the zoo	[we, seed, one, at, the, zoo]	[we, seed, one, at, the, zoo]	[(we, PRP), (seed, NN), (one, CD), (at, IN), (the, DT), (zoo, NN)]	[(we, PRP), (seed, NN), (one, CD), (at, IN), (the, DT), (zoo, NN)]	time40-cond1.txt	time164-time40-cond1
20	cgv	that's right	[that, is, right]	[that, be, right]	[(that, DT), (is, VBZ), (right, JJ)]	[(that, DT), (be, VB), (right, JJ)]	time164-cond1.txt	time164-time40-cond1
20	kid	 hay he ate hay	[hay, he, ate, hay]	[hay, he, eat, hay]	[(hay, NN), (he, PRP), (ate, VBD), (hay, NN)]	[(hay, NN), (he, PRP), (eat, VBZ), (hay, NN)]	time40-cond1.txt	time164-time40-cond1
22	cgv	because i think i was in the shower	[because, i, think, i, was, in, the, shower]	[because, i, think, i, be, in, the, shower]	[(because, IN), (i, JJ), (think, VBP), (i, NN), (was, VBD), (in, IN), (the, DT), (shower, NN)]	[(because, IN), (i, JJ), (think, VBP), (i, JJ), (be, VB), (in, IN), (the, DT), (shower, NN)]	time164-cond1.txt	time164-time40-cond1
22	kid	 and peanuts we getted some peanuts for him	[and, peanuts, we, petted, some, peanuts, for, him]	[and, peanuts, we, pet, some, peanut, for, him]	[(and, CC), (peanuts, VBZ), (we, PRP), (petted, VBD), (some, DT), (peanuts, NNS), (for, IN), (him, PRP)]	[(and, CC), (peanuts, VBZ), (we, PRP), (pet, VBP), (some, DT), (peanut, NN), (for, IN), (him, PRP)]	time40-cond1.txt	time164-time40-cond1
24	cgv	i don't know	[i, do, not, know]	[i, do, not, know]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	[(i, NNS), (do, VBP), (not, RB), (know, VB)]	time164-cond1.txt	time164-time40-cond1
24	kid	i want ta go at the zoo now	[i, want, ta, go, at, the, zoo, now]	[i, want, ta, go, at, the, zoo, now]	[(i, NN), (want, VBP), (ta, NN), (go, VBP), (at, IN), (the, DT), (zoo, NN), (now, RB)]	[(i, NN), (want, VBP), (ta, NN), (go, VBP), (at, IN), (the, DT), (zoo, NN), (now, RB)]	time40-cond1.txt	time164-time40-cond1
26	cgv	you do	[you, do]	[you, do]	[(you, PRP), (do, VBP)]	[(you, PRP), (do, VBP)]	time164-cond1.txt	time164-time40-cond1
26	kid	when we go at the zoo i want ta get some peanuts and and and get them to the zebras	[when, we, go, at, the, zoo, i, want, ta, get, some, peanuts, and, and, and, get, them, to, the, zebras]	[when, we, go, at, the, zoo, i, want, ta, get, some, peanut, and, and, and, get, them, to, the, zebra]	[(when, WRB), (we, PRP), (go, VBP), (at, IN), (the, DT), (zoo, NN), (i, NN), (want, VBP), (ta, NN), (get, VB), (some, DT), (peanuts, NNS), (and, CC), (and, CC), (and, CC), (get, VB), (them, PRP), (to, TO), (the, DT), (zebras, NN)]	[(when, WRB), (we, PRP), (go, VBP), (at, IN), (the, DT), (zoo, NN), (i, NN), (want, VBP), (ta, NN), (get, VB), (some, DT), (peanut, NN), (and, CC), (and, CC), (and, CC), (get, VB), (them, PRP), (to, TO), (the, DT), (zebra, NN)]	time40-cond1.txt	time164-time40-cond1
28	cgv	okay i'll wait for you down here	[okay, i, will, wait, for, you, down, here]	[okay, i, will, wait, for, you, down, here]	[(okay, NN), (i, NN), (will, MD), (wait, VB), (for, IN), (you, PRP), (down, RP), (here, RB)]	[(okay, NN), (i, NN), (will, MD), (wait, VB), (for, IN), (you, PRP), (down, RP), (here, RB)]	time164-cond1.txt	time164-time40-cond1
28	kid	 i want ta wash my hands	[i, want, ta, wash, my, hands]	[i, want, ta, wash, my, hand]	[(i, NN), (want, VBP), (ta, NN), (wash, NN), (my, PRP$), (hands, NNS)]	[(i, NN), (want, VBP), (ta, NN), (wash, NN), (my, PRP$), (hand, NN)]	time40-cond1.txt	time164-time40-cond1
30	cgv	can't you wipe yourself	[can, not, you, wipe, yourself]	[can, not, you, wipe, yourself]	[(can, MD), (not, RB), (you, PRP), (wipe, VBP), (yourself, PRP)]	[(can, MD), (not, RB), (you, PRP), (wipe, VBP), (yourself, PRP)]	time164-cond1.txt	time164-time40-cond1
30	kid	you help me okay	[you, help, me, okay]	[you, help, me, okay]	[(you, PRP), (help, VBP), (me, PRP), (okay, VB)]	[(you, PRP), (help, VBP), (me, PRP), (okay, VB)]	time40-cond1.txt	time164-time40-cond1
32	cgv	why can't you wipe yourself	[why, can, not, you, wipe, yourself]	[why, can, not, you, wipe, yourself]	[(why, WRB), (can, MD), (not, RB), (you, PRP), (wipe, VBP), (yourself, PRP)]	[(why, WRB), (can, MD), (not, RB), (you, PRP), (wipe, VBP), (yourself, PRP)]	time164-cond1.txt	time164-time40-cond1
32	kid	 it rained when we played outside	[it, rained, when, we, played, outside]	[it, rain, when, we, play, outside]	[(it, PRP), (rained, VBD), (when, WRB), (we, PRP), (played, VBD), (outside, RP)]	[(it, PRP), (rain, VBZ), (when, WRB), (we, PRP), (play, VBP), (outside, JJ)]	time40-cond1.txt	time164-time40-cond1
34	cgv	decide what you're going to make i will in just a second	[decide, what, you, are, going, to, make, i, will, in, just, a, second]	[decide, what, you, be, go, to, make, i, will, in, just, a, second]	[(decide, VB), (what, WP), (you, PRP), (are, VBP), (going, VBG), (to, TO), (make, VB), (i, NN), (will, MD), (in, IN), (just, RB), (a, DT), (second, JJ)]	[(decide, VB), (what, WP), (you, PRP), (be, VB), (go, VBN), (to, TO), (make, VB), (i, NN), (will, MD), (in, IN), (just, RB), (a, DT), (second, JJ)]	time164-cond1.txt	time164-time40-cond1
34	kid	we goedn inside	[we, good, inside]	[we, good, inside]	[(we, PRP), (good, JJ), (inside, IN)]	[(we, PRP), (good, JJ), (inside, IN)]	time40-cond1.txt	time164-time40-cond1
36	cgv	that car	[that, car]	[that, car]	[(that, DT), (car, NN)]	[(that, DT), (car, NN)]	time164-cond1.txt	time164-time40-cond1
