original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
1	cgv	did you put it over here	[did, you, put, it, over, here]	[do, you, put, it, over, here]	[(did, VBD), (you, PRP), (put, VB), (it, PRP), (over, IN), (here, RB)]	[(do, VB), (you, PRP), (put, VB), (it, PRP), (over, IN), (here, RB)]	time76-cond1.txt	time76-time60-cond1
1	kid	you know when i sleeped rufus started to barked too loud and then i waked up	[you, know, when, i, seeped, rufus, started, to, barked, too, loud, and, then, i, waked, up]	[you, know, when, i, seep, rufus, start, to, bark, too, loud, and, then, i, wake, up]	[(you, PRP), (know, VBP), (when, WRB), (i, NN), (seeped, VBD), (rufus, RB), (started, VBN), (to, TO), (barked, VB), (too, RB), (loud, JJ), (and, CC), (then, RB), (i, NN), (waked, VBD), (up, RP)]	[(you, PRP), (know, VBP), (when, WRB), (i, JJ), (seep, VBP), (rufus, JJ), (start, NN), (to, TO), (bark, VB), (too, RB), (loud, JJ), (and, CC), (then, RB), (i, NNS), (wake, VBP), (up, RP)]	time60-cond1.txt	time76-time60-cond1
3	cgv	i don't know abe i didn't put it anywhere i don't even know what it looks like	[i, do, not, know, abe, i, did, not, put, it, anywhere, i, do, not, even, know, what, it, looks, like]	[i, do, not, know, abe, i, do, not, put, it, anywhere, i, do, not, even, know, what, it, look, like]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (abe, IN), (i, NN), (did, VBD), (not, RB), (put, VB), (it, PRP), (anywhere, RB), (i, VB), (do, VBP), (not, RB), (even, RB), (know, VBP), (what, WP), (it, PRP), (looks, VBZ), (like, IN)]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (abe, NN), (i, NNS), (do, VBP), (not, RB), (put, VB), (it, PRP), (anywhere, RB), (i, VB), (do, VBP), (not, RB), (even, RB), (know, VBP), (what, WP), (it, PRP), (look, VBP), (like, IN)]	time76-cond1.txt	time76-time60-cond1
3	kid	i goedn back to sleep pudge is a cranky dog i like rufus better from pudge	[i, good, back, to, sleep, pudge, is, a, cranky, dog, i, like, rufus, better, from, pudge]	[i, good, back, to, sleep, pudge, be, a, cranky, dog, i, like, rufus, well, from, pudge]	[(i, NN), (good, VBD), (back, RB), (to, TO), (sleep, VB), (pudge, NN), (is, VBZ), (a, DT), (cranky, JJ), (dog, NN), (i, NN), (like, IN), (rufus, NN), (better, RBR), (from, IN), (pudge, NN)]	[(i, NN), (good, VBD), (back, RB), (to, TO), (sleep, VB), (pudge, NN), (be, VB), (a, DT), (cranky, JJ), (dog, NN), (i, NN), (like, IN), (rufus, NN), (well, RB), (from, IN), (pudge, NN)]	time60-cond1.txt	time76-time60-cond1
5	cgv	it has bumps on it	[it, has, bumps, on, it]	[it, have, bump, on, it]	[(it, PRP), (has, VBZ), (bumps, VBN), (on, IN), (it, PRP)]	[(it, PRP), (have, VBP), (bump, VBN), (on, IN), (it, PRP)]	time76-cond1.txt	time76-time60-cond1
5	kid	i want ta see the presents	[i, want, ta, see, the, presents]	[i, want, ta, see, the, present]	[(i, NN), (want, VBP), (ta, NN), (see, VBP), (the, DT), (presents, NNS)]	[(i, NN), (want, VBP), (ta, NN), (see, VBP), (the, DT), (present, JJ)]	time60-cond1.txt	time76-time60-cond1
7	cgv	what color is it	[what, color, is, it]	[what, color, be, it]	[(what, WP), (color, NN), (is, VBZ), (it, PRP)]	[(what, WP), (color, NN), (be, VB), (it, PRP)]	time76-cond1.txt	time76-time60-cond1
7	kid	what school	[what, school]	[what, school]	[(what, WP), (school, NN)]	[(what, WP), (school, NN)]	time60-cond1.txt	time76-time60-cond1
9	cgv	here it is it was under the scarf can i see it  i see do you need some suds	[here, it, is, it, was, under, the, scarf, can, i, see, it, i, see, do, you, need, some, suds]	[here, it, be, it, be, under, the, scarf, can, i, see, it, i, see, do, you, need, some, suds]	[(here, RB), (it, PRP), (is, VBZ), (it, PRP), (was, VBD), (under, IN), (the, DT), (scarf, NN), (can, MD), (i, VB), (see, VB), (it, PRP), (i, VB), (see, VBP), (do, VBP), (you, PRP), (need, VB), (some, DT), (suds, NNS)]	[(here, RB), (it, PRP), (be, VB), (it, PRP), (be, VB), (under, IN), (the, DT), (scarf, NN), (can, MD), (i, VB), (see, VB), (it, PRP), (i, VB), (see, VBP), (do, VBP), (you, PRP), (need, VB), (some, DT), (suds, NNS)]	time76-cond1.txt	time76-time60-cond1
9	kid	i don't know i don't know	[i, do, not, know, i, do, not, know]	[i, do, not, know, i, do, not, know]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (i, RB), (do, VBP), (not, RB), (know, VB)]	[(i, NNS), (do, VBP), (not, RB), (know, VB), (i, RB), (do, VBP), (not, RB), (know, VB)]	time60-cond1.txt	time76-time60-cond1
11	cgv	okay here you go it's full i hope you get it clean i hope you get pluto clean with all those suds are you getting him clean how did he get so dirty	[okay, here, you, go, it, is, full, i, hope, you, get, it, clean, i, hope, you, get, pluto, clean, with, all, those, suds, are, you, getting, him, clean, how, did, he, get, so, dirty]	[okay, here, you, go, it, be, full, i, hope, you, get, it, clean, i, hope, you, get, pluto, clean, with, all, those, suds, be, you, get, him, clean, how, do, he, get, so, dirty]	[(okay, NN), (here, RB), (you, PRP), (go, VBP), (it, PRP), (is, VBZ), (full, JJ), (i, NN), (hope, VBP), (you, PRP), (get, VB), (it, PRP), (clean, JJ), (i, JJ), (hope, VBP), (you, PRP), (get, VBP), (pluto, JJ), (clean, JJ), (with, IN), (all, PDT), (those, DT), (suds, NNS), (are, VBP), (you, PRP), (getting, VBG), (him, PRP), (clean, JJ), (how, WRB), (did, VBD), (he, PRP), (get, VB), (so, RB), (dirty, JJ)]	[(okay, NN), (here, RB), (you, PRP), (go, VBP), (it, PRP), (be, VB), (full, JJ), (i, NN), (hope, VBP), (you, PRP), (get, VB), (it, PRP), (clean, JJ), (i, JJ), (hope, VBP), (you, PRP), (get, VBP), (pluto, JJ), (clean, JJ), (with, IN), (all, PDT), (those, DT), (suds, JJ), (be, VB), (you, PRP), (get, VB), (him, PRP), (clean, VB), (how, WRB), (do, VB), (he, PRP), (get, VB), (so, RB), (dirty, JJ)]	time76-cond1.txt	time76-time60-cond1
11	kid	okay i i i can't find carrothead	[okay, i, i, i, can, not, find, arrowhead]	[okay, i, i, i, can, not, find, arrowhead]	[(okay, IN), (i, NN), (i, VBP), (i, NNS), (can, MD), (not, RB), (find, VB), (arrowhead, JJ)]	[(okay, IN), (i, NN), (i, VBP), (i, NNS), (can, MD), (not, RB), (find, VB), (arrowhead, JJ)]	time60-cond1.txt	time76-time60-cond1
13	cgv	 they broke him paul's the one who broke him abe he just didn't know his own strength	[they, broke, him, paul, 's, the, one, who, broke, him, abe, he, just, did, not, know, his, own, strength]	[they, break, him, paul, 's, the, one, who, break, him, abe, he, just, do, not, know, his, own, strength]	[(they, PRP), (broke, VBD), (him, PRP), (paul, NN), ('s, POS), (the, DT), (one, NN), (who, WP), (broke, VBD), (him, PRP), (abe, VB), (he, PRP), (just, RB), (did, VBD), (not, RB), (know, VB), (his, PRP$), (own, JJ), (strength, NN)]	[(they, PRP), (break, VBP), (him, PRP), (paul, NN), ('s, POS), (the, DT), (one, NN), (who, WP), (break, VBZ), (him, PRP), (abe, IN), (he, PRP), (just, RB), (do, VBP), (not, RB), (know, VB), (his, PRP$), (own, JJ), (strength, NN)]	time76-cond1.txt	time76-time60-cond1
13	kid	what is this what is this	[what, is, this, what, is, this]	[what, be, this, what, be, this]	[(what, WP), (is, VBZ), (this, DT), (what, WP), (is, VBZ), (this, DT)]	[(what, WP), (be, VB), (this, DT), (what, WP), (be, VB), (this, DT)]	time60-cond1.txt	time76-time60-cond1
15	cgv	it did make sense	[it, did, make, sense]	[it, do, make, sense]	[(it, PRP), (did, VBD), (make, VB), (sense, NN)]	[(it, PRP), (do, VBP), (make, VB), (sense, NN)]	time76-cond1.txt	time76-time60-cond1
15	kid	see the shoes can't stick on him	[see, the, shoes, can, not, stick, on, him]	[see, the, shoe, can, not, stick, on, him]	[(see, VB), (the, DT), (shoes, NNS), (can, MD), (not, RB), (stick, VB), (on, IN), (him, PRP)]	[(see, VB), (the, DT), (shoe, NN), (can, MD), (not, RB), (stick, VB), (on, IN), (him, PRP)]	time60-cond1.txt	time76-time60-cond1
17	cgv	what abe	[what, abe]	[what, abe]	[(what, WP), (abe, NN)]	[(what, WP), (abe, NN)]	time76-cond1.txt	time76-time60-cond1
