original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
1	cgv	that's the kind of sugar that they put on candy to make it sweet what are you thinking about	[that, is, the, kind, of, sugar, that, they, put, on, candy, to, make, it, sweet, what, are, you, thinking, about]	[that, be, the, kind, of, sugar, that, they, put, on, candy, to, make, it, sweet, what, be, you, think, about]	[(that, DT), (is, VBZ), (the, DT), (kind, NN), (of, IN), (sugar, NN), (that, IN), (they, PRP), (put, VBD), (on, IN), (candy, NN), (to, TO), (make, VB), (it, PRP), (sweet, VB), (what, WP), (are, VBP), (you, PRP), (thinking, VBG), (about, IN)]	[(that, DT), (be, VB), (the, DT), (kind, NN), (of, IN), (sugar, NN), (that, IN), (they, PRP), (put, VBD), (on, IN), (candy, NN), (to, TO), (make, VB), (it, PRP), (sweet, VB), (what, WP), (be, VB), (you, PRP), (think, VBP), (about, IN)]	time119-cond1.txt	time119-time85-cond1
1	kid	a lion	[a, lion]	[a, lion]	[(a, DT), (lion, NN)]	[(a, DT), (lion, NN)]	time85-cond1.txt	time119-time85-cond1
3	cgv	i sure do	[i, sure, do]	[i, sure, do]	[(i, JJ), (sure, JJ), (do, VBP)]	[(i, JJ), (sure, JJ), (do, VBP)]	time119-cond1.txt	time119-time85-cond1
3	kid	at greggy's house	[at, gregg, 's, house]	[at, gregg, 's, house]	[(at, IN), (gregg, NN), ('s, POS), (house, NN)]	[(at, IN), (gregg, NN), ('s, POS), (house, NN)]	time85-cond1.txt	time119-time85-cond1
5	cgv	no did you cry when your nose bled	[no, did, you, cry, when, your, nose, bled]	[no, do, you, cry, when, your, nose, bleed]	[(no, DT), (did, VBD), (you, PRP), (cry, VB), (when, WRB), (your, PRP$), (nose, NN), (bled, VBD)]	[(no, DT), (do, NN), (you, PRP), (cry, VB), (when, WRB), (your, PRP$), (nose, NN), (bleed, NN)]	time119-cond1.txt	time119-time85-cond1
5	kid	no i have to take it back it was in my pocket here daddy catch	[no, i, have, to, take, it, back, it, was, in, my, pocket, here, daddy, catch]	[no, i, have, to, take, it, back, it, be, in, my, pocket, here, daddy, catch]	[(no, DT), (i, NN), (have, VBP), (to, TO), (take, VB), (it, PRP), (back, RP), (it, PRP), (was, VBD), (in, IN), (my, PRP$), (pocket, NN), (here, RB), (daddy, VBZ), (catch, NN)]	[(no, DT), (i, NN), (have, VBP), (to, TO), (take, VB), (it, PRP), (back, RP), (it, PRP), (be, VB), (in, IN), (my, PRP$), (pocket, NN), (here, RB), (daddy, VBZ), (catch, NN)]	time85-cond1.txt	time119-time85-cond1
7	cgv	 did you like that candy	[did, you, like, that, candy]	[do, you, like, that, candy]	[(did, VBD), (you, PRP), (like, IN), (that, DT), (candy, NN)]	[(do, VB), (you, PRP), (like, IN), (that, DT), (candy, NN)]	time119-cond1.txt	time119-time85-cond1
7	kid	i'm gon ta throw it again here catch	[i, am, gon, ta, throw, it, again, here, catch]	[i, be, gon, ta, throw, it, again, here, catch]	[(i, NN), (am, VBP), (gon, NN), (ta, NN), (throw, VBP), (it, PRP), (again, RB), (here, RB), (catch, VB)]	[(i, NN), (be, VB), (gon, VBN), (ta, JJ), (throw, NN), (it, PRP), (again, RB), (here, RB), (catch, VB)]	time85-cond1.txt	time119-time85-cond1
9	cgv	 there's still some left	[there, is, still, some, left]	[there, be, still, some, leave]	[(there, EX), (is, VBZ), (still, RB), (some, DT), (left, VBD)]	[(there, RB), (be, VB), (still, RB), (some, DT), (leave, VBP)]	time119-cond1.txt	time119-time85-cond1
9	kid	yeah catch mom	[yeah, catch, mom]	[yeah, catch, mom]	[(yeah, NNS), (catch, VBP), (mom, NN)]	[(yeah, NNS), (catch, VBP), (mom, NN)]	time85-cond1.txt	time119-time85-cond1
