participant	content	token	lemma	tagged_token	tagged_lemma	file
kid	jello and something else	[jello, and, something, else]	[jello, and, something, else]	[(jello, NN), (and, CC), (something, NN), (else, RB)]	[(jello, NN), (and, CC), (something, NN), (else, RB)]	time206-cond1.txt
cgv	do you want one of these toasted	[do, you, want, one, of, these, toasted]	[do, you, want, one, of, these, toast]	[(do, VBP), (you, PRP), (want, VB), (one, CD), (of, IN), (these, DT), (toasted, VBN)]	[(do, VBP), (you, PRP), (want, VB), (one, CD), (of, IN), (these, DT), (toast, NN)]	time206-cond1.txt
kid	i want to see what you have mom mommy i want a little bowl of grapenuts	[i, want, to, see, what, you, have, mom, mommy, i, want, a, little, bowl, of, grapenuts]	[i, want, to, see, what, you, have, mom, mommy, i, want, a, little, bowl, of, grapenuts]	[(i, NN), (want, VBP), (to, TO), (see, VB), (what, WP), (you, PRP), (have, VBP), (mom, VBN), (mommy, NNS), (i, VBP), (want, VBP), (a, DT), (little, JJ), (bowl, NN), (of, IN), (grapenuts, NNS)]	[(i, NN), (want, VBP), (to, TO), (see, VB), (what, WP), (you, PRP), (have, VBP), (mom, VBN), (mommy, NNS), (i, VBP), (want, VBP), (a, DT), (little, JJ), (bowl, NN), (of, IN), (grapenuts, NNS)]	time206-cond1.txt
cgv	a little bowl of grapenuts and jello	[a, little, bowl, of, grapenuts, and, jello]	[a, little, bowl, of, grapenuts, and, jello]	[(a, DT), (little, JJ), (bowl, NN), (of, IN), (grapenuts, NNS), (and, CC), (jello, NN)]	[(a, DT), (little, JJ), (bowl, NN), (of, IN), (grapenuts, NNS), (and, CC), (jello, NN)]	time206-cond1.txt
kid	 but put a lot of honey in	[but, put, a, lot, of, honey, in]	[but, put, a, lot, of, honey, in]	[(but, CC), (put, VBD), (a, DT), (lot, NN), (of, IN), (honey, NN), (in, IN)]	[(but, CC), (put, VBD), (a, DT), (lot, NN), (of, IN), (honey, NN), (in, IN)]	time206-cond1.txt
cgv	okay do you want hot chocolate	[okay, do, you, want, hot, chocolate]	[okay, do, you, want, hot, chocolate]	[(okay, RB), (do, VBP), (you, PRP), (want, VB), (hot, JJ), (chocolate, NN)]	[(okay, RB), (do, VBP), (you, PRP), (want, VB), (hot, JJ), (chocolate, NN)]	time206-cond1.txt
kid	no i want milk i have to go poop who's using the toilet who left the light on	[no, i, want, milk, i, have, to, go, poop, who, is, using, the, toilet, who, left, the, light, on]	[no, i, want, milk, i, have, to, go, poop, who, be, use, the, toilet, who, leave, the, light, on]	[(no, DT), (i, NN), (want, VBP), (milk, NN), (i, NNS), (have, VBP), (to, TO), (go, VB), (poop, NN), (who, WP), (is, VBZ), (using, VBG), (the, DT), (toilet, NN), (who, WP), (left, VBD), (the, DT), (light, NN), (on, IN)]	[(no, DT), (i, NN), (want, VBP), (milk, NN), (i, NNS), (have, VBP), (to, TO), (go, VB), (poop, NN), (who, WP), (be, VB), (use, VBP), (the, DT), (toilet, NN), (who, WP), (leave, VBP), (the, DT), (light, NN), (on, IN)]	time206-cond1.txt
cgv	i did	[i, did]	[i, do]	[(i, NN), (did, VBD)]	[(i, NNS), (do, VBP)]	time206-cond1.txt
kid	i forgot to go teetee mommy let's see how little the bowls are hey they're both the same	[i, forgot, to, go, teeter, mommy, let, us, see, how, little, the, bowls, are, hey, they, are, both, the, same]	[i, forget, to, go, teeter, mommy, let, u, see, how, little, the, bowl, be, hey, they, be, both, the, same]	[(i, NN), (forgot, VBD), (to, TO), (go, VB), (teeter, RB), (mommy, JJ), (let, VB), (us, PRP), (see, VB), (how, WRB), (little, JJ), (the, DT), (bowls, NN), (are, VBP), (hey, VBN), (they, PRP), (are, VBP), (both, DT), (the, DT), (same, JJ)]	[(i, NN), (forget, NN), (to, TO), (go, VB), (teeter, RB), (mommy, JJ), (let, NN), (u, JJ), (see, VB), (how, WRB), (little, JJ), (the, DT), (bowl, NN), (be, VB), (hey, VBN), (they, PRP), (be, VB), (both, DT), (the, DT), (same, JJ)]	time206-cond1.txt
cgv	we need to get milk today	[we, need, to, get, milk, today]	[we, need, to, get, milk, today]	[(we, PRP), (need, VBP), (to, TO), (get, VB), (milk, NN), (today, NN)]	[(we, PRP), (need, VBP), (to, TO), (get, VB), (milk, NN), (today, NN)]	time206-cond1.txt
kid	hey we're running out of everything we're running out of everything now	[hey, we, are, running, out, of, everything, we, are, running, out, of, everything, now]	[hey, we, be, run, out, of, everything, we, be, run, out, of, everything, now]	[(hey, NN), (we, PRP), (are, VBP), (running, VBG), (out, IN), (of, IN), (everything, NN), (we, PRP), (are, VBP), (running, VBG), (out, IN), (of, IN), (everything, NN), (now, RB)]	[(hey, NN), (we, PRP), (be, VB), (run, VBN), (out, IN), (of, IN), (everything, NN), (we, PRP), (be, VB), (run, VBN), (out, IN), (of, IN), (everything, NN), (now, RB)]	time206-cond1.txt
cgv	what are we running out of	[what, are, we, running, out, of]	[what, be, we, run, out, of]	[(what, WDT), (are, VBP), (we, PRP), (running, VBG), (out, IN), (of, IN)]	[(what, WP), (be, VB), (we, PRP), (run, VBP), (out, IN), (of, IN)]	time206-cond1.txt
kid	we're running out of something that was here something that could be here and something that could be here and something that could be here too	[we, are, running, out, of, something, that, was, here, something, that, could, be, here, and, something, that, could, be, here, and, something, that, could, be, here, too]	[we, be, run, out, of, something, that, be, here, something, that, could, be, here, and, something, that, could, be, here, and, something, that, could, be, here, too]	[(we, PRP), (are, VBP), (running, VBG), (out, IN), (of, IN), (something, NN), (that, WDT), (was, VBD), (here, RB), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (and, CC), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (and, CC), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (too, RB)]	[(we, PRP), (be, VB), (run, VBN), (out, IN), (of, IN), (something, NN), (that, WDT), (be, VB), (here, RB), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (and, CC), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (and, CC), (something, NN), (that, WDT), (could, MD), (be, VB), (here, RB), (too, RB)]	time206-cond1.txt
cgv	do you think we should keep all the shelves full all of the time	[do, you, think, we, should, keep, all, the, shelves, full, all, of, the, time]	[do, you, think, we, should, keep, all, the, shelf, full, all, of, the, time]	[(do, VBP), (you, PRP), (think, VB), (we, PRP), (should, MD), (keep, VB), (all, PDT), (the, DT), (shelves, NNS), (full, JJ), (all, DT), (of, IN), (the, DT), (time, NN)]	[(do, VBP), (you, PRP), (think, VB), (we, PRP), (should, MD), (keep, VB), (all, PDT), (the, DT), (shelf, NN), (full, JJ), (all, DT), (of, IN), (the, DT), (time, NN)]	time206-cond1.txt
kid	yeah because if we have a lot of food all the time then we could have then we could have a lot of food	[yeah, because, if, we, have, a, lot, of, food, all, the, time, then, we, could, have, then, we, could, have, a, lot, of, food]	[yeah, because, if, we, have, a, lot, of, food, all, the, time, then, we, could, have, then, we, could, have, a, lot, of, food]	[(yeah, RB), (because, IN), (if, IN), (we, PRP), (have, VBP), (a, DT), (lot, NN), (of, IN), (food, NN), (all, PDT), (the, DT), (time, NN), (then, RB), (we, PRP), (could, MD), (have, VB), (then, RB), (we, PRP), (could, MD), (have, VB), (a, DT), (lot, NN), (of, IN), (food, NN)]	[(yeah, RB), (because, IN), (if, IN), (we, PRP), (have, VBP), (a, DT), (lot, NN), (of, IN), (food, NN), (all, PDT), (the, DT), (time, NN), (then, RB), (we, PRP), (could, MD), (have, VB), (then, RB), (we, PRP), (could, MD), (have, VB), (a, DT), (lot, NN), (of, IN), (food, NN)]	time206-cond1.txt
cgv	we have more bad new abe steve and marsha called and they aren't going to be able to come up here	[we, have, more, bad, new, abe, steve, and, marsha, called, and, they, are, not, going, to, be, able, to, come, up, here]	[we, have, more, bad, new, abe, steve, and, marsha, call, and, they, be, not, go, to, be, able, to, come, up, here]	[(we, PRP), (have, VBP), (more, JJR), (bad, JJ), (new, JJ), (abe, NN), (steve, NN), (and, CC), (marsha, NN), (called, VBN), (and, CC), (they, PRP), (are, VBP), (not, RB), (going, VBG), (to, TO), (be, VB), (able, JJ), (to, TO), (come, VB), (up, RP), (here, RB)]	[(we, PRP), (have, VBP), (more, JJR), (bad, JJ), (new, JJ), (abe, NN), (steve, NN), (and, CC), (marsha, NN), (call, NN), (and, CC), (they, PRP), (be, VB), (not, RB), (go, VB), (to, TO), (be, VB), (able, JJ), (to, TO), (come, VB), (up, RP), (here, RB)]	time206-cond1.txt
kid	why didn't we call them	[why, did, not, we, call, them]	[why, do, not, we, call, them]	[(why, WRB), (did, VBD), (not, RB), (we, PRP), (call, VBP), (them, PRP)]	[(why, WRB), (do, VBP), (not, RB), (we, PRP), (call, VBP), (them, PRP)]	time206-cond1.txt
