participant	content	token	lemma	tagged_token	tagged_lemma	file
kid	dad you have to eat though	[dad, you, have, to, eat, though]	[dad, you, have, to, eat, though]	[(dad, NN), (you, PRP), (have, VBP), (to, TO), (eat, VB), (though, IN)]	[(dad, NN), (you, PRP), (have, VBP), (to, TO), (eat, VB), (though, IN)]	time201-cond1.txt
cgv	okay i will i was just teasing	[okay, i, will, i, was, just, teasing]	[okay, i, will, i, be, just, tease]	[(okay, NN), (i, NN), (will, MD), (i, VB), (was, VBD), (just, RB), (teasing, VBG)]	[(okay, NN), (i, NN), (will, MD), (i, VB), (be, VB), (just, RB), (tease, VB)]	time201-cond1.txt
kid	can i have some bread no why can't i eat bread instead of a bun	[can, i, have, some, bread, no, why, can, not, i, eat, bread, instead, of, a, bun]	[can, i, have, some, bread, no, why, can, not, i, eat, bread, instead, of, a, bun]	[(can, MD), (i, VB), (have, VB), (some, DT), (bread, NN), (no, DT), (why, WRB), (can, MD), (not, RB), (i, VB), (eat, VBP), (bread, JJ), (instead, RB), (of, IN), (a, DT), (bun, NN)]	[(can, MD), (i, VB), (have, VB), (some, DT), (bread, NN), (no, DT), (why, WRB), (can, MD), (not, RB), (i, VB), (eat, VBP), (bread, JJ), (instead, RB), (of, IN), (a, DT), (bun, NN)]	time201-cond1.txt
cgv	don't you like buns	[do, not, you, like, buns]	[do, not, you, like, bun]	[(do, VB), (not, RB), (you, PRP), (like, VBP), (buns, NNS)]	[(do, VB), (not, RB), (you, PRP), (like, IN), (bun, NN)]	time201-cond1.txt
kid	i like them but i just want bread today	[i, like, them, but, i, just, want, bread, today]	[i, like, them, but, i, just, want, bread, today]	[(i, NNS), (like, VBP), (them, PRP), (but, CC), (i, VB), (just, RB), (want, VBP), (bread, NN), (today, NN)]	[(i, NNS), (like, VBP), (them, PRP), (but, CC), (i, VB), (just, RB), (want, VBP), (bread, NN), (today, NN)]	time201-cond1.txt
cgv	i made those biscuits for you abe i thought you liked them	[i, made, those, biscuits, for, you, abe, i, thought, you, liked, them]	[i, make, those, biscuit, for, you, abe, i, thought, you, like, them]	[(i, NN), (made, VBD), (those, DT), (biscuits, NNS), (for, IN), (you, PRP), (abe, VBP), (i, JJ), (thought, NN), (you, PRP), (liked, VBD), (them, PRP)]	[(i, NNS), (make, VBP), (those, DT), (biscuit, NN), (for, IN), (you, PRP), (abe, VBP), (i, JJ), (thought, VBP), (you, PRP), (like, IN), (them, PRP)]	time201-cond1.txt
kid	i would if you maked them smaller	[i, would, if, you, make, them, smaller]	[i, would, if, you, make, them, small]	[(i, NN), (would, MD), (if, IN), (you, PRP), (make, VBP), (them, PRP), (smaller, JJR)]	[(i, NN), (would, MD), (if, IN), (you, PRP), (make, VBP), (them, PRP), (small, JJ)]	time201-cond1.txt
cgv	they taste the same if they're bigger	[they, taste, the, same, if, they, are, bigger]	[they, taste, the, same, if, they, be, big]	[(they, PRP), (taste, VBP), (the, DT), (same, JJ), (if, IN), (they, PRP), (are, VBP), (bigger, JJR)]	[(they, PRP), (taste, VBP), (the, DT), (same, JJ), (if, IN), (they, PRP), (be, VB), (big, JJ)]	time201-cond1.txt
kid	mommy if they're bigger i can't eat em do you know that so if they're smaller i could eat em if they're bigger i can't eat eat em i forgot it's time to watch the flintstones	[mommy, if, they, are, bigger, i, can, not, eat, em, do, you, know, that, so, if, they, are, smaller, i, could, eat, em, if, they, are, bigger, i, can, not, eat, eat, em, i, forgot, it, is, time, to, watch, the, flintstones]	[mommy, if, they, be, big, i, can, not, eat, em, do, you, know, that, so, if, they, be, small, i, could, eat, em, if, they, be, big, i, can, not, eat, eat, em, i, forget, it, be, time, to, watch, the, flintstone]	[(mommy, NN), (if, IN), (they, PRP), (are, VBP), (bigger, JJR), (i, NNS), (can, MD), (not, RB), (eat, VB), (em, NNS), (do, VBP), (you, PRP), (know, VB), (that, DT), (so, RB), (if, IN), (they, PRP), (are, VBP), (smaller, JJR), (i, NN), (could, MD), (eat, VB), (em, VB), (if, IN), (they, PRP), (are, VBP), (bigger, JJR), (i, NNS), (can, MD), (not, RB), (eat, VB), (eat, NN), (em, NN), (i, NN), (forgot, VBD), (it, PRP), (is, VBZ), (time, NN), (to, TO), (watch, VB), (the, DT), (flintstones, NNS)]	[(mommy, NN), (if, IN), (they, PRP), (be, VB), (big, JJ), (i, NNS), (can, MD), (not, RB), (eat, VB), (em, NNS), (do, VBP), (you, PRP), (know, VB), (that, DT), (so, RB), (if, IN), (they, PRP), (be, VB), (small, JJ), (i, NN), (could, MD), (eat, VB), (em, VB), (if, IN), (they, PRP), (be, VB), (big, JJ), (i, NNS), (can, MD), (not, RB), (eat, VB), (eat, NN), (em, NN), (i, NN), (forget, VBP), (it, PRP), (be, VB), (time, NN), (to, TO), (watch, VB), (the, DT), (flintstone, NN)]	time201-cond1.txt
cgv	we're eating early they're not even on	[we, are, eating, early, they, are, not, even, on]	[we, be, eat, early, they, be, not, even, on]	[(we, PRP), (are, VBP), (eating, VBG), (early, JJ), (they, PRP), (are, VBP), (not, RB), (even, RB), (on, IN)]	[(we, PRP), (be, VB), (eat, VBN), (early, JJ), (they, PRP), (be, VB), (not, RB), (even, RB), (on, IN)]	time201-cond1.txt
