participant	content
kid	yeah.
cgv	tell Daddy how you ate it at the very last.
kid	I eated it with a spoon Daddy.
cgv	what.
kid	I found my orange dinosaur.
cgv	where was it.
kid	see that big hill.
cgv	yeah.
kid	it was right by the tree I'll show you where it was okay when you're through with your milk.
cgv	can you tell me now.
kid	okay it was right benext@n the tree right here.
cgv	right benext@n the tree.
kid	yeah right here.
cgv	I'm glad you found it.
kid	that's gross.
cgv	what.
kid	I said +"/..
kid	+" gross.
cgv	did your dinosaur stay out there all night.
kid	huh.
cgv	did your dinosaur stay out there all night.
kid	yeah.
cgv	wow.
kid	are you through with yours now.
cgv	no I'm still drinking it.
kid	let me see how much is left.
cgv	not very much.
kid	can I drink the rest of this.
cgv	sure go ahead and drink it.
kid	now could I show you.
cgv	why don't you show me through the window.
cgv	can you do that.
kid	no I wan(t) (t)a show you when you go out when we go out together okay.
kid	I wan(t) (t)a show you when you go out with me.
cgv	okay.
kid	could we go out now.
cgv	why don't we wait a few minutes.
kid	no I wan(t) (t)a show you now I wan(t) (t)a show you now.
cgv	I need to rest for a minute.
kid	why.
cgv	because I had to pedal the bicycle while I was eating the ice cream and that made me tired.
kid	like that.
kid	did you pedal like that.
cgv	yeah hey.
cgv	you didn't tell me what all you did today.
kid	I pretended I was flying in the sky and I had a good time and then I rested then I saw my orange dinosaur on that hill.
cgv	you flew in the sky.
kid	yeah and I saw it down.
cgv	you saw your dinosaur while you were flying in the sky.
kid	yeah could I show you now.
cgv	first let's take the stuff out of my back+pack.
kid	Daddy I need to slide down so could you put that leg down.
cgv	sure.
kid	that's a good way Daddy still keep it like that I wan(t) (t)a slide again.
cgv	here this goes on the kitchen table.
kid	okay I can't put it it's upside down and the coffee's gon (t)a spill out.
cgv	no it's not go ahead and this goes on the kitchen table.
kid	I'm gon (t)a put it right here on my table.
cgv	okay and this goes on the kitchen table.
kid	I wan(t) (t)a put it where this napkin is on my table.
cgv	okay and this goes on the kitchen table.
kid	I wan(t) (t)a put it where this napkin is right here.
cgv	okay and all this stuff goes on the kitchen table.
kid	I can't hold all these.
cgv	I bet you can.
kid	I can't I told you I can't.
cgv	well you did a good job Abe what's this.
kid	that's mine that's my dinosaur now can I show you where it is.
cgv	where what is.
kid	where my dinosaur was.
cgv	okay just a second okay.
kid	now can I show you where my dinosaur was.
cgv	yeah.
kid	Dad could I have a piece of that.
cgv	what.
kid	that that I want that gum.
cgv	this gum right here.
kid	yeah.
cgv	where are you going.
kid	to show you where my dinosaur was could we play with tinker+toys.
cgv	huh.
kid	could we play with tinker+toys.
cgv	sure.
kid	Dad you're not playing Daddy do it.
cgv	do what.
kid	sit here and do it.
cgv	sit here and do what.
kid	sit here and play with me.
cgv	okay what are you going to make.
kid	a truck you make a truck while I do this.
cgv	okay.
kid	we can play with this one too.
cgv	what.
kid	we can play with this one too how do you make a truck.
cgv	you really have to try hard.
kid	Dad I know how to make a good motorcycle.
cgv	how.
kid	I'll show you you get this and you put it in in this and this and this.
cgv	Abe pass me some blue sticks.
kid	I'm not through making a motorcycle yet.
cgv	oh okay.
kid	(ex)cept it's not quite finished.
