participant	content
kid	why.
cgv	come here and I'll tell you.
kid	why are you going.
kid	why are you going.
cgv	I'm not going I'm staying.
cgv	hey there's a bird at our feeder.
kid	he's on the tree I see him I wan(t) (t)a go out and play.
cgv	you'll have to put a jacket on it's cold.
kid	my cowboy jacket.
cgv	no you have to wear your blue jacket.
kid	then I won't go out.
cgv	okay why don't you go out and feel how cold it is and then come back and tell me.
kid	it's gon (t)a be warm by the time I get there I goed@n out and it was pretty warm Daddy it was pretty warm out there.
cgv	are you sure.
kid	I felt it and it was warm.
cgv	if you wan(t) (t)a go put your blue jacket on okay.
kid	we could play cards and show Mommy how we played cards when she was at work.
cgv	would you like to do that.
kid	yeah get your cards I'm gon (t)a get my cards Daddy get your cards and I will get my cards.
cgv	I think Mommy's going to school you better ask her.
kid	Mommy are you gon (t)a go to school.
cgv	not for about two minutes.
cgv	where are your cards at Abe.
kid	it's in my desk.
cgv	oh.
kid	see.
kid	see Dad.
kid	Mommy watch me okay.
kid	watch how we play cards okay.
cgv	okay.
kid	Daddy you uh I was playing with mine and then and then when it was time to go put the garbage into the garbage can I I crossed the street after Daddy.
cgv	you did.
kid	yeah.
cgv	did you use your flashlight to see where you were going.
kid	no.
cgv	did you carry some garbage out by yourself.
kid	I did the little trash+can.
cgv	oh could you reach the dumpster.
kid	no I tried (ex)cept I didn't Daddy help me get my cards out.
cgv	just a second.
kid	Mommy watch you're missing.
cgv	Ann.
cgv	oh I'm watching that's neat.
kid	don't mess up my cards.
cgv	I'm not.
cgv	how can you tell the difference between your cards and Daddy's cards.
kid	because mine cards are red and on some of em they have this see.
cgv	yeah.
kid	and and later on when you were at work so early I saw a toy on one of my cards.
cgv	a toy.
kid	yeah.
cgv	what kind of toy.
kid	I don't know.
cgv	was Mommy at work early.
kid	yeah.
cgv	or late.
kid	yeah.
cgv	which one.
kid	late.
cgv	yeah late last night it was the joker.
kid	what is a joker.
cgv	it was the card you saw that you liked so much.
kid	next time I see it awoh I almost got your cards.
cgv	uhhuh.
cgv	that looks like a fun game.
kid	stay late okay.
cgv	stay here late.
kid	no stay at your school late.
cgv	how come.
kid	because I like it that way.
cgv	do you get tired of seeing me around the house.
kid	yeah.
cgv	okay just for that I'll stay late.
kid	so we could play cards.
cgv	we could play cards while Mommy was here.
kid	oh you could stay here or not Mom Daddy what are you gon (t)a do.
cgv	I'm just gon (t)a sit up here for a minute.
kid	Daddy this card is bent.
cgv	go ahead and straighten it.
kid	I can't straighten it tape it.
cgv	I don't think we need to tape it.
kid	it's not okay like it is it's not okay if it is tape it.
cgv	okay.
kid	Daddy play cards still.
cgv	you are.
kid	you play cards with me Mommy I found the toy.
cgv	let me look at it.
kid	Daddy I found the toy.
cgv	good deal Abe.
kid	are you through playing cards or not.
cgv	I'm gon (t)a come down and sit with you.
kid	and play cards.
cgv	maybe later.
kid	you play cards now.
cgv	okay.
kid	Mommy I knowed when to bring my flashlight home.
cgv	good I'm glad you didn't forget.
kid	goodbye Mom.
cgv	goodbye.
kid	I don't see her.
cgv	I think she's going to take her bike.
kid	maybe she isn't I see her coming [=! yells] bye Mom have a good time hey don't take my locker what did you say.
kid	I'm coming I'm already here did you mess up my cards.
cgv	nope.
kid	I thought I saw one of mine.
cgv	what.
kid	I thought I saw one of mine.
cgv	one of em what.
kid	one of my cards.
cgv	you thought you saw em do what.
kid	I didn't see anything do what I'm playing with my cards I'm messing up your cards.
cgv	you better stop.
kid	I'm messing up.
cgv	hey.
kid	I'm making a railroad track.
cgv	well make it go the other way.
kid	why.
kid	I like it going this way.
cgv	do you want me to quit playing.
kid	you could play.
cgv	okay then stop messing up my cards.
kid	I wan(t) (t)a go it this way or this way I'm gon (t)a have them go this way okay.
kid	my cards aren't really flat look some of my trucks are I'll show you.
cgv	some of your trucks are what.
kid	flat see.
kid	like this one could go through your cards see.
cgv	okay I think it's time to pick up your cards.
kid	I'm still playing with them.
cgv	okay.
kid	is that all you're gon (t)a do.
cgv	yeah I'm done playing.
