participant	content
cgv	what is it.
kid	we could throw the plastic part away and I could keep the stick.
cgv	that's a good idea I think we'll do that.
kid	good this is gon (t)a be a mountain climber stick if we go to Taylors' Falls again.
cgv	would you like to go this week.
kid	yeah.
cgv	okay do you want hot chocolate or milk.
kid	hot chocolate Daddy what's on.
cgv	on tv.
kid	yeah.
cgv	do you want me to fix your breakfast first or look for what's on tv first.
kid	look for what's on tv first.
cgv	okay.
kid	Daddy can you look in the tv guide.
cgv	that's what I'm doing.
kid	you're not looking at anything.
cgv	yeah I am nothing's on right now but something'll be on in a few minutes.
kid	you mean after breakfast.
cgv	probably then okay hot chocolate and.
kid	honey toast the toast I like do we got honey bread too.
cgv	I think so.
kid	I don't want honey bread I don't want honey bread.
cgv	you don't.
kid	no.
cgv	how come.
kid	because I just want regular bread.
cgv	okay what did you do at Leslie's last night.
kid	I just ate brownies and then I went to bed.
cgv	that wasn't too much fun was it.
kid	no did it pop up.
cgv	yeah.
kid	how come the plate's in the way.
cgv	huh.
kid	how come the big plate's in the way.
cgv	right here.
kid	yeah.
cgv	somebody left it there I wonder who.
kid	it was me.
cgv	it was you.
kid	yeah because you can tell it gots@n watermelon seeds on it and I eated watermelon tonight.
cgv	last night.
kid	was tonight last night.
cgv	you mean before you went to Jean's.
kid	yeah.
cgv	that was last night.
kid	okay last night was when I ate watermelon.
cgv	uhhuh Abe when it gets dark again that'll be tonight.
kid	Daddy did you throw the watermelon away.
cgv	yep.
kid	I wanted to save it.
cgv	it was really getting old Abe.
kid	my toast.
cgv	I heard it.
kid	it's mine.
cgv	it's somebody's.
kid	it is mine it is mine it is mine did you put two of em in.
cgv	what.
kid	did you put two of em in.
cgv	yep.
kid	well I wanted two toasts.
cgv	I get one eat that one and I'll get you another one.
kid	Daddy.
cgv	what.
kid	this is a hard way it's a hard way if you eat a thousand hamburgers at one time.
cgv	what would that do to you.
kid	that would get you fat.
cgv	yep.
kid	and then you would pop.
kid	and then a doctor would come to fix you and and he will take you to the hospital and sew you back together then you would be all better.
cgv	wow.
cgv	I'll never eat a thousand hamburgers I don't want that to happen to me do you want honey on your toast.
kid	yeah I don't want it hot.
cgv	what.
kid	my hot chocolate I want it cold I want it warm (ex)cept can you put milk in.
cgv	yeah there you go.
kid	now let me try it.
cgv	how many pieces of toast do you want.
kid	four thanks.
cgv	you're welcome is that good.
kid	yeah Daddy.
cgv	yeah.
kid	what's that thing called you like on your sandwiches.
cgv	Braunschweiger.
kid	that's what stinks now.
cgv	no I haven't even put any on my sandwich.
kid	I could smell it from the fridge.
cgv	maybe.
kid	no I do smell it Daddy it's almost brown.
cgv	the coffee.
kid	yeah.
cgv	I'll be glad when it's done.
kid	do you drink it when it's boiling.
cgv	do I.
kid	yeah.
cgv	no I let it cool off first.
kid	Dad.
cgv	yeah.
kid	I wan(t) (t)a see if Texas winned@n does it show.
cgv	they won.
kid	yea Texas.
cgv	what are you thinking about.
kid	nothin(g).
cgv	are you sure.
kid	I'm just in another quiet mood.
cgv	huh.
kid	I'm in another quiet mood.
cgv	oh.
kid	did they win.
cgv	yep.
kid	yea I heared@n you say Dallas.
cgv	yep Dallas plays today.
kid	yea Dallas yea Dallas I hope they're gon (t)a win.
cgv	I hope so too.
kid	Daddy it's done.
cgv	it sure is thank you for telling me.
kid	my toast popped up put honey and jelly on it.
cgv	just one.
kid	okay honey.
cgv	okay.
kid	or peanut butter and jelly.
cgv	too late honey's already on it.
kid	you put too much on I bet.
cgv	you think so.
kid	yeah Daddy this time I want four of em again.
cgv	okay.
kid	I'm really hungry today know what.
cgv	what.
kid	after that one I need to eat one more then I'm gon (t)a stop eating.
cgv	you're going to eat one more.
kid	after.
kid	that one.
cgv	wow.
cgv	you're really hungry.
kid	yeah.
cgv	how come you're so hungry.
