participant	content
cgv	on Valentine's Day.
kid	can I cut my mine out.
cgv	let's wait until Valentine's Day okay.
kid	no Mommy I'll do one now.
cgv	no.
kid	why did you get em.
kid	I didn't want to then.
cgv	do you want me to take em back to the store.
kid	yeah I don't want to wait until Valentine's Day so take em back to the store if I bring that Valentine's how does that sound.
cgv	you want to wait until Valentine's Day to buy (th)em.
kid	uhhuh bring em back and buy these again at Valentine's.
cgv	that wouldn't be very practical.
kid	this is the number five five is older that one did you know that.
cgv	five (i)s more than one.
kid	uhhuh.
cgv	are you ready for bed.
kid	that's not the way you talk to him.
cgv	talk to who.
kid	talk to your buddy.
cgv	oh I'm sorry.
kid	did you know Jason eats real slow.
cgv	Jason does.
kid	yeah.
cgv	how do you know.
kid	he's been eating and I've been waiting for him and he's taken a long time.
cgv	oh.
kid	can I do that.
cgv	okay go ahead do you want some tea.
cgv	yeah.
kid	I guess I'll have some tea too hey Mommy how can you do the hat.
kid	she can wear the hat Mommy can I see what happened.
kid	can I see what happened.
kid	quiet.
kid	Mommy; what happen(e)d to that one.
cgv	it got bent.
kid	I need some of that too.
cgv	do you want some honey.
kid	yeah I have a big cough Mommy I'm gon (t)a cut out the heart.
cgv	go ahead.
kid	good it's been a long long time since I cutted a heart out.
cgv	how long has it been.
kid	a long long time can you put the heart in that girl.
kid	that's make+believe you know why it's make+believe Mom.
cgv	why.
kid	because a girl doesn't got long hair and it goes down to her knee.
cgv	some girls have hair that long.
kid	Mom I thought about something today.
cgv	what.
kid	first put that in the girl.
cgv	okay what was your idea.
kid	huh.
cgv	okay what was your idea.
kid	we might not die sometimes people don't die.
cgv	are you sure.
kid	yeah I thought about it hey where's the hand.
kid	oh there it is.
cgv	do you want honey in your tea.
kid	yeah.
cgv	then tell Mom to put the honey on the stove.
kid	put the honey on the stove.
cgv	why.
kid	because me and Daddy need honey in our tea.
cgv	scoot up for a second.
kid	why.
cgv	so I can get this you need to pick up some of your toys.
kid	how (a)bout a handful.
cgv	try and not mix em up.
kid	why not mix em up.
cgv	just put the right things in each container.
kid	why.
cgv	just do it okay.
cgv	I don't feel like arguing.
kid	Mommy I'm gon (t)a do it right this time gooder than a I throwed that girl in here comes another one that's her.
cgv	Abe.
kid	huh.
cgv	listen okay.
kid	okay.
cgv	pretend that if there's a flood do you know what a flood is.
kid	yeah.
cgv	okay pretend that if there's a flood then a hippopotamus in the yard okay.
kid	okay but a hippopotamus isn't in the yard.
cgv	okay now pretend there's no hippopotamus what does that mean.
kid	that means that there's no hippopotamus.
cgv	oh.
kid	hey Mom where is that paper.
cgv	what paper.
kid	I put it somewhere I'm gon (t)a write things on this this is a game that you and Daddy should play with me okay.
cgv	okay.
kid	get me some scissors no I mean get me a pencil this is a hard game here it is Mommy you tell me which letter that I draw okay.
cgv	okay.
kid	where's the t@l.
kid	okay.
cgv	that's a backward t@l.
kid	I know that is that a z@l.
cgv	yeah.
kid	Mommy this is a easy game well I'm not spelling a word.
cgv	just making letters.
kid	yeah n@l.
cgv	uhhuh.
kid	p@l.
cgv	boy you're really making the letters.
cgv	good now.
kid	I just made a period I made that Mommy I made that word n@l a@l p@l.
cgv	nap.
kid	yeah nap can I do it now.
kid	how warm is it.
cgv	I put cold water in it.
kid	okay let's see how cold it is maybe I'll have some milk and tea.
cgv	do you want milk now.
kid	yeah we're almost at the end see Mom.
kid	a f@l too.
cgv	uhhuh and a b@l.
kid	now it gots@n a e@l I I Mommy.
cgv	uhhuh.
kid	what did I do now.
kid	can I show Daddy how much I already did.
cgv	uhhuh.
kid	they're good Daddy look what game I taught Mommy.
cgv	let's see wow s@l z@l.
kid	uhhuh.
cgv	n@l t@l b@l.
kid	right.
cgv	f@l.
kid	right.
cgv	i@l e@l you know what that says.
kid	what.
cgv	s@l z@l n@l t@l b@l f@l i@l e@l.
kid	you scared me.
cgv	I was just teasing.
kid	oh I haven't drank my tea yet.
cgv	go drink it.
kid	I am Daddy.
kid	will you put the rest in the fridge.
kid	I'm gon (t)a let you play this game with me now.
cgv	okay can you tell me how to play.
kid	yeah Daddy this game is for you and Mom for you and Mommy.
