participant	content
cgv	what are you going to try and make out of it.
kid	I was gon (t)a try and make remember the airplane I saw outside.
kid	I'm gon (t)a make that kind of airplane.
cgv	oh okay try and find the page it's on.
kid	it's not very good it's a different kind of airplane in here see.
kid	I don't wan(t) (t)a make this airplane not this one not this one either hey.
kid	come outside I know which one I wan(t) (t)a make.
cgv	hey Daddy knows how to make paper airplanes.
cgv	do you want to make a paper airplane.
kid	yeah remember that little airplane I saw outside yesterday.
cgv	I sure do what did I say.
kid	I don't know.
cgv	I said maybe Daddy can make us one he's good at that.
cgv	bring me a piece of paper I'll see if I can help you.
kid	remember that airplane with funny kind of wings.
kid	I wanted that kind of airplane.
cgv	we'll see.
kid	here I got some paper I got you some paper Dad.
cgv	okay tell me what it looks like.
kid	it had wings like this see.
kid	see how flat my fingers are.
cgv	real flat wings huh.
kid	yeah.
cgv	did it have a point on the front.
kid	no yeah yeah I wanted this kind of airplane.
cgv	that's going to be hard to do let's see.
cgv	are you cold Abe.
kid	no is that my apple.
cgv	where.
kid	on Daddy's desk Daddy is that my apple.
cgv	yeah you can have it.
kid	why each day I need to eat my fruit.
cgv	fruit is so good for you beside that it tastes good.
kid	Mommy why are mice afraid of <mice traps> [*].
kid	why.
cgv	why is what made out of <mice traps> [*].
kid	why are mice afraid of <mice traps> [*].
cgv	oh because people use <mice traps> [*] to get mice because mice are a little nuisance.
kid	know why hawks baby hawks are afraid of mouse+traps.
cgv	why.
kid	because each time a hawk sees a hawk trap it tries to eat the stuff in in the hawk trap and a hawk eats the hawk trap all.
cgv	all by himself.
kid	yeah all up that's why baby hawks are afraid of hawk traps.
cgv	here you go.
kid	that's the airplane I wanted.
cgv	is it.
kid	yeah.
cgv	okay do you want to see if it works.
kid	(ex)cept you need to go outside to try it.
cgv	we can try in here watch.
kid	I'm gon (t)a try it in your chair I'm gon (t)a try it in your chair Dad.
cgv	okay.
kid	(ex)cept why did you color on it.
cgv	so it would look like an airplane.
kid	it should be a airplane.
cgv	it is an airplane come here let me show you how to hold it.
kid	is that a good one.
cgv	that was a good one Abe.
kid	I didn't know paper airplanes fly really neat.
cgv	that one does doesn't it.
cgv	wow.
cgv	what.
kid	you missed it.
cgv	do it again I'm going to watch this time.
kid	okay watch this.
cgv	woo.
kid	Daddy watch this this is neat Daddy watch this.
cgv	I'm watching.
kid	this time this one is gon (t)a be really neat Daddy did you tape it together.
cgv	yeah it's in good shape.
kid	watch watch.
cgv	okay pretty clever.
kid	this airplane is different because the one I saw was shorter than this one.
cgv	did you see the decorations Daddy drew on it.
kid	yeah I saw them.
cgv	watch this Abe.
kid	what is that.
cgv	watch.
kid	mmm I don't know how to do that.
cgv	just hold it right here and throw it.
kid	can I do it.
cgv	sure you can have it.
kid	is this how.
cgv	uhhuh.
kid	I didn't see it so I wan(t) (t)a do it again.
cgv	stand in your chair and do it.
kid	in my chair.
cgv	yeah.
kid	or in this chair.
cgv	it doesn't matter.
cgv	what does that remind you of Abe.
kid	it reminds me of hawks flying yeah that kind of bird can sometimes since some hawks know to fly far away.
cgv	oh.
kid	Mommy watch this I'm gon (t)a do throw I'm gon (t)a do both of them together.
cgv	both of them at the same time.
kid	yeah (ex)cept it's really hard Mommy watch this.
cgv	I'm watching Abe.
kid	you didn't watch the other time.
cgv	you didn't tell me you were about to throw them either.
cgv	the airplane landed in the barn.
kid	the barn was open Daddy watch this Daddy this is gon (t)a be really neat watch this.
cgv	okay here let me fix this and then it'll be really neat.
cgv	while Daddy's fixing that why don't you tell him what you did to your hat at Danny's house today.
kid	I throwed it.
cgv	and what happened to it.
kid	it got up.
cgv	where.
kid	I don't know.
cgv	on the awning of the porch.
kid	yeah.
cgv	you threw it that high.
kid	yeah and and and a hockey stick got it down.
cgv	a hockey stick and Mommy got it down.
kid	that's pretty good Dad.
cgv	okay here you go.
kid	Daddy watch this this is gon (t)a be really amazing I'm gon (t)a do them at the same time both of them.
cgv	okay wow.
kid	boy that's really neat Daddy do it at the same time Daddy this time do these at the same time.
cgv	do you want me to do them at the same time.
kid	yeah.
cgv	okay.
kid	it's pretty hard.
cgv	it sure is I'm trying to figure out how to do it whoa.
kid	I'll show you how it's pretty hard for you.
cgv	it sure is.
kid	see you get two of them and then you throw Daddy what is this you maked.
cgv	that's a helicopter.
kid	(ex)cept it's different.
cgv	a whirly+bird.
kid	the first time I will do this and then the airplane okay.
cgv	okay.
kid	Mommy watch this.
cgv	watch this Abe.
kid	I can't do that Daddy.
cgv	how come.
kid	because I'm too short.
cgv	too short for what.
kid	too short to reach the ceiling.
cgv	oh your way's just as good.
kid	(ex)cept I can't reach the ceiling.
cgv	I don't reach the ceiling all the time either see.
