participant	content
kid	uhhuh with you.
cgv	you want to take a bath with me.
kid	uhhuh I need to take a bath with you.
cgv	okay I'll go turn on the water okay Abe the water's ready come on don't you wan(t) (t)a take a bath.
kid	I do want to.
cgv	okay come on.
kid	where's my where's my other candies.
cgv	where are your other candies.
kid	right there.
cgv	do you see them.
kid	uhhuh they are right there.
cgv	okay let me get in there with you oh this is nice water huh.
kid	you got in don't don't.
cgv	okay I won't squirt you any more.
kid	I'm gon (t)a wash my legs.
cgv	you are.
kid	uhhuh.
cgv	where did you get that sponge.
kid	right here.
cgv	oh okay.
kid	what's what's that thing.
cgv	what is it.
kid	that thing.
cgv	what is it.
kid	a crack in it.
cgv	it has a crack in it.
kid	uhhuh.
cgv	you're right it sure does.
kid	a big crack why you talking on that thing.
cgv	why was I talking to the tape recorder.
kid	uhhuh.
cgv	I just wanted to make sure that it was working alright okay.
kid	okay how you have to roll the mattress up.
cgv	I do have to roll the mattress up.
kid	uhhuh.
cgv	how come.
kid	because you took naps and you have ta roll it up up up.
cgv	oh.
kid	hot warm one leg get off of here get off of here get off of here and stay off of here.
cgv	what'da what do] you want to get off.
kid	huh.
cgv	what do you want to get off.
kid	what thing.
kid	why you said +"/..
kid	+" what I wan(t) (t)a get off.
cgv	you told you said you told something to get off what was it.
kid	this.
cgv	the sponge.
kid	uhhuh make some more make some more.
cgv	make some more what.
kid	make some more bubbles.
cgv	okay I'll try.
kid	get out of here I saw you you &m you &m I wan(t) (t)a swim I wan(t) (t)a swim crocodile.
cgv	who's a crocodile.
kid	you are a crocodile.
cgv	I am.
cgv	I don't think I am.
kid	come on crocodile open your mouth.
cgv	if I do I'm gon (t)a to eat you all up.
kid	no hot.
cgv	is the water hot.
kid	uhhuh that water's hot.
cgv	do you want to pull the plug.
cgv	I'm ready to get out.
kid	and I'm ready too.
cgv	you're ready too.
kid	uhhuh I wan(t) (t)a get out get down plug get down the sponge has to be in not out Daddy the sponge has to be in not out.
cgv	that's right it has to stay in the bath+tub where are you going.
kid	I see them I see them I see them g@l is for heehee (hee)hee giggle.
cgv	g@l is for giggle.
kid	yeah.
cgv	that's right.
kid	why g@l is for giggle.
cgv	why.
kid	uhhuh why g@l is for giggle.
cgv	well it's kind of an arbitrary rule that g@l is the first letter in the word +"/..
cgv	+" giggle.
kid	I didn't wash my hair.
cgv	how come.
cgv	huh.
cgv	how come you didn't.
kid	because.
cgv	why.
kid	I didn't want to.
cgv	that's a good reason.
kid	you open this.
cgv	if you ask me to.
kid	please.
cgv	okay bring it here.
kid	it's wet dry.
cgv	am I dry.
cgv	come here and let's put your pants on come on hey.
cgv	don't throw paper on the floor where do you throw paper.
kid	in the garbage.
cgv	here's one right here throw the paper in.
kid	I need something a shirt on.
cgv	what.
kid	I need I need a shirt on.
cgv	you do want a shirt on.
kid	uhhuh.
cgv	go get your shirt it's out in the living room go get it.
kid	not that kind of shirt.
cgv	what kind.
cgv	what kind of shirt do you need.
kid	this kind.
cgv	that one.
kid	uhhuh.
cgv	that's a nice shirt +/..
kid	I wan(t) (t)a wear it.
cgv	okay let's put it on.
kid	I don't wan(t) (t)a put this I don't wan(t) (t)a put it in my head put it in the garbage.
cgv	are you going to put it in the garbage.
kid	yeah I'm gon (t)a put it in the garbage I wan(t) (t)a get this thing off.
cgv	what.
cgv	the paper.
kid	yeah.
cgv	here.
kid	here.
cgv	why don't you go put it in the garbage.
kid	no.
cgv	you go put it in the garbage or I'm going to take the rest of your candy away.
kid	okay.
cgv	here's some more.
kid	I have something in my hand.
cgv	okay I'll throw this away then.
kid	and I will throw this away.
cgv	that's a good boy Abe why don't you come back in here.
kid	I am why you said +"/..
kid	+" why you come in here.
cgv	oh I thought that it would be nice if you came in here and talked to me for a while.
kid	I did have a good time at school.
cgv	you did.
kid	uhhuh.
cgv	that's good what did you do.
kid	I don't know I just painted that for you.
cgv	what.
kid	I just painted that for you.
cgv	oh you painted that for me.
kid	uhhuh.
cgv	that was nice it sure is a nice picture what else did you do.
kid	just paint for you and Momma.
cgv	that's all you did all day.
kid	uhhuh.
cgv	wow I thought that you'd do a lot of things.
kid	what's your name.
cgv	what do you think my name is.
kid	Stan.
cgv	yeah how'd you know.
kid	I don't know here.
cgv	what.
kid	here's your brush.
cgv	oh thank you.
kid	see this you can take it to Greggy's house and I will come with you.
cgv	you want me to take that to Greggy's house so you can come with me.
kid	uhhuh.
cgv	later on okay.
kid	okay milkie milkie.
cgv	okay go sit at the table and I'll get you some.
kid	not that glass.
cgv	what glass.
kid	a big glass.
cgv	a black glass.
kid	a big glass.
cgv	a big one.
kid	uhhuh I want a big glass.
cgv	when did you start drinking out of big glasses.
kid	I don't know.
cgv	here you go.
kid	thank you I'm gon (t)a be the tiniest man when I grow up.
cgv	the tiniest man.
kid	uhhuh the tiniest man when I grow up.
cgv	that's some goal alright.
kid	I'm gon (t)a be the tiniest man when I grow up a biggest man when I really grow up this way this way long.
cgv	that way.
cgv	wow.
kid	I will be many talls tall] +s].
cgv	you will.
kid	uhhuh I want more milkie Daddy.
cgv	okay I'll get you some.
kid	Daddy can I have some candy.
cgv	hmm.
kid	I ate all of that candy.
cgv	where are they.
kid	in in my tummy.
cgv	you ate all of them and now they're in your tummy.
kid	uhhuh.
cgv	oh wow.
kid	orange banana orange banana orange banana.
cgv	what.
kid	orange banana.
cgv	you want an orange banana.
kid	uhhuh.
cgv	I don't know what an orange banana is.
kid	I eated orange banana before when I growed@n up.
cgv	oh really.
kid	uhhuh I didn't like it how you growed@n up for a minute.
cgv	hmm.
kid	how long you grow up for a minute.
cgv	how long did I grow up in a minute.
kid	uhhuh no not that way.
cgv	not that way.
kid	hunhunh.
cgv	how did I grow up then.
kid	you tell me then.
cgv	well I used to be a little boy just like you did you know that.
kid	not that way.
cgv	yeah I was and then I got to be as big as Karen.
kid	not that way.
cgv	yeah and then I got to be as big as Faith.
kid	not that way.
cgv	and now I'm as big as me.
kid	not that way.
cgv	yes I am.
kid	you are a silly man.
cgv	what.
kid	you are a silly man.
cgv	you are a silly boy.
kid	no I'm not you are a silly man you are a silly man why it dry.
kid	how how your hair get dry.
cgv	how come.
kid	uhhuh.
cgv	because it was dirty.
kid	it's dirty it gets dry.
cgv	really.
kid	uhhuh.
cgv	what happens is that when the air hits it it gets the moisture out and makes it dry.
kid	uhhuh your hair's not dry.
cgv	come here and feel it is it dry.
kid	it's not dry yet why the mailman got this to me.
cgv	because he likes you.
kid	why he likes me.
cgv	I don't know sometimes I wonder.
kid	sometimes I wonder too sometimes I wonder a lot of ways.
cgv	you do.
kid	uhhuh why he got me this when he didn't love me.
kid	what's this.
kid	a tiny house.
cgv	do you like that.
kid	not this way this way.
cgv	oh.
kid	not that way there's a woodpecker.
cgv	where.
kid	out there we left our feeder out there you know.
cgv	there was a woodpecker at the feeder.
kid	uhhuh I wan(t) (t)a go see him again he went away.
cgv	well he'll probably come back.
kid	I wan(t) (t)a sing a school song I wan(t) (t)a sing a school song.
cgv	go ahead.
kid	www I wan(t) (t)a watch the tv.
cgv	okay.
kid	I wan(t) (t)a turn it on.
cgv	okay you turn it on.
kid	what's this way a two.
kid	a two.
cgv	oh let's watch nine.
kid	okay nine I wan(t) (t)a sit in this chair.
cgv	okay go ahead whoa.
cgv	somebody turned the tv on too loud didn't they.
kid	uhhuh.
cgv	who did that.
kid	I did I did.
cgv	that's right this is about the right volume isn't it.
kid	uhhuh I don't wan(t) (t)a watch that one.
cgv	you don't.
kid	hunhunh.
cgv	well let's watch just a little of it okay.
kid	I don't like it.
cgv	maybe you will after +....
