participant	content
kid	I'm gon (t)a put thing thing in there this thing won't go on there.
cgv	okay you have to start all over.
kid	hey hey Mom.
cgv	huh.
kid	I did it all wrong I didn't know how.
cgv	okay remember.
cgv	the square goes in the corner.
kid	oh it goes in there okay the square goes in the corner then the big one then the little one goes in there then you put this one there then what this one should go.
cgv	this one goes right next to the square and the long side goes next to the other long side.
kid	oh okay so this one where this one should go.
cgv	uhhuh.
kid	that one should go here.
cgv	uhhuh I think you're right.
kid	and where this one should go.
cgv	where does it look like it should go.
kid	here.
cgv	no.
kid	here.
cgv	uhhuh.
kid	okay I'll put it here.
cgv	with the long edge you have to get the long edges together no that's not the long edge.
kid	where the long edge is then.
cgv	here let's feel them all this one's long and this one's long that's the longest one.
kid	okay this one then this one and then this one no this one then this one and then this one and then this one.
cgv	uhhuh see Dad he did it.
cgv	he sure did.
cgv	do you want to try it again all by yourself this time.
kid	no this time you help me.
cgv	I'll help you just if you need help I'd like to watch you do it all by yourself.
kid	I'm gon (t)a need help I want help Mom what is this when I put this together.
kid	huh.
kid	will you show me which one this one goes here.
cgv	uhhuh.
kid	then this one goes here.
cgv	uhhuh.
kid	then this one goes here.
cgv	uhhuh.
kid	then this one goes here.
cgv	uhhuh.
kid	then this one goes here.
cgv	uhhuh.
kid	then this one goes here.
cgv	uhhuh.
kid	and this one goes here.
cgv	and look what you've made that's pretty clever.
kid	can I do that again.
cgv	why of course.
kid	okay this one goes there then this one that goes there then this one that goes here and this one goes here and this one goes here and this one goes here.
cgv	I have a game to play if you want to.
kid	what.
cgv	here are some things that belong together here +/..
kid	hey.
kid	I have a good one I have a good one I have to get my animals this is my game this one goes here this one goes here and this one goes here and this one goes here and this one goes here and this one goes here and this one goes here and this one goes here and this one goes here and this one goes here the animals chase the rabbit.
cgv	the animals all chase the rabbit.
kid	the animals chase uh the giraffe.
cgv	0.
kid	does a does a giraffe go that high.
cgv	yeah I've seen em run before who's on top of my head.
kid	the giraffe is.
cgv	what's a giraffe doing on top of my head.
kid	he's finding a home.
cgv	he's finding a home.
