participant	content
kid	hey Mom.
cgv	yeah lover.
cgv	what.
kid	I need I need poles for my skis.
cgv	I know I have to call some places today and then we can go get some okay.
kid	okay.
cgv	we have to get some poles and some wax.
kid	what did you say after poles.
cgv	wax.
kid	yeah wax.
cgv	we have to get some wax and wax our skis before we can go skiing.
kid	oh I thoughted thought] +ed-sup] I will eat my cinnamon toast first.
kid	(ex)cept <I decided I will my> I decided I eat my banana bread first.
kid	(ex)cept I decided I will eat my banana bread first Mom.
cgv	well you know that you don't have to eat it at the same time you can take a bite of banana bread and then take a bite of bacon and then take a bite of cinnamon toast and then take a drink of milk you don't have to eat all of your bacon then all of your toast than all of your banana bread and then drink all your milk.
kid	how come.
cgv	it's really fun to mix the flavors all up.
kid	I think I could eat two.
cgv	two pieces of toast.
kid	two one two okay.
kid	I think I will try that I think I will try that Mom.
cgv	go ahead.
kid	huh.
cgv	go ahead and try eating two.
cgv	what are you doing.
kid	I'm still tired.
cgv	it looks like you're stretching.
kid	when you put your arms like that that's when you stretch when you put your hands like this and go real high that's how you stretch.
cgv	hmm.
kid	two pieces okay I eat two pieces of bacon then I eat two pieces of toast.
cgv	we have to buy more bacon this week.
kid	huh.
cgv	we're almost out of bacon.
kid	I chopped it off I chopped it off.
cgv	uhhuh it broke into a lot of pieces it's really crisp bacon.
kid	um um um this mmm this bacon keeps stinging my tongue.
cgv	it stings your tongue.
kid	uhhuh.
cgv	do you have little sores on your tongue.
cgv	do other foods make your tongue sting.
kid	uhhuh.
cgv	come here and let me see your tongue does it sting when you eat toast.
kid	no it stings when I eat bacon.
cgv	oh the bacon isn't hot is it.
kid	can I have some milk.
cgv	sure drink as much milk as you want.
kid	what is that noise.
cgv	I think that it must be an orangutan drinking milk in your throat.
kid	milk.
kid	yuck.
kid	I don't like orangutans I like doggies I like doggies orangutang orangutan] can't skate with their hockey sticks.
cgv	that would be really funny to see an orangutan skating with a hockey stick.
kid	that would be neat.
cgv	it really would be does your tongue still hurt.
kid	it got alright.
cgv	it did.
