participant	content
cgv	isn't this a beautiful fish.
kid	I wan(t) (t)a touch him.
cgv	do you like that fish.
kid	uhhuh he's pretty he needs a new that's his mother Mom.
cgv	this one.
kid	uhhuh.
cgv	who's this one.
kid	that's a daddy fish for a baby fish.
cgv	well who's this one.
kid	he's a that's a that's Grandpa and a tiny fish.
cgv	Grandpa.
kid	uhhuh.
cgv	who's this.
kid	this is Karen Mom.
cgv	that's Karen.
kid	uhhuh.
cgv	who's this.
kid	Lee Ann.
cgv	Lee Ann.
kid	uhhuh.
cgv	who's this.
kid	Grandpa.
cgv	you have a whole family don't you.
kid	uhhuh.
cgv	how many are there.
kid	that's one that's two that's three that's four that's five that's six that's a that's a big one.
cgv	uhhuh how many are there.
kid	seven seven fish.
cgv	uhhuh that's right would you like for me to make a orange one.
kid	uhhuh.
cgv	who will this little tiny orange one be.
kid	Abe.
cgv	oh we can't forget about Abe can we.
cgv	this is going to be a super tiny one.
kid	that's gon (t)a be a big Abe.
cgv	oh it's going to be a big one.
kid	uhhuh me's me's a big one me's a big one Mom.
cgv	okay.
kid	make a giraffe fish.
cgv	a giraffe fish.
kid	uhhuh.
cgv	that would be almost impossible.
kid	for for the little tiny one.
cgv	so they can have some pets.
kid	uhhuh make a make a baby one.
cgv	a little baby fish.
kid	uhhuh Mom me don't Mom me don't have to Mom Mommy.
cgv	uhhuh.
kid	this is my two fish this is my two fish Mom little tiny fish Mom this is so cute Mom.
cgv	I'm glad you like it Abe.
kid	Mom Mom.
cgv	uhhuh oh this ribbon is too thin I can't make that one.
kid	why Mom.
cgv	let me see this ribbon might be thicker nope.
kid	Mom don't do that.
cgv	I thought you wanted to hang it up with your gold fish.
kid	uhhuh Mom hang it with that with two fishes and that's gon (t)a be two Mom make two make two make two grandpa's fishes.
cgv	two grandpa fishes.
kid	uhhuh Mom he pretty nice Mom.
cgv	I think he likes you too.
kid	Mom you can't put him in the swimming pool.
cgv	the mother one had a little gold one.
kid	uhhuh Mom you can't hang them up there.
cgv	why not.
cgv	I was going to hang them up here on this little platform.
kid	why Mom.
cgv	because it's going to be a mobile.
kid	oh Momma I wan(t) (t)a see what's in there.
cgv	inside the eye.
kid	uhhuh.
cgv	I'll show you it's just a little sequin.
kid	oh this is for um glue this to him Mom.
cgv	huh.
kid	glued him.
cgv	glue him.
kid	uhhuh glued him he's nice Mom.
cgv	glue the sequin.
kid	uhhuh Mom where the where the where the Mom why +/..
cgv	think this would look better if the wire was covered with ribbon.
cgv	uhhuh.
cgv	I do too.
kid	some more.
kid	some more for there.
cgv	awoh you dropped a fish.
kid	your fish.
kid	your fish Mom.
cgv	uhhuh that's one of ours.
kid	that's mine that's mine Mom.
cgv	huh.
kid	that's mine gold fish.
cgv	oh is it.
kid	uhhuh Mom this is mine too Mom.
cgv	Abe what do you think we're going to see when we go to Six Flags.
kid	a choo+choo train.
cgv	what else.
kid	see Santa Claus.
cgv	we'll see Santa Claus on a choo+choo train.
kid	uhhuh we go we go see a big Santa Claus.
cgv	we'll see a big Santa Claus.
kid	we go at he's sitting on on his chair and he's a get me a surprise a big mouse.
cgv	you want a big mouse for a surprise.
kid	a big tiny mouse too.
cgv	so he can have a friend.
kid	uhhuh and a big push+ball.
cgv	a push+ball.
kid	uhhuh.
cgv	did you have a good time on that hoppity+hop last night.
kid	huh.
cgv	that thing you and Greggy were fighting over last night you were playing with it that yellow thing that you hopped around on.
kid	I didn't I didn't see it either.
cgv	oh you didn't.
kid	Mom where is it.
cgv	it was down by where Daddy was playing volleyball remember.
cgv	you were.
kid	and Greggy was happy too.
cgv	because you saw a clown.
kid	uhhuh Mom what you doing Mom.
cgv	trying to cover up this wire so that it might look a tiny bit better.
kid	Mom don't do that.
cgv	why not.
kid	because you put the fish in a bowl where the fish Mom.
kid	where the fish Mom.
cgv	where is it.
kid	uhhuh.
cgv	they're all in that little bowl aren't they.
kid	this uhhuh one you don't have as many.
cgv	well we need six fish for this.
kid	I don't hang my yellow fish hang my yellow fish Mom.
cgv	well I already hung one gold fish over there.
kid	hang this gold fish.
cgv	how many do you want Abe.
kid	three.
cgv	three.
kid	uhhuh Mom glue him glue him Mom glue another eye Mom.
cgv	I will after I finish this.
kid	Mom get some glue too Mom Mom why this is glued.
cgv	hey let's not pick his eyes off now.
kid	let's see what let's see what's in the glue see alright Mom more glue Mom Mom I wan(t) (t)a Mom I wan(t) (t)a Mom I wan(t) (t)a go see Momma I wan(t) (t)a go see Humpty Dumpty in a movie.
cgv	I don't know if they've ever made a movie about Humpty Dumpty if they have we'll go see it if we can.
kid	we go right Mom.
cgv	huh.
kid	we go Momma you doing with my fish.
cgv	I'm not doing anything with your fish what are you doing with your fish.
kid	nothing he's gold Mom this is gold this is gold Mom how about this Mom.
cgv	how about it Abe.
kid	how (a)bout this Mom.
kid	how (a)bout this.
cgv	that's a little sequin Abe.
kid	how (a)bout this Mom.
kid	a fish Mom.
kid	a fish Mom.
cgv	it's not a fish it's a sequin you can use it for a lot of different things.
kid	fish they can see right Mom.
cgv	huh.
kid	this is a they can see right Mom.
kid	right oh derry@o oh.
cgv	right oh derry@o oh.
kid	Mom Mom Mom I wan(t) (t)a go see I wan(t) (t)a go see +"/..
kid	+" right oh derry@o oh.
kid	in a movie.
cgv	you do.
kid	uhhuh.
cgv	we'll see.
kid	that's not a movie.
