participant	content
cgv	I don't think we have any Abe.
kid	I think we do.
cgv	no all we have is buns and stuff what do you want to eat.
kid	I'm gon (t)a look and see what we have and then I'll decide Dad I don't know what.
cgv	Abe where are you going.
cgv	Abe.
kid	it's not pouring I thought for a while it was but it wasn't Dad I'm gon (t)a look to see if we got any more squashes.
cgv	okay what do you want to eat.
kid	Daddy I told you I don't know.
cgv	come in and tell me.
kid	I think one peanut butter cracker.
cgv	okay.
kid	Daddy for a while it was sprinkling.
cgv	uhhuh.
kid	it might be sprinkling just a little bit now.
cgv	maybe.
kid	can you get this outside out.
kid	it's inside out.
cgv	okay do you want jelly.
kid	I said I want a peanut butter cracker.
cgv	just one.
kid	yeah.
cgv	okay.
kid	Dad we have a lot more squashes.
cgv	uhhuh.
kid	we had one and now we have more than one squash Daddy we had a sunshiny shower.
cgv	we sure did do you want to take a shower after you eat your cracker.
kid	well that's when I was gon (t)a see if we got any more squashes.
cgv	we'll take a shower first and then you can go see.
kid	Daddy what do you think I should bring.
cgv	bring where.
kid	to play with.
cgv	in the shower.
kid	uhhuh.
cgv	whatever you want.
kid	Dad see this stick.
cgv	yeah.
kid	know what.
cgv	what.
kid	I found it tomorrow.
cgv	yesterday.
kid	yeah me and Mommy went on a walk and I found it.
cgv	oh.
kid	Dad.
cgv	yeah.
kid	do you think I should bring this in case the water's real deep I could pretend it's a water snake.
cgv	if you want to.
kid	doesn't it have paint on.
cgv	no that's plastic.
kid	I think there's not been paint on here for a long time but the metal might get rust.
cgv	yeah the metal might get rusted.
kid	hey I could pretend I'm fishing and this is my fishing pole.
cgv	okay.
kid	we have lots of squash Dad I could tell because of the dots.
cgv	dots.
kid	uhhuh the flowers have dots on em and I saw a flower with dots.
cgv	oh.
kid	it might not have been a squash I'm gon (t)a go look again it is.
cgv	huh.
kid	it is that one is a squash that thing that looks like a squash is a squash.
cgv	oh.
kid	there's two now.
cgv	good.
kid	I was so glad I forgot to put on my brakes I found this.
cgv	where are you going.
kid	I want to play outside.
cgv	okay.
kid	Dad look what I found on the floor.
cgv	what is it.
kid	a needle.
cgv	good put it on the table.
kid	Dad I'm glad Mommy borned@n me.
cgv	you are.
kid	yeah.
cgv	why.
kid	(be)cause I like Mommy.
cgv	oh.
kid	I wonder Dad where's the garage sale gon (t)a be.
cgv	it's on our street you can finish eating first buddy.
kid	I did.
cgv	you ate all your toast.
kid	yeah Dad remember when I watched the fireworks and you and Mom were in the house.
cgv	uhhuh.
kid	you should have seen the fireworks when you were inside and Momma was too you would have been really surprised.
cgv	I would have.
kid	yeah they were wonderful.
cgv	oh.
kid	I got your tummy.
cgv	yeah now I'm gon (t)a get you there.
kid	hey you bumped me head first into the couch.
cgv	did it hurt.
kid	no Daddy I need a jacket.
cgv	where is one.
kid	I think one's down here.
cgv	okay.
kid	we picked that green pepper yesterday.
cgv	you did.
kid	yeah.
cgv	did we eat it last night for dinner.
kid	no it's in the fridge do you wan(t) (t)a see.
cgv	yeah.
kid	should I get it for you.
cgv	go ahead wow.
cgv	who grew that.
kid	me and my Mom.
cgv	wow that is some growing job.
kid	hey what is what did my Mom put these in here for.
cgv	so I could bring them home easier.
kid	oh well it's my toy you know.
cgv	I know I have to go shave.
kid	if I were you I'd never do that.
cgv	what.
kid	shave.
cgv	why not.
kid	(be)cause then you would never cut yourself.
