participant	content
kid	see Mommy I maked red I maked red Mommy.
cgv	uhhuh you mixed together some colors and got a reddish color.
kid	uhhuh I like my paints you gotted@n for me Mommy.
cgv	you do.
kid	uhhuh I like them.
cgv	I'm glad you like them Abe.
kid	I like my friends at mine school also Mommy.
cgv	you like your friends.
kid	uhhuh.
cgv	what about your teachers.
kid	I like them also I like Claudia.
cgv	who else.
kid	I like Brian also.
cgv	that's good.
kid	Mommy look what I painted see.
cgv	wow.
cgv	that sure is nice what is it.
kid	it's a picture.
cgv	oh what is it a picture of.
kid	huh.
cgv	is it a picture of a bird.
kid	no.
cgv	or of a lion or what.
kid	it's a elephant.
cgv	a elephant.
kid	uhhuh.
cgv	do you like elephants.
kid	uhhuh we seed one at the zoo.
cgv	we sure did we saw him eating didn't we.
kid	uhhuh hay he ate hay.
cgv	uhhuh elephants like hay.
kid	uhhuh and peanuts we getted some peanuts for him.
cgv	that's right next time we go to the Chicago Zoo maybe we'll see him again he'll probably remember you because elephants never forget.
kid	I wan(t) (t)a go at the zoo now.
cgv	we can't go now Abe maybe we can go to the Como zoo tomorrow.
kid	when we go at the zoo I wan(t) (t)a get some peanuts and and and get them to the zebras.
cgv	we'll take some peanuts if we go are you through painting.
kid	uhhuh I wan(t) (t)a wash my hands.
cgv	run into the bath+room.
kid	you help me okay.
cgv	I will run into the bath+room.
kid	okay.
cgv	did you play outside at school today.
kid	uhhuh.
cgv	on the monkey bars.
kid	uhhuh it rained when we played outside.
cgv	it did.
kid	uhhuh.
cgv	did you play in the rain or go inside your school.
kid	we goed@n inside.
cgv	that was smart.
kid	Mommy I want some milk I want some milk Mom.
cgv	what do you say.
kid	please I want some milk please Mom.
cgv	okay here you go.
kid	thank you it's all gone.
cgv	would you like some more.
kid	hunhunh my Daddy taking a bath.
cgv	uhhuh he's still in the bath+tub I think I hear him getting out.
kid	Daddy you getting out.
cgv	uhhuh did you paint me a picture.
kid	uhhuh.
cgv	okay I'm gon (t)a come see it right now.
kid	see this is for you.
cgv	how pretty.
kid	you can take it at school and show your friends okay.
cgv	okay I bet that they'll all like it.
kid	put it on the wall and your friends come see it okay.
cgv	what.
kid	put it on the wall and your friends come see it.
cgv	you want me to put it on my wall and have my friends come see it there.
kid	uhhuh.
cgv	what wall.
kid	your wall at school.
