participant	content
kid	thank you that's a pen yeah.
cgv	what are you doing.
kid	I'm scribbling you hang this on the wall for me.
cgv	okay I will as soon as I'm done here hey.
cgv	don't write on the desk.
kid	you find the top I can't find it.
cgv	it's right over there.
kid	I want something to eat.
cgv	what do you want.
kid	I wan(t) (t)a eat.
cgv	you wan(t) (t)a eat.
kid	yeah.
cgv	you don't wan(t) (t)a wait until lunch time.
kid	no.
cgv	what do you want to eat.
kid	I want a sandwich.
cgv	I thought you wanted yogurt.
kid	I want a sandwich now.
cgv	oh you want a sandwich now and yogurt when I get it.
kid	yeah.
cgv	okay this is all of our bread.
kid	huh.
cgv	this is all of our bread.
cgv	that bath+room light's on.
cgv	I know I'm going +....
kid	what's on today.
kid	what's on today.
cgv	Abe Daddy said that the bath+room light's on do you want apple butter.
kid	yeah apple butter is this yours Ann.
kid	is this yours Ann.
kid	is this yours.
cgv	uhhuh did you leave the cap off when you used it last.
kid	no I didn't use it last.
cgv	here you go Abe.
kid	thank you I need some milk.
cgv	okay.
kid	I don't want this apple butter outside.
cgv	lick it off then it tastes the same outside as it does inside.
kid	I wan(t) (t)a put my apple butter somewhere else okay.
cgv	huh.
kid	I wan(t) (t)a put my apple butter somewhere else.
cgv	okay.
kid	why I can't why some kids are playing outside.
cgv	we can go out and play now if you want to when you finish your sandwich.
kid	no.
cgv	I don't think it's very cold outside.
kid	you go feel it.
cgv	let me go brush my teeth and get my glasses.
cgv	do you like that sandwich.
kid	uhhuh.
cgv	huh.
kid	huh.
cgv	huh.
kid	I didn't said anything.
cgv	you didn't.
kid	hunhunh.
cgv	how come.
kid	because.
cgv	what happened.
kid	I didn't said anything nothing did happen.
cgv	nothing happened.
kid	hunhunh.
cgv	I'm so happy Jean found our stuff.
kid	you have ta make one now it's Christmas.
cgv	I have to do what.
kid	you have to make a stocking now it's Christmas.
cgv	I have to make a stocking for me now that it's Christmas time.
kid	yeah what what you what's that.
cgv	it's our pinecone wreath.
kid	how come.
cgv	remember.
cgv	last year we went and found all of these pinecones.
kid	uhhuh.
cgv	and then came home and stuck them on here.
kid	uhhuh last Christmas are those my cards.
cgv	we can look at them together what's this.
kid	a fire Santa Claus.
cgv	uhhuh I'm looking to see who sent us cards last Christmas.
kid	I hope Sherri did I hope Sherri did last Christmas.
cgv	you hope Sherri did what.
kid	get those cards for us last Christmas.
cgv	no her Mommy found them in the storage chest.
kid	why her found them in the storage chest.
cgv	because remember when Terry came.
cgv	they got knocked over are you happy now that you're eating.
kid	yeah.
cgv	I don't know what to do about that macrame cord.
kid	what.
kid	where.
cgv	I need to go get some but I can't if it's not there but if it is there I need to go before it's all sold out again.
kid	is that mine.
cgv	it sure is Ann made it for you last year.
kid	how come.
cgv	for your birthday do you want me to put Santa Claus on here.
cgv	this.
cgv	the key to the mailbox.
kid	oh do you have lot of keys.
cgv	uhhuh.
kid	how come.
cgv	a key to the car to the house to +....
kid	how come.
kid	I said.
cgv	we need keys to lock ourselves in and other people out.
kid	and other people out lock ourselfs ourselves] in and other people out.
cgv	uhhuh.
kid	is those mine.
kid	is that mine.
cgv	it was on our door I don't know where it is.
kid	is that mine Daddy.
cgv	you can look at it.
kid	what's in it.
cgv	a newspaper.
kid	I don't wan(t) (t)a look at a newspaper.
cgv	you don't.
kid	something on Friday night.
cgv	uhhuh.
kid	what's on Friday night.
cgv	today's Saturday.
kid	what's on Friday night.
cgv	next Friday.
kid	yeah.
cgv	maybe a cartoon.
kid	a cartoon's on Friday night.
cgv	yeah.
cgv	I hope daddy's right.
kid	the mailman got me something.
cgv	no he just brought a bill for Mom and Dad.
kid	how come.
kid	I want something I want something.
cgv	this is for you.
kid	no I don't want it I don't want it I want something for me.
cgv	here you can have this I don't think Daddy wants it.
kid	I don't want that.
cgv	well beggars can't be choosers Abe.
kid	I want something.
cgv	well there it is on the table if you want it.
kid	I don't want that I want some thing else.
cgv	would you like to go to the co_op.
kid	not now after lunch you can go after lunch you can go after lunch you can go to the co_op after lunch you can go to the co_op.
cgv	I thought you wanted yogurt for lunch.
kid	uhhuh.
cgv	well I have to go to the co_op to get it and I thought you might want to come with me so you can pick it out.
kid	I want to can I eat my sandwich first.
cgv	sure go ahead and finish it.
kid	no I will eat the rest when we come home from the co_op.
cgv	okay let's get ready to go.
kid	why those are in there.
cgv	oh I didn't know they were there do you want em.
cgv	what are they.
kid	in here.
cgv	oh little puzzles.
kid	can you get em out.
cgv	you can get em out.
kid	okay I wan(t) (t)a get a box with nothing in it I wan(t) (t)a get a box with nothing in it.
cgv	at the co_op.
kid	uhhuh.
cgv	okay.
cgv	Abe there's your coat.
kid	I wan(t) (t)a I wan(t) (t)a take these.
cgv	okay.
cgv	do you think you might lose them.
kid	hunhunh I think I'm gon (t)a take them home.
cgv	okay.
kid	what you what you find.
