participant	content
kid	just played and played and played and I couldn't tell when Mommy comed@n out to play.
cgv	what.
kid	I couldn't tell when Mommy comed@n out to play.
cgv	how come.
kid	because she had to take a shower.
cgv	oh you went out before she did.
kid	no I went out when she did timber.
kid	I fell was that a neat trick.
cgv	it sure was when did you learn how to do that.
kid	maybe when I was uh now I learned how to do it now.
cgv	oh you just learned.
kid	yeah Daddy at school they they have big blocks and little blocks.
cgv	oh.
kid	maybe I should take my boots off it makes lots of noise with boots.
cgv	it sure does.
kid	hey wait I need to go tee+tee Daddy here here.
cgv	what.
cgv	oh thank you.
kid	is that a neat trick too.
cgv	it sure is.
kid	I'm not really careful.
cgv	you should be.
kid	I just got my leg I'm gon (t)a move this so I won't get my leg again.
cgv	that's a good idea.
kid	Daddy thanks for getting me this these.
cgv	what.
kid	thanks for getting me these.
cgv	you're welcome.
kid	when did you get me this.
cgv	a couple days ago right.
kid	right go through.
cgv	go through where.
kid	go through this tunnel.
cgv	that's a pretty small tunnel I don't think I can make it through there.
kid	maybe maybe a mouse.
cgv	a mouse could but I can't.
kid	maybe a ball maybe a big ball.
cgv	let's try this yep.
kid	Daddy my bottle is on the table okay.
cgv	what ball.
kid	bottle see.
cgv	oh yeah.
kid	maybe a ball you could have this ball and see if it could go through the tunnel you missed.
cgv	I did miss no doubt about it.
kid	wait I need to put this then you could put this one.
cgv	Abe be careful you're gon (t)a hurt yourself okay.
kid	my foot isn't my foot isn't bleeding.
cgv	I know but still be careful okay.
kid	okay go through the tunnel you got my bottom do it again.
cgv	I don't know where the ball is.
kid	here goodbyer goodbye] Big_Bird.
cgv	where's Big_Bird going.
kid	goodbye Big_Bird okay do it again.
cgv	okay.
kid	okay Daddy see if you could throw one of these dinosaurs in two of them see if you could throw two dinosaurs in.
cgv	okay both of them made it.
kid	see if one of the eggs could throw in one of the eggs this egg then the bottle.
cgv	Abe be careful you're going to hurt yourself okay.
kid	I don't know how to be careful.
cgv	well you're just going to have to look before you do somersaults.
kid	I always do somersaults.
cgv	well look before you do them that's all I ask.
kid	awoh my sock got stuck.
cgv	what happened.
kid	I don't know it's a little hole not a big hole.
cgv	you got a little hole in your sock.
kid	yeah now throw the bottle the bottle didn't make it in.
