participant	content
kid	Eric and Grover +....
cgv	you didn't play with Grover Grover's on Sesame Street.
kid	and Cookie Monster +....
cgv	Cookie Monster's on Sesame Street I don't think he's at school.
kid	and poo_poo_gas@f +....
cgv	everytime he see you Edna he thinks about poo_poo_gas@f I don't know +....
kid	and nobody else.
cgv	and nobody else.
kid	a triangle Mickey Mouse.
cgv	a triangle Mickey Mouse.
kid	what you doin(g).
cgv	we're going to have tostados@s I guess they're called I don't know.
kid	I don't want tostados@s.
cgv	do you know what they taste like.
kid	yeah.
cgv	Doritos with cheese on em I think you'll like them.
kid	I want tacos.
cgv	we're going to have tacos after we eat these okay.
kid	I said nope.
cgv	no I said nope.
kid	I said nope too.
cgv	you want tacos.
kid	not tacos anyway.
cgv	we're not going to have tacos.
kid	yeah tacos ha hi ha ha ha.
kid	poo_poo_gas@f yyy a piggy a piggy.
kid	yeah a piggy poo_poo_gas@f piggy poo_poo_gas@f.
cgv	Abe hey buddy what do you mean.
kid	take your coat off.
cgv	it is off I'm going to wear this shirt okay.
kid	okay.
cgv	thanks for bringing the saw.
kid	saw.
cgv	yeah I made a box today so you can come play a game with me next week okay.
cgv	do you want to come to school and play a game with me.
kid	yeah I didn't now.
cgv	you what.
kid	I didn't.
cgv	oh but you can.
kid	hey that that that mask is a (sur)prise for you.
cgv	this mask is a surprise for me.
kid	yeah we maked it.
cgv	what is it.
kid	it's a mask.
cgv	I know but what is it a mask of.
kid	a mask for Halloween.
cgv	oh when I put this on what do I look like.
kid	a tiger.
cgv	o:h.
cgv	I thought it was a lucky lion.
kid	a lion a lion.
kid	yeah.
cgv	oh this is mine.
cgv	Abe wants to be a raccoon.
kid	yeah you want ta be on halloween.
kid	how'd you like to be a jack+o+lantern.
kid	a jack+o+lantern.
kid	yeah.
cgv	if she wore her orange shirt she could really look like one couldn't she.
kid	you have boobies.
kid	daddies don't have any boobies.
kid	hunhunh.
cgv	hey why don't you give that to me okay.
cgv	thank you.
kid	a Mickey Mouse.
cgv	that would be neat if you were a Mickey Mouse Abe maybe we could fix up a Mickey Mouse costume.
kid	no.
cgv	oh you are too.
kid	I wan(t) (t)a go trick Halloween.
cgv	did you tell Edna that we're probably going to come by her house and expect a lot of candy lot of candy and a candy apple and a popcorn ball.
kid	I'm hungry.
cgv	tell Edna we're going to have a Halloween party here in the morning.
kid	what you doin(g).
cgv	I'm going to fix this is that Wenesday morning.
cgv	uhhuh.
cgv	oh I think I may stay home for that.
kid	what those.
cgv	those are going to be tostados@s.
kid	why.
kid	why Mommy.
kid	I wants taste one I wants taste one Mom I want ta taste one Mom.
cgv	what Stan.
kid	just a little one okay.
cgv	okay I think you'll like it better with cheese on it.
kid	Adam.
cgv	huh.
kid	Adam.
cgv	who's Adam.
cgv	Adam's a kid in your class isn't he.
kid	uhhuh.
cgv	who is Adam Abe.
kid	at school I saw Adam.
cgv	huh.
kid	at school I saw Adam.
cgv	Adam at school.
kid	Sarah.
cgv	Sarah's your best friend isn't she.
cgv	that's really neat (be)cause I met Sarah +....
kid	cryin(g) Sarah.
cgv	huh.
kid	cryin(g) Sarah.
cgv	crying Sarah.
kid	yeah.
cgv	is that why she's your friend you all are crying partners.
kid	no.
cgv	do you cry on each others' shoulders.
kid	no.
cgv	Abe didn't cry today Dad.
cgv	that's good Lou told me you had a real good time at school Wednesday.
kid	I'm up here.
cgv	I know are you our big turkey for dinner.
cgv	going to be our taco.
cgv	huh.
kid	no you pizza I'm hungry.
cgv	okay do you want to eat one of these.
kid	yeah.
cgv	okay.
kid	what one of these.
kid	what one of these.
cgv	one of these thingamajigs.
kid	yeah I'm hungry.
cgv	okay let's go over in the middle of the floor and eat this okay oh that sounds like a good idea.
kid	they cooked now.
cgv	huh.
kid	they cooked.
cgv	yeah they cooked.
kid	I got some I got some hot hot milk.
cgv	hot chocolate.
kid	hot milk.
cgv	you had hot milk at school.
kid	yeah brown milk.
cgv	what kind of milk.
kid	brown milk.
cgv	brown.
kid	I don't want cheese on it.
cgv	well here here's one without cheese.
kid	hmm.
cgv	here's one without cheese.
cgv	oh.
cgv	here you go.
kid	what's that for.
kid	big fish.
cgv	does it look like a fish.
kid	yeah.
cgv	it sure does.
kid	it swims it goes up up down down up down up down cross it out I'm goin(g) out on the ocean.
cgv	what are these.
cgv	tostados@s.
cgv	they remind me of those things that you put honey on.
cgv	yeah.
kid	what's this now.
cgv	huh.
kid	what's this now.
cgv	looks still looks like a fish looks like a dog+fish or a cat+fish doesn't it.
cgv	you know what.
kid	swim swim and it goes like this.
cgv	Nixon's speech may come on during Planet of the Apes tonight.
kid	what's what's what's this now.
kid	what's what's this not.
kid	what's this now.
kid	what's this now.
kid	what's this now.
kid	you like those.
kid	I'm just showing Edna.
cgv	what are you showing her.
kid	this thing we got.
cgv	Abe's showing you his gourds Edna.
kid	gou:rds.
kid	I don't know.
cgv	at the market.
kid	market.
cgv	tell Edna what we're going to do with them.
kid	put em in my pumpkin.
cgv	for the eyes and ears and nose and holes.
kid	this pumpkin.
cgv	we're going to get some real bumpy ones like this to stick em in won't that be neat Abe.
kid	yeah.
kid	yeah I want some milk I want ta eat.
cgv	you want to go pottie.
kid	I want to go eat.
cgv	okay go pottie.
kid	I want ta go eat.
cgv	we're going to eat as soon as we get +....
kid	turn the light on.
cgv	it's on.
kid	turn the light off and make it dark in here.
cgv	okay.
kid	a horn horn.
kid	blow the horn hum a horn.
cgv	don't put that in your mouth Abe.
kid	I don't have any horn.
cgv	well what's that.
kid	it's a in the pottie for a pottie.
cgv	that's we have a big one for the pottie that was to wash your dirty diapers when you were a little when you were first born.
kid	why.
kid	no.
kid	let's see mm.
cgv	listen.
kid	you can't do it anyway.
kid	yyy poo_poo_gas@f.
kid	ribbit@o.
cgv	are you a frog.
kid	giddyup.
kid	I wan(t) (t)a sit by you.
cgv	oh what an actor.
kid	I want to sit with you I want ta eat tacos I wan(t) (t)a eat tacos.
kid	poo+poo +....
cgv	no I'll get it I'll get it you wan(t) (t)a help me.
kid	Dad you hold it.
cgv	that's a beautiful bottle did you want wine also Abe.
kid	huh.
cgv	did you want wine.
kid	yeah.
cgv	okay.
kid	I want wine in this glass.
cgv	you want what.
kid	I want wine in this glass.
cgv	you want the white glass.
kid	yeah.
cgv	this one's for you Abe.
kid	why.
cgv	that's the cork Abe.
kid	huh.
cgv	that's the cork.
kid	why.
cgv	that's probably about enough okay.
cgv	you want me to put some water in it to dilute it.
kid	yeah.
cgv	that's a good idea what are you doing.
cgv	here you go.
kid	wine comes all the way up and makes the glass full.
cgv	huh.
kid	I want put this on.
cgv	wait Dad hasn't finished yet.
kid	want ta put this on.
cgv	okay just a second let me get pour one more glass.
kid	I wan(t) (t)a put this on let me put this on.
cgv	that's pretty good Abe.
kid	that tastes all baddy@c.
cgv	you think it tastes bad.
kid	no.
cgv	do you like the way it tastes.
cgv	oh it really tastes pretty good.
cgv	uhhuh.
kid	it tastes like um um strawberries.
cgv	it tastes like strawberries.
kid	yeah.
kid	yeah tastes like grape and strawberries it sure does.
cgv	is your finger a spoon.
kid	huh.
cgv	is your finger a spoon.
kid	no I stir it up I will stir it up.
cgv	did your finger get wet.
kid	bah.
kid	there I made it peep owie poo+poo gas owie.
cgv	think the table's your drum.
kid	yeah it sounds like strawberries come eat +....
cgv	huh.
cgv	you want to start eat rolling out the tacos.
kid	yeah.
cgv	oh that's a good idea.
kid	anybody want any more.
cgv	<not right now Abe> [<] look around at the glasses they all look full to me.
kid	anyone want something.
kid	huh.
kid	I can't.
kid	yeah know what co(lor) know what color ours.
cgv	what color.
kid	white.
cgv	matches you mean.
kid	0.
kid	I blowed out a match.
kid	it looks like black on there.
cgv	uhhuh.
cgv	the fire burns the cardboard.
kid	there it is it black again awoh.
kid	uhhuh you better blow it out.
kid	spill +....
cgv	did you get your overalls wet.
kid	yeah my overalls are wet.
cgv	well I think that they'll survive what do you think.
cgv	think they'll dry soon.
kid	yeah.
