participant	content
kid	where the shade tree was.
cgv	where's that.
kid	I will show you I will show you when you come with me it's over across the street I'll show you the little bottle.
cgv	huh.
kid	I'm gon (t)a show you the little bottle over across the street do you wan(t) (t)a come over across the street.
cgv	why don't we wait until after we eat.
cgv	okay.
cgv	dinner's almost ready.
kid	Mommy I want some milk.
cgv	okay.
kid	I punched someone that had white hair like me I punched I punched someone that had blond hair like me.
cgv	how come you punched him.
kid	it was part of the game.
cgv	I hope you weren't being mean.
kid	I wasn't we laughed it was just a silly game we laughed and talked and punched.
cgv	oh.
kid	we are having chicken for dinner.
cgv	steak.
kid	no I'm pretending everybody we're having chicken for dinner everybody we're having chicken for dinner everybody we're having chicken for dinner.
cgv	Abe do you know where these should go.
kid	where.
cgv	in your art drawer.
kid	in my art drawer.
cgv	if you're not going to use your art drawer I can use it for something else.
kid	I am going to use it it's it's a desk right.
kid	it's a desk right Momma.
cgv	you can pretend it's your desk.
kid	it is really my desk I like it to be a desk we're not gon (t)a eat now right Mom.
kid	let's go I will show you where I saw that little bottle Mommy you're finishing dinner right.
kid	it's going to be a short time right.
cgv	it's almost done.
kid	oh then I will show Daddy real quick quick I'm gon (t)a show Daddy real quick where I saw that little bottle.
cgv	no leave it there.
kid	I'm not gon (t)a home it I'm gon (t)a leave it across the street.
cgv	okay I'm sorry.
kid	I'm gon (t)a show Daddy Dad come with me.
cgv	okay.
kid	Dad look at our new garden.
cgv	how nice that's really a neat garden.
kid	we have three now.
cgv	what.
kid	we have three now.
cgv	three what.
kid	three gardens.
cgv	oh.
kid	Mommy could I sit here.
cgv	why don't you sit in your own chair.
cgv	I don't think you can reach the table if you sit there.
kid	I could look.
cgv	no.
cgv	get in your chair.
kid	I could stand on it what are we going to have.
cgv	a taste treat.
kid	a toast treat.
cgv	a taste treat.
kid	a taste treat it's not a taste treat a bone too.
cgv	do you want the bone.
kid	aren't they pork chops.
kid	aren't they pork chops.
cgv	you can call them that if you want to.
kid	Mom could I eat the crust part.
kid	Mom could I eat the crust part.
cgv	sure that's the best part it's so crispy.
kid	I got lots of bites I got lots of mosquito bites.
cgv	you sure do.
kid	I'm gon (t)a feed this bone to a doggy Mommy isn't this a house or apartment.
cgv	this is an apartment but it's our home.
kid	what does home mean.
kid	does home mean a house.
cgv	uhhuh.
kid	I'm gon (t)a have a lettuce.
cgv	there's your lettuce right there.
kid	(ex)cept could I eat just the lettuce.
cgv	yeah.
kid	I'm gon (t)a have a salad.
kid	I'm gon (t)a have salad what's this.
cgv	ketchup.
kid	it used to be this that you put on pancakes.
cgv	uhhuh that's a old syrup bottle.
cgv	Abe you don't put ketchup on your lettuce do you want some on your plate.
kid	no not any on my plate I wanted salad like you do.
cgv	dressing.
