participant	content
cgv	where are you going Abe.
kid	I want my cowboy boots.
cgv	oh.
kid	can you help me put these on.
cgv	sure there you go what are you doing Abe.
kid	someone ripped this.
cgv	they did.
kid	yeah.
cgv	we can fix it if you want to.
kid	not now I'm reading.
cgv	what are you doing Abe.
kid	I'm just sitting.
cgv	I thought you were going to do something.
kid	I'm not doing anything can you put these up.
kid	hey where's your gun at Daddy.
cgv	it's right here see.
kid	hey you forgot to put your name.
cgv	no I didn't see it's right here.
kid	mine got bent.
cgv	we can fix it.
kid	what happened to what happened to your finger Dad.
cgv	I got a splinter.
kid	oh and Mommy cut it off.
cgv	yeah she took it out with a needle.
kid	so you putted a bandaid on it.
cgv	yeah can I put this right here.
kid	then I wouldn't see my tag.
cgv	that's right oh I know I'll rip it and put it right here.
kid	okay rip it.
cgv	not the gun that's pretty nifty having a tag on your old gun here.
kid	no it's a new gun it's a new gun.
cgv	oh I know I was just using old in a different sense.
kid	hey you know what.
cgv	what.
kid	I know how to jump rope.
cgv	wow.
kid	can you put these on Dad.
cgv	can I help ya.
kid	yeah.
cgv	I think so come here and I'll help you.
kid	and after you help me hey I need to get my cowboy hat.
cgv	you know what Abe.
cgv	you left your cowboy hat at school.
kid	no my baseball cowboy hat.
cgv	oh that one do you know where it is.
kid	it's in the laundry room.
cgv	oh I think that's Amara's that's out there yours is in here somewhere.
kid	no it isn't.
cgv	okay you can go out and look for it.
kid	I think I'm right.
cgv	oh did you find it.
kid	yeah.
cgv	is that yours.
kid	yeah.
cgv	it doesn't have Abe ["] written on the back of it I'm pretty sure that it's Amara's what do you think.
kid	can you can you get this dust off please.
cgv	there's a rag on the floor you can use it.
kid	where's it at.
cgv	right behind you.
kid	where's it at Mommy.
kid	oh.
cgv	does that look like your hat Abe.
kid	it sure does.
cgv	hhmm.
kid	it sure does it looks like it's old.
cgv	that looks pretty fine.
kid	Daddy I have a real good idea.
cgv	tell me about it.
kid	we could use this for for right for right we could get a piece and put it right here okay.
cgv	use what.
kid	we could get a piece and put it right here.
cgv	a piece of what.
kid	a piece of wood then we could know what we could use it.
cgv	we could put a piece of wood on here.
cgv	how come.
cgv	why do we want a piece of wood on here.
cgv	to make it stronger.
kid	yeah.
cgv	I think I have something that might make it stronger.
cgv	I have a dowel that might work.
cgv	just a second.
kid	it's still bent.
cgv	okay I'm trying to find something to fix it.
cgv	here I have something.
kid	what is it.
cgv	this.
kid	what is it though.
cgv	look it's exactly like this except it's a little thinner.
kid	oh.
cgv	see this will fit on it just perfectly if we saw it.
kid	okay let's do that.
cgv	I have to measure it to see how long it is.
kid	you turn the left you turn to the right you turn to the left you shake em.
cgv	can I see your carving tools Stan.
cgv	sure.
kid	can I give them to Mom.
cgv	sure.
cgv	do you know what these are called.
kid	no.
cgv	carving tools.
kid	why.
cgv	because you can use them to carve wood and that's what we're going to do carve this wood so that it's the right length be careful Terry cut herself with her carving tools did you know that.
kid	yeah is her a little girl.
cgv	Terry in Texas remember.
kid	yeah.
cgv	sometimes she isn't very careful.
kid	(ex)cept I am I am.
cgv	Abe we don't want you to get cut let Mommy do that okay.
cgv	you can use these when you get to be seven years old.
kid	are you seven years old.
cgv	no I'm twenty four that's a lot older than seven look at Daddy.
kid	is he seven years old.
cgv	no he's twenty three.
kid	I'm twenty three also because I'm three.
cgv	do you want me to cut it.
cgv	maybe.
kid	you could cut this you could cut this one because you're little can can I use the little saw.
cgv	yeah just a second I'll let you use it.
kid	okay it won't cut me.
cgv	if you're real careful it won't.
kid	that's a little saw for little three year old kids.
cgv	it's still sharp though.
kid	can I use it.
cgv	yeah let me get a ring going all the way around.
kid	how come.
cgv	that way we can break it instead of sawing all the way through okay your turn.
kid	okay I wan(t) (t)a tell you somethin(g) before I cut with a little saw.
cgv	what.
kid	I won't cut myself when you cut yourself you need a bandaid I won't cut myself so I won't need a bandaid.
