participant	content
kid	why.
cgv	why is it October sixth.
kid	uhhuh.
cgv	just because here.
kid	what.
cgv	what do you want to do.
kid	what.
kid	why you said what ["] why you said +"/..
kid	+" what you wan(t) (t)a do.
cgv	I thought that you wanted to put your shoes on do you want to.
kid	yeah I wan(t) (t)a watch.
cgv	you wan(t) (t)a watch.
kid	uhhuh.
cgv	watch what.
kid	watch you put my shoes on.
cgv	okay come here and you can watch me put your shoes on.
kid	that that that's tied up and that's not.
cgv	I know one of the shoes is tied and one of them's not huh.
cgv	we'll have to untie it to get it on your foot won't we.
kid	why.
cgv	because it won't go on unless it's untied.
kid	I have ta push not pull.
cgv	you have to push.
kid	uhhuh.
cgv	and not pull that's right.
kid	you have to push the shoes not pull.
cgv	you have to push your foot into the shoe not pull huh.
kid	when when when you put my shoes on we go out.
cgv	you wan(t) (t)a go outside.
kid	uhhuh you come with me when we go outside that's a cold sock.
cgv	is it a cold sock.
kid	uhhuh.
cgv	we better warm it up.
kid	I wan(t) (t)a wear my shoes.
cgv	uhhuh I know.
kid	that's a cold sock not this.
cgv	only one of your socks is cold.
kid	uhhuh.
cgv	is the other one warm.
kid	yeah we have ta push that one's tied.
cgv	which one is.
kid	that one is.
cgv	the one on the floor.
kid	uhhuh.
cgv	what do we have to do to it.
kid	I don't know.
cgv	we have to untie it see now that it's untied it'll fit on your foot.
kid	I don't I wan(t) (t)a go outside you're wearing your why you were not wearing your brand new shoes.
cgv	oh I'm just going to wear my tennis shoes today okay.
kid	okay.
cgv	what are we going to do first.
kid	uh I don't know.
cgv	let's see if we can think of something to do right now.
kid	okay think of things think of things.
cgv	huh.
kid	we have ta remember something to do I know what remember something to do.
cgv	what.
kid	play outside.
cgv	you wan(t) (t)a go play outside.
kid	uhhuh I wan(t) (t)a play outside.
cgv	what can we do inside for just a minute.
kid	I don't know watch something.
cgv	watch something on tv.
kid	uhhuh.
cgv	oh.
kid	no I'm gon (t)a go play I don't wan(t) (t)a go by myself.
cgv	well wait just a second let me finish drinking my coffee.
kid	no.
cgv	come here and see how much there is there's not very much is there.
kid	drink it all now drink it all now Dad.
cgv	say it's cold outside what do we need to get to go outside when it's cold.
kid	I don't know.
cgv	what do you wear when it's cold.
