participant	content
kid	where is it.
kid	hey it's not over here I'm looking for something (ex)cept I don't know where it is.
cgv	yeah.
kid	look.
cgv	I'm looking.
kid	no look right here or right there.
cgv	gee I don't see it anywhere do you.
kid	I don't either hey hey where did it go.
cgv	where did what go.
kid	where did the top go.
kid	I saw it (ex)cept I don't see it now.
cgv	where did you see it last.
kid	huh.
cgv	where did you see the top last.
kid	when I poonked@c it see.
cgv	when you what.
kid	when I poonked@c it.
cgv	what does that mean.
kid	it means it goed@n bonk.
kid	it goed@n bonk on to the floor (ex)cept I don't know where it is.
cgv	oh where's my other shoe at.
cgv	oh let me see my other shoe.
kid	no it's heavy Daddy it's not the right size.
cgv	it's not the right size for who.
kid	for you.
cgv	it sure is.
kid	no see it's too big for me I'll put my sock on hey I can't walk there now I can jump now I could jump on your leg this will be silly I told you it would be silly move your leg right here okay.
cgv	okay.
kid	this has to be heavy (be)fore I could jump over.
cgv	what are you doing.
kid	I'm I'm trying to get this up so high so I won't be hurted when I jump.
cgv	you're going to jump onto the pillows.
kid	yeah.
cgv	oh.
kid	now I will jump jump jump jump.
kid	I knocked it all down.
cgv	you sure did.
kid	I knocked all the pillows down.
cgv	Abe don't put em up there okay.
kid	how come.
cgv	because they won't stay up there.
kid	I tried it and it felled fell] +ed] funny.
cgv	okay you can try again if you want to I guess.
kid	boy it's sure slick hey hey.
cgv	yeah.
kid	I'm getting up like this.
cgv	yeah that worked pretty well that was a good idea to get up like that.
kid	hey hey I knocked all the pillows down but it sure was funny.
cgv	what did you do today.
kid	I played (ex)cept I didn't go to school.
cgv	what.
kid	I didn't go to school today.
cgv	you didn't.
kid	no (ex)cept I felt unsad@c.
cgv	what.
kid	I felt unsad@c when I didn't go to school.
cgv	you felt real sad.
kid	no I felt unsad@c.
cgv	oh you were happy.
kid	no unsad@c.
cgv	what's unsad@c mean.
kid	it means you're sad to go to school you're unsad@c when you don't go to school but you're sad when you go to school.
cgv	wow.
cgv	I didn't know all that.
