participant	content
cgv	will you help me make them.
kid	uhhuh.
cgv	okay.
cgv	look at the cate(r)pillars they really like those leaves.
cgv	uhhuh see all that poop on the bottom they must be eating something.
kid	Mom they pooping.
cgv	uhhuh.
kid	what they are pooping Mom.
cgv	those cate(r)pillars eat those sunflower leaves and then they poop are they.
kid	uhhuh.
cgv	I guess they are.
kid	Daddy you put my new shoes on.
cgv	you want to put your shoes on.
kid	uhhuh Daddy you put them on.
cgv	okay I'll put them on.
kid	Daddy.
cgv	uhhuh.
kid	you got bigger shoes and I got bigger shoes also.
cgv	uhhuh we both have bigger shoes.
cgv	what about mine.
kid	you have bigger shoes also like mine right there.
cgv	uhhuh do you know what they're called.
kid	uhhuh.
cgv	<waffle stompers> [*].
kid	oh.
cgv	was the man nice at the store where you bought your shoes.
kid	uhhuh.
cgv	remember when he touched your feet.
kid	huh.
cgv	remember when the man touched your toes.
kid	hunhunh.
cgv	don't you remember when he felt your toes to make sure that your shoes were the right size.
kid	hunhunh.
cgv	why did you get these shoes Abe.
kid	because I want those brown shoes.
cgv	oh you know what.
kid	uhhuh Daddy +....
cgv	we have to be careful with these shoes don't we.
kid	uhhuh.
cgv	what were you going to say.
cgv	go ahead and tell me.
kid	I said uhhuh.
cgv	oh.
kid	I wan(t) (t)a taste of flour Daddy this is a right leg and this is a foot leg.
cgv	this is a right leg.
kid	uhhuh that's a right leg.
cgv	this is a right leg.
kid	uhhuh.
cgv	one's right and one's left.
kid	uhhuh Mom I have a piece okay.
kid	Mom I have a piece okay.
cgv	I'm going to run out in the garden and get some onions and tomatoes.
kid	I'm gon (t)a go out there with you.
cgv	you are.
kid	uhhuh.
cgv	you're going out to help Mom huh.
kid	uhhuh I don't wan(t) (t)a stay with you.
cgv	you don't wan(t) (t)a stay with me.
kid	uhuh.
cgv	on man.
cgv	did Abe pick an onion.
kid	uhhuh.
cgv	let me see.
kid	you have to cut this.
cgv	I have to cut it.
kid	uhhuh.
cgv	you know what else I have to cut.
kid	uhhuh.
cgv	tomatoes.
kid	uhhuh.
cgv	cheese.
kid	uhhuh.
cgv	and lettuce.
kid	uhhuh and that.
cgv	uhhuh I have to cut that onion too.
kid	Mom they still eating.
kid	Mom they still eating.
kid	Mommy they still eating these.
cgv	what.
kid	Mommy they still eating those.
cgv	the onion.
kid	uhhuh I mean those those things.
cgv	oh yeah the cate(r)pillars are still eating sunflower leaves.
cgv	we'll go out and pick them some more later okay.
kid	okay.
cgv	Abe picked a huge tomato too.
cgv	good.
cgv	we're going to use that in the tacos if it's okay with you is it okay.
kid	uhhuh it's okay with me.
cgv	these are such tiny little onions.
kid	that mine.
cgv	uhhuh no Daddy has yours.
kid	oh that yours.
kid	that yours.
cgv	this is for the taco meat.
kid	why you making tacos.
cgv	I thought you'd like them.
kid	I like tacos tacos tacos tacos.
cgv	who told you that.
kid	my Daddy told it.
cgv	he did.
kid	uhhuh Mom how that comed@n off.
