participant	content
kid	the bears had ice all around (ex)cept (ex)cept it wasn't solid it was soft.
cgv	it was a thin coating on the water.
kid	yeah hey.
kid	look.
cgv	what a nice surprise.
kid	I didn't know that this is a good shield Dad.
cgv	thanks Abe what else happened at the zoo.
kid	what.
cgv	what else happened at the zoo.
kid	you know the conservatory know what.
cgv	the what.
kid	it had beautiful flowers.
cgv	oh at the conservatory.
kid	yeah and know what.
kid	at the conservatory they got a beautiful beautiful beautiful flower show.
cgv	wow did you like it.
kid	yeah so you should go see it with us next time.
cgv	Abe what would you like for lunch.
kid	how (a)bout toast.
cgv	do you want some carrot.
kid	no how (a)bout toast.
kid	how (a)bout just toast with honey.
cgv	you had that for breakfast.
kid	well I want some more toast hey is this a star.
cgv	uhhuh.
kid	boy you're a good star maker.
cgv	tell Daddy who we saw at the zoo as we were leaving.
kid	some girls.
cgv	who were they.
kid	I don't know.
cgv	you do too remember.
kid	yeah when we were leaving it was Leslie and Jean.
cgv	were they at the zoo.
kid	uhhuh.
cgv	they came by to see if you wanted to go to the park.
kid	which park were they talking about.
cgv	I think Como Park.
kid	oh look look Dad look Daddy.
cgv	yeah you got him to stand up.
kid	yeah by himself.
cgv	yeah.
kid	if somebody pushed him he would get angry and push him down and then he would walk on the guy and he would say +"/..
kid	+" leave me alone.
cgv	what do people use shields for.
kid	what.
cgv	what do people use shields for.
kid	I'll tell you okay if if they get if uh Mommy I'm gon (t)a tell Daddy what they use shields for.
cgv	okay.
kid	Daddy if if they don't wan(t) (t)a get killed then they say +"/..
kid	+" let's use shields.
kid	so they will so that's what they use shields for.
cgv	so they won't get killed.
kid	yeah they use swords for so they won't get killed either.
cgv	oh.
cgv	do you want a grilled peanut butter and cheese and honey.
kid	yeah.
cgv	you do.
kid	yeah watch if if somebody was trying to kill him he would get his sword and point it at em and scare em.
cgv	really.
kid	yeah Daddy watch see.
kid	if I move this it will break too.
cgv	we might have to make another sword for him.
kid	I know we should make him a thin sword it could go from right here right here it needs to fit in his fingers.
cgv	let me see what's that guy's name.
kid	he's called +"/..
kid	+" the mean guy.
cgv	the mean guy.
kid	yeah he's meaner than Robin Hood.
cgv	really.
kid	yeah he's mean as Robin Hood Dad.
cgv	yeah.
