participant	content
cgv	huh.
kid	what is that dot there for.
cgv	what dot.
kid	the dot on Chop_wood's helmet his helmet.
cgv	isn't that a flashlight.
cgv	yeah (be)cause down in the mines it's really dark Abe.
kid	oh.
cgv	what do you think would happen to a guy if he was down in a mine and he didn't have a hat like that.
kid	he would fall in a hold (be)cause he couldn't see (ex)cept know what.
kid	this mine isn't very deep so Chop_wood won't get hurt bad if if he falls.
cgv	he should wear his hat though shouldn't he.
kid	yeah.
cgv	what's that for.
kid	huh.
cgv	what's that for.
kid	what for.
cgv	that rope.
kid	he's going down in the mine (ex)cept know what.
kid	somebody's helping him hold it (be)cause the mine's real deep.
cgv	oh.
kid	do you know who's holding the rope for Chop_wood.
kid	I am.
cgv	oh.
kid	he needs a lantern a lantern (ex)cept no lanterns are supposed to be in here somebody's falling in the mine bump dump the mine uh what are these what is this thing called.
cgv	that's a detonator.
kid	oh detonator the detonator and dynamite is going on the weighter@c (ex)cept I'm going to try to blow it up.
cgv	what's that called.
kid	a weighter@c a weighter@c.
cgv	no a weigher@c weigher@c.
kid	a weigher@c.
cgv	uhhuh.
kid	weigher@c.
cgv	it weighs things.
kid	yeah it's a thing that measures things.
cgv	yep it measures weights do you wan(t) (t)a put that up now.
kid	put what up.
cgv	the mining stuff.
kid	no Chop_wood's not through playing yet.
cgv	oh.
kid	you know what I pretended that was in the mine.
cgv	what.
kid	a monster.
cgv	wow.
kid	Chop_wood gots@n his hat on (ex)cept it fell off who are you going to call.
cgv	nobody.
kid	I saw you calling somebody.
cgv	no I didn't I just walked by the phone.
kid	oh Chop_wood landed in some water whoops.
kid	Daddy.
cgv	yeah.
kid	what if this whole thing was a loop.
kid	not all this (ex)cept most of it.
cgv	I don't think it can all be a loop can it.
kid	I think so.
cgv	I don't I think it has to be like that why would you like it to be a big loop.
kid	I'd like it that way.
cgv	how come.
kid	just for the heck of it.
cgv	oh I don't think I can change that I'll make you a new one in a little while okay.
kid	okay you mean just make it longer.
cgv	you made it longer.
kid	make it longer.
cgv	oh.
kid	Chop_wood's going back in the mine awoh he forgot his lantern or something or his hat maybe his lantern whoa.
kid	the lantern fell look where the cart fell on Chop_wood.
cgv	did that hurt him.
kid	no (ex)cept it hurted him a little bit he gotted@n a scrape on his foot.
cgv	oh.
kid	ow it will hurt for a little while +"/..
kid	+" I'm going in the mine this is going in the mine too.
kid	Chop_wood is sharing his lantern with with his pet so his pet could see in in the mine.
cgv	good.
kid	+" yikes I heared@n some footsteps.
kid	you know what happened to the prairie dog.
kid	he said +"/..
kid	+" I heared@n some footsteps.
kid	and you know what happened.
kid	Chop_wood said +"/..
kid	+" They were your own nobody else was in the mine.
kid	(ex)cept the prairie dog at did I do that for.
kid	look what Chop_wood's sharing now with the prairie dog.
cgv	uhhuh.
kid	do you think Chop_wood and and the prairie dog is friends.
cgv	yeah don't you.
kid	uhhuh because the prairie dog is Chop_wood's pet.
cgv	uhhuh.
kid	don't use that.
kid	that won't be very good.
kid	how about this.
kid	yeah that would be very good.
kid	now look what Chop_wood's sharing with the prairie dog.
cgv	wow.
kid	I'm gon (t)a make Chop_wood a ax chop.
kid	chop.
cgv	be careful.
kid	Chop_wood's having two lights.
cgv	huh.
kid	Chop_wood's taking Chop_wood gots@n two lights.
cgv	really.
kid	uhhuh.
cgv	that's a good idea don't you think.
kid	yeah Daddy I'm glad Chop_wood gots@n that cart with it.
cgv	yeah do you know what that's called.
kid	what.
cgv	a ore@f car.
kid	oh yeah I'm glad I got that ore@f car with it.
cgv	yeah.
kid	because look he could carry things.
cgv	yeah do you think that's hard.
kid	no.
cgv	how come.
kid	because watch that wasn't hard (ex)cept it sure looks hard.
cgv	what would happen if there was a crash and the ore@f car tipped over.
kid	nothing would happen to the prairie dog.
cgv	how come.
kid	because well he's taking everything well do you know why he's going to live next to the mine.
cgv	how come.
kid	because he likes it next to the mine.
cgv	oh Abe what would have happened if the ore@f car had tipped over on the way to the mine.
kid	I don't know what would happen (ex)cept the prairie dog wouldn't get hurt Chop_wood would take care of it.
cgv	oh if it got hurt Chop_wood would take care of it.
kid	yeah and if it didn't Chop_wood would take care of it.
cgv	why.
kid	(be)cause the prairie dog is Chop_wood's pet.
cgv	oh.
kid	and he gots@n this rope he gots@n he gots@n Chop_wood gots@n four kinds of ropes (ex)cept two kinds are different there's two workmen in the mine they're Chop_wood's friends.
cgv	uhhuh.
kid	do you know who is the guard of the mine.
cgv	who.
kid	Chop_wood.
cgv	Chop_wood's guarding the mine.
kid	Chop_wood is the guard.
cgv	oh who's he guarding it from.
kid	lots of robbers.
cgv	what will he do if a robber comes.
kid	he's a sheriff he could kick em or stuff like that.
cgv	oh.
kid	these are two policemen washing the jail.
cgv	who's in the jail.
kid	two policeman that are washing it.
cgv	oh is it dirty.
kid	no yeah real dirty.
cgv	who else do you think could help Chop_wood with his mine.
kid	I don't know.
cgv	Lincoln.
cgv	and Thunder_wood.
kid	yeah they're just resting now (ex)cept not Thunder_wood I think not Thunder_wood.
cgv	oh what are you going to do now.
kid	I'm looking for Thunder_wood.
