participant	content
cgv	did I hear what.
kid	did you hear this.
kid	if I cut this I'll get a humneycuck@c.
cgv	you'll get a what.
kid	a humneycuck@c.
cgv	a humneycuck@c.
kid	yeah.
cgv	what's a humneycuck@c.
kid	nothing.
cgv	do you want your cereal in this bowl.
kid	yeah is that the bowl you got me.
cgv	yep.
kid	no I mean you got me from school.
cgv	I didn't get you a bowl from school.
kid	yeah you did a white bowl.
cgv	oh no this isn't that bowl this is a bowl that Mommy brought home.
kid	for me.
cgv	yeah.
kid	for me to keep.
cgv	yeah.
kid	I'll put the honey on.
cgv	I already did sorry is that good.
kid	uhhuh.
cgv	did you say you had a dream last night.
kid	uhhuh.
cgv	what was the dream about.
kid	I telled you today.
cgv	yeah but I forgot.
kid	I forgot too tell me what I telled you the story about.
cgv	you know what.
kid	what.
cgv	I forgot did you have fun at the rock show yesterday.
kid	yeah.
cgv	what did you like the best.
kid	those things that girl got me and that guy got me.
cgv	the rocks that they gave you.
kid	uhhuh.
cgv	where did you put those rocks and the petrified wood.
kid	I put the petrified wood up on top of that box and I put the rocks in the box.
cgv	oh so you'll always know where they are.
kid	yeah I want to look at em today Daddy more milk.
cgv	okay.
kid	Daddy I want to eat just honey ones ones that are honey on.
cgv	okay do you want me to put honey on em all.
kid	yeah.
cgv	you're a honey freak aren't you.
kid	I'm lots of freak.
cgv	oh you like lots of stuff.
kid	yeah do you wan(t) (t)a play football after I eat this.
cgv	sure.
kid	I hope I will win.
cgv	oh I'm sure you'll win you're pretty good.
kid	do you know what I think this is gon (t)a be the last taste.
cgv	the last what.
kid	the last taste.
cgv	how come.
kid	(be)cause I ate much.
cgv	are you full.
kid	yeah Dad you could put the rest in the fridge.
cgv	your cereal too.
kid	what about my cereal.
kid	my cereal can't get spoiled cereal needs to go where the rest of the cereal goes only milk goes in the fridge Daddy do you know my legs still fit in this.
cgv	they do.
kid	yeah Daddy how come you leaved all these books out.
cgv	Leslie came over last night while you were asleep and left em out we'll have to put em up won't we.
kid	yeah it's a cold day.
cgv	why don't you put em up right now.
kid	you need to help can I wait for those shows.
cgv	before you put em up.
kid	yeah.
cgv	okay but then you won't be able to watch the cartoons (be)cause you'll be putting up your book what are you doing.
kid	nothing do you see the sun coming up Daddy.
cgv	do I see it.
kid	yeah.
cgv	where is it.
kid	right here.
cgv	you're pretending you're the sun.
kid	no this is the sun.
cgv	oh.
kid	I want to look at my rocks.
cgv	what.
kid	I want to look at my rocks and my petrified wood these are agates Daddy.
cgv	aren't they pretty.
kid	yeah.
cgv	where's your petrified wood.
kid	right here I want to look at my rocks hey Daddy can you bring that treasure chest down.
cgv	which one.
kid	the treasure chest the treasure chest the treasure chest that I'm gon (t)a put this in.
cgv	the big one.
kid	yeah.
cgv	okay this one.
kid	yeah this one is good see.
cgv	yeah it fits real well doesn't it.
kid	yeah and look how long it is.
cgv	how long is it.
kid	I think it's three and a half inch tall.
cgv	really.
kid	yep is it as big as me.
cgv	what.
cgv	the box.
kid	no.
cgv	what.
kid	is the rock big as me.
cgv	no you're a lot bigger than the rock aren't you.
kid	no is the rock same as me.
kid	is the rock is the rock the same.
kid	it's three and a half inches tall so it's big as me I'm three and a half and it's three and a half.
cgv	Abe do you mean it's as old as you.
kid	yeah.
cgv	well look this is how big the rock is now what's bigger.
cgv	you or the rock.
kid	this is bigger than the rock.
cgv	uhhuh.
kid	and I'm bigger than the rock too.
cgv	right you're three and a half years old okay.
kid	okay.
cgv	and years aren't the same thing as inches so the rock is three and a half inches tall but you're three and a half years old years aren't the same as inches okay.
kid	okay hey.
kid	I thought of a great idea.
cgv	what.
kid	this could be like this.
cgv	it'd be hard to balance it like that wouldn't it.
kid	well at nighttime we wouldn't balance it.
cgv	oh just during the day.
kid	yeah I could fit all the big rocks in too.
cgv	they all fit.
kid	I think they all can that lady got me much let's see how much I got.
cgv	okay how many did you get.
kid	I'm not counting em yet I need to put em all in the line first one two three four five six seven eight nine nine nine Daddy this is the nine one.
cgv	oh what are you going to do with all those rocks.
kid	look at em everyday.
cgv	everyday.
kid	yeah to see if they're okay.
cgv	oh.
kid	because what if they have fossils in em.
cgv	what if they do.
kid	yeah.
cgv	that would be pretty neat I think.
kid	that's how come I'm going to look at em everyday.
cgv	oh.
kid	which number is it Daddy.
cgv	today.
kid	now.
cgv	what time is it.
kid	yeah.
cgv	it's about twenty minutes after nine.
kid	is that when that show's on.
cgv	huh.
kid	is that when that show's on.
kid	that show I wanted to watch.
cgv	it's on pretty soon.
kid	let me see at the clock to see if you're wrong Daddy look what I made look what I made.
cgv	what is that.
kid	eight.
cgv	that's right you made the letter eight.
kid	no it's not a letter.
cgv	I mean number eight.
kid	here's the eight again here's the eight again.
cgv	uhhuh.
kid	is this a eight.
cgv	no that's not.
kid	this is a different eight hey.
kid	it's seventy after nine now.
cgv	where are you going.
kid	nowhere hey is that show on.
cgv	I think so.
kid	what channel is it on.
cgv	channel nine.
kid	it's on channel four.
cgv	yeah I'll have to change it.
