participant	content
kid	are you gon (t)a help.
cgv	I'm gon (t)a do dishes so you put up the books.
kid	I won't any more I won't cooperate you won't cooperate I don't wan(t) (t)a cooperate Mommy no one was outside.
cgv	is that why you came in.
kid	huh.
cgv	is that why you came in.
kid	no.
cgv	why'd you come in.
kid	because because I didn't want to be out I wondered if Jason was out but he wasn't no one was out (ex)cept me Mommy I'm gon (t)a see where my green dinosaur is I'm gon (t)a look for my green dinosaur.
cgv	I put it in your barn with your other animals.
kid	I'm gon (t)a get is I'm gon (t)a mmm mmm Mommy I don't know how to get this up side up.
cgv	you had it right the first time there.
kid	hey don't put it in there.
cgv	Abe did you tell anybody at school today about going camping.
kid	Mommy forgot to do say that I asked Mommy and she's the one that forgot to say that.
cgv	what.
kid	she uh I asked her and she was the one that forgot to say that.
cgv	did you tell anybody.
kid	I did I telled Momma Daddy did anyone rip these off.
cgv	huh.
kid	did anyone rip these things off.
cgv	I don't think so.
cgv	off the play one they did.
kid	these did anyone rip these.
cgv	either you or Greggy or Andy or Leslie picked them off the plastic one Abe.
kid	I didn't.
cgv	then it must have been Greggy or Andy or Leslie.
kid	Daddy when are you going to be a tiny seed again.
cgv	a what.
kid	a tiny seed I was a tiny seed so when are you going to be a tiny seed.
cgv	Abe I was already a tiny seed once I can't be one again can I.
kid	yeah you can.
cgv	are you going to be a tiny seed again.
kid	uh after after I grow big then I will because people are seeds then they grow big then they get old and then they get to be tiny seeds again.
cgv	do they grow little first.
kid	huh.
cgv	do old people grow little or do they just turn into seeds.
kid	they grow tiny and tiny and tiny and then they are so tiny they are tiny seeds.
cgv	oh Abe people don't turn back into seeds they grow from seeds but they don't turn back into seeds okay.
kid	yeah they do.
cgv	no they don't why don't you tell me what happened when we went camping yesterday.
kid	I don't know tell me I don't know.
cgv	okay you tell me what you remember and then I'll tell you what I remember.
kid	I can't remember.
cgv	okay first of all we drove out into the country do you remember where we drove.
kid	Taylors Falls yeah Taylors Falls.
cgv	what did we do when we got there.
kid	we climbed two steep hills and the bigger one was so big and then we were through climbing and then and then I saw a way to get down (ex)cept it was really steep and maybe we could be lost in the leaves and we were scared so so so then I saw a new way to get down and that was a rock part and then that was a dirt part.
