participant	content
kid	no take that off.
kid	take it.
kid	please.
cgv	okay.
kid	what is that.
kid	show me to me is it a pin.
cgv	no it's a piece of brush that got caught in my skin see.
kid	oh get it off.
cgv	I am it didn't hurt Abe I'm strong like bull.
kid	don't take it all away don't take it all away.
cgv	I thought you said to get the tape off.
kid	don't uh I said +"/..
kid	+" don't take it all away.
cgv	there it is.
kid	is it long.
cgv	it looks pretty long to me.
kid	okay.
cgv	how long is it.
kid	about long it's about long that about long.
cgv	is it long enough to rope a steer with.
kid	no cow okay it is for catch cows I'm gon (t)a catch cows when I get high like my Daddy the cows will come and I'll catch them with this see.
cgv	did you get one.
kid	it's a cow.
cgv	what did he say when you got him.
kid	hey.
kid	don't bother my horse.
cgv	what did the horse say.
kid	don't don't don't another cow got dead.
cgv	what happened to him Abe.
kid	he got killed by someone's uh by someone's gun.
cgv	how come.
kid	because he was (a)fraid mm.
cgv	was that man trying to protect himself or was he just mean.
kid	mean.
cgv	oh.
kid	okay you have ta go to jail man I got a man.
cgv	what man did you get.
kid	a man that killed another cow.
cgv	what are you going to do with him.
kid	he's gon (t)a go to jail.
cgv	oh good are you a sheriff.
kid	no I'm a cowboy &m and a cowboy.
cgv	you're a kind cowboy.
kid	I got him I got him I got him I got him I got him I got him I got him I got him I got him I got him I got a fish so a cow can eat it pull the white thing off.
cgv	pull the white thing off.
kid	yeah.
cgv	okay bring it here.
kid	I wan(t) (t)a get a present.
cgv	Santa will bring you some if you're a good boy.
kid	I only when I grumbles I grumbles.
cgv	you grumbled.
kid	I grumbles I am a only when I grumble.
cgv	you're the only one that grumbles.
kid	yeah I am the only one that grumbles.
cgv	how come.
kid	because they call me a grumble boy.
cgv	can we tie a knot in here.
cgv	or cut it off.
kid	cut it off &m okay okay grumble grumble.
cgv	are you an old bumble+bee.
kid	no I am not a grumble_gee@d I'm I grumble.
cgv	you grumble.
cgv	you're a grumble+head.
kid	no I'm not a grumble+head hey.
cgv	yeah.
kid	I got a cow.
cgv	who.
kid	a cow.
cgv	how come you got a cow.
kid	because it's because because this is long to catch a cow.
cgv	oh that's long to catch a cow with.
kid	okay watch this.
cgv	what's that.
kid	it's a cowboy catching a cow.
cgv	oh he sure is catching a lot of cows.
kid	I'm through with this.
cgv	what are you going to do then.
kid	put some uh put like it was.
cgv	do you want me to put tape back around it.
kid	yeah tie don't tie it around don't +....
cgv	just like it was.
kid	yeah.
cgv	like this.
kid	yeah like that that way.
cgv	one piece of tape.
kid	my daddy put two piece two pieces uh two pieces of tape on it so it needs another two pieces of tape on it.
cgv	okay.
kid	my pants are falling down.
cgv	I'll get your belt here.
kid	are you gon (t)a wear a belt.
cgv	I left mine in Minnesota.
kid	how come.
cgv	I didn't plan ahead I didn't bring it.
kid	I planned ahead so I bringed my belt.
cgv	you sure did so you can use it to hold your pants up.
kid	did you have a purse to keep this stuff in.
cgv	uhhuh I have a purse to keep my stuff in what do you use to keep your stuff in.
kid	my pockets.
cgv	uhhuh what do you keep in your pockets.
kid	ropes.
cgv	what for.
kid	for cows to catch with.
cgv	for what.
kid	for cows to catch with.
cgv	oh you catch cows with it.
