participant	content
kid	it's about a cave.
cgv	it's a cave.
kid	yeah this gon (t)a be a a you have ta do this first get those little marks off.
cgv	that's okay we'll just leave them there.
kid	this uh be a cave for for what you say.
kid	a Thanksgiving one this uh be a cave.
cgv	you're making a cave.
cgv	you aren't going to make a Thanksgiving picture.
kid	this uh be a Thanksgiving picture you know that.
cgv	I know it and you know it.
kid	I have a I have a I need some more paint.
cgv	some more paint.
cgv	of each color.
kid	yeah what's that.
cgv	do you like it.
kid	no.
cgv	what don't you like about it.
kid	I like this um those two more those two more.
cgv	these colors.
kid	huh.
cgv	these colors.
kid	no blue blue I like blue colors it's mine favorite.
cgv	I already knew that.
kid	I'm trying to get the dots off I'm trying to paint em off I'm trying to paint em off.
cgv	okay.
kid	what's that.
cgv	some more paint you can use your paint brush with these too.
kid	and put em in these.
cgv	uhhuh.
kid	no I wan(t) (t)a use these.
cgv	okay suit yourself.
kid	know who got me these.
cgv	who.
kid	Santa Claus.
cgv	uhuh Mommy and Daddy did.
kid	Santa Claus got me these paints.
cgv	uhhuh Santa Claus got you those paints and Mommy and Daddy got you these paints what are you doing with that pen.
kid	it's Daddy's I'm gon (t)a give it back to him when I get done drawing this picture for Thanksgiving and and and this picture for trick+or+treat.
cgv	you're using a pen and a paint brush at the same time.
kid	uhhuh.
cgv	I bet that's going to be a strange picture.
kid	I need some water in here.
cgv	no that one's just thick it still works alright.
kid	hey.
kid	this gotted@n on my hand.
cgv	that's alright it won't stain your hand I can wash it off when you're done.
kid	why this stains on my shirt.
cgv	(be)cause your shirt we can't wash as fast as your hands get it.
kid	why these are not fashed@c up.
cgv	smashed up.
kid	no fashed@c like these.
cgv	I don't know what made those get so watery they still work alright though what are we going to eat on Thanksgiving Abe.
kid	turkey.
cgv	uhhuh what else.
kid	bread.
cgv	uhhuh.
kid	what else.
cgv	cranberries.
kid	no we don't like we don't like that.
cgv	Abe have you ever tasted cranberries.
kid	uhuh.
