participant	content
cgv	know what Stan.
cgv	Abe can ride up a steep incline without getting off his bike.
cgv	wow.
kid	what.
kid	what is that.
cgv	remember that hill that was like this a steep incline and you went up it on your bike you peddled up all the way remember.
kid	uhhuh then I got afraid of of a guy with a big gun a rifle.
cgv	you saw someone with a rifle.
kid	yeah.
cgv	where.
kid	he had a big rifle.
cgv	what did you say when you saw him.
kid	I just got afraid.
cgv	oh.
kid	so I goed@n away and away and I cried.
cgv	is that why you were crying.
kid	yeah he was going that way.
cgv	do you know who he was.
cgv	what did he look like.
kid	I don't know.
cgv	was it Greggy.
kid	no.
cgv	was it Andy.
kid	no maybe it was Too_too.
cgv	Too_too.
kid	yeah here Mom.
cgv	drink that one little sip so I don't have to throw it away.
kid	no hey you almost didn't know when to stop.
cgv	I knew exactly when to stop and I didn't spill any of it.
kid	(ex)cept you didn't when.
cgv	I filled it to the brim but I didn't spill it no.
kid	how come.
cgv	because it'll make a big mess.
kid	I didn't I didn't.
cgv	are your ears full of wax.
kid	no don't say my ears are full of wax.
cgv	I don't know I've noticed a lot of bees flying around there lately let me see no.
kid	now how (a)bout this.
cgv	nope no bees.
kid	how (a)bout on my head.
cgv	let me see I think there are a few ant hills up there.
kid	where's the ant hills.
cgv	they make it when there's a lot of dirt your head's really dirty.
kid	you're dirty shoo fly shoo fly shoo fly shoo fly shoo fly.
cgv	is that your fly+swatter.
kid	yeah that tickles shoo fly shoo fly shoo fly shoo fly shoo fly shoo fly shoo fly.
cgv	what are you thinking about Abe.
kid	I don't know look down there a shoo+fly's down there Mommy a big shoo+fly's down there.
cgv	did you get it.
kid	no.
cgv	is it stuck or something.
cgv	look at this shoo+fly Stan.
kid	no that's not a shoo+fly.
cgv	oh.
kid	hey hey Mommy a money's under there.
cgv	no do you know what that's there for.
kid	no.
cgv	it's to keep the glass off the wood see.
cgv	there's one in each corner see.
cgv	and they're supposed to stay there so don't dig em out.
kid	how come.
cgv	I just explained why they were there to keep the glass off the wood do you wan(t) (t)a play with some puzzles.
kid	first I'm gon (t)a drink my hot chocolate poop poop I pooped in my hot chocolate.
kid	I was teasing.
cgv	what a relief.
kid	poop poop I pooped in it again.
kid	I was just teasing I was teasing you I was teasing you I was teasing you I was pretending (ex)cept you didn't know that I got water in my throat and it maked me cough.
