participant	content
kid	huh.
cgv	you picked lot of good berries.
kid	Mommy I need some of those.
cgv	okay I'll get you a dish of your own.
kid	not milk on them.
cgv	no milk just a dish with blueberries.
kid	why not a big dish.
kid	why not a big dish Mom.
cgv	I don't know just because I always give you one of these tiny bowls it's unbreakable.
kid	oh I need water.
cgv	here you go you want some water too.
kid	uhhuh.
cgv	okay here's your water.
kid	thank you you never taste a red blueberries.
cgv	huh.
kid	you you never taste taste red blueberries.
cgv	I've always tasted blueberries and I love them.
kid	this red one.
kid	this big red one.
cgv	did you find a red blueberry.
kid	uhhuh.
cgv	it must not be completely ripe yet.
kid	Mom that one mushy that one mushy.
cgv	what was messy.
kid	that one mushy.
cgv	oh that one was mushy.
kid	uhhuh Mommy taste this that good Mom.
kid	that red blueberry good Mom.
cgv	uhhuh it wasn't quite ripe but it was good.
kid	this is good Mom.
cgv	uhhuh.
kid	it's not ripe I don't like reds.
cgv	red ones are too tart for you.
kid	uhhuh I don't like them I need a spoon Mom.
cgv	okay.
kid	I eat I eat three play for awhile.
cgv	you want to play for awhile after you eat.
kid	uhhuh I play for awhile this one's messy Mom.
cgv	okay take it out and put it on the table don't throw it on the floor.
kid	here Mom that one mushy for me.
cgv	it's too mushy for you.
kid	uhhuh.
cgv	it tastes the same Abe.
kid	Mom you eat this big one.
cgv	you want me to eat it.
kid	uhhuh.
cgv	the big ones are really sweet.
kid	this big one's really sweet Mom you wan(t) (t)a taste this little one.
cgv	you can taste it I have a lot in my bowl you can eat yours.
kid	Mom why you have a green bowl.
cgv	because this was the only clean bowl so I took it.
kid	Mom see this big one this one mushy mushy mushy.
cgv	put it down you don't have to eat it.
kid	Mom I wan(t) (t)a paint for awhile.
cgv	would you like to paint with your watercolors.
kid	uhhuh.
cgv	okay I'll get them.
kid	Mommy Terry got them to me and you.
cgv	Terry.
kid	uhhuh.
cgv	uhhuh she got them for you.
kid	why Mom.
cgv	because she loves you.
kid	I love her too.
cgv	I have a idea.
kid	uhhuh.
cgv	when you paint you can paint a picture for Terry and I'll send it down to her.
kid	okay.
cgv	that was really a good lunch.
kid	Mommy you find my hot chocolate.
cgv	do you want another glass of milk.
kid	another hot chocolate.
cgv	hey Abe.
kid	what.
cgv	don't spill stuff on the table it makes the table all sticky.
cgv	Abe are you going to paint a picture.
kid	no.
cgv	no.
kid	no.
cgv	why not.
kid	I'm gon (t)a paint one for Terry.
cgv	oh.
kid	Mom why you do those Mom.
cgv	I put them in this bowl so that I could water them I'm not sure that it will work though.
kid	it better not work Mom it better not work or not it better not work or not.
cgv	Abe do you want to use the water colors or colored pencils.
kid	water colors water colors Mom Mommy I need those little things please.
cgv	Abe you put your brush in the water first and then put it on the paint like this see.
kid	why Mom.
cgv	because it won't work unless the paint is wet and you have to wet the brush so that you can get the paint wet.
kid	I need some more water Mom.
cgv	use the water that's over here.
kid	I need some more water Mom.
cgv	there's still some water here.
kid	Mommy see.
cgv	uhhuh.
kid	I made purple I made purple on this I need more paint Mom.
cgv	put your brush here and then blot the excess out on this paper towel.
kid	Mom Mom I made pink I made pink Mom.
cgv	uhhuh that's a beautiful shade of pink.
kid	Mom I made brown also.
cgv	uhhuh.
kid	I made green also.
cgv	uhhuh I think that's a beautiful painting.
kid	and more pink.
cgv	that is so pretty.
kid	Mommy I do that.
cgv	that's okay.
kid	I do that Mom.
cgv	you know how to do it don't you.
kid	uhhuh Mom this is for Stan Mom this is for Stan.
cgv	is that for Daddy.
kid	uhhuh Daddy this is a be for you.
cgv	wow that is so pretty that's a really nice picture.
kid	show it to Mike.
cgv	okay I bet he'll like it.
kid	do dum.
cgv	huh.
kid	do dum.
cgv	do you want to make a picture for Terry.
kid	after this.
cgv	okay.
kid	Mommy I made some more pink.
cgv	uhhuh.
kid	Mommy give this to me Dad.
cgv	Dad Abe made you a surprise.
cgv	let me see wow.
cgv	how pretty thank you Abe.
kid	I make this one for Terry.
cgv	that would be nice Terry would really like it.
kid	Mommy how Terry get this for you.
