participant	content
kid	huh.
cgv	did you find my scissors.
kid	no I found my scissors they were on the table Mommy I found my scissors they were on the table they were on the table they were on the table.
cgv	oh I found mine what do you want to put on your poster Abe.
kid	I think a kite.
cgv	that's a good idea.
kid	is this a kite I made.
cgv	it looks like one.
kid	hey you can't cut on that one.
cgv	do you want to try and cut it.
kid	yeah.
cgv	hey that was pretty good.
kid	now I wan(t) (t)a cut on these lines.
cgv	okay what are you trying to make.
kid	a square.
cgv	do you think it's a square or a rectangle.
kid	a square.
cgv	why do you think it's a square.
kid	because they're all the same size.
cgv	are all the sides equal.
kid	yeah equal Mommy make me a poster now.
cgv	okay what kind of color do you want to use.
kid	pink.
cgv	do you want to glue everything onto the pink.
kid	no I don't wan(t) (t)a do that I wan(t) (t)a do it on this on this.
cgv	which one.
kid	on this.
cgv	on the pink right.
kid	is this pink.
cgv	yeah okay what do you want to put on your poster.
kid	I think a shape like that.
cgv	a shape similar to this.
kid	yeah (ex)cept don't do the biggest.
cgv	you can use your scissors to cut out some stuff.
kid	okay with this orange.
cgv	sure.
kid	what is orange.
cgv	what's orange.
kid	oranges are orange.
cgv	yeah.
kid	put it right there.
cgv	okay.
kid	(ex)cept see it comes off.
cgv	well it only comes off when you pull it off let the glue dry and it won't come off what else do you want to put on your poster.
kid	I don't know hey hey how (a)bout a real crocodile.
cgv	what color is a crocodile.
kid	I think they look like green.
cgv	okay.
kid	how long it will be through.
cgv	huh.
kid	how long it will be through.
cgv	I still have to cut out the legs how many legs does a crocodile have.
kid	five.
cgv	five.
kid	yeah.
cgv	how about four and one long tail.
kid	yeah sometimes crocodiles have really short tails.
cgv	what does this look like.
kid	a real crocodile is he climbing up.
kid	get a lot of glue on.
cgv	here you go.
kid	hey this comed@n off.
cgv	well let's put a little more glue on.
kid	Mommy sometimes crocodiles have their mouths open.
cgv	what are they trying to do when their mouths are open.
kid	they are trying to bite someone make you Mommy make you Mommy make you Mommy.
cgv	make me.
kid	yeah.
cgv	okay what color should I be.
kid	white because you're white.
cgv	I know what I'll make a face and you can draw the eyes nose and mouth.
kid	I can't make eyes I can't make eyes is this a eye.
cgv	no that's the head.
kid	how can I make eyes.
cgv	here you can use this.
kid	Mommy make a circle I can't.
cgv	make a circle out of what.
kid	out of eyes.
