participant	content
kid	tomorrow morning.
kid	tomorrow morning I will &m you want that sort of thing tomorrow morning I want tomorrow morning.
cgv	do you want tomorrow morning to come this morning so you can take a bath this morning.
kid	the Easter Bunny comes.
cgv	do you know when he's coming.
kid	yeah when.
cgv	April.
kid	in April.
cgv	yeah we have to wait for February and March and then April will come.
kid	watch this watch this.
cgv	are you balancing yourself.
kid	yeah.
cgv	are you a gymnastic.
cgv	a gymnast.
kid	I'm I'm gon (t)a be a a gymnast.
cgv	oh boy you sure are active this morning you must have eaten a good breakfast.
kid	my bacon still little bit left.
cgv	is any of it left.
kid	I don't think so.
cgv	I don't think so either.
cgv	I think Daddy ate it all.
kid	did you eat my bacon.
cgv	I ate my bacon.
cgv	do you want me to fix you more.
kid	no no Mom not any more please.
cgv	okay I won't.
kid	I thoughted thought] +ed-sup] you eated mine.
kid	I thoughted thought] +ed-sup] Daddy eat my bacon.
kid	can I have this my candy+bar.
cgv	just half of it you can have the other half in the afternoon.
cgv	is that your candy+bar.
kid	yeah.
cgv	here let me break it in half okay.
kid	no I wan(t) (t)a break it.
cgv	okay.
kid	okay I breaked@n it.
cgv	put half on the table so you can eat that half later.
kid	okay watch this.
cgv	what is that.
kid	it's a alligator eating just like a fish see.
cgv	oh I didn't know alligators liked candy+bars.
kid	yeah awoh some of the house is messy.
cgv	uhhuh we have to pick it up did you have a good time at the show.
kid	what.
cgv	when we went to the show last night.
kid	I guess so.
cgv	what did you like best about it.
kid	uh I liked one one from the beginning.
cgv	you liked it from the beginning.
kid	yeah.
cgv	what part did you like best.
kid	I liked the second show.
cgv	we saw that guy on tv last night he was playing a banjo.
kid	huh.
cgv	would you like to learn how to play a banjo.
kid	yeah I will.
cgv	what song would you sing.
kid	huh.
cgv	what song would you sing if you knew how to play the banjo.
kid	I guess I'd rather not sing.
cgv	oh you'd just play and not sing.
kid	yeah milk milkie Mom.
cgv	whatta what do] you say.
kid	please.
cgv	okay do you know what we need to do today.
kid	what.
cgv	get more milk.
kid	then put it in the (re)frigerator right.
kid	look it Momma this stayed open.
cgv	yeah.
kid	put the top back on Daddy how long your birthday will come.
cgv	mine.
kid	yeah.
cgv	in October.
kid	and after that Halloween will come right.
cgv	right but that's a long time away Abe.
kid	Mom here.
cgv	put it back in the fridge if you're through.
kid	okay I can't it's too hard you try to open it wait wait wait it still goes right there I want it to go right there okay.
cgv	where.
kid	right there.
cgv	okay that's fine.
kid	this is for this for big boys and daddies.
cgv	what.
cgv	sunglasses.
kid	yeah.
cgv	uhhuh sunglasses are for big boys and daddies and for big mommies.
kid	I don't wan(t) (t)a go swimming with you are my blue+jeans dry yet.
cgv	not yet.
kid	how come.
cgv	because they're still wet you'll have to wear your Winnie_the_Pooh pants one more time.
kid	I don't wan(t) (t)a do that one how (a)bout my striped pants.
cgv	they're still wet too say there's four gymnastic matches we can go to.
kid	huh.
cgv	there's four gymnastic matches we can go to would you like that.
kid	yeah let's go to that right now we can do it.
cgv	we have to wait for a couple more weeks.
kid	huh.
kid	how (a)bout taking some candy with us.
kid	we have ta get some peanut butter cups so we can eat them at the gymnastic place right.
cgv	I doubt that we should just go to watch the action.
kid	I'm gon (t)a take one candy+bar and then you and then I can share it with you and me and Daddy and you.
cgv	that sure would be nice Dad did you see all of these pictures Abe brought home from school.
cgv	no let me see.
kid	one is for me and one is for you and one is for Mommy.
cgv	I thought all of them were for me.
kid	no no I bringed one for me and one for you I bringed one for mine I bringed one for mine yeah that's for me.
cgv	did you make those.
