participant	content
kid	huh.
cgv	what are you going to tell everybody at school tomorrow.
kid	I don't think I'm going to tell them something I don't think I'm going to tell them anything.
cgv	how come.
kid	because.
cgv	come here for just a second.
kid	I'm looking through this I'm looking I'm looking in this.
cgv	what are you looking for.
kid	I'm just looking in this.
cgv	if you want to you can read that to Daddy.
kid	I can't read it.
cgv	just tell him.
kid	see.
kid	these are nightmares.
cgv	really.
kid	see.
kid	right here.
cgv	that looks like a nightmare alright.
kid	(ex)cept why do you call it a nightmare Mom.
cgv	remember what I told you.
kid	because why.
cgv	tell me what you remember.
kid	because this is a lump and tell me why he has a pointy mmm tail okay.
kid	a pointy tail like crisscross like crisscross okay.
kid	see.
kid	why are these things on his tail.
cgv	nightmares are just bad dreams is that real.
kid	no they're just playing.
cgv	it's his imagination isn't it.
kid	I think it's real though.
cgv	look at this.
kid	can I see.
cgv	give it to Mom.
kid	I'm gon (t)a throw it here catch.
cgv	Abe I wan(t) (t)a ask you something.
kid	(ex)cept I'm looking at this right now.
cgv	okay.
cgv	did you tell Daddy what we saw sitting inside the library.
kid	why.
kid	a dog.
kid	and one more nightmare Mommy why do nightmares have teeth.
cgv	Abe not all nightmares are the same thing to him that's a nightmare you might have different nightmares.
kid	I have hawk nightmares.
cgv	Abe aren't you going to tell people about going camping.
kid	I don't think I am I know about going camping and Dad look I got a new toy.
cgv	do you think it's a new one or part of an old one.
kid	I think it's part of a old one because look it's the top it's red it's new.
cgv	Abe do you remember what happened when we went camping.
kid	no I'm not gon (t)a tell that's gon (t)a make everyone sad I think.
cgv	huh.
kid	I think it's gon (t)a make everyone sad.
cgv	how come.
kid	because.
cgv	because why.
kid	because I think it will.
cgv	for what reason.
kid	I don't know for what reason.
cgv	because they didn't get to go camping.
kid	who.
cgv	your friends at school.
kid	yeah Mommy I wish I could have a cannon too I could shoot it a real cannon like that.
cgv	I don't even have a real cannon.
kid	do you have a toy cannon.
cgv	hmm.
kid	do you have a cannon.
cgv	no I don't even think I've ever seen a toy cannon.
kid	Mommy don't you think nightmares have really big eyes.
