participant	content
cgv	uhhuh.
kid	this is for for me.
cgv	that's nice you're making a picture for yourself.
kid	uhhuh.
cgv	where would you like to hang it.
kid	right there with my poster.
cgv	okay.
kid	I can make a n@l.
cgv	you can.
kid	uhhuh.
cgv	let's see what was that.
kid	poo_poo_gas@f.
cgv	I see Abe what are you making.
kid	a peanut butter.
cgv	a peanut butter.
kid	uhhuh Mom I like where's a grey one.
cgv	right there.
kid	uhhuh oh good this white one for me.
kid	Mom this white one for me.
cgv	yeah you can use it.
cgv	what are you making Abe.
kid	this is for me.
cgv	it is.
kid	uhhuh.
cgv	Abe's making a picture for himself.
cgv	oh.
cgv	are you an artist Abe.
kid	uhhuh I'm a real big tiny artist.
cgv	you are.
kid	uhhuh.
cgv	Abe did you tell Daddy that our tomatoes are getting red.
kid	our tomatoes are getting red.
cgv	they are.
kid	uhhuh this is green Mom I put it back that's not you it is you.
cgv	it is.
kid	uhhuh Mom look at my tiny monkey gorilla.
cgv	your tiny monkey gorilla.
kid	uhhuh I like him.
cgv	you do.
kid	uhhuh.
cgv	I like him too.
kid	that's funny that's funny that's a funny picture that's a funny picture.
cgv	it sure is what else can we make.
kid	peanut butter pancakes.
cgv	I know let's draw a picture Grandma.
kid	this picture is mine for myself.
cgv	it is.
kid	uhhuh this is for me by myself.
cgv	it is a pretty picture I'm glad you're keeping it.
kid	Mom I make a circle.
cgv	let's see uhhuh it sure is.
kid	here Mom Mommy Mom I can't put this on me here Mom what's that.
kid	Mom what's that Mom.
cgv	this is a skeleton.
kid	oh.
cgv	does it look like a real live skeleton.
kid	uhhuh.
cgv	can you draw one Abe.
kid	I can't momma I put these back.
cgv	thank you Abe.
kid	Mom here I'm gon (t)a make a ostrich.
cgv	you are.
kid	uhhuh Mom how this got on here.
cgv	what.
kid	this.
cgv	that's just a piece of dirt.
kid	why.
cgv	because they made a mistake at the factory.
kid	oh Mom her cracked.
cgv	he cracked.
kid	uhhuh.
cgv	who cracked.
kid	he cracked a alligator.
cgv	a man cracked a alligator.
kid	uhhuh Peter did.
cgv	oh Peter cracked a alligator.
kid	uhhuh Mom this is for me.
cgv	you make two pictures for yourself tonight.
kid	uhhuh here Daddy here Daddy here Daddy here Daddy.
cgv	thank you Abe this is a really nice picture.
kid	Mom Mom I don't want this.
cgv	go get some more paper okay.
kid	Mom here Mommy this is for Ninny@f this is for Bumpa@f this is for Ninny@f.
cgv	you're going to make pictures for Ninny@f and Bumpa@f.
kid	uhhuh.
cgv	how nice.
cgv	they'll really like that.
kid	this is for Bumpa@f Mommy milk.
cgv	it's right there Abe see this snake I made.
kid	uhhuh Mom that's a long snake.
cgv	it's the longest snake I've ever seen.
kid	I'm gon (t)a kiss him.
cgv	you're going to kiss the snake.
kid	uhhuh he bite me and and I hit him.
cgv	why'd he bite you Abe.
kid	because he's naughty here Mom this is for Grandpa and Bumpa@f Daddy I have a owie.
cgv	you do.
kid	uhhuh look at it.
cgv	it looks alright to me.
kid	it don't hurts.
cgv	I'm glad that it doesn't hurt Abe we need to wash it off.
kid	uhhuh it dried off in the sunshine.
cgv	it did.
kid	uhhuh and it got dark.
cgv	oh Abe you go hide and I'll see if I can get you a surprise.
kid	two surprise.
cgv	we'll see now you go hide.
kid	I'm hiding.
cgv	okay come here guess which hand.
kid	this one.
cgv	okay what did you get.
kid	Mom I get gumdrops.
cgv	that's nice tell Daddy thank you.
kid	thank you Dad.
cgv	you like gumdrops Abe.
kid	uhhuh.
cgv	what are you doing there Abe.
kid	I'm reading a book.
cgv	you are.
kid	uh huh I'm gon (t)a hide in my room.
cgv	you're gon (t)a hide.
kid	uhhuh in my room.
cgv	how come.
kid	because because I want a surprise.
cgv	you do.
kid	uhhuh.
cgv	well I don't have any more surprises you'll have to wait until next time.
kid	oh where's your poop_potty@f.
cgv	where's my poop_potty@f.
kid	uhhuh.
cgv	it's in the bath+room.
kid	I have ta poop Daddy I have ta poop.
cgv	go ahead and go in the bath+room and poop.
kid	I'm gon (t)a make you happy I have ta poop.
cgv	you sure are.
kid	Mom I didn't pop it.
cgv	you sure didn't.
kid	Mom I didn't pop it.
cgv	that's good Abe.
kid	Mom I'm through pooping I'm through pooping Mom.
cgv	okay I'll come wipe you.
kid	Daddy come see my poopy.
cgv	okay right now.
kid	uhhuh you coming.
cgv	yeah that's a lot of poop Abe.
kid	uhhuh Mom give one to me give one to me.
cgv	okay here you go.
kid	thank you Mom don't do this I don't like this.
cgv	Abe I'm not bothering you why don't you like it.
kid	I'm cold Mom that maked me cold.
cgv	okay why don't you go get a shirt and I'll put it on you.
kid	we going at Texas soon.
cgv	uhhuh we're going to Texas Friday morning.
kid	I wan(t) (t)a see Karen I wan(t) (t)a see Karen we go at Texas.
cgv	okay you'll see a lot of people when we go to Texas are you anxious to go.
kid	uhhuh Mom I like this picture there's Steve and Terry and and Abe and me Daddy.
cgv	uhhuh where's Mommy.
kid	right right not anywhere.
cgv	you know why.
kid	uhhuh.
cgv	why.
kid	I don't know.
cgv	because I always +....
